a01	stime_h_j	stime_m_j	res_id_j	consent_j	j1	j1_01	j1_01b	j1_02a	j1_02b2	j1_02b1	j1_02b1_ngo	j1_02b1_ngo2	j1_02c	j1_02coth	j1_03a	j1_03b	j1_03c	j1_03d	j1_03e	j1_03f	j1_03g	j1_03h	j1_03i	j1_03j	j1_03k	j1_03l	j1_03m	j1_03n	j1_03o	j1_03ooth	j1_03p	j1_04	j1_4a1_1	j1_4a1_2	j1_4a1_3	j1_5a	j1_05b	j1_5b	j1_5b_ngo	j1_5b_ngo2	j1_5c	j1_5coth	j1_06a	j1_06b	j1_06c	j1_06d	j1_06e	j1_06f	j1_06g	j1_06h	j1_06i	j1_06j	j1_06k	j1_06l	j1_06m	j1_06n	j1_06o	j1_06ooth	j1_06p	j1_07	j1_07oth	j1_08	j1_09	j1_09a	j1_09b	j1_09c	j1_09d	j1_09e	j1_09f	j1_09g	j1_09h	j1_09i	j1_09j	j1_09k	j1_09l	j1_09m	j1_09n	j1_09o	j1_09ooth	j1_09p	j1_10	j1_10oth	j1_11	j1_12	hhid2	hh_type	round
4934.2	11	59	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4934.2"	3	3.0
4934.3	10	9	12	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4934.3"	3	3.0
4934.4	11	30	10	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DILLER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4934.4"	3	3.0
4935.0	12	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4935"	3	3.0
4936.0	10	16	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4936"	3	3.0
4937.0	10	0	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4937"	3	3.0
4938.0	11	46	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"KITNASHOK DILLER"	1	2	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4938"	3	3.0
4940.0	12	56	5	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SAR DILLER"	1	1	1	1	1	2	1	1	1	1	1	1	2		2	" "			" "	2																	" "		4	" "	1	1	"4940"	3	3.0
4941.0	11	50	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SHARER DOKAN"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"4941"	3	3.0
4942.0	13	3	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	1	2	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4942"	3	3.0
4943.0	10	8	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4943"	3	3.0
4944.0	14	17	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4944"	3	3.0
4945.0	12	0	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4945"	3	3.0
4946.1	11	22	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4946.1"	3	3.0
4946.2	10	18	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4946.2"	3	3.0
4947.0	12	57	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	2		2		2		2		1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4947"	3	3.0
4948.0	12	27	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		2	" "	1	1	"4948"	3	3.0
4949.0	11	28	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"KITNASHOKER DOKAN"	2		2		1	1	2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"4949"	3	3.0
4950.0	13	3	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	2		2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4950"	3	3.0
4951.0	15	30	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4951"	3	3.0
4952.0	10	9	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4952"	3	3.0
4953.0	10	55	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4953"	3	3.0
4954.0	16	12	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4954"	3	3.0
4955.0	11	55	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4955"	3	3.0
4956.1	9	35	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4956.1"	3	3.0
4956.2	9	54	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4956.2"	3	3.0
4957.0	11	33	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SHAR DILLER"	1	2	1	2	2		2		1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4957"	3	3.0
4958.1	17	15	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DILLER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4958.1"	3	3.0
4958.2	10	40	3	1	1	2						" "		" "																" "		1	1			2	1	0		" "	2	"SHAR DILLER"	1	2	2		1	2	1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4958.2"	3	3.0
4958.3	10	40	9	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4958.3"	3	3.0
4959.0	11	50	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4959"	3	3.0
4960.0	12	12	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SHARER DOKAN"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4960"	3	3.0
4962.0	11	20	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4962"	3	3.0
4963.0	17	3	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4963"	3	3.0
4964.0	12	45	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DOKAN"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4964"	3	3.0
4965.0	12	30	3	1	1	2						" "		" "																" "		1	1			3	1	0		" "	2	" "	1	1	2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4965"	3	3.0
4966.0	11	21	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4966"	3	3.0
4968.0	11	17	3	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DAILER"	2		2		2		1	1	1	1	1	1	2		2	" "			" "	2																	" "		1	" "	1	1	"4968"	3	3.0
4970.0	10	36	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4970"	3	3.0
4971.0	12	5	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DELAR"	2		2		2		1	2	1	2	2		2		2	" "			" "	1	2	1	2	1	2	1	2	1	1	1	1	1	3	1	3	2	" "			" "	1	2	"4971"	3	3.0
4972.0	12	15	2	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SAR DAILER"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4972"	3	3.0
4973.0	10	18	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DAILER"	1	2	2		2		1	2	1	1	2		2		2	" "			" "	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	3	2	" "			" "	1	1	"4973"	3	3.0
4974.0	12	40	1	1	1	1	1	1	1	0		" "	0	" "	2		2		2		1	1	1	2	2		2		2	" "		1	1			1	1	0		" "	2	"DELAR"	1	2	2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4974"	3	3.0
4975.0	12	2	3	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DAILER"	2		2		2		2		1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4975"	3	3.0
4976.0	11	30	2	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SARER DOKAN"	2		2		2		1	1	1	1	1	1	2		2	" "			" "	2																	" "		5	" "	1	1	"4976"	3	3.0
4977.0	11	45	2	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DELAR"	1	2	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	1	"4977"	3	3.0
4978.0	12	16	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DAILER"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4978"	3	3.0
4980.0	11	38	1	1	1	1	1	1	1	0		" "	0	" "	1	2	2		2		1	2	1	1	2		2		2	" "		1	1			0		0		" "	3	"SAR DAILER"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4980"	3	3.0
4981.0	11	51	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		1	" "	2		"4981"	3	3.0
4982.0	11	0	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4982"	3	3.0
4983.0	13	2	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR BIKRAKTA DILAR"	1	2	1	2	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4983"	3	3.0
4984.0	11	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4984"	3	3.0
4985.0	12	33	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DILAR"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4985"	3	3.0
4986.0	12	8	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4986"	3	3.0
4987.0	11	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4987"	3	3.0
4988.1	9	50	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4988.1"	3	3.0
4988.2	10	10	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4988.2"	3	3.0
4989.0	10	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"4989"	3	3.0
4990.0	11	45	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR KITNASAK"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	1	"4990"	3	3.0
4991.1	11	20	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SAEAR EAR DOKAN"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4991.1"	3	3.0
4991.2	12	4	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"4991.2"	3	3.0
4992.0	11	3	2	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SHAR EAR DOKAN"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"4992"	3	3.0
4993.0	12	57	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR BAKRATAR DILAR"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"4993"	3	3.0
4994.0	8	55	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SAR EAR DILAR"	1	2	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"4994"	3	3.0
4995.0	14	11	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"4995"	3	3.0
4996.0	12	0	6	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR EAR DILAR"	2		2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4996"	3	3.0
4997.0	13	42	10	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR KITNASAK"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	1	"4997"	3	3.0
4998.0	12	20	1	1	1	2						" "		" "																" "		1	1			0		0		" "	7	"SINJENTA"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"4998"	3	3.0
4999.0	12	42	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"4999"	3	3.0
5000.0	10	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5000"	3	3.0
5001.0	10	40	1	1	1	2						" "		" "																" "		1	1			3	1	0		" "	3	"SAR DILAR"	1	2	2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5001"	3	3.0
5002.0	16	27	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5002"	3	3.0
5003.0	17	21	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DILAR"	1	2	2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5003"	3	3.0
5004.0	9	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5004"	3	3.0
5005.0	10	26	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SAR DILAR"	1	2	2		2		2		1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5005"	3	3.0
5006.0	17	30	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DILAR"	1	2	2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5006"	3	3.0
5007.0	11	20	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SAR DILAR"	2		2		2		1	3	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5007"	3	3.0
5008.0	15	40	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DILAR"	1	1	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	1	"5008"	3	3.0
5009.0	20	8	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DILAR"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5009"	3	3.0
5010.0	17	23	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"DILAR"	2		2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5010"	3	3.0
5011.0	16	5	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DILAR"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	1	"5011"	3	3.0
5012.0	11	30	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DILAR"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5012"	3	3.0
5013.0	10	25	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DILAR"	1	2	2		2		1	2	2		2		2		2	" "			" "	2																	" "		2	" "	1	1	"5013"	3	3.0
5015.0	15	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5015"	3	3.0
5016.0	9	32	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5016"	3	3.0
5018.0	17	11	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"DILAR"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5018"	3	3.0
5020.0	10	27	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"DILAR"	1	2	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5020"	3	3.0
5021.0	12	10	3	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR, KITNASHOK"	1	2	2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5021"	3	3.0
5022.0	10	28	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		2	" "	2		"5022"	3	3.0
5024.0	16	8	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5024"	3	3.0
5025.0	11	50	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR DEALER"	1	2	2		2		2		1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5025"	3	3.0
5026.0	10	35	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DELAR"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5026"	3	3.0
5027.1	9	30	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"KITNASHOK, SHAR DEALER"	1	2	2		2		2		1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5027.1"	3	3.0
5027.2	11	30	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5027.2"	3	3.0
5028.0	12	53	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DOKAN"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5028"	3	3.0
5029.0	12	53	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR DEALER"	1	2	2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5029"	3	3.0
5030.0	12	28	3	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SHAR DEALER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5030"	3	3.0
5031.0	14	30	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR, KITNASHOK"	2		2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5031"	3	3.0
5032.0	10	57	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR, KITNASHOK"	1	2	2		2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5032"	3	3.0
5033.0	15	46	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5033"	3	3.0
5034.0	13	30	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHARER DEALER"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5034"	3	3.0
5035.0	9	26	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5035"	3	3.0
5036.1	11	25	3	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR, KITNASHOK"	1	2	2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5036.1"	3	3.0
5036.2	12	15	4	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHAR, KITNASHOK"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5036.2"	3	3.0
5037.1	14	56	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SHAR DEALER"	2		1	2	2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5037.1"	3	3.0
5037.2	10	40	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5037.2"	3	3.0
5039.0	10	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5039"	3	3.0
5040.0	10	29	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SHAR DEALER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5040"	3	3.0
5041.0	11	1	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5041"	3	3.0
5042.0	12	22	1	1	1	1	1	3	1	0		" "	0	" "	2		2		2		1	1	1	1	1	1	2		2	" "		1	1			2	1	0		" "	1	" "	2		2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5042"	3	3.0
5043.0	13	40	8	1	1	1	1	2	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "		1	1			1	1	0		" "	0	" "	1	2	2		2		2		1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5043"	3	3.0
5044.0	12	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5044"	3	3.0
5045.0	13	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5045"	3	3.0
5046.0	18	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5046"	3	3.0
5047.0	11	22	1	1	1	2						" "		" "																" "		1	1			2	1	0		" "	2	" "	1	2	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5047"	3	3.0
5048.1	12	15	1	1	1	1	1	2	1	0		" "	0	" "	1	2	1	3	1	3	1	2	1	2	1	2	1	3	2	" "		1	1			1	1	0		" "	0	" "	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5048.1"	3	3.0
5048.2	9	35	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5048.2"	3	3.0
5049.0	12	2	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5049"	3	3.0
5050.0	13	2	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5050"	3	3.0
5051.0	16	17	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5051"	3	3.0
5052.0	10	43	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		2	" "	1	2	"5052"	3	3.0
5053.0	13	22	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"DELAR"	1	2	2		2		1	1	1	2	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5053"	3	3.0
5054.0	9	55	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5054"	3	3.0
5055.0	14	20	1	1	1	1	1	2	1	0		" "	0	" "	1	2	1	2	2		1	1	1	1	2		2		2	" "		1	1			2	1	0		" "	0	" "	2		2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5055"	3	3.0
5056.0	13	15	1	1	1	1	1	1	1	0		" "	0	" "	1	2	1	3	2		1	2	1	1	1	2	2		2	" "		1	1			1	1	0		" "	0	" "	2		2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		2	" "	1	1	"5056"	3	3.0
5057.0	11	43	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5057"	3	3.0
5058.1	15	55	1	1	1	1	1	3	1	0		" "	0	" "	1	2	1	2	1	3	1	2	1	2	1	3	1	3	2	" "		1	1			1	1	0		" "	0	" "	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5058.1"	3	3.0
5058.2	12	42	8	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		2	" "	1	2	"5058.2"	3	3.0
5059.0	11	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5059"	3	3.0
5060.0	12	48	3	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5060"	3	3.0
5061.0	11	5	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5061"	3	3.0
5062.0	14	42	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5062"	3	3.0
5063.0	11	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5063"	3	3.0
5064.0	10	28	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SAR"	1	2	2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"5064"	3	3.0
5065.0	11	22	1	1	1	1	1	2	2	0		" "	0	" "	1	2	2		2		1	1	1	1	2		2		2	" "		1	1			3	1	0		" "	1	"DELAR"	2		2		2		1	2	1	2	2		2		2	" "			" "	2																	" "		1	" "	1	3	"5065"	3	3.0
5066.0	11	7	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5066"	3	3.0
5067.0	10	27	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5067"	3	3.0
5068.0	13	13	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5068"	3	3.0
5069.0	11	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5069"	3	3.0
5070.0	12	5	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SARER DILAR"	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5070"	3	3.0
5072.0	10	37	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5072"	3	3.0
5073.0	8	51	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5073"	3	3.0
5074.0	10	45	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5074"	3	3.0
5076.0	15	42	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5076"	3	3.0
5077.0	10	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5077"	3	3.0
5078.0	11	10	1	1	1	1	1	2	1	0		" "	0	" "	1	2	1	2	2		1	2	1	2	2		2		2	" "		1	1			0		0		" "	3	"SAR DILAR"	2		2		2		1	2	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5078"	3	3.0
5079.0	10	10	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SAR DILAR"	1	2	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5079"	3	3.0
5080.0	10	23	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5080"	3	3.0
5081.0	11	21	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5081"	3	3.0
5082.0	11	51	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5082"	3	3.0
5083.0	16	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5083"	3	3.0
5084.0	11	40	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5084"	3	3.0
5085.0	17	5	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5085"	3	3.0
5086.1	11	1	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SHARER DILLER"	1	2	1	1	2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5086.1"	3	3.0
5086.21	12	54	7	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"BIJER DILLER"	2		1	1	2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5086.2.1"	3	3.0
5086.22	14	21	10	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SHARER DILLER"	1	1	1	1	2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5086.2.2"	3	3.0
5087.0	11	6	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5087"	3	3.0
5088.0	11	54	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5088"	3	3.0
5089.0	12	40	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5089"	3	3.0
5090.0	11	10	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5090"	3	3.0
