a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
69.2	10	20	4	1	3	1		" "			11	"RAJ MISTRI"	1	6	10.0	1	400	50	2		9600.0	"69.2"	3	3.0
69.2			4	1	3	1		" "			70	" "	2	7	0.5	3					2500.0	"69.2"	3	3.0
69.2			4	1	4	2		" "			70	" "	3	7	2.0	4						"69.2"	3	3.0
69.2			4	1	4	1		" "			69	" "	4	7	0.5	3					180.0	"69.2"	3	3.0
69.2			4	1	5	5		" "				" "										"69.2"	3	3.0
70.0	9	35	1	1	1	1		" "			51	" "	1	7	8.0	3					10000.0	"70"	3	3.0
70.0			1	1	2	1		" "			69	" "	2	7	2.0	3					0.0	"70"	3	3.0
70.0			1	1	3	5		" "				" "										"70"	3	3.0
70.0			1	1	4	5		" "				" "										"70"	3	3.0
71.0	15	35	1	1	1	2		" "			70	" "	1	7	0.5	4						"71"	3	3.0
71.0			1	1	3	1		" "			22	" "	2	6	10.0	3					12000.0	"71"	3	3.0
71.0			1	1	3	1		" "			70	" "	3	4	0.5	3					0.0	"71"	3	3.0
71.0			1	1	4	1		" "			69	" "	4	7	0.5	3					0.0	"71"	3	3.0
71.0			1	1	5	5		" "				" "										"71"	3	3.0
72.0	9	0	1	1	1	7		" "				" "										"72"	3	3.0
72.0			1	1	2	1		" "			69	" "	1	7	1.0	3					100.0	"72"	3	3.0
72.0			1	1	4	2		" "			69	" "	2	7	0.5	4						"72"	3	3.0
72.0			1	1	5	1		" "			24	" "	3	4	1.0	3					30.0	"72"	3	3.0
72.0			1	1	6	5		" "				" "										"72"	3	3.0
73.0	10	10	1	1	1	1		" "			21	"GURUR FARME KAJ KORE"	1	7	10.0	2					8000.0	"73"	3	3.0
73.0			1	1	2	8		" "				" "										"73"	3	3.0
73.0			1	1	3	1		" "			37	" "	2	7	8.0	3					13500.0	"73"	3	3.0
73.0			1	1	5	5		" "				" "										"73"	3	3.0
73.0			1	1	6	8		" "				" "										"73"	3	3.0
74.0	9	16	1	1	1	1		" "			65	" "	1	2	3.0	3					5000.0	"74"	3	3.0
74.0			1	1	1	1		" "			70	" "	2	7	1.0	3					6000.0	"74"	3	3.0
74.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"74"	3	3.0
74.0			1	1	2	1		" "			69	" "	4	7	0.5	3					350.0	"74"	3	3.0
74.0			1	1	4	5		" "				" "										"74"	3	3.0
75.0	9	33	2	1	2	1		" "			70	" "	1	7	1.5	3					1000.0	"75"	3	3.0
75.0			2	1	2	1		" "			69	" "	2	7	0.5	3					200.0	"75"	3	3.0
75.0			2	1	3	2		" "			70	" "	3	7	1.0	4						"75"	3	3.0
75.0			2	1	3	2		" "			69	" "	4	7	0.5	4						"75"	3	3.0
75.0			2	1	4	2		" "			10	" "	5	6	8.0	4						"75"	3	3.0
75.0			2	1	5	2		" "			70	" "	6	3	0.5	4						"75"	3	3.0
76.0	10	10	1	1	1	1		" "			22	" "	1	2	8.0	3					4000.0	"76"	3	3.0
76.0			1	1	2	8		" "				" "										"76"	3	3.0
76.0			1	1	3	1		" "			50	" "	2	7	13.0	3					9000.0	"76"	3	3.0
76.0			1	1	5	1		" "			22	" "	3	7	9.0	3					9000.0	"76"	3	3.0
76.0			1	1	7	8		" "				" "										"76"	3	3.0
78.0	9	40	2	1	1	1		" "			22	" "	1	6	10.0	3					9000.0	"78"	3	3.0
78.0			2	1	2	1		" "			69	" "	2	7	1.0	3					0.0	"78"	3	3.0
78.0			2	1	3	5		" "				" "										"78"	3	3.0
78.0			2	1	4	5		" "				" "										"78"	3	3.0
79.0	9	15	2	1	2	1		" "			69	" "	1	7	0.5	3					0.0	"79"	3	3.0
79.0			2	1	3	5		" "				" "										"79"	3	3.0
80.0	9	30	1	1	1	1		" "			64	" "	1	2	4.0	3					10000.0	"80"	3	3.0
80.0			1	1	1	1		" "			70	" "	2	7	2.0	3					400.0	"80"	3	3.0
80.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"80"	3	3.0
80.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"80"	3	3.0
80.0			1	1	4	2		" "			70	" "	5	5	1.0	4						"80"	3	3.0
80.0			1	1	5	1		" "			13	" "	6	6	8.0	2					7000.0	"80"	3	3.0
80.0			1	1	6	2		" "			69	" "	7	6	1.0	4						"80"	3	3.0
80.0			1	1	6	2		" "			70	" "	8	7	1.0	4						"80"	3	3.0
81.0	8	34	1	1	1	1		" "			51	" "	1	7	10.0	3					18000.0	"81"	3	3.0
81.0			1	1	2	8		" "				" "										"81"	3	3.0
81.0			1	1	3	5		" "				" "										"81"	3	3.0
81.0			1	1	4	7		" "				" "										"81"	3	3.0
81.0			1	1	5	8		" "				" "										"81"	3	3.0
81.0			1	1	6	5		" "				" "										"81"	3	3.0
82.0	14	18	4	1	2	1		" "			69	" "	1	7	1.0	3					0.0	"82"	3	3.0
82.0			4	1	3	2		" "			69	" "	2	7	1.0	4						"82"	3	3.0
82.0			4	1	4	1		" "			50	" "	3	7	10.0	3					10000.0	"82"	3	3.0
82.0			4	1	5	1		" "			21	"DOKANER BETON VUKTO KORM"	4	7	9.0	2					4000.0	"82"	3	3.0
82.0			4	1	6	5		" "				" "										"82"	3	3.0
83.0	9	2	1	1	1	1		" "			23	" "	1	7	5.0	3					20000.0	"83"	3	3.0
83.0			1	1	1	1		" "			50	" "	2	7	3.0	3					15000.0	"83"	3	3.0
83.0			1	1	2	1		" "			70	" "	3	7	1.0	3					190.0	"83"	3	3.0
83.0			1	1	4	5		" "				" "										"83"	3	3.0
83.0			1	1	5	5		" "				" "										"83"	3	3.0
83.0			1	1	6	5		" "				" "										"83"	3	3.0
83.0			1	1	7	6		" "				" "										"83"	3	3.0
83.0			1	1	8	5		" "				" "										"83"	3	3.0
83.0			1	1	9	5		" "				" "										"83"	3	3.0
84.0	13	25	2	1	2	1		" "			1	" "	1	3	9.0	1	250	50	2		4800.0	"84"	3	3.0
84.0			2	1	4	5		" "				" "										"84"	3	3.0
84.0			2	1	5	5		" "				" "										"84"	3	3.0
85.0	11	14	1	1	1	1		" "			64	" "	1	7	8.0	3					4000.0	"85"	3	3.0
85.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"85"	3	3.0
85.0			1	1	2	1		" "			69	" "	3	7	1.0	3					250.0	"85"	3	3.0
85.0			1	1	2	1		" "			70	" "	4	7	1.0	3					0.0	"85"	3	3.0
85.0			1	1	2	2		" "			64	" "	5	7	7.0	4						"85"	3	3.0
85.0			1	1	3	5		" "				" "										"85"	3	3.0
85.0			1	1	4	5		" "				" "										"85"	3	3.0
86.0	7	58	2	1	1	7		" "				" "										"86"	3	3.0
86.0			2	1	2	1		" "			69	" "	1	7	1.0	3					20.0	"86"	3	3.0
86.0			2	1	3	5		" "				" "										"86"	3	3.0
86.0			2	1	4	5		" "				" "										"86"	3	3.0
86.0			2	1	5	5		" "				" "										"86"	3	3.0
86.0			2	1	6	8		" "				" "										"86"	3	3.0
87.0	12	44	2	1	2	8		" "				" "										"87"	3	3.0
87.0			2	1	3	5		" "				" "										"87"	3	3.0
90.0	8	45	1	1	1	1		" "			66	" "	1	3	3.0	3					150.0	"90"	3	3.0
90.0			1	1	2	1		" "			70	" "	2	7	1.0	3					0.0	"90"	3	3.0
90.0			1	1	2	1		" "			69	" "	3	7	1.0	3					250.0	"90"	3	3.0
90.0			1	1	2	2		" "			66	" "	4	3	2.0	4						"90"	3	3.0
90.0			1	1	3	1		" "			46	" "	5	6	2.0	3					900.0	"90"	3	3.0
90.0			1	1	5	2		" "			70	" "	6	7	1.0	4						"90"	3	3.0
90.0			1	1	6	5		" "				" "										"90"	3	3.0
91.0	15	34	2	1	2	1		" "			69	" "	1	7	1.0	3					150.0	"91"	3	3.0
91.0			2	1	3	5		" "				" "										"91"	3	3.0
91.0			2	1	4	5		" "				" "										"91"	3	3.0
91.0			2	1	5	2		" "			69	" "	2	7	1.0	4						"91"	3	3.0
92.0	8	55	1	1	1	1		" "			11	"KATH MISTRIR JOGALI"	1	5	9.0	1	500	50	2		8800.0	"92"	3	3.0
92.0			1	1	2	1		" "			69	" "	2	7	3.0	3					100.0	"92"	3	3.0
92.0			1	1	2	1		" "			46	" "	3	7	2.0	3					900.0	"92"	3	3.0
92.0			1	1	3	1		" "			21	"GONOSHIKKHA KAJOCROM"	4	6	2.0	2					0.0	"92"	3	3.0
92.0			1	1	4	5		" "				" "										"92"	3	3.0
92.0			1	1	5	2		" "			69	" "	5	5	1.0	4						"92"	3	3.0
93.1	8	27	1	1	1	3	6	" "	1		36	" "	1	0	0.0	1	550	0	2		8250.0	"93.1"	3	3.0
93.1			1	1	2	1		" "			69	" "	2	1	1.0	3					185.0	"93.1"	3	3.0
93.2	8	29	5	1	3	1		" "			69	" "	1	7	1.0	3					20.0	"93.2"	3	3.0
93.2			5	1	3	2		" "			70	" "	2	7	2.0	4						"93.2"	3	3.0
93.2			5	1	5	1		" "			36	" "	3	6	8.0	1	500	0	2		11000.0	"93.2"	3	3.0
93.2			5	1	5	1		" "			70	" "	4	7	1.0	3					0.0	"93.2"	3	3.0
94.0	8	36	1	1	1	1		" "			65	" "	1	5	6.0	3					3000.0	"94"	3	3.0
94.0			1	1	1	1		" "			70	" "	2	7	1.0	3					5000.0	"94"	3	3.0
94.0			1	1	3	5		" "				" "										"94"	3	3.0
94.0			1	1	4	5		" "				" "										"94"	3	3.0
94.0			1	1	5	1		" "			69	" "	3	7	1.0	3					50.0	"94"	3	3.0
94.0			1	1	5	2		" "			70	" "	4	7	2.0	4						"94"	3	3.0
95.0	8	31	1	1	1	1		" "			12	" "	1	6	7.0	2					22180.0	"95"	3	3.0
95.0			1	1	1	1		" "			50	" "	2	7	6.0	3					6000.0	"95"	3	3.0
95.0			1	1	1	2		" "			70	" "	3	6	1.0	4						"95"	3	3.0
95.0			1	1	2	1		" "			69	" "	4	7	1.0	3					0.0	"95"	3	3.0
95.0			1	1	2	1		" "			70	" "	5	7	2.0	3					29500.0	"95"	3	3.0
95.0			1	1	3	5		" "				" "										"95"	3	3.0
95.0			1	1	4	5		" "				" "										"95"	3	3.0
95.0			1	1	6	5		" "				" "										"95"	3	3.0
96.0	12	14	2	1	1	9		" "				" "										"96"	3	3.0
96.0			2	1	2	1		" "			1	" "	1	7	9.0	1	250	15	2		7420.0	"96"	3	3.0
96.0			2	1	2	1		" "			69	" "	2	7	1.0	3					30.0	"96"	3	3.0
96.0			2	1	5	5		" "				" "										"96"	3	3.0
97.0	8	50	1	1	1	1		" "			37	" "	1	2	10.0	1	600	0	2		11400.0	"97"	3	3.0
97.0			1	1	2	1		" "			70	" "	2	7	1.0	3					400.0	"97"	3	3.0
97.0			1	1	2	1		" "			69	" "	3	7	1.0	3					750.0	"97"	3	3.0
97.0			1	1	4	1		" "			44	" "	4	7	5.0	2					4500.0	"97"	3	3.0
97.0			1	1	5	5		" "				" "										"97"	3	3.0
99.0	8	38	1	1	1	1		" "			50	" "	1	6	14.0	3					20000.0	"99"	3	3.0
99.0			1	1	2	1		" "			69	" "	2	2	1.0	3					850.0	"99"	3	3.0
99.0			1	1	3	5		" "				" "										"99"	3	3.0
99.0			1	1	4	5		" "				" "										"99"	3	3.0
99.0			1	1	5	5		" "				" "										"99"	3	3.0
100.1	8	41	6	1	1	7		" "				" "										"100.1"	3	3.0
100.1			6	1	2	8		" "				" "										"100.1"	3	3.0
100.1			6	1	6	1		" "			50	" "	1	7	13.0	3					20000.0	"100.1"	3	3.0
100.1			6	1	7	2		" "			69	" "	2	7	1.0	4						"100.1"	3	3.0
100.1			6	1	10	1		" "			69	" "	3	7	1.0	3					50.0	"100.1"	3	3.0
100.1			6	1	10	2		" "			50	" "	4	3	2.0	4						"100.1"	3	3.0
101.0	8	23	1	1	1	1		" "			11	" "	1	5	10.0	1	500	50	2		9900.0	"101"	3	3.0
101.0			1	1	2	8		" "				" "										"101"	3	3.0
101.0			1	1	3	5		" "				" "										"101"	3	3.0
101.0			1	1	4	6		" "				" "										"101"	3	3.0
102.0	8	20	1	1	1	1		" "			3	" "	1	4	10.0	1	500	30	2		10000.0	"102"	3	3.0
102.0			1	1	2	1		" "			70	" "	2	7	2.0	3					200.0	"102"	3	3.0
102.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"102"	3	3.0
102.0			1	1	3	2		" "			70	" "	4	7	1.0	4						"102"	3	3.0
102.0			1	1	4	5		" "				" "										"102"	3	3.0
103.0	8	17	1	1	1	1		" "			11	" "	1	7	9.0	1	500	50	2		8250.0	"103"	3	3.0
103.0			1	1	1	1		" "			70	" "	2	7	0.25	3					50.0	"103"	3	3.0
103.0			1	1	2	1		" "			69	" "	3	7	0.25	3					500.0	"103"	3	3.0
103.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"103"	3	3.0
103.0			1	1	3	1		" "			67	" "	5	1	2.0	3					300.0	"103"	3	3.0
103.0			1	1	4	5		" "				" "										"103"	3	3.0
104.0	8	5	1	1	1	1		" "			13	" "	1	6	12.0	2					18000.0	"104"	3	3.0
104.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"104"	3	3.0
104.0			1	1	3	5		" "				" "										"104"	3	3.0
105.0	9	15	1	1	1	1		" "			64	" "	1	7	6.0	3					3667.0	"105"	3	3.0
105.0			1	1	1	1		" "			70	" "	2	7	3.0	3					2083.0	"105"	3	3.0
105.0			1	1	2	1		" "			69	" "	3	7	1.0	3					1000.0	"105"	3	3.0
105.0			1	1	2	2		" "			70	" "	4	4	3.0	4						"105"	3	3.0
105.0			1	1	4	5		" "				" "										"105"	3	3.0
106.0	14	49	4	1	1	1		" "			69	" "	1	3	1.0	3					200.0	"106"	3	3.0
106.0			4	1	1	2		" "			70	" "	2	3	0.0	4						"106"	3	3.0
106.0			4	1	3	5		" "				" "										"106"	3	3.0
106.0			4	1	4	1		" "			70	" "	3	3	3.0	3					4500.0	"106"	3	3.0
107.0	7	25	3	1	2	8		" "				" "										"107"	3	3.0
107.0			3	1	3	1		" "			13	" "	1	6	5.0	3					8000.0	"107"	3	3.0
107.0			3	1	3	1		" "			46	" "	2	6	5.0	3					5000.0	"107"	3	3.0
107.0			3	1	4	5		" "				" "										"107"	3	3.0
108.0	8	32	1	1	1	1		" "			23	" "	1	2	6.0	3					8000.0	"108"	3	3.0
108.0			1	1	2	1		" "			24	" "	2	4	3.0	3					700.0	"108"	3	3.0
108.0			1	1	2	1		" "			69	" "	3	7	1.0	3					130.0	"108"	3	3.0
108.0			1	1	3	1		" "			23	" "	4	4	12.0	2					18000.0	"108"	3	3.0
108.0			1	1	4	2		" "			69	" "	5	5	1.0	4						"108"	3	3.0
108.0			1	1	5	5		" "				" "										"108"	3	3.0
109.0	8	12	1	1	1	1		" "			1	" "	1	7	10.0	1	620	0	2		9300.0	"109"	3	3.0
109.0			1	1	2	1		" "			66	" "	2	3	1.0	3					200.0	"109"	3	3.0
109.0			1	1	3	5		" "				" "										"109"	3	3.0
110.0	8	2	1	1	1	1		" "			9	" "	1	4	12.0	1	200	100	2		1200.0	"110"	3	3.0
110.0			1	1	2	8		" "				" "										"110"	3	3.0
110.0			1	1	3	5		" "				" "										"110"	3	3.0
111.0	10	10	1	1	1	1		" "			70	" "	1	7	5.0	3					3000.0	"111"	3	3.0
111.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"111"	3	3.0
111.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"111"	3	3.0
111.0			1	1	3	1		" "			1	" "	4	4	8.0	1	400	0	2		4000.0	"111"	3	3.0
111.0			1	1	3	2		" "			70	" "	5	4	3.0	4						"111"	3	3.0
111.0			1	1	5	2		" "			69	" "	6	4	1.0	4						"111"	3	3.0
111.0			1	1	5	2		" "			70	" "	7	4	1.0	4						"111"	3	3.0
112.0	11	53	4	1	1	1		" "			69	" "	1	7	1.0	3					1000.0	"112"	3	3.0
112.0			4	1	2	1		" "			11	"RICE MIL"	2	4	8.0	1	200	0	2		1600.0	"112"	3	3.0
112.0			4	1	3	5		" "				" "										"112"	3	3.0
112.0			4	1	4	1		" "			11	"RICE MIL"	3	2	8.0	1	400	0	2		800.0	"112"	3	3.0
112.0			4	1	4	1		" "			53	" "	4	5	3.0	3					8800.0	"112"	3	3.0
112.0			4	1	5	8		" "				" "										"112"	3	3.0
113.0	8	20	1	1	1	1		" "			9	" "	1	3	4.0	3					10000.0	"113"	3	3.0
113.0			1	1	2	1		" "			69	" "	2	7	1.0	3					250.0	"113"	3	3.0
113.0			1	1	3	1		" "			9	" "	3	7	10.0	3					15000.0	"113"	3	3.0
113.0			1	1	4	2		" "			69	" "	4	4	1.0	4						"113"	3	3.0
113.0			1	1	5	2		" "			69	" "	5	5	1.0	4						"113"	3	3.0
114.0	8	55	4	1	1	1		" "			70	" "	1	7	2.0	3					500.0	"114"	3	3.0
114.0			4	1	2	2		" "			70	" "	2	3	0.5	4						"114"	3	3.0
114.0			4	1	3	2		" "			70	" "	3	7	2.0	4						"114"	3	3.0
114.0			4	1	4	1		" "			13	" "	4	6	10.0	2					8000.0	"114"	3	3.0
114.0			4	1	4	2		" "			70	" "	5	7	0.5	4						"114"	3	3.0
116.0	8	7	4	1	2	5		" "				" "										"116"	3	3.0
116.0			4	1	3	5		" "				" "										"116"	3	3.0
116.0			4	1	4	1		" "			50	" "	1	7	8.0	3					6000.0	"116"	3	3.0
116.0			4	1	5	1		" "			69	" "	2	7	1.0	3					2000.0	"116"	3	3.0
117.0	8	50	1	1	1	1		" "			64	" "	1	4	2.0	3					2700.0	"117"	3	3.0
117.0			1	1	1	1		" "			70	" "	2	7	3.0	3					100.0	"117"	3	3.0
117.0			1	1	2	1		" "			16	" "	3	6	7.0	2					25000.0	"117"	3	3.0
117.0			1	1	2	1		" "			69	" "	4	7	1.0	3					150.0	"117"	3	3.0
117.0			1	1	3	5		" "				" "										"117"	3	3.0
117.0			1	1	4	5		" "				" "										"117"	3	3.0
118.0	8	30	1	1	1	1		" "			11	"KHAJNA ADAI KAJ KORE"	1	7	6.0	1	500	0	2		10000.0	"118"	3	3.0
118.0			1	1	1	1		" "			70	" "	2	4	2.0	3					1000.0	"118"	3	3.0
118.0			1	1	2	1		" "			69	" "	3	7	1.0	3					170.0	"118"	3	3.0
118.0			1	1	2	2		" "			70	" "	4	7	3.0	4						"118"	3	3.0
118.0			1	1	5	1		" "			11	"KHAJNA ADAI KAJ KORE"	5	7	5.0	1	500	0	2		5000.0	"118"	3	3.0
118.0			1	1	5	2		" "			70	" "	6	3	2.0	4						"118"	3	3.0
118.0			1	1	7	7		" "				" "										"118"	3	3.0
120.0	9	35	1	1	1	1		" "			13	" "	1	7	14.0	2					30000.0	"120"	3	3.0
120.0			1	1	2	1		" "			24	" "	2	3	4.0	3					2000.0	"120"	3	3.0
120.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"120"	3	3.0
120.0			1	1	4	5		" "				" "										"120"	3	3.0
120.0			1	1	5	5		" "				" "										"120"	3	3.0
121.0	8	34	1	1	1	1		" "			66	" "	1	4	2.0	3					100.0	"121"	2	3.0
121.0			1	1	3	8		" "				" "										"121"	2	3.0
122.0	9	18	1	1	1	1		" "			64	" "	1	5	5.0	3					5000.0	"122"	2	3.0
122.0			1	1	2	1		" "			69	" "	2	7	1.0	3					150.0	"122"	2	3.0
122.0			1	1	2	1		" "			66	" "	3	4	2.0	3					4000.0	"122"	2	3.0
122.0			1	1	3	5		" "				" "										" "	2	3.0
122.0			1	1	4	5		" "				" "										"122"	2	3.0
123.0	8	26	1	1	1	1		" "			64	" "	1	7	2.0	3					10000.0	"123"	2	3.0
123.0			1	1	2	2		" "			64	" "	2	7	1.0	4						"123"	2	3.0
123.0			1	1	2	1		" "			69	" "	3	7	1.0	3					500.0	"123"	2	3.0
123.0			1	1	4	5		" "				" "										"123"	2	3.0
124.0	8	40	3	1	1	1		" "			69	" "	1	1	1.0	3					300.0	"124"	2	3.0
124.0			3	1	1	1		" "			70	" "	2	7	1.0	3					3000.0	"124"	2	3.0
124.0			3	1	2	5		" "				" "										"124"	2	3.0
124.0			3	1	3	1		" "			21	"ITER VATA"	3	7	9.0	2					12000.0	"124"	2	3.0
126.0	16	23	1	1	1	1		" "			52	" "	1	7	8.0	3					25000.0	"126"	2	3.0
126.0			1	1	3	1		" "			64	" "	2	5	6.0	3					5000.0	"126"	2	3.0
126.0			1	1	4	1		" "			69	" "	3	7	1.0	3					400.0	"126"	2	3.0
126.0			1	1	4	2		" "			70	" "	4	7	1.0	4						"126"	2	3.0
127.0	10	10	1	1	1	1		" "			11	"1"	1	1	1.0	2					700.0	"127"	2	3.0
127.0			1	1	1	1		" "			64	" "	2	3	3.0	3					1000.0	"127"	2	3.0
127.0			1	1	2	1		" "			69	" "	3	7	2.0	3					400.0	"127"	2	3.0
127.0			1	1	3	1		" "			67	" "	4	7	3.0	3					1200.0	"127"	2	3.0
127.0			1	1	4	2		" "			67	" "	5	7	3.0	4						"127"	2	3.0
128.0	8	30	1	1	1	1		" "			50	" "	1	7	14.0	3					8000.0	"128"	2	3.0
128.0			1	1	1	1		" "			67	" "	2	2	2.0	3					100.0	"128"	2	3.0
128.0			1	1	2	1		" "			70	" "	3	7	3.0	3					3000.0	"128"	2	3.0
128.0			1	1	2	1		" "			69	" "	4	7	1.0	3					300.0	"128"	2	3.0
128.0			1	1	4	2		" "			50	" "	5	7	2.0	4						"128"	2	3.0
128.0			1	1	5	5		" "				" "										"128"	2	3.0
129.0	8	45	1	1	1	1		" "			51	" "	1	7	12.0	3					10000.0	"129"	2	3.0
129.0			1	1	1	1		" "			64	" "	2	7	1.5	3					4500.0	"129"	2	3.0
129.0			1	1	1	1		" "			68	" "	5	1	1.0	3					450.0	"129"	2	3.0
129.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"129"	2	3.0
129.0			1	1	4	5		" "				" "										"129"	2	3.0
129.0			1	1	5	1		" "			23	" "	4	7	7.0	3					5000.0	"129"	2	3.0
129.0			1	1	6	8		" "				" "										"129"	2	3.0
130.0	8	25	1	1	1	1		" "			65	" "	1	5	4.0	3					450.0	"130"	2	3.0
130.0			1	1	1	1		" "			1	" "	2	2	10.0	1	400	100	2		4000.0	"130"	2	3.0
130.0			1	1	1	1		" "			70	" "	3	7	2.0	3					0.0	"130"	2	3.0
130.0			1	1	2	2		" "			65	" "	4	5	2.0	4						"130"	2	3.0
130.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"130"	2	3.0
130.0			1	1	2	1		" "			69	" "	6	7	1.0	3					200.0	"130"	2	3.0
131.0	9	27	1	1	1	1		" "			64	" "	1	3	2.0	3					1333.0	"131"	2	3.0
131.0			1	1	2	1		" "			69	" "	2	7	2.0	3					250.0	"131"	2	3.0
131.0			1	1	3	5		" "				" "										"131"	2	3.0
131.0			1	1	4	8		" "				" "										"131"	2	3.0
131.0			1	1	5	5		" "				" "										"131"	2	3.0
131.0			1	1	6	5		" "				" "										"131"	2	3.0
132.0	15	35	1	1	1	1		" "			22	" "	1	7	10.0	3					2100.0	"132"	2	3.0
132.0			1	1	2	1		" "			24	" "	2	4	4.0	3					100.0	"132"	2	3.0
132.0			1	1	2	1		" "			69	" "	3	7	1.0	3					100.0	"132"	2	3.0
132.0			1	1	3	5		" "				" "										"132"	2	3.0
132.0			1	1	5	7		" "				" "										"132"	2	3.0
134.0	11	1	1	1	1	1		" "			65	" "	1	3	3.0	3					2200.0	"134"	2	3.0
134.0			1	1	2	1		" "			69	" "	2	7	1.0	3					130.0	"134"	2	3.0
134.0			1	1	5	5		" "				" "										"134"	2	3.0
134.0			1	1	7	5		" "				" "										"134"	2	3.0
135.0	8	45	1	1	1	1		" "			22	" "	1	6	4.0	3					5000.0	"135"	2	3.0
135.0			1	1	1	1		" "			11	" "	2	3	7.0	1	300	30	2		5400.0	"135"	2	3.0
135.0			1	1	1	1		" "			7	" "	3	7	1.0	3					0.0	"135"	2	3.0
135.0			1	1	2	8		" "				" "										"135"	2	3.0
135.0			1	1	4	2		" "			7	" "	4	7	1.0	4						"135"	2	3.0
136.0	10	30	1	1	1	4		" "		2		" "										"136"	2	3.0
136.0			1	1	2	1		" "			69	" "	1	7	2.0	3					500.0	"136"	2	3.0
136.0			1	1	3	5		" "				" "										"136"	2	3.0
136.0			1	1	4	5		" "				" "										"136"	2	3.0
137.0	16	35	1	1	1	1		" "			64	" "	1	7	2.0	3					2500.0	"137"	2	3.0
137.0			1	1	1	1		" "			70	" "	2	7	4.0	3					0.0	"137"	2	3.0
137.0			1	1	2	1		" "			69	" "	3	3	1.0	3					100.0	"137"	2	3.0
137.0			1	1	2	2		" "			70	" "	4	3	2.0	4						"137"	2	3.0
137.0			1	1	7	2		" "			69	" "	5	7	1.0	4						"137"	2	3.0
140.0	9	55	1	1	1	1		" "			51	" "	1	5	6.0	3					5000.0	"140"	2	3.0
140.0			1	1	2	8		" "				" "										"140"	2	3.0
140.0			1	1	3	1		" "			51	" "	2	7	10.0	3					10000.0	"140"	2	3.0
140.0			1	1	4	2		" "			51	" "	3	7	10.0	4						"140"	2	3.0
141.0	9	7	1	1	1	1		" "			57	" "	1	7	12.0	3					12000.0	"141"	3	3.0
141.0			1	1	2	2		" "			57	" "	2	7	12.0	4						"141"	3	3.0
141.0			1	1	3	5		" "				" "										"141"	3	3.0
141.0			1	1	4	5		" "				" "										"141"	3	3.0
141.0			1	1	5	7		" "				" "										"141"	3	3.0
142.1	9	18	1	1	1	1		" "			65	" "	1	6	4.0	3					6000.0	"142.1"	3	3.0
142.1			1	1	1	1		" "			72	"DHAN MARI MASHIN CHALANO"	2	7	6.0	3					5000.0	"142.1"	3	3.0
142.1			1	1	2	1		" "			69	" "	3	7	1.0	3					150.0	"142.1"	3	3.0
142.1			1	1	2	1		" "			70	" "	4	7	1.0	3					0.0	"142.1"	3	3.0
142.1			1	1	3	5		" "				" "										"142.1"	3	3.0
142.1			1	1	4	7		" "				" "										"142.1"	3	3.0
142.2	9	0	5	1	5	1		" "			33	" "	1	7	7.0	3					7000.0	"142.2"	3	3.0
142.2			5	1	5	1		" "			70	" "	2	7	3.0	3					400.0	"142.2"	3	3.0
142.2			5	1	6	1		" "			69	" "	3	7	1.0	3					200.0	"142.2"	3	3.0
142.2			5	1	6	2		" "			70	" "	4	7	2.0	4						"142.2"	3	3.0
143.0	13	4	1	1	1	1		" "			64	" "	1	7	12.0	3					9000.0	"143"	3	3.0
143.0			1	1	1	1		" "			70	" "	2	7	2.0	3					1000.0	"143"	3	3.0
143.0			1	1	2	1		" "			69	" "	3	7	1.0	3					450.0	"143"	3	3.0
143.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"143"	3	3.0
143.0			1	1	3	2		" "			69	" "	5	7	0.5	4						"143"	3	3.0
143.0			1	1	4	5		" "				" "										"143"	3	3.0
143.0			1	1	5	5		" "				" "										"143"	3	3.0
143.0			1	1	6	9		" "				" "										"143"	3	3.0
144.0	8	45	1	1	1	1		" "			13	" "	1	7	10.0	2					5000.0	"144"	3	3.0
144.0			1	1	2	1		" "			69	" "	2	7	1.0	3					100.0	"144"	3	3.0
145.0	9	30	1	1	1	1		" "			69	" "	1	7	1.0	3					100.0	"145"	3	3.0
145.0			1	1	2	5		" "				" "										"145"	3	3.0
146.0	8	36	1	1	1	1		" "			65	" "	1	7	8.0	3					950.0	"146"	3	3.0
146.0			1	1	2	1		" "			69	" "	2	7	0.5	3					160.0	"146"	3	3.0
146.0			1	1	4	2		" "			65	" "	3	7	8.0	4						"146"	3	3.0
146.0			1	1	5	5		" "				" "										"146"	3	3.0
147.0	15	37	1	1	1	7		" "				" "										"147"	3	3.0
