a01	stime_h_n	stime_m_n	res_id_n	consent_n	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	etime_h_n	etime_m_n	bid_2	n02_2	hhid2	hh_type	round
292.0	12	50	3	1	1	1	29	1			1			50000	0	3	1							1			1			1			2	3	100.0	100.0	1		2	2	2		0	1		13	2	1	29	"292"	2	3.0
292.0	12	50	3	1	1	2	2	3			3			60000	8	4	1							3			3			3			3	12	100.0	100.0	1		2	2	8	2	0	1		13	2	2	2	"292"	2	3.0
293.0	13	34	1	1	1	1	23	1			1			50000	10	7	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		13	44	1	23	"293"	2	3.0
294.0	12	20	1	1	2																																									12	22			"294"	2	3.0
295.0	0				2																																									0				"295"	2	3.0
296.0	12	30	1	1	2																																									12	32			"296"	2	3.0
297.0	15	31	1	1	1	1	2	1			1			60000	20	0	1							1			1			1			3	10	100.0	100.0	3	1	3	3	3		3	1		15	50	1	2	"297"	2	3.0
298.0	30	3	0	1	1	1	30	3	72		3	72		100000	1	6	1							3	72		3	72		3			3	12	25.0	25.0	1		2	1	2	8	0	14		14	35	1	30	"298"	2	3.0
299.0	12	2	1	1	2																																									12	5			"299"	2	3.0
300.0	16	20	1	1	1	1	2	3	1		3	1		70000	15	3	1							3			3			3			3	6	100.0	100.0	1		4	2	2		0	1		16	40	1	2	"300"	2	3.0
301.0	10	20	4	1	2																																									10	22			"301"	2	3.0
302.0	15	2	1	1	2																																									15	3			"302"	2	3.0
303.0	16	25	2	1	2																																									16	24			"303"	2	3.0
304.0	17	11	3	1	2																																									17	15			"304"	2	3.0
305.0	12	39	3	1	2																																									12	40			"305"	2	3.0
307.0	12	15	1	1	2																																									12	20			"307"	2	3.0
308.0	16	21	5	1	2																																									16	25			"308"	2	3.0
309.0	16	19	2	1	2																																									16	20			"309"	2	3.0
310.0	17	19	1	1	2																																									17	20			"310"	2	3.0
311.0	13	16	1	1	2																																									13	20			"311"	2	3.0
312.0	15	1	1	1	2																																									15	3			"312"	2	3.0
313.0	11	45	5	1	2																																									11	47			"313"	2	3.0
314.0	14	50	1	1	2																																									14	50			"314"	2	3.0
315.0	9	41	1	1	2																																									9	42			"315"	2	3.0
316.1	15	1	1	1	1	1	29	1			1			50000	20	2	1							1			1	8		1			2	12	100.0	100.0	1		2	2	2		0	1		15	15	1	29	"316.1"	2	3.0
316.2	18	38	3	1	1	1	30	3			3			40000	12	3	1							3			3			3			2	12	100.0	100.0	1		2	2	2	3	0	1		18	49	1	30	"316.2"	2	3.0
316.2	18	38	3	1	1	2	29	3			3			50000	4	2	1							3			3			3			2	12	100.0	100.0	1		2	1	2		0	1		18	49	1	29	"316.2"	2	3.0
316.2	18	38	3	1	1	3	30	3			3			20000	10	8	1							3			3			3			2	3	100.0	100.0	1		2	2	2		0	1		18	49	1	30	"316.2"	2	3.0
316.3	12	57	6	1	1	1	29	6			6			300000	6	3	1							6			6			6			2	12	100.0	100.0	1		2	2	2		0	1		13	10	1	29	"316.3"	2	3.0
317.0	17	59	1	1	2																																									18	0			"317"	2	3.0
318.0	14	32	1	1	2																																									14	35			"318"	2	3.0
319.0	14	1	1	1	2																																									14	3			"319"	2	3.0
320.0	16	14	1	1	2																																									16	20			"320"	2	3.0
322.1	16	56	3	1	1	1	29	3			3			60000	9	6	1							3			3			3			2	12	100.0	100.0	1		2	2	2	4	0	1		17	0	1	29	"322.1"	2	3.0
322.2	11	17	5	1	2																																									11	18			"322.2"	2	3.0
323.0	11	26	5	1	2																																									11	28			"323"	2	3.0
324.0	17	57	1	1	2																																									17	58			"324"	2	3.0
325.0	10	28	1	1	2																																									10	30			"325"	2	3.0
326.0	15	50	2	1	2																																									15	52			"326"	2	3.0
327.0	13	40	1	1	2																																									13	41			"327"	2	3.0
328.0	11	35	1	1	1	1	30	1			1			100000	15	1	1							1			1			1			3	12	100.0	100.0	1		1	2	2		0	13		11	50	1	30	"328"	2	3.0
329.1	17	12	3	1	1	1	2	4			4			60000	20	6	1							4			4			2	4		3	7	50.0	50.0	1		3	2	3		0	1		17	30	1	2	"329.1"	2	3.0
329.2	17	48	6	1	2																																									17	50			"329.2"	2	3.0
330.0	14	8	2	1	2																																									14	9			"330"	2	3.0
331.0	14	45	1	1	2																																									14	46			"331"	2	3.0
332.0	6	10	1	1	1	1	30	1	3		1	3		120000	20	5	1							1	3		1	3		1	3		2	12	100.0	100.0	1		3	2	9	2	0	1		8	22	1	30	"332"	2	3.0
333.0	13	55	1	1	1	1	29	5			5			240000	8	1	1							5			5			5			2	12	100.0	100.0	1		2	1	2		0	1		14	10	1	29	"333"	2	3.0
334.0	14	34	1	1	1	1	6	1			1			50000	42	1	1							1			1			1			3	12	100.0	100.0	1		2	1	2		2	2		14	50	1	6	"334"	2	3.0
335.0	9	32	1	1	2																																									9	33			"335"	2	3.0
336.1	14	25	1	1	2																																									14	26			"336.1"	2	3.0
336.2	11	59	3	1	2																																									11	59			"336.2"	2	3.0
337.0	14	35	1	1	2																																									14	39			"337"	2	3.0
338.1	12	2	1	1	1	1	29	1			1			60000	15	2	1							1			1			1			2	12	100.0	100.0	1		2	2	2	8	0	1		12	15	1	29	"338.1"	2	3.0
338.2	16	31	7	1	2																																									16	33			"338.2"	2	3.0
339.0	14	50	3	1	1	1	29	3			3			120000	8	3	1							3			3			3			2	12	100.0	100.0	1		2	2	2	8	0	1		15	10	1	29	"339"	2	3.0
341.0	14	6	1	1	2																																									14	8			"341"	3	3.0
342.0	12	36	1	1	2																																									12	37			"342"	3	3.0
343.0	10	1	1	1	2																																									10	2			"343"	3	3.0
345.0	10	21	1	1	2																																									10	22			"345"	3	3.0
346.0	14	50	1	1	2																																									14	51			"346"	3	3.0
347.0	15	44	2	1	1	1	22	4			4			24000	3	2	1							4			4			4			1	12	100.0	100.0	1		1	3	1	2	0	1		15	50	1	22	"347"	3	3.0
348.0	14	16	1	1	2																																									14	20			"348"	3	3.0
349.0	10	3	1	1	2																																									10	4			"349"	3	3.0
350.0	16	46	1	1	1	1	30	1			1			180000	30	2	1							1			1			1			2	12	100.0	100.0	1		2	3	1		1	1		16	52	1	30	"350"	3	3.0
351.0	17	51	1	1	2																																									17	53			"351"	3	3.0
352.0	17	31	1	1	2																																									17	32			"352"	3	3.0
353.0	12	43	1	1	2																																									12	46			"353"	3	3.0
354.0	8	41	1	1	2																																									8	44			"354"	3	3.0
355.0	12	11	2	1	2																																									12	15			"355"	3	3.0
356.0	11	59	2	1	1	1	30	2			2			180000	2	9	1							2			2			2			2	12	100.0	100.0	1		2	1	6		0	1		12	15	1	30	"356"	3	3.0
358.0	12	37	1	1	2																																									12	38			"358"	3	3.0
360.0	8	50	2	1	2																																									8	51			"360"	3	3.0
361.0	11	24	1	1	1	1	30	3			3			90000	15	4	1							3			3			3			2	12	100.0	100.0	1		3	2	2		0	1		11	31	1	30	"361"	3	3.0
362.0	14	23	1	1	2																																									14	31			"362"	3	3.0
363.0	12	18	1	1	2																																									0				"363"	3	3.0
364.0	11	28	1	1	2																																									0				"364"	3	3.0
365.0	11	8	1	1	2																																									0				"365"	3	3.0
366.0	10	0	1	1	1	1	28	1			1			100000	20	0	1							1			1			1	2		3	12	100.0	100.0	4		4	2	2	8	0	1		10	10	1	28	"366"	3	3.0
366.0			1	1	1	2	29	1			1			36000	12	0	1							1	2		1	2		1	2		1	12	100.0	100.0	1		1	2	2	8	0	1				2	29	"366"	3	3.0
367.0	18	1	1	1	2																																									0				"367"	3	3.0
368.1	17	57	6	1	2																																									0				"368.1"	3	3.0
368.2	14	8	3	1	1	1	28	3			3			200000	10	0	1							3			3	72		3	4		2	1	100.0	100.0	1		1	2	2		3	1		14	11	1	28	"368.2"	3	3.0
369.0	14	8	1	1	2																																									0				"369"	3	3.0
370.0	11	20	1	1	1	1	30	1	2		1			60000	30	5	1							1			1			1	2		3	12	100.0	100.0	1		2	2	1		0	1		11	27	1	30	"370"	3	3.0
371.0	13	53	1	1	1	1	29	3			3			30000	4	0	1							3			3			1	2	3	2	4	100.0	100.0	1		3	2	2	5	0	1		13	57	1	29	"371"	3	3.0
372.0	10	52	1	1	2																																									0				"372"	3	3.0
373.0	12	50	1	1	2																																									0				"373"	3	3.0
374.0	13	33	1	1	2																																									0				"374"	3	3.0
376.0	15	12	1	1	2																																									0				"376"	3	3.0
377.1	12	26	1	1	2																																									0				"377.1"	3	3.0
377.2	10	37	3	1	2																																									0				"377.2"	3	3.0
378.0	14	51	1	1	1	1	30	1			1			120000	20	0	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		14	59	1	30	"378"	3	3.0
379.0	17	44	1	1	2																																									0				"379"	3	3.0
380.0	10	38	1	1	1	1	30	1			1			100000	12	0	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		0		1	30	"380"	3	3.0
381.0	13	3	1	1	2																																									0				"381"	3	3.0
382.0	10	40	1	1	1	1	30	1			1			180000	40	0	1							1			1			1	2		2	12	100.0	100.0	1		3	2	3		0	1		10	43	1	30	"382"	3	3.0
382.0			1	1	1	2	29	3			3			150000	2	0	1							3			3			3			2	12	100.0	100.0	1		3	2	2		0	1				2	29	"382"	3	3.0
383.0	14	56	1	1	1	1	29	1			1			60000	20	0	1							1			1			1			1	12	100.0	100.0	1		1	2	2	3	0	1		15	5	1	29	"383"	3	3.0
384.0	13	41	1	1	2																																									0				"384"	3	3.0
385.0	14	27	1	1	2																																									0				"385"	3	3.0
386.0	13	48	1	1	2																																									0				"386"	3	3.0
387.0	12	39	1	1	2																																									0				"387"	3	3.0
388.0	10	58	1	1	2																																									0				"388"	3	3.0
389.0	10	16	1	1	2																																									0				"389"	3	3.0
390.0	15	52	2	1	1	1	30	1			1			960000	15	0	1							1			1			1	2		3	12	100.0	100.0	1		4	2	2	8	0	1		15	54	1	30	"390"	3	3.0
391.0	11	36	4	1	1	1	31	4			4			20000	0	2	1							4			4			4			3	2	100.0	100.0	1		4	1	2	3	2	1		11	42	1	31	"391"	3	3.0
392.0	10	12	1	1	1	1	29	1			1			50000	20	0	1							1			1			1	2		2	8	100.0	100.0	1		2	2	8		0	1		10	14	1	29	"392"	3	3.0
393.0	12	30	1	1	1	1	29	1			1			50000	20	0	1							1			1			1			2	12	100.0	100.0	1		2	2	1		0	1		12	31	1	29	"393"	3	3.0
394.0	11	9	3	1	2																																									0				"394"	3	3.0
395.0	12	49	2	1	2																																									0				"395"	3	3.0
396.0	12	42	1	1	2																																									0				"396"	3	3.0
397.0	13	17	1	1	1	1	29	1	2	3	3			60000	16	0	1							2	3		1	2	3	1	2	3	1	12	100.0	100.0	1		1	1	1		0	1		13	24	1	29	"397"	3	3.0
398.0	10	32	1	1	1	1	30	3			3	5	1	150000	6	0	1							3	4		3	4		3	4	5	2	12	100.0	100.0	1		4	2	2	3	0	1		10	34	1	30	"398"	3	3.0
399.0	12	36	2	1	2																																									0				"399"	3	3.0
400.0	12	10	1	1	1	1	30	1			1			15000	10	0	1							1			1			1	2		3	3	100.0	100.0	1		3	2	2		0	1		12	12	1	30	"400"	3	3.0
401.0	10	16	1	1	2																																									0				"401"	3	3.0
402.0	15	47	1	1	2																																									0				"402"	3	3.0
403.0	14	27	1	1	1	1	30	1			1			91000	5	0	1							1			1			1			2	12	100.0	100.0	1		3	2	2		0	1		14	33	1	30	"403"	3	3.0
404.0	12	11	1	1	2																																									0				"404"	3	3.0
405.0	12	4	3	1	1	1	29	1			3			80000	10	0	1							3			3			3			2	12	100.0	100.0	1		3	2	2		0	1		12	9	1	29	"405"	3	3.0
407.0	14	20	2	1	2																																									0				"407"	3	3.0
408.0	14	52	1	1	2																																									0				"408"	3	3.0
409.0	11	47	1	1	1	1	30	1			1			150000	12	6	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		11	57	1	30	"409"	3	3.0
410.0	14	54	1	1	1	1	29	1			1			30000	15	0	1							1			1			1			3	7	100.0	100.0	1		3	2	2		0	1		15	4	1	29	"410"	3	3.0
411.0	11	45	1	1	2																																									0				"411"	3	3.0
412.0	13	22	1	1	2																																									0				"412"	3	3.0
413.0	11	13	1	1	1	1	29	1			1			108000	50	0	1							1			1			1			2	12	100.0	100.0	1		2	2	2		0	1		11	21	1	29	"413"	3	3.0
414.0	16	43	1	1	1	1	30	1			1			7500	2	1	1							1			1	2		1	2		2	3	100.0	100.0	1		2	2	2		0	1		0		1	30	"414"	3	3.0
415.0	13	20	1	1	2																																									0				"415"	3	3.0
416.0	12	9	1	1	2																																									0				"416"	3	3.0
417.0	10	35	1	1	2																																									0				"417"	3	3.0
418.0	13	19	1	1	2																																									0				"418"	3	3.0
419.0	11	22	1	1	1	1	30	1			1			13500	2	1	1							1			1			1	2		2	3	100.0	100.0	1		2	2	2		0	1		0		1	30	"419"	3	3.0
420.0	14	32	1	1	2																																									0				"420"	3	3.0
421.0	13	29	1	1	1	1	30	1	2		3			70000	7	0	1							3			3			3			2	12	100.0	100.0	1		2	2	1		0	1		13	37	1	30	"421"	3	3.0
422.0	10	32	3	1	1	1	29	3			3			96000	6	0	1							3			3			3	4		2	12	100.0	100.0	1		2	2	2		0	1		10	34	1	29	"422"	3	3.0
423.0	10	10	3	1	1	1	29	3			3			200000	8	0	1							3			3			3			2	12	100.0	100.0	1		3	2	2		0	1		10	20	1	29	"423"	3	3.0
424.0	10	52	1	1	1	1	29	5			5			70000	30	0	1							5			5			5			2	12	100.0	100.0	1		3	2	2		0	1		10	57	1	29	"424"	3	3.0
425.0	16	0	1	1	1	1	30	1	72		1			200000	10	0	1							1	72		1	72		1	72		2	12	50.0	50.0	1		3	2	1	8	0	1		16	2	1	30	"425"	3	3.0
426.0	11	28	1	1	2																																									0				"426"	3	3.0
427.0	9	48	1	1	2																																									0				"427"	3	3.0
428.0	17	38	6	1	2																																									0				"428"	3	3.0
429.0	14	55	1	1	1	1	29	1			1			300000	20	0	1							1			1			1			2	12	100.0	100.0	1		3	2	1	6	0	1		15	5	1	29	"429"	3	3.0
430.0	16	43	1	1	2																																									0				"430"	3	3.0
431.0	13	55	1	1	1	1	5	1			1			30000	5	0	1							1			1			1			2	3	100.0	100.0	1		2	2	2		0	1		13	57	1	5	"431"	3	3.0
432.0	10	3	1	1	2																																									0				"432"	3	3.0
433.0	10	43	3	1	1	1	30	3			3			60000	0	7	1							3			3			3			2	7	100.0	100.0	1		3	2	2	8	0	1		10	48	1	30	"433"	3	3.0
434.0	14	1	1	1	2																																									0				"434"	3	3.0
435.0	13	1	1	1	2																																									0				"435"	3	3.0
436.0	12	46	1	1	1	1	26	1			1			80000	15	0	1							1			1			1			3	1	100.0	100.0	1		3	2	2		0	1		12	52	1	26	"436"	3	3.0
437.1	11	26	1	1	1	1	29	1			1			150000	8	0	1							1			1			1	2		2	12	100.0	100.0	1		3	2	2	3	0	1		11	29	1	29	"437.1"	3	3.0
438.1	16	57	1	1	2																																									0				"438.1"	3	3.0
438.2	17	43	2	1	2																																									0				"438.2"	3	3.0
439.0	16	5	1	1	2																																									0				"439"	3	3.0
440.1	14	1	6	1	2																																									0				"440.1"	3	3.0
440.2	16	0	5	1	2																																									0				"440.2"	3	3.0
440.3	14	42	2	1	2																																									0				"440.3"	3	3.0
441.0	17	30	1	1	2																																									0				"441"	3	3.0
442.0	10	43	1	1	1	1	29	1			1			100000	17	0	1							1			1			1	2		2	12	100.0	100.0	1		3	2	2		0	1		10	45	1	29	"442"	3	3.0
443.0	12	42	1	1	1	1	29	1			1			120000	25	0	1							1			1			1			3	12	100.0	100.0	1		3	2	2		0	1		12	49	1	29	"443"	3	3.0
444.0	12	15	1	1	2																																									0				"444"	3	3.0
445.0	16	25	1	1	1	1	28	1			1			300000	1	0	1							1			1			1			2	12	100.0	100.0	1		3	2	2		1	1		16	32	1	28	"445"	3	3.0
446.0	11	42	1	1	2																																									0				"446"	3	3.0
447.0	13	57	1	1	2																																									0				"447"	3	3.0
448.0	0		1		2																																									0				"448"	3	3.0
449.0	14	10	1	1	2																																									0				"449"	3	3.0
450.0	13	15	1	1	1	1	30	1			1			50000	15	0	1							1			1			1	2		2	4	100.0	100.0	1		2	2	2		0	1		13	20	1	30	"450"	3	3.0
450.0			1	1	1	2	29	1			1			24000	10	0	1							1			1			1	2		2	12	100.0	100.0	1		2	2	2		0	1				2	29	"450"	3	3.0
451.0	14	19	3	1	1	1	30	72			71			5000	15	0	1							3			3			3			2	4	100.0	100.0	1		2	2	2		0	1		14	24	1	30	"451"	3	3.0
452.0	10	48	1	1	2																																									0				"452"	3	3.0
453.0	12	45	1	1	1	1	29	1			1			9000	7	0	1							1			1			1	2		2	12	100.0	100.0	1		3	2	1		0	1		12	47	1	29	"453"	3	3.0
454.0	15	31	2	1	2																																									0				"454"	3	3.0
455.0	9	3	1	1	2																																									0				"455"	3	3.0
456.0	14	19	1	1	2																																									0				"456"	3	3.0
457.0	12	42	1	1	2																																									0				"457"	3	3.0
458.0	13	23	1	1	2																																									0				"458"	3	3.0
459.0	12	24	1	1	2																																									0				"459"	3	3.0
460.0	14	28	1	1	2																																									0				"460"	3	3.0
461.0	16	36	1	1	2																																									0				"461"	3	3.0
462.0	11	1	1	1	2																																									0				"462"	3	3.0
463.0	11	30	1	1	1	1	29	1			1			180000	20	6	1							1			1			1			2	12	100.0	100.0	1		3	2	1		0	1		11	38	1	29	"463"	3	3.0
464.1	14	45	1	1	1	1	22	1			1			50000	50	0	1							1			1	8		1	8		1	12	100.0	100.0	1		3	2	1	8	0	1		14	47	1	22	"464.1"	3	3.0
464.2	11	44	4	1	1	1	29	4			4			200000	12	0	1							4			4			4	5		3	12	100.0	100.0	1		4	2	8		0	1		11	46	1	29	"464.2"	3	3.0
465.0	13	8	1	1	2																																									0				"465"	3	3.0
466.0	11	6	1	1	2																																									0				"466"	3	3.0
467.1	15	50	4	1	1	1	29	1			1			8400	14	0	1							1			1			1			2	10	100.0	100.0	1		2	2	2		0	1		15	52	1	29	"467.1"	3	3.0
467.2	15	18	6	1	1	1	29	6			6	8		100000	3	0	1							6			6			6	8		2	12	100.0	100.0	1		2	2	2	3	0	1		15	21	1	29	"467.2"	3	3.0
468.0	15	23	2	1	2																																									0				"468"	3	3.0
469.0	14	1	3	1	2																																									0				"469"	3	3.0
471.0	13	33	3	1	2																																									0				"471"	3	3.0
472.0	13	18	2	1	2																																									0				"472"	3	3.0
473.0	15	38	1	1	2																																									0				"473"	3	3.0
474.1	12	40	1	1	1	1	29	1			1			1500000	10	5	1							1			1			1			1	12	100.0	100.0	1		1	2	2	4	0	1		12	48	1	29	"474.1"	3	3.0
474.2	16	54	3	1	2																																									0				"474.2"	3	3.0
475.0	15	42	1	1	2																																									0				"475"	3	3.0
476.0	13	0	2	1	2																																									0				"476"	3	3.0
477.0	12	13	1	1	2																																									0				"477"	3	3.0
478.0	12	40	1	1	2																																									0				"478"	3	3.0
479.0	11	22	1	1	2																																									0				"479"	3	3.0
480.0	15	12	1	1	2																																									0				"480"	3	3.0
481.0	12	15	6	1	1	1	30	6	72		6	72		30000	5	2	1							6	72		6	72		6	72		2	12	10.0	10.0	1		2	1	2		0	1		12	24	1	30	"481"	3	3.0
482.0	15	34	1	1	2																																									15	35			"482"	3	3.0
