a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
3126.0	11	59	1	1	1	2000		20.0	0	3	2	2	1	1	4	2	2	756.0	1	2	620.0	2	0.0	1		3			3	1	1	" "	1	3	" "	1	4	" "	1			400	12	10			"3126"	3	3.0
3127.0	11	1	2	1	1	1000		20.0	0	3	2	2	4	1	2	2	1	135.0	1	2	150.0	5	0.0	1		3			1	2		" "	1	3	" "	2		" "	1			50	11	5			"3127"	3	3.0
3128.0	11	39	1	1	1	2000		20.0	0	3	2	2	4	2	4	2	1	612.0	1	2	698.0	2	0.0	1		3			2	1	1	" "	1	5	" "	2		" "	1			200	11	44			"3128"	3	3.0
3129.0	11	31	1	1	1	2000		20.0	1	3	2	2	4	1	3	2	1	504.0	1	2	190.0	2	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			150	11	35			"3129"	3	3.0
3130.1	12	33	1	1	1	4000		10.0	0	3	2	2	1	1	4	2	1	432.0	1	2	405.0	5	0.0	1		3			1	2		" "	1	8	" "	2		" "	1			100	12	37			"3130.1"	3	3.0
3130.2	10	59	3	1	1	4000		10.0	0	3	2	2	1	1	2	2	1	216.0	1	2	230.0	2	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			100	11	4			"3130.2"	3	3.0
3132.0	12	59	1	1	1	3000		10.0	0	3	2	2	4	1	2	2	1	189.0	1	2	135.0	2	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			100	13	10			"3132"	3	3.0
3133.0	10	6	1	1	1	2000		40.0	0	3	2	2	4	1	2	2	1	396.0	1	2	0.0	2	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	10	10			"3133"	3	3.0
3134.0	11	48	1	1	1	2000		10.0	0	4	2	2	4	1	2	2	1	288.0	1	6	159.0	5	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	6			120	13	53			"3134"	3	3.0
3135.0	14	30	2	1	1	2000		30.0	0	3	2	2	4	1	3	2	1	540.0	1	2	850.0	2	0.0	1		3			2	1	2	" "	1	1	" "	2		" "	1			200	14	35			"3135"	3	3.0
3136.0	11	31	1	1	1	3000		20.0	0	1	1	1	1	1	4	2	1	108.0	1	2	550.0	2	0.0	1		3			4	1	1	" "	1	4	" "	1	7	" "	1	4		400	11	35			"3136"	3	3.0
3137.0	15	56	1	1	1	2000		20.0	0	1	1	1	1	1	3	2	1	108.0	1	2	350.0	2	0.0	1		3			1	2		" "	1	3	" "	2		" "	1			100	16	0			"3137"	3	3.0
3138.0	10	56	1	1	1	500		15.0	0	3	2	2	1	1	2	2	1	81.0	1	2	170.0	2	0.0	1		3			3	1	1	" "	1	2	" "	2		" "	6			100	11	0			"3138"	3	3.0
3139.0	11	21	1	1	1	2000		20.0	0	3	1	1	1	1	4	2	1	108.0	1	2	350.0	2	0.0	1		3			4	1	1	" "	1	3	" "	1	6	" "	1			200	11	25			"3139"	3	3.0
3140.0	12	31	1	1	1	1000		30.0	0	3	2	2	4	1	2	2	1	135.0	1	2	200.0	2	0.0	1		3			1	2		" "	1	5	" "	2		" "	1			50	12	36			"3140"	3	3.0
3141.0	11	11	5	1	1	3000		25.0	0	3	2	2	1	2	3	2	1	270.0	1	2	330.0	5	500.0	1		3			4	1	5	" "	1	1	" "	1	4	" "	1			300	11	16			"3141"	3	3.0
3142.0	16	11	1	1	1	3000		15.0	0	3	2	2	1	1	2	2	1	108.0	1	2	250.0	5	500.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	16	15			"3142"	3	3.0
3143.0	10	57	1	1	1	1000		15.0	0	4	2	2	4	1	2	2	1	162.0	1	2	250.0	5	1000.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	11	2			"3143"	3	3.0
3144.0	11	36	1	1	1	7000		2.0	0	1	1	1	1	1	4	2	1	108.0	1	2	340.0	5	600.0	1		3			4	2		" "	1	4	" "	1	3	" "	1			500	11	40			"3144"	3	3.0
3145.0	16	51	1	1	1	2000		25.0	0	3	2	2	1	1	2	2	1	108.0	1	2	350.0	5	400.0	1		3			3	2		" "	1	4	" "	1	2	" "	6			200	16	55			"3145"	3	3.0
3146.0	11	1	1	1	1	3000		30.0	2	3	2	2	1	2	4	2	1	720.0	1	2	110.0	5	150.0	1		3			1	1	1	" "	1	2	" "	2		" "	6			300	11	5			"3146"	3	3.0
3147.0	12	11	1	1	1	1000		15.0	0	3	2	2	4	1	2	2	1	504.0	1	2	291.0	5	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			150	12	5			"3147"	3	3.0
3148.0	11	21	1	1	1	5000		10.0	0	3	1	1	1	1	2	1		630.0	1	2	250.0	5	400.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			100	11	24			"3148"	3	3.0
3149.0	14	41	2	1	1	1000		5.0	0	3	1	2	1	1	2	2	1	504.0	1	2	75.0	5	200.0	1		3			1	1	2	" "	2		" "	2		" "	6			100	14	45			"3149"	3	3.0
3150.0	11	56	1	1	1	3000		30.0	0	2	1	1	1	1	2	2	1	108.0	1	2	260.0	5	300.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			10	12	0			"3150"	3	3.0
3151.0	12	41	1	1	1	3000		30.0	0	3	2	2	1	3	3	2	1	270.0	1	2	310.0	5	500.0	1		3			5	1	1	" "	1	5	" "	1	7	" "	1			500	12	45			"3151"	3	3.0
3152.0	12	44	1	1	1	2000		15.0	0	3	2	2	1	1	2	2	1	252.0	1	2	600.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	12	48			"3152"	3	3.0
3153.0	11	41	4	1	1	2000		0.0	10	4	2	2	1	1	2	2	1	396.0	1	2	200.0	5	450.0	1		3			2	1	4	" "	1	1	" "	2		" "	6			100	11	48			"3153"	3	3.0
3154.0	11	36	1	1	1	2000		35.0	0	2	2	2	1	1	3	2	1	504.0	1	2	1284.0	3	1000.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	11	40			"3154"	3	3.0
3155.0	11	16	5	1	1	2000		25.0	0	3	2	2	1	1	2	2	1	81.0	1	2	210.0	5	300.0	1		3			2	1	5	" "	1	1	" "	2		" "	6			200	11	20			"3155"	3	3.0
3156.0	10	52	1	1	1	2500		15.0	0	3	2	2	1	1	3	2	1	486.0	1	2	279.0	5	800.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			60	10	56			"3156"	3	3.0
3157.0	10	51	1	1	1	2000		35.0	1	3	2	2	4	1	3	2	1	504.0	1	2	850.0	5	650.0	1		3			4	1	1	" "	1	2	" "	1	3	" "	6			200	10	55			"3157"	3	3.0
3158.0	11	26	1	1	1	4000		4.0	0	3	1	1	1	1	3	2	1	486.0	1	2	310.0	5	2000.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			100	11	30			"3158"	3	3.0
3159.0	16	6	1	1	1	5000		10.0	0	1	1	1	1	1	1	1		1350.0	1	2	410.0	3	800.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	16	10			"3159"	3	3.0
3160.0	12	21	1	1	1	5000		5.0	0	2	1	1	1	1	3	2	1	504.0	1	2	255.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	12	24			"3160"	3	3.0
3161.0	11	16	1	1	1	2000		25.0	0	3	2	2	1	1	3	2	1	162.0	1	2	230.0	5	300.0	1		3			3	1	1	" "	1	3	" "	1	5	" "	1			120	11	20			"3161"	3	3.0
3162.0	11	46	1	1	1	2000		3.0	0	3	2	2	3	1	2	2	1	108.0	1	2	151.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	11	50			"3162"	3	3.0
3163.0	11	31	1	1	1	500		30.0	0	3	2	2	3	1	2	2	1	135.0	1	2	160.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			80	11	35			"3163"	3	3.0
3164.0	11	21	3	1	1	2000		25.0	0	3	2	2	1	1	3	2	1	108.0	1	2	180.0	5	200.0	1		3			1	1	3	" "	2		" "	2		" "	1			100	11	25			"3164"	3	3.0
3165.0	11	16	1	1	1	2000		25.0	0	3	2	2	3	2	2	2	1	720.0	1	2	230.0	5	300.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			400	11	20			"3165"	3	3.0
3167.1	11	1	2	1	1	2000		30.0	2	3	1	2	1	1	1	2	1	288.0	1	2	350.0	5	0.0	1		3			1	1	6	" "	2		" "	2		" "	6			300	11	4			"3167.1"	3	3.0
3167.2	11	11	3	1	1	2000		30.0	2	3	2	2	3	1	2	2	1	396.0	1	2	360.0	5	200.0	1		3			1	1	3	" "	2		" "	2		" "	1			279	11	15			"3167.2"	3	3.0
3167.3	15	21	5	1	1	1000		30.0	2	3	1	1	1	1	2	2	1	350.0	2			5	350.0	1		3			1	1	5	" "	2		" "	2		" "	6			300	15	24			"3167.3"	3	3.0
3168.0	10	52	1	1	1	1000		15.0	0	4	2	2	3	1	1	2	1	216.0	1	2	105.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				10	56			"3168"	3	3.0
3169.0	14	51	1	1	1	2000		15.0	0	3	2	2	4	1	1	3	2	162.0	1	2	150.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	54			"3169"	3	3.0
3170.0	11	51	2	1	1	2000		10.0	0	3	2	2	3	1	2	1		162.0	1	2	130.0	3	800.0	1		3			1	1	2	" "	2		" "	2		" "	6			50	11	56			"3170"	3	3.0
3171.1	11	36	1	1	1	1000		30.0	0	3	1	2	1	1	3	2	1	135.0	1	2	240.0	6	200.0	1		3			2	2		" "	1	4	" "	1	5	" "	1			200	11	40			"3171.1"	3	3.0
3171.2	15	36	8	1	1	500		8.0	0	3	2	2	3	1	1	2	1	162.0	1	2	100.0	5	0.0	1		3			2	1	8	" "	1	7	" "	2		" "	1			100	15	40			"3171.2"	3	3.0
3172.0	15	11	2	1	1	2000		20.0	0	2	1	1	1	1	2	2	1	135.0	1	2	230.0	5	300.0	1		3			2	1	2	" "	1	1	" "	2		" "	1	4		200	15	14			"3172"	3	3.0
3173.1	11	11	2	1	1	1000		30.0	1	3	2	2	3	1	1	2	1	396.0	1	2	86.0	5	250.0	1		3			1	1	2	" "	2		" "	2		" "	6			50	11	15			"3173.1"	3	3.0
3173.2	11	11	3	1	1	300		25.0	0	3	2	2	4	1	1	2	1	135.0	1	2	100.0	5	0.0	1		3			2	1	3	" "	1	7	" "	2		" "	1			80	11	15			"3173.2"	3	3.0
3174.0	11	42	2	1	1	2000		3.0	0	4	2	2	1	1	3	2	1	315.0	1	2	410.0	5	0.0	1		3			2	1	2	" "	1	3	" "	2		" "	1	4		100	11	48			"3174"	3	3.0
3175.0	11	41	3	1	1	2000		20.0	2	3	2	2	1	1	2	2	1	396.0	1	2	210.0	5	850.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			150	11	44			"3175"	3	3.0
3176.0	11	51	3	1	1	4000		10.0	0	3	1	1	1	1	2	2	1	864.0	1	2	410.0	5	200.0	1		3			2	1	3	" "	2		" "	2		" "	6			100	11	53			"3176"	3	3.0
3177.0	12	1	6	1	1	5000		10.0	0	2	1	1	1	1	4	2	1	1080.0	1	2	255.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	12	10			"3177"	3	3.0
3178.0	14	11	1	1	1	2000		30.0	0	3	2	2	3	2	3	2	1	540.0	1	2	255.0	5	0.0	1		3			1	1	4	" "	2		" "	2		" "	6			150	14	15			"3178"	3	3.0
3179.3	11	21	4	1	1	5000		50.0	0	2	1	1	1	1	3	2	2	540.0	1	2	505.0	5	1000.0	1		3			1	1	4	" "	2		" "	2		" "	6			500	11	25			"3179.3"	3	3.0
3180.0	11	51	1	1	1	4000		15.0	0	3	2	2	1	2	6	2	1	396.0	1	2	250.0	5	150.0	1		3			3	1	1	" "	1	3	" "	1	5	" "	6			300	11	56			"3180"	3	3.0
3181.0	11	11	2	1	1	2000		30.0	0	3	2	2	4	1	2	2	1	148.5	1	2	230.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			100	11	15			"3181"	3	3.0
3182.0	11	26	1	1	1	500		2.0	0	3	2	2	3	1	2	2	1	108.0	1	2	212.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	1			200	11	30			"3182"	3	3.0
3183.0	11	11	3	1	1	1000		15.0	1	3	2	2	4	1	1	2	1	324.0	1	2	76.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	11	15			"3183"	3	3.0
3185.0	17	1	1	1	1	300		15.0	1	3	2	2	3	1	1	2	1	135.0	1	2	200.0	5	200.0	1		3			1	2		" "	1	2	" "	2		" "	6			70	17	5			"3185"	3	3.0
3186.0	15	21	1	1	1	1000		35.0	0	3	2	2	3	1	2	2	1	504.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	15	24			"3186"	3	3.0
3187.0	11	21	1	1	1	2000		2.0	0	3	2	2	3	1	2	2	1	336.0	1	2	500.0	5	1000.0	1		3			2	1	1	" "	1	5	" "	2		" "	1			200	11	24			"3187"	3	3.0
3188.0	13	1	2	1	1	2000		30.0	0	3	2	2	1	2	3	2	1	612.0	1	2	250.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			150	13	5			"3188"	3	3.0
3189.0	11	33	2	1	1	2000		6.0	0	3	2	2	4	1	3	2	1	486.0	1	2	410.0	5	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1	4		200	11	40		2	"3189"	3	3.0
3190.0	11	43	1	1	1	3000		10.0	0	3	2	2	4	1	2	2	1	162.0	1	2	310.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	11	45			"3190"	3	3.0
3193.0	11	57	3	1	2	2000		18.0	0	3	2	2	1	1	1	2	1	202.0	1	2	345.0	5	400.0	1		3			2	1	3	" "	1	4	" "	2		" "	1	4		200	12	2			"3193"	3	3.0
3194.0	13	11	1	1	1	1000		30.0	1	3	2	2	3	1	1	2	1	504.0	1	2	110.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			150	13	15			"3194"	3	3.0
3195.0	11	36	1	1	1	200		30.0	0	4	2	2	4	1	1	3	2	189.0	1	2	110.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				11	39			"3195"	3	3.0
3196.0	11	11	1	1	1	500		30.0	0	3	2	2	3	1	2	2	1	504.0	1	2	110.0	5	200.0	1		3			1	1	1	" "	2		" "	2		" "	6			30	11	15			"3196"	3	3.0
3197.0	11	27	1	1	1	1000		20.0	0	3	2	2	4	1	3	2	1	513.0	1	2	220.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	11	32			"3197"	3	3.0
3198.0	11	51	1	1	1	2000		25.0	0	3	2	2	1	2	2	2	1	270.0	1	2	150.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			100	11	54			"3198"	3	3.0
3199.0	11	21	2	1	1	1000		10.0	0	4	2	2	4	1	1	2	1	135.0	1	2	0.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			20	11	30			"3199"	3	3.0
3200.0	11	57	1	1	1	2000		20.0	2	4	2	2	3	1	1	2	1	315.0	1	2	240.0	5	0.0	1		3			1	2		" "	1	2	" "	2		" "	6			50	12	4			"3200"	3	3.0
3201.0	14	8	1	1	1	1000		15.0	3	3	4	2	4	1	2	2	1	324.0	1	2	110.0	5	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	1			250	14	17			"3201"	3	3.0
3202.0	14	25	1	1	1	1000		2.0	1	3	4	1	4	2	3	2	1	414.0	1	2	321.0	9	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			150	14	36			"3202"	3	3.0
3203.0	14	38	2	1	1	1000		8.0	3	3	4	2	4	1	2	2	1	221.0	1	2	224.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			120	14	49			"3203"	3	3.0
3204.0	14	33	3	1	1	800		13.0	1	3	4	2	4	1	2	2	1	540.0	1	2	0.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			250	14	43			"3204"	3	3.0
3205.0	11	40	1	1	1	500		20.0	3	3	4	2	4	1	2	2	1	306.0	1	2	268.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			200	11	51			"3205"	3	3.0
3206.0	14	24	2	1	1	2000		8.0	2	3	4	2	4	3	4	2	1	441.0	1	2	353.0	5	0.0	1		3			4	1	1	" "	1	2	" "	1	5	" "	1			200	14	34			"3206"	3	3.0
3207.0	17	41	1	1	1	1000		20.0	2	3	4	2	4	1	1	3	2	324.0	1	2	160.0	5	600.0	1		3			3	1	1	" "	1	2	" "	1	4	" "	1			100	17	53			"3207"	3	3.0
3208.0	12	43	1	1	1	1000		16.0	2	3	4	2	4	1	2	2	1	405.0	1	2	96.0	9	0.0	3	0	3			1	1	2	" "	2		" "	2		" "	6			120	12	47			"3208"	3	3.0
3209.0	13	43	1	1	1	1500		17.0	2	3	4	2	4	1	2	2	1	504.0	1	1	129.0	2	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			400	13	47			"3209"	3	3.0
3210.0	11	44	1	1	1	1500		14.0	2	3	4	2	4	1	2	2	1	371.0	1	2	390.0	9	150.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			300	11	46			"3210"	3	3.0
3211.1	15	5	1	1	1	2000		2.0	0	1	1	1	1	1	3	2	1	486.0	1	2	184.0	3	300.0	1		3			2	1	1	" "	1	2	" "	1	3	" "	1			450	15	8			"3211.1"	3	3.0
3211.2	16	54	4	1	1	1000		21.0	2	4	4	2	4	1	1	2	1	234.0	1	2	75.0	5	0.0	1		3			1	1	4	" "	2		" "	2		" "	6			50	16	57			"3211.2"	3	3.0
3212.0	16	30	2	1	1	800		24.0	1	3	4	2	4	1	2	2	1	315.0	1	2	126.0	9	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			60	16	34			"3212"	3	3.0
3213.0	13	51	1	1	1	1000		5.0	0	2	1	2	1	1	3	2	1	589.0	1	2	510.0	9	0.0	1		3			3	2		" "	1	3	" "	1	4	" "	1			700	13	56			"3213"	3	3.0
3214.0	12	58	1	1	1	1000		40.0	2	4	4	2	4	1	2	2	1	432.0	1	2	56.0	1		1		3			1	1	1	" "	2		" "	2		" "	6			100	13	4			"3214"	3	3.0
3215.0	13	21	1	1	1	1000		7.0	0	2	1	2	1	2	3	2	1	585.0	1	2	320.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			250	13	27			"3215"	3	3.0
3216.1	10	40	2	1	1	1000		10.0	1	3	4	2	4	1	1	2	1	324.0	2			9	0.0	4	700	3			1	1	2	" "	2		" "	2		" "	6			200	10	45			"3216.1"	3	3.0
3216.2	15	4	1	1	2	300		10.0	1	4	4	2	4	1	1	3	2	180.0	2			9	0.0	4	0	3			0	2		" "	2		" "	2		" "	7				15	10			"3216.2"	3	3.0
3217.0	11	21	1	1	1	2000		10.0	1	3	4	2	4	1	2	2	1	360.0	1	2	302.0	6	270.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	11	27			"3217"	3	3.0
3218.0	13	42	1	1	1	2000		6.0	2	2	4	2	4	1	2	2	1	540.0	1	2	268.0	6	50.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	13	46			"3218"	3	3.0
3219.0	13	19	1	1	1	1500		2.0	1	3	2	2	4	1	1	2	1	304.0	1	2	210.0	1		1		3			2	1	1	" "	1	4	" "	2		" "	6			250	13	22			"3219"	3	3.0
3220.0	13	25	1	1	1	1000		7.0	1	3	4	2	4	1	2	2	1	396.0	1	2	75.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				13	31			"3220"	3	3.0
3221.0	13	12	1	1	1	600		10.0	2	3	4	2	4	1	1	3	2	221.0	1	2	200.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			60	13	20			"3221"	3	3.0
3222.0	17	55	2	1	1	600		5.0	0	2	4	2	4	1	2	2	1	306.0	1	1	117.0	9	0.0	1		3			2	1	1	" "	1	4	" "	2		" "	4			100	18	3			"3222"	3	3.0
3223.0	13	25	1	1	1	600		10.0	0	2	2	2	4	1	1	2	1	288.0	2			9	0.0	3	0	3			1	2		" "	1	1	" "	2		" "	4			50	13	36			"3223"	3	3.0
3224.0	13	24	6	1	1	500		8.0	1	3	4	2	4	1	1	2	1	306.0	1	3	77.0	9	0.0	1		3			1	1	6	" "	2		" "	2		" "	6			300	13	36			"3224"	3	3.0
3226.0	13	40	1	1	1	1000		1.0	0	2	1	2	1	1	2	2	1	486.0	1	2	100.0	5	0.0	1		3			2	1	1	" "	2		" "	2		" "	1			100	13	45			"3226"	3	3.0
3227.0	13	40	4	1	1	1000		10.0	0	3	2	2	4	1	3	2	1	378.0	2			5	0.0	3	0	3			3	1	4	" "	1	5	" "	1	2	" "	1			500	13	45			"3227"	3	3.0
3228.0	12	20	1	1	1	500		5.0	0	3	2	2	4	1	2	2	1	360.0	2			5	0.0	4	70	3			1	1	1	" "	2		" "	2		" "	6			100	12	25			"3228"	3	3.0
3229.0	15	12	1	1	1	2000		2.0	1	2	1	2	1	2	3	2	1	810.0	1	2	759.0	5	100.0	1		3			2	1	1	" "	1	3	" "	2		" "	1	4		200	15	21			"3229"	3	3.0
3230.0	14	6	2	1	1	1500		12.0	0	2	2	2	4	1	1	2	2	324.0	2			9	40.0	3	0	3			1	1	2	" "	2		" "	2		" "	1			100	14	14			"3230"	3	3.0
3231.0	11	35	2	1	1	500		1.0	1	3	2	2	4	1	1	3	2	360.0	2			9	0.0	4	70	3			0	2		" "	2		" "	2		" "	7				11	45			"3231"	3	3.0
3232.0	12	2	1	1	1	500		2.0	1	3	2	2	4	1	1	2	1	216.0	2			9	0.0	4	80	3			0	2		" "	2		" "	2		" "	7				12	15			"3232"	3	3.0
3233.0	15	55	1	1	1	2000		20.0	0	2	2	2	1	1	4	2	1	900.0	2			5	150.0	3	0	3			1	1	1	" "	1	4	" "	1	5	" "	6			400	16	5			"3233"	3	3.0
3234.0	13	0	1	1	3		1200	1.0	1	2	1	2	1	1	1	2	1	225.0	1	2	300.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	13	10			"3234"	3	3.0
3235.1	12	40	1	1	1	1000		20.0	3	3	2	2	4	1	1	1		324.0	1	3	300.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			120	12	46			"3235.1"	3	3.0
3235.2	17	42	3	1	1	1000		5.0	2	2	4	2	4	1	2	2	1	324.0	1	3	300.0	5	0.0	1		3			1	1	3	" "	2		" "	2		" "	1			500	17	51			"3235.2"	3	3.0
3236.0	13	31	2	1	1	500		5.0	1	3	2	2	4	1	2	2	1	324.0	1	3	120.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				13	40			"3236"	3	3.0
3237.0	14	0	1	1	1	1000		3.0	0	2	1	2	1	1	3	2	1	547.0	1	2	300.0	5	0.0	1		3			3	1	1	" "	1	5	" "	1	6	" "	1			1000	14	10			"3237"	3	3.0
3238.0	12	21	6	1	1	500		1.0	0	3	2	2	4	1	2	2	1	405.0	1	3	77.0	5	0.0	1		3			2	1	6	" "	1	2	" "	2		" "	6			50	12	25			"3238"	3	3.0
3239.0	14	10	1	1	1	1000		1.0	0	2	1	2	4	2	3	2	1	864.0	1	2	170.0	5	0.0	1		3			2	1	1	" "	1	7	" "	2		" "	6			100	14	15			"3239"	3	3.0
3240.0	13	18	3	1	1	2000		20.0	0	1	1	2	1	1	3	2	1	689.0	1	3	289.0	3	500.0	1		3			1	1	3	" "	2		" "	2		" "	6			200	13	31			"3240"	3	3.0
3241.0	12	30	1	1	1	1000		16.0	0	2	2	2	4	1	1	3	2	365.0	1	2	305.0	3	700.0	1		3			3	1	1	" "	1	2	" "	2		" "	1			2000	12	40			"3241"	3	3.0
3242.0	15	39	2	1	1	500		40.0	2	3	1	2	4	1	1	2	1	288.0	1	3	50.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				15	44			"3242"	3	3.0
3243.0	10	30	1	1	1	500		20.0	0	3	2	2	4	1	2	2	1	288.0	1	3	100.0	3	300.0	1		3			1	2		" "	1	4	" "	2		" "	6			100	10	33			"3243"	3	3.0
3244.1	12	22	1	1	1	2000		1.0	2	1	2	2	4	1	3	2	1	396.0	1	3	500.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	6			500	12	31			"3244.1"	3	3.0
3244.2	12	12	6	1	2	500		4.0	2	3	2	2	4	1	1	2	1	288.0	1	3	55.0	9	0.0	1		3			0	2		" "	2		" "	2		" "	7				12	20			"3244.2"	3	3.0
3245.0	12	10	1	1	1	1000		5.0	0	2	2	2	4	1	1	2	1	288.0	1	2	150.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			500	12	15			"3245"	3	3.0
3246.0	10	35	1	1	1	500		12.0	5	3	2	2	4	1	2	2	1	324.0	1	2	350.0	8	300.0	1		3			1	1	1	" "	2		" "	2		" "	6			80	10	40			"3246"	3	3.0
3248.0	13	55	6	1	1	4000		7.0	2	2	1	2	1	1	3	2	1	675.0	1	2	400.0	5	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			150	14	6			"3248"	3	3.0
3249.0	12	0	1	1	1	600		10.0	3	3	2	2	4	1	1	2	1	365.0	1	2	55.0	9	0.0	1		3			1	2		" "	1	2	" "	2		" "	4			100	12	10			"3249"	3	3.0
3250.0	10	33	1	1	1	1000		8.0	2	2	1	2	1	1	1	2	2	270.0	1	3	65.0	9	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			150	10	44			"3250"	3	3.0
3251.0	13	26	1	1	1	7000		10.0	0	2	1	2	1	1	2	1		365.0	1	3	450.0	5	500.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			200	13	34			"3251"	3	3.0
3252.0	12	59	1	1	1	500		12.0	3	3	2	2	4	1	2	2	1	288.0	1	2	101.0	9	0.0	1		3			2	1	4	" "	1	3	" "	2		" "	4			50	13	10			"3252"	3	3.0
3254.0	12	32	1	1	1	400		5.0	0	3	2	2	4	1	1	2	1	162.0	1	3	210.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			200	12	40			"3254"	3	3.0
3255.0	13	35	1	1	1	500		10.0	1	3	2	2	4	1	3	2	1	338.0	1	3	120.0	6	0.0	1		3			2	2		" "	1	4	" "	1	5	" "	6			200	13	45			"3255"	3	3.0
3257.0	11	50	2	1	1	200		13.0	3	3	2	2	4	1	2	2	1	360.0	1	3	150.0	5	500.0	1		3			1	1	2	" "	2		" "	2		" "	6			10	11	55			"3257"	3	3.0
3258.0	14	42	2	1	1	500		12.0	2	3	2	2	4	1	1	2	1	216.0	1	3	500.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			200	14	50			"3258"	3	3.0
3259.0	16	15	1	1	1	5000		20.0	2	1	1	2	1	3	3	2	1	324.0	1	3	350.0	3	200.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			400	16	24			"3259"	3	3.0
3260.0	14	15	2	1	1	500		13.0	4	2	2	2	4	1	1	2	1	216.0	1	3	250.0	5	0.0	1		3			0	2		" "	2		" "	2		" "	7				14	23			"3260"	3	3.0
3261.0	9	22	1	1	1	400		22.0	2	3	2	2	4	1	1	2	2	162.0	1	2	50.0	9	0.0	1		3			0	2		" "	2		" "	2		" "	7				9	24			"3261"	3	3.0
