a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
146.0	1	2				" "				" "		" "	13	58	"146"	3	3.0
147.0	1	2				" "				" "		" "	10	44	"147"	3	3.0
148.1	2					" "				" "		" "	10	35	"148.1"	3	3.0
148.2	1	2				" "				" "		" "	17	32	"148.2"	3	3.0
148.3	1	2				" "				" "		" "	16	15	"148.3"	3	3.0
149.0	1	2				" "				" "		" "	13	58	"149"	3	3.0
150.0	1	2				" "				" "		" "	10	0	"150"	3	3.0
151.0	1	2				" "				" "		" "	12	20	"151"	3	3.0
152.0	1	2				" "				" "		" "	13	27	"152"	3	3.0
153.0	1	2				" "				" "		" "	12	58	"153"	3	3.0
154.0	1	2				" "				" "		" "	13	16	"154"	3	3.0
155.0	1	2				" "				" "		" "	10	48	"155"	3	3.0
157.0	1	1	2013	7	12	" "	1	3		" "	5	" "	10	2	"157"	3	3.0
160.0	1	2				" "				" "		" "	10	16	"160"	3	3.0
161.0	1	2				" "				" "		" "	15	15	"161"	2	3.0
162.0	1	2				" "				" "		" "	14	56	"162"	2	3.0
163.0	2					" "				" "		" "	11	10	"163"	2	3.0
164.0	1	2				" "				" "		" "	11	50	"164"	2	3.0
165.0	1	2				" "				" "		" "	14	26	"165"	2	3.0
166.0	1	2				" "				" "		" "	11	59	"166"	2	3.0
167.0	1	2				" "				" "		" "	11	25	"167"	2	3.0
168.0	1	2				" "				" "		" "	12	38	"168"	2	3.0
169.0	2					" "				" "		" "	10	55	"169"	2	3.0
170.0	1	2				" "				" "		" "	17	30	"170"	2	3.0
171.0	1	2				" "				" "		" "	12	20	"171"	2	3.0
172.0	1	2				" "				" "		" "	16	20	"172"	2	3.0
173.0	2					" "				" "		" "	13	15	"173"	2	3.0
174.0	2					" "				" "		" "	15	50	"174"	2	3.0
175.0	1	2				" "				" "		" "	11	16	"175"	2	3.0
176.0	1	2				" "				" "		" "	13	27	"176"	2	3.0
177.0	2					" "				" "		" "	16	15	"177"	2	3.0
178.0	1	2				" "				" "		" "	12	10	"178"	2	3.0
179.0	1	2				" "				" "		" "	10	18	"179"	2	3.0
180.0	1	2				" "				" "		" "	13	25	"180"	2	3.0
182.0	1	1	2013	11	1	" "	2	1		" "		" "	13	35	"182"	2	3.0
183.0	1	2				" "				" "		" "	10	7	"183"	2	3.0
184.0	1	2				" "				" "		" "	17	2	"184"	2	3.0
185.0	1	2				" "				" "		" "	12	20	"185"	2	3.0
186.0	1	2				" "				" "		" "	11	55	"186"	2	3.0
187.0	1	2				" "				" "		" "	11	35	"187"	2	3.0
188.0	2					" "				" "		" "	14	35	"188"	2	3.0
189.0	2					" "				" "		" "	10	38	"189"	2	3.0
190.0	2					" "				" "		" "	13	26	"190"	2	3.0
191.1	1	2				" "				" "		" "	10	20	"191.1"	2	3.0
191.2	1	2				" "				" "		" "	0		"191.2"	2	3.0
192.0	1	2				" "				" "		" "	0		"192"	2	3.0
193.0	1	2				" "				" "		" "	12	15	"193"	2	3.0
194.0	1	2				" "				" "		" "	16	15	"194"	2	3.0
195.1	1	2				" "				" "		" "	11	0	"195.1"	2	3.0
195.2	2					" "				" "		" "	10	0	"195.2"	2	3.0
196.0	1	2				" "				" "		" "	15	45	"196"	2	3.0
197.0	2					" "				" "		" "	12	0	"197"	2	3.0
198.0	2					" "				" "		" "	0		"198"	2	3.0
199.0	1	2				" "				" "		" "	12	39	"199"	2	3.0
201.0	1	2				" "				" "		" "	10	51	"201"	3	3.0
202.0	1	2				" "				" "		" "	10	45	"202"	3	3.0
203.0	1	2				" "				" "		" "	9	45	"203"	3	3.0
204.0	1	2				" "				" "		" "	12	20	"204"	3	3.0
205.0	1	2				" "				" "		" "	10	45	"205"	3	3.0
206.0	1	2				" "				" "		" "	11	9	"206"	3	3.0
207.0	1	2				" "				" "		" "	10	7	"207"	3	3.0
208.0	1	2				" "				" "		" "	10	24	"208"	3	3.0
209.1	1	2				" "				" "		" "	16	37	"209.1"	3	3.0
209.2	1	2				" "				" "		" "	10	2	"209.2"	3	3.0
210.1	1	2				" "				" "		" "	14	35	"210.1"	3	3.0
210.2	1	2				" "				" "		" "	15	45	"210.2"	3	3.0
212.1	1	2				" "				" "		" "	15	2	"212.1"	3	3.0
212.2	1	2				" "				" "		" "	9	38	"212.2"	3	3.0
214.0	1	2				" "				" "		" "	16	53	"214"	3	3.0
215.2	1	2				" "				" "		" "	11	33	"215.2"	3	3.0
216.0	2					" "				" "		" "	14	35	"216"	3	3.0
218.0	1	2				" "				" "		" "	12	39	"218"	3	3.0
219.0	1	2				" "				" "		" "	13	40	"219"	3	3.0
220.0	1	2				" "				" "		" "	11	24	"220"	3	3.0
221.0	1	2				" "				" "		" "	9	55	"221"	2	3.0
222.1	1	2				" "				" "		" "	12	0	"222.1"	2	3.0
222.2	1	2				" "				" "		" "	10	50	"222.2"	2	3.0
223.0	1	2				" "				" "		" "	0		"223"	2	3.0
224.0	1	1	2010	3	2	" "	1	2	1	" "		" "	3	0	"224"	2	3.0
225.0	1	2				" "				" "		" "	11	40	"225"	2	3.0
226.0	1	2				" "				" "		" "	12	0	"226"	2	3.0
227.0	2					" "				" "		" "	11	30	"227"	2	3.0
228.0	1	1	2010	2	8	" "	2	2	4	"5"		" "	10	40	"228"	2	3.0
229.0	2					" "				" "		" "	0		"229"	2	3.0
230.0	1	2				" "				" "		" "	11	25	"230"	2	3.0
231.0	1	2				" "				" "		" "	11	1	"231"	2	3.0
232.0	1	2				" "				" "		" "	12	5	"232"	2	3.0
233.0	1	1	2012	6	1	" "	1	2	2	" "		" "	14	30	"233"	2	3.0
234.0	1	1	2012	2	2	" "	1	2	3	" "		" "	8	45	"234"	2	3.0
235.0	2					" "				" "		" "	0		"235"	2	3.0
238.0	2					" "				" "		" "	12	17	"238"	2	3.0
239.0	1	2				" "				" "		" "	11	5	"239"	2	3.0
240.1	1	2				" "				" "		" "	11	25	"240.1"	2	3.0
240.2	1	2				" "				" "		" "	17	25	"240.2"	2	3.0
241.0	1	2				" "				" "		" "	13	32	"241"	2	3.0
242.0	1	2				" "				" "		" "	12	33	"242"	2	3.0
243.0	1	2				" "				" "		" "	10	29	"243"	2	3.0
244.0	1	2				" "				" "		" "	10	26	"244"	2	3.0
245.0	1	2				" "				" "		" "	11	15	"245"	2	3.0
246.0	1	2				" "				" "		" "	9	10	"246"	2	3.0
247.0	1	2				" "				" "		" "	13	59	"247"	2	3.0
248.0	1	2				" "				" "		" "	11	38	"248"	2	3.0
249.0	1	2				" "				" "		" "	10	45	"249"	2	3.0
250.0	1	2				" "				" "		" "	11	36	"250"	2	3.0
251.0	1	2				" "				" "		" "	11	48	"251"	2	3.0
252.0	1	2				" "				" "		" "	11	42	"252"	2	3.0
254.0	1	2				" "				" "		" "	9	35	"254"	2	3.0
255.0	1	2				" "				" "		" "	14	58	"255"	2	3.0
256.0	1	2				" "				" "		" "	12	42	"256"	2	3.0
257.0	1	2				" "				" "		" "	16	4	"257"	2	3.0
258.0	1	2				" "				" "		" "	12	20	"258"	2	3.0
259.0	2					" "				" "		" "	13	35	"259"	2	3.0
260.0	1	2				" "				" "		" "	12	14	"260"	2	3.0
261.0	1	2				" "				" "		" "	10	25	"261"	2	3.0
262.0	2					" "				" "		" "	13	30	"262"	2	3.0
263.0	1	2				" "				" "		" "	12	15	"263"	2	3.0
264.0	1	2				" "				" "		" "	11	44	"264"	2	3.0
265.0	2					" "				" "		" "	10	57	"265"	2	3.0
267.0	2					" "				" "		" "	10	51	"267"	2	3.0
268.0	1	2				" "				" "		" "	11	25	"268"	2	3.0
269.0	1	2				" "				" "		" "	11	20	"269"	2	3.0
270.0	1	2				" "				" "		" "	11	52	"270"	2	3.0
271.0	1	2				" "				" "		" "	10	12	"271"	2	3.0
272.0	2					" "				" "		" "	14	26	"272"	2	3.0
273.0	2					" "				" "		" "	10	24	"273"	2	3.0
274.0	2					" "				" "		" "	10	35	"274"	2	3.0
275.0	1	2				" "				" "		" "	10	43	"275"	2	3.0
276.0	1	2				" "				" "		" "	15	50	"276"	2	3.0
277.0	1	2				" "				" "		" "	14	22	"277"	2	3.0
278.0	2					" "				" "		" "	11	51	"278"	2	3.0
279.0	1	2				" "				" "		" "	10	50	"279"	2	3.0
280.1	2					" "				" "		" "	12	59	"280.1"	2	3.0
280.2	1	2				" "				" "		" "	11	15	"280.2"	2	3.0
281.0	2					" "				" "		" "	13	20	"281"	2	3.0
282.1	1	2				" "				" "		" "	12	0	"282.1"	2	3.0
282.2	2					" "				" "		" "	10	5	"282.2"	2	3.0
284.0	2					" "				" "		" "	11	33	"284"	2	3.0
285.0	2					" "				" "		" "	12	30	"285"	2	3.0
286.1	2					" "				" "		" "	13	10	"286.1"	2	3.0
286.2	2					" "				" "		" "	12	20	"286.2"	2	3.0
287.0	1	2				" "				" "		" "	13	15	"287"	2	3.0
288.0	1	2				" "				" "		" "	11	35	"288"	2	3.0
289.0	2					" "				" "		" "	12	30	"289"	2	3.0
290.0	1	2				" "				" "		" "	0		"290"	2	3.0
291.0	1	2				" "				" "		" "	11	55	"291"	2	3.0
292.0	1	2				" "				" "		" "	10	40	"292"	2	3.0
293.0	2					" "				" "		" "	12	20	"293"	2	3.0
294.0	2					" "				" "		" "	12	8	"294"	2	3.0
295.0	1	2				" "				" "		" "	12	10	"295"	2	3.0
296.0	2					" "				" "		" "	11	25	"296"	2	3.0
297.0	1	2				" "				" "		" "	14	20	"297"	2	3.0
298.0	1	2				" "				" "		" "	13	15	"298"	2	3.0
299.0	2					" "				" "		" "	11	40	"299"	2	3.0
300.0	2					" "				" "		" "	13	40	"300"	2	3.0
301.0	1	2				" "				" "		" "	9	43	"301"	2	3.0
302.0	2					" "				" "		" "	14	42	"302"	2	3.0
303.0	1	2				" "				" "		" "	15	10	"303"	2	3.0
304.0	1	2				" "				" "		" "	15	46	"304"	2	3.0
305.0	2					" "				" "		" "	11	5	"305"	2	3.0
307.0	2					" "				" "		" "	11	5	"307"	2	3.0
308.0	1	2				" "				" "		" "	14	18	"308"	2	3.0
309.0	2					" "				" "		" "	15	15	"309"	2	3.0
310.0	1	2				" "				" "		" "	15	43	"310"	2	3.0
311.0	1	2				" "				" "		" "	11	23	"311"	2	3.0
312.0	2					" "				" "		" "	14	16	"312"	2	3.0
313.0	2					" "				" "		" "	10	40	"313"	2	3.0
314.0	2					" "				" "		" "	14	14	"314"	2	3.0
315.0	1	2				" "				" "		" "	9	18	"315"	2	3.0
316.1	1	2				" "				" "		" "	13	22	"316.1"	2	3.0
316.2	1	2				" "				" "		" "	17	18	"316.2"	2	3.0
316.3	2					" "				" "		" "	11	20	"316.3"	2	3.0
317.0	2					" "				" "		" "	17	20	"317"	2	3.0
318.0	1	2				" "				" "		" "	13	20	"318"	2	3.0
319.0	1	2				" "				" "		" "	13	7	"319"	2	3.0
320.0	1	2				" "				" "		" "	11	40	"320"	2	3.0
322.1	2					" "				" "		" "	15	10	"322.1"	2	3.0
322.2	2					" "				" "		" "	10	30	"322.2"	2	3.0
323.0	1	2				" "				" "		" "	10	54	"323"	2	3.0
324.0	1	2				" "				" "		" "	17	18	"324"	2	3.0
325.0	2					" "				" "		" "	11	13	"325"	2	3.0
326.0	1	2				" "				" "		" "	18	30	"326"	2	3.0
327.0	2					" "				" "		" "	13	15	"327"	2	3.0
328.0	2					" "				" "		" "	11	1	"328"	2	3.0
329.1	1	2				" "				" "		" "	14	32	"329.1"	2	3.0
329.2	1	2				" "				" "		" "	16	29	"329.2"	2	3.0
330.0	2					" "				" "		" "	13	27	"330"	2	3.0
331.0	2					" "				" "		" "	14	12	"331"	2	3.0
332.0	2					" "				" "		" "	15	5	"332"	2	3.0
333.0	1	2				" "				" "		" "	11	52	"333"	2	3.0
334.0	1	2				" "				" "		" "	13	8	"334"	2	3.0
335.0	2					" "				" "		" "	11	40	"335"	2	3.0
336.1	1	2				" "				" "		" "	13	39	"336.1"	2	3.0
336.2	2					" "				" "		" "	11	36	"336.2"	2	3.0
337.0	2					" "				" "		" "	13	45	"337"	2	3.0
338.1	2					" "				" "		" "	0		"338.1"	2	3.0
338.2	2					" "				" "		" "	16	2	"338.2"	2	3.0
339.0	1	2				" "				" "		" "	12	10	"339"	2	3.0
341.0	1	2				" "				" "		" "	13	26	"341"	3	3.0
342.0	1	2				" "				" "		" "	11	25	"342"	3	3.0
343.0	2					" "				" "		" "	18	15	"343"	3	3.0
345.0	2					" "				" "		" "	17	55	"345"	3	3.0
346.0	1	2				" "				" "		" "	13	20	"346"	3	3.0
347.0	1	2				" "				" "		" "	14	19	"347"	3	3.0
348.0	1	2				" "				" "		" "	12	30	"348"	3	3.0
349.0	2					" "				" "		" "	9	0	"349"	3	3.0
350.0	1	2				" "				" "		" "	15	58	"350"	3	3.0
351.0	1	2				" "				" "		" "	15	44	"351"	3	3.0
352.0	1	2				" "				" "		" "	16	21	"352"	3	3.0
353.0	1	2				" "				" "		" "	12	10	"353"	3	3.0
354.0	1	2				" "				" "		" "	15	50	"354"	3	3.0
355.0	1	2				" "				" "		" "	11	25	"355"	3	3.0
356.0	2					" "				" "		" "	11	10	"356"	3	3.0
358.0	2					" "				" "		" "	11	47	"358"	3	3.0
360.0	2					" "				" "		" "	18	50	"360"	3	3.0
361.0	1	2				" "				" "		" "	10	59	"361"	3	3.0
362.0	1	2				" "				" "		" "	16	48	"362"	3	3.0
363.0	2					" "				" "		" "	0		"363"	3	3.0
364.0	1	2				" "				" "		" "	10	48	"364"	3	3.0
365.0	1	2				" "				" "		" "	0		"365"	3	3.0
366.0	1	2				" "				" "		" "	0		"366"	3	3.0
367.0	1	2				" "				" "		" "	16	59	"367"	3	3.0
368.1	1	2				" "				" "		" "	0		"368.1"	3	3.0
368.2	1	2				" "				" "		" "	0		"368.2"	3	3.0
369.0	2					" "				" "		" "	0		"369"	3	3.0
370.0	1	2				" "				" "		" "	0		"370"	3	3.0
371.0	1	2				" "				" "		" "	0		"371"	3	3.0
372.0	1	2				" "				" "		" "	10	15	"372"	3	3.0
373.0	1	2				" "				" "		" "	0		"373"	3	3.0
374.0	1	2				" "				" "		" "	0		"374"	3	3.0
376.0	1	2				" "				" "		" "	0		"376"	3	3.0
377.1	1	1	2017	10	2	" "	2	2	4	"KRISHI OFFICER"		" "	12	10	"377.1"	3	3.0
377.2	1	2				" "				" "		" "	0		"377.2"	3	3.0
378.0	1	2				" "				" "		" "	12	55	"378"	3	3.0
379.0	1	2				" "				" "		" "	0		"379"	3	3.0
380.0	1	2				" "				" "		" "	10	9	"380"	3	3.0
381.0	1	2				" "				" "		" "	0		"381"	3	3.0
382.0	1	2				" "				" "		" "	0		"382"	3	3.0
383.0	1	2				" "				" "		" "	13	48	"383"	3	3.0
384.0	1	2				" "				" "		" "	12	10	"384"	3	3.0
385.0	1	2				" "				" "		" "	0		"385"	3	3.0
386.0	1	2				" "				" "		" "	0		"386"	3	3.0
387.0	1	2				" "				" "		" "	0		"387"	3	3.0
388.0	1	2				" "				" "		" "	0		"388"	3	3.0
389.0	1	2				" "				" "		" "	0		"389"	3	3.0
390.0	1	2				" "				" "		" "	0		"390"	3	3.0
391.0	2					" "				" "		" "	11	15	"391"	3	3.0
392.0	1	2				" "				" "		" "	0		"392"	3	3.0
393.0	1	2				" "				" "		" "	0		"393"	3	3.0
394.0	1	2				" "				" "		" "	0		"394"	3	3.0
395.0	2					" "				" "		" "	12	21	"395"	3	3.0
396.0	1	2				" "				" "		" "	11	45	"396"	3	3.0
397.0	1	2				" "				" "		" "	0		"397"	3	3.0
398.0	1	2				" "				" "		" "	0		"398"	3	3.0
399.0	1	2				" "				" "		" "	0		"399"	3	3.0
400.0	1	2				" "				" "		" "	0		"400"	3	3.0
401.0	1	2				" "				" "		" "	8	58	"401"	3	3.0
402.0	1	2				" "				" "		" "	0		"402"	3	3.0
403.0	1	2				" "				" "		" "	13	21	"403"	3	3.0
404.0	1	2				" "				" "		" "	0		"404"	3	3.0
405.0	1	2				" "				" "		" "	0		"405"	3	3.0
407.0	2					" "				" "		" "	11	10	"407"	3	3.0
408.0	1	2				" "				" "		" "	14	35	"408"	3	3.0
409.0	1	2				" "				" "		" "	0		"409"	3	3.0
410.0	1	2				" "				" "		" "	0		"410"	3	3.0
411.0	1	2				" "				" "		" "	0		"411"	3	3.0
412.0	1	2				" "				" "		" "	0		"412"	3	3.0
413.0	1	2				" "				" "		" "	10	47	"413"	3	3.0
414.0	1	2				" "				" "		" "	0		"414"	3	3.0
415.0	1	2				" "				" "		" "	0		"415"	3	3.0
416.0	1	2				" "				" "		" "	0		"416"	3	3.0
417.0	1	2				" "				" "		" "	0		"417"	3	3.0
418.0	1	2				" "				" "		" "	12	37	"418"	3	3.0
419.0	1	2				" "				" "		" "	0		"419"	3	3.0
420.0	2					" "				" "		" "	14	55	"420"	3	3.0
421.0	1	2				" "				" "		" "	0		"421"	3	3.0
422.0	1	2				" "				" "		" "	0		"422"	3	3.0
423.0	1	2				" "				" "		" "	0		"423"	3	3.0
424.0	2					" "				" "		" "	0		"424"	3	3.0
425.0	1	2				" "				" "		" "	0		"425"	3	3.0
426.0	2					" "				" "		" "	0		"426"	3	3.0
427.0	1	2				" "				" "		" "	0		"427"	3	3.0
428.0	1	2				" "				" "		" "	0		"428"	3	3.0
429.0	1	2				" "				" "		" "	0		"429"	3	3.0
430.0	1	2				" "				" "		" "	16	27	"430"	3	3.0
431.0	1	2				" "				" "		" "	0		"431"	3	3.0
432.0	1	2				" "				" "		" "	0		"432"	3	3.0
433.0	1	2				" "				" "		" "	10	28	"433"	3	3.0
434.0	1	2				" "				" "		" "	13	7	"434"	3	3.0
435.0	2					" "				" "		" "	12	17	"435"	3	3.0
436.0	1	2				" "				" "		" "	10	58	"436"	3	3.0
437.1	1	2				" "				" "		" "	0		"437.1"	3	3.0
438.1	2					" "				" "		" "	0		"438.1"	3	3.0
438.2	2					" "				" "		" "	17	31	"438.2"	3	3.0
439.0	1	2				" "				" "		" "	0		"439"	3	3.0
440.1	1	2				" "				" "		" "	13	12	"440.1"	3	3.0
440.2	2					" "				" "		" "	0		"440.2"	3	3.0
440.3	1	2				" "				" "		" "	13	38	"440.3"	3	3.0
441.0	2					" "				" "		" "	0		"441"	3	3.0
442.0	1	2				" "				" "		" "	0		"442"	3	3.0
443.0	1	2				" "				" "		" "	12	11	"443"	3	3.0
444.0	1	2				" "				" "		" "	11	25	"444"	3	3.0
445.0	1	2				" "				" "		" "	16	44	"445"	3	3.0
446.0	1	2				" "				" "		" "	0		"446"	3	3.0
447.0	1	2				" "				" "		" "	13	18	"447"	3	3.0
448.0	1	2				" "				" "		" "	0		"448"	3	3.0
449.0	1	2				" "				" "		" "	13	14	"449"	3	3.0
450.0	1	2				" "				" "		" "	0		"450"	3	3.0
451.0	1	2				" "				" "		" "	12	30	"451"	3	3.0
452.0	1	2				" "				" "		" "	0		"452"	3	3.0
453.0	1	2				" "				" "		" "	0		"453"	3	3.0
454.0	2					" "				" "		" "	0		"454"	3	3.0
455.0	1	2				" "				" "		" "	0		"455"	3	3.0
456.0	1	2				" "				" "		" "	12	58	"456"	3	3.0
457.0	1	2				" "				" "		" "	0		"457"	3	3.0
458.0	1	2				" "				" "		" "	0		"458"	3	3.0
459.0	1	2				" "				" "		" "	0		"459"	3	3.0
460.0	1	2				" "				" "		" "	0		"460"	3	3.0
461.0	2					" "				" "		" "	16	8	"461"	3	3.0
462.0	2					" "				" "		" "	0		"462"	3	3.0
463.0	1	2				" "				" "		" "	0		"463"	3	3.0
464.1	2					" "				" "		" "	0		"464.1"	3	3.0
464.2	1	2				" "				" "		" "	0		"464.2"	3	3.0
465.0	1	2				" "				" "		" "	12	15	"465"	3	3.0
466.0	1	2				" "				" "		" "	0		"466"	3	3.0
467.1	1	2				" "				" "		" "	0		"467.1"	3	3.0
467.2	1	2				" "				" "		" "	0		"467.2"	3	3.0
468.0	1	2				" "				" "		" "	0		"468"	3	3.0
469.0	1	2				" "				" "		" "	12	48	"469"	3	3.0
471.0	1	2				" "				" "		" "	12	47	"471"	3	3.0
472.0	2					" "				" "		" "	12	33	"472"	3	3.0
473.0	1	2				" "				" "		" "	13	26	"473"	3	3.0
474.1	1	2				" "				" "		" "	0		"474.1"	3	3.0
474.2	1	2				" "				" "		" "	0		"474.2"	3	3.0
475.0	1	2				" "				" "		" "	0		"475"	3	3.0
476.0	1	2				" "				" "		" "	0		"476"	3	3.0
477.0	1	2				" "				" "		" "	0		"477"	3	3.0
478.0	1	2				" "				" "		" "	0		"478"	3	3.0
479.0	1	2				" "				" "		" "	0		"479"	3	3.0
480.0	2					" "				" "		" "	13	41	"480"	3	3.0
481.0	1	2				" "				" "		" "	11	48	"481"	3	3.0
482.0	2					" "				" "		" "	15	2	"482"	3	3.0
483.1	1	2				" "				" "		" "	12	20	"483.1"	3	3.0
483.2	1	2				" "				" "		" "	14	42	"483.2"	3	3.0
484.1	2					" "				" "		" "	14	55	"484.1"	3	3.0
484.2	1	2				" "				" "		" "	10	36	"484.2"	3	3.0
485.0	2					" "				" "		" "	11	21	"485"	3	3.0
486.0	1	2				" "				" "		" "	9	49	"486"	3	3.0
487.0	1	2				" "				" "		" "	18	8	"487"	3	3.0
489.0	2					" "				" "		" "	14	5	"489"	3	3.0
490.1	1	2				" "				" "		" "	13	24	"490.1"	3	3.0
490.2	1	2				" "				" "		" "	9	40	"490.2"	3	3.0
491.1	1	2				" "				" "		" "	11	28	"491.1"	3	3.0
491.2	2					" "				" "		" "	9	30	"491.2"	3	3.0
492.0	1	2				" "				" "		" "	12	26	"492"	3	3.0
493.0	1	2				" "				" "		" "	12	15	"493"	3	3.0
494.0	1	2				" "				" "		" "	11	0	"494"	3	3.0
495.1	1	2				" "				" "		" "	15	40	"495.1"	3	3.0
495.2	1	2				" "				" "		" "	10	50	"495.2"	3	3.0
496.0	1	2				" "				" "		" "	15	31	"496"	3	3.0
497.0	1	2				" "				" "		" "	10	26	"497"	3	3.0
498.0	1	2				" "				" "		" "	14	50	"498"	3	3.0
499.0	2					" "				" "		" "	9	18	"499"	3	3.0
500.0	1	2				" "				" "		" "	12	41	"500"	3	3.0
502.0	1	2				" "				" "		" "	11	9	"502"	3	3.0
503.0	1	2				" "				" "		" "	12	20	"503"	3	3.0
505.0	1	2				" "				" "		" "	9	57	"505"	3	3.0
506.0	1	2				" "				" "		" "	14	53	"506"	3	3.0
507.0	1	2				" "				" "		" "	9	59	"507"	3	3.0
508.0	2					" "				" "		" "	9	50	"508"	3	3.0
509.0	1	2				" "				" "		" "	11	26	"509"	3	3.0
510.0	1	2				" "				" "		" "	10	55	"510"	3	3.0
511.0	1	2				" "				" "		" "	10	14	"511"	3	3.0
512.0	1	2				" "				" "		" "	9	56	"512"	3	3.0
513.0	2					" "				" "		" "	10	42	"513"	3	3.0
514.0	1	2				" "				" "		" "	9	57	"514"	3	3.0
515.0	1	2				" "				" "		" "	10	56	"515"	3	3.0
516.0	1	2				" "				" "		" "	10	1	"516"	3	3.0
517.0	1	2				" "				" "		" "	10	7	"517"	3	3.0
518.0	1	2				" "				" "		" "	10	30	"518"	3	3.0
519.0	1	2				" "				" "		" "	14	56	"519"	3	3.0
520.0	2					" "				" "		" "	13	52	"520"	3	3.0
521.0	1	2				" "				" "		" "	12	47	"521"	3	3.0
522.0	1	2				" "				" "		" "	14	32	"522"	3	3.0
523.1	2					" "				" "		" "	9	30	"523.1"	3	3.0
523.2	2					" "				" "		" "	8	58	"523.2"	3	3.0
524.0	1	2				" "				" "		" "	9	34	"524"	3	3.0
525.0	2					" "				" "		" "	9	10	"525"	3	3.0
526.0	1	2				" "				" "		" "	11	55	"526"	3	3.0
527.0	1	2				" "				" "		" "	11	7	"527"	3	3.0
528.0	2					" "				" "		" "	9	18	"528"	3	3.0
529.0	1	2				" "				" "		" "	10	58	"529"	3	3.0
530.0	1	2				" "				" "		" "	15	36	"530"	3	3.0
531.0	1	2				" "				" "		" "	12	21	"531"	3	3.0
532.1	1	2				" "				" "		" "	8	58	"532.1"	3	3.0
532.2	2					" "				" "		" "	9	24	"532.2"	3	3.0
533.0	1	2				" "				" "		" "	10	45	"533"	3	3.0
534.0	1	2				" "				" "		" "	13	29	"534"	3	3.0
535.1	1	2				" "				" "		" "	16	58	"535.1"	3	3.0
535.2	2					" "				" "		" "	9	38	"535.2"	3	3.0
535.3	2					" "				" "		" "	10	35	"535.3"	3	3.0
535.4	2					" "				" "		" "	14	50	"535.4"	3	3.0
535.5	1	2				" "				" "		" "	9	53	"535.5"	3	3.0
536.0	1	2				" "				" "		" "	14	52	"536"	3	3.0
538.0	1	2				" "				" "		" "	14	12	"538"	3	3.0
539.0	2					" "				" "		" "	13	31	"539"	3	3.0
540.0	2					" "				" "		" "	13	52	"540"	3	3.0
541.0	1	2				" "				" "		" "	12	19	"541"	3	3.0
542.1	1	2				" "				" "		" "	12	26	"542.1"	3	3.0
542.2	1	1	2018	6	12	" "	1	1		" "		" "	12	21	"542.2"	3	3.0
543.0	1	2				" "				" "		" "	15	10	"543"	3	3.0
544.0	1	2				" "				" "		" "	14	13	"544"	3	3.0
545.0	1	2				" "				" "		" "	12	13	"545"	3	3.0
546.0	1	2				" "				" "		" "	9	34	"546"	3	3.0
547.0	1	2				" "				" "		" "	10	48	"547"	3	3.0
549.0	1	2				" "				" "		" "	10	45	"549"	3	3.0
551.0	1	2				" "				" "		" "	10	10	"551"	3	3.0
552.0	1	2				" "				" "		" "	12	56	"552"	3	3.0
553.0	1	1	2018	10	1	" "	1	1		" "		" "	12	10	"553"	3	3.0
554.0	1	2				" "				" "		" "	9	43	"554"	3	3.0
555.0	2					" "				" "		" "	13	40	"555"	3	3.0
556.0	2					" "				" "		" "	10	24	"556"	3	3.0
557.0	1	2				" "				" "		" "	10	35	"557"	3	3.0
558.0	2					" "				" "		" "	17	2	"558"	3	3.0
559.0	1	2				" "				" "		" "	11	48	"559"	3	3.0
560.0	2					" "				" "		" "	9	58	"560"	3	3.0
561.0	1	2				" "				" "		"17"	17	14	"561"	3	3.0
562.0	1	2				" "				" "		" "	10	44	"562"	3	3.0
563.0	1	2				" "				" "		" "	12	2	"563"	3	3.0
564.0	1	2				" "				" "		" "	10	14	"564"	3	3.0
565.0	1	2				" "				" "		" "	11	30	"565"	3	3.0
567.0	2					" "				" "		" "	12	28	"567"	3	3.0
569.0	2					" "				" "		" "	16	25	"569"	3	3.0
570.0	1	2				" "				" "		" "	11	14	"570"	3	3.0
571.0	1	2				" "				" "		" "	14	19	"571"	3	3.0
572.0	1	2				" "				" "		" "	0		"572"	3	3.0
573.0	1	2				" "				" "		" "	13	5	"573"	3	3.0
574.0	1	2				" "				" "		" "	11	14	"574"	3	3.0
575.0	1	2				" "				" "		" "	10	48	"575"	3	3.0
576.0	1	2				" "				" "		" "	12	52	"576"	3	3.0
577.0	1	2				" "				" "		" "	13	34	"577"	3	3.0
578.0	1	2				" "				" "		" "	11	45	"578"	3	3.0
579.0	1	2				" "				" "		" "	10	20	"579"	3	3.0
580.0	1	2				" "				" "		" "	12	25	"580"	3	3.0
581.11	1	2				" "				" "		" "	11	15	"581.1.1"	3	3.0
581.12	1	2				" "				" "		" "	10	25	"581.1.2"	3	3.0
581.2	1	2				" "				" "		" "	11	35	"581.2"	3	3.0
581.3	1	2				" "				" "		" "	12	40	"581.3"	3	3.0
582.1	1	2				" "				" "		" "	10	40	"582.1"	3	3.0
582.2	2					" "				" "		" "	10	24	"582.2"	3	3.0
583.1	2					" "				" "		" "	15	55	"583.1"	3	3.0
583.2	1	2				" "				" "		" "	0		"583.2"	3	3.0
584.0	1	2				" "				" "		" "	10	35	"584"	3	3.0
