a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
5129.0			1	1	4	12	0.0	2.0	7	500	2.0	4	3	2	1	1	150.0	72			72			40000	6	2018	98			9																		"5129"		0	3	3.0
5130.0	11	1	1	1	1	1	3.0	3.0	0	0	0.0	4	3	3	1	1	600.0	72		1	72			700000	6	1990	98			4																11	5	"5130"		0	3	3.0
5132.0	11	46	1	1	1	1	1.0	0.0	10																																					11	47	"5132"		0	3	3.0
5132.0			1	1	2	1	0.0	1.0	7	0	0.0	4	1					72			72			70000	4	2016	98			4																		"5132"		0	3	3.0
5133.0	11	5	1	1	1	1	45.0	45.0	0	0	0.0	4	1					1	2		1	2		1150000	2	2006	98			4																11	15	"5133"		0	3	3.0
5133.0			1	1	2	9	15.0	15.0	0	0	0.0	1	1					1	2		1	2		50000	2	2006	98			7																		"5133"		0	3	3.0
5133.0			1	1	3	7	9.0	9.0	0	0	0.0	4	1					1			1			300000	2	2006	98			7																		"5133"		0	3	3.0
5134.0	10	37	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			600000	1	2007	98			4																10	40	"5134"		0	3	3.0
5134.0			1	1	2	2	45.0	0.0	3																																							"5134"		0	3	3.0
5135.0	11	0	4	1	1	1	25.0	35.0	6	0	0.0	4	1					1			1			1500000	3	1990	98			4																11	20	"5135"		0	3	3.0
5135.0			4	1	2	2	105.0	105.0	0	1500	0.0	5	4	1	1	1		1			72			2000000	6	2002	98			1	1	4	72	1			1			98			1					"5135"		1	3	3.0
5135.0			4	1	3	2	0.0	75.0	7	500	8.0	5	4	1	1	1		1			72			700000	6	2002	98			1	1	4	72	1			1			98			1					"5135"		1	3	3.0
5135.0			4	1	4	2	0.0	0.0	10																																							"5135"		0	3	3.0
5135.0			4	1	5	2	30.0	0.0	3																																							"5135"		0	3	3.0
5135.0			4	1	6	2	15.0	0.0	3																																							"5135"		0	3	3.0
5135.0			4	1	7	2	7.5	0.0	3																																							"5135"		0	3	3.0
5135.0			4	1	8	9	10.0	10.0	0	0	0.0	1	1					1			1			200000	3	1990	98			7																		"5135"		0	3	3.0
5137.0	16	6	1	1	1	1	12.0	12.0	0	0	0.0	4	1					5			5			300000	3	1987	98			4																16	10	"5137"		0	3	3.0
5138.0	9	35	1	1	1	1	25.0	25.0	0	0	0.0	4	1					1			1			3000000	3	1980	98			4																9	44	"5138"		0	3	3.0
5138.0			1	1	2	2	30.0	30.0	0	1000	2.0	5	7					1			1			150000	3	1980	98			9																		"5138"		0	3	3.0
5138.0			1	1	3	2	15.0	15.0	0	1000	2.0	5	7					1			1			80000	3	1980	98			9																		"5138"		0	3	3.0
5138.0			1	1	4	8	0.0	20.0	10	0	4.0	1	2					1			1			700000	3	1980	98			2	1			1			1			98			1					"5138"		0	3	3.0
5138.0			1	1	5	7	0.0	2.0	10	300	0.0	3	6				600.0	1			1			500000	3	1980	98			6																		"5138"		0	3	3.0
5139.0	10	48	2	1	1	1	10.0	10.0	0	0	0.0	4	1					2			72			20000	3	2000	98			4																10	54	"5139"		0	3	3.0
5139.0			2	1	2	2	30.0	0.0	3																																							"5139"		0	3	3.0
5139.0			2	1	3	2	10.0	0.0	3																																							"5139"		0	3	3.0
5139.0			2	1	4	2	30.0	0.0	3																																							"5139"		0	3	3.0
5139.0			2	1	5	2	7.0	0.0	3																																							"5139"		0	3	3.0
5140.0	9	56	1	1	1	1	5.0	5.0	0	0	0.0	4	1					72			72			250000	4	1972	98			4																9	58	"5140"		0	3	3.0
5141.0	9	46	1	1	1	1	15.0	15.0	0	0	0.0	4	1					1			72			400000	5	2010	98			4																9	47	"5141"		0	3	3.0
5142.0	16	45	4	1	1	1	1.5	2.5	8	0	0.0	4	1					2			72			80000	3	1986	98			4																16	49	"5142"		0	3	3.0
5142.0			4	1	2	2	0.0	15.0	7	2000	5.0	4	2					72			72			100000	6	2018	1			1	4	2		4			4			98			4					"5142"		1	3	3.0
5142.0			4	1	3	12	0.0	0.5	10	2000	3.0	4	15	1	1	1		72			72			4000	6	2018	1			7																		"5142"		0	3	3.0
5143.0	10	7	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			200000	3	2002	1			4																10	15	"5143"		0	3	3.0
5143.0			1	1	2	2	0.0	0.0	10																																							"5143"		0	3	3.0
5143.0			1	1	3	2	0.0	0.0	10																																							"5143"		0	3	3.0
5143.0			1	1	4	2	0.0	0.0	10																																							"5143"		0	3	3.0
5143.0			1	1	5	2	0.0	0.0	10																																							"5143"		0	3	3.0
5143.0			1	1	6	2	0.0	30.0	7	1500	5.0	5	4	1	2	1		72			72			200000	6	2016	1			1	1	2	72	1			1			98			1					"5143"		1	3	3.0
5143.0			1	1	7	2	0.0	30.0	7	1500	5.0	5	4	1	2	1		72			72			200000	6	2016	1			1	1	2	72	1			1			98			1					"5143"		1	3	3.0
5144.0	8	43	1	1	1	1	5.0	5.0	0	0	0.0	4	1					1			1			200000	3	1999	98			4																8	59	"5144"		0	3	3.0
5144.0			1	1	2	2	0.0	30.0	7	2000	8.0	5	4	1	1	1		72			72			200000	6	2018	1			1	1	2		1			1			1			1					"5144"		1	3	3.0
5144.0			1	1	3	12	0.0	1.0	7	1000	2.0	4	15	1	1	1		72			72			6600	6	2018	1			9																		"5144"		0	3	3.0
5145.0	14	16	3	1	1	1	11.0	11.0	0	0	0.0	4	1					3			3			400000	3	2012	98			4																14	20	"5145"		0	3	3.0
5145.0			3	1	2	9	0.0	1.5	6	0	7.0	1	1					3			3			75000	3	2016	98			7																		"5145"		0	3	3.0
5146.0	10	7	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			60000	3	2017	98			4																10	12	"5146"		0	3	3.0
5146.0			1	1	2	2	130.0	0.0	3																																							"5146"		0	3	3.0
5146.0			1	1	3	2	85.0	0.0	3																																							"5146"		0	3	3.0
5146.0			1	1	4	2	0.0	60.0	7	1000	10.0	4	4	1	1	1		72			72			300000	6	2017	98			1	1	4	2	1			1			98			1	2				"5146"		1	3	3.0
5146.0			1	1	5	2	0.0	30.0	7	1200	12.0	4	4	1	1	1		72			72			150000	6	2017	98			1	1	4	2	1			1			98			1	2				"5146"		1	3	3.0
5147.0	10	8	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			150000	3	1972	98			4																10	18	"5147"		0	3	3.0
5147.0			1	1	2	2	120.0	120.0	0	2000	12.0	5	4	1	1	1		72			72			800000	6	2010	98			1	1	2	72	1			1			98			1					"5147"		1	3	3.0
5147.0			1	1	3	2	30.0	0.0	3																																							"5147"		0	3	3.0
5147.0			1	1	4	2	0.0	150.0	7	3000	7.0	4	4	1	1	1		72			72			1000000	6	2018	98			1	1	2	72	1			1			98			1	2				"5147"		1	3	3.0
5148.0	15	55	4	1	1	1	4.0	4.0	0	0	0.0	3	1					4			4			150000	3	1990	98			4																16	2	"5148"		0	3	3.0
5148.0			4	1	2	2	90.0	45.0	10	500	7.0	4	2					4			4			300000	3	1990	98			1	4	1	72	1	4		1	4		98			1	4				"5148"		1	3	3.0
5148.0			4	1	3	2	0.0	15.0	7	700	8.0	4	4	1	1	1		72			72			100000	6	2018	98			1	4	1	72	1	4		1	4		98			1	4				"5148"		1	3	3.0
5149.0	11	7	1	1	1	1	6.0	6.0	0	0	0.0	4	1					1			1			200000	3	2000	98			4																11	20	"5149"		0	3	3.0
5149.0			1	1	2	2	0.0	0.0	10																																							"5149"		0	3	3.0
5149.0			1	1	3	2	15.0	15.0	0	1000	10.0	4	2					1			1			90000	3	2000	98			1	1	3	4	1			98			1			1					"5149"		1	3	3.0
5149.0			1	1	4	2	0.0	12.0	7	1500	14.0	4	4	1	1	1		72			72			70000	6	2018	98			1	1	3	4	1			98			1			1					"5149"		1	3	3.0
5149.0			1	1	5	2	0.0	60.0	7	1500	14.0	4	4	1	1	1		72			72			300000	6	2018	98			1	1	3	72	1			98			1			1					"5149"		1	3	3.0
5149.0			1	1	6	2	0.0	60.0	7	1500	13.0	4	4	1	1	1		72			72			300000	6	2018	98			1	1	3	72	1			98			1			1					"5149"		1	3	3.0
5149.0			1	1	7	2	0.0	20.0	7	1400	17.0	4	4	1	1	1		72			72			100000	6	2018	98			1	1	3	4	1			98			1			1					"5149"		1	3	3.0
5149.0			1	1	8	12	0.0	2.0	7	600	7.0	4	3	1	1	1	40.0	72			72			40000	6	2018	98			7																		"5149"		0	3	3.0
5150.0	9	47	1	1	1	1	3.0	3.0	0	0	0.0	1	1					1			1			18000	3	2000	98			4																9	55	"5150"		0	3	3.0
5150.0			1	1	2	2	28.0	0.0	3																																							"5150"		0	3	3.0
5150.0			1	1	3	2	60.0	60.0	0	3000	4.0	4	4	3	1	1		72			72			280000	6	2014	1			1	1	2	72	1			1			1			1					"5150"		1	3	3.0
5150.0			1	1	4	2	0.0	30.0	6	3000	3.0	4	2					1			1			140000	3	2000	1			1	1	2	72	1			1			1			1					"5150"		1	3	3.0
5151.0	12	24	2	1	1	1	9.5	9.5	0	0	0.0	4	1					2			72			135000	3	1995	98			4																12	32	"5151"		0	3	3.0
5151.0			2	1	2	2	30.0	30.0	0	1000	3.0	5	7					2			72			250000	3	1995	98			9																		"5151"		0	3	3.0
5151.0			2	1	3	2	30.0	30.0	0	1000	3.0	5	7					2			72			250000	3	1995	98			9																		"5151"		0	3	3.0
5151.0			2	1	4	2	30.0	30.0	0	1000	3.0	5	7					2			72			250000	3	1995	98			9																		"5151"		0	3	3.0
5152.0	10	30	1	1	1	1	2.0	3.5	6	0	0.0	4	1					1			1			300000	3	2006	1			4																10	40	"5152"		0	3	3.0
5152.0			1	1	2	2	0.0	120.0	7	1500	6.0	4	4	3	2	1		72			72			1500000	6	2016	1			1	1			1			1			98			1					"5152"		1	3	3.0
5152.0			1	1	3	12	0.0	2.0	7	1000	1.0	4	3	1	1	1	100.0	72			72			60000	6	2016	1			7																		"5152"		0	3	3.0
5153.0	9	47	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			300000	3	1990	1			4																9	49	"5153"		0	3	3.0
5154.0	10	1	10	1	1	1	10.0	10.0	0	0	0.0	4	1					10			10			500000	3	1985	98			4																10	10	"5154"		0	3	3.0
5154.0			10	1	2	2	0.0	32.0	7	0	5.0	5	4	1	1	1		72			72			200000	6	2018	98			1	10	1		1			1			98			1					"5154"		1	3	3.0
5154.0			10	1	3	2	0.0	32.0	7	1800	6.0	5	4	1	1	1		72			72			200000	6	2018	98			1	10	1		1			1			98			1					"5154"		1	3	3.0
5154.0			10	1	4	2	0.0	8.0	7	1500	5.0	5	4	1	1	1		72			72			80000	6	2018	98			1	10	1		1			1			98			1					"5154"		1	3	3.0
5154.0			10	1	5	2	0.0	8.0	7	1600	4.0	5	4	1	1	1		72			72			80000	6	2018	98			1	10	1		1			1			98			1					"5154"		1	3	3.0
5155.0	9	24	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			62000	3	1998	1			4																9	26	"5155"		0	3	3.0
5156.0	15	33	3	1	1	1	5.0	5.0	0	0	0.0	4	1					2			2			200000	3	2007	3			4																15	36	"5156"		0	3	3.0
5157.0	12	25	1	1	1	1	1.0	1.0	0	0	0.0	3	1					1			1			100000	3	2010	1			4																12	40	"5157"		0	3	3.0
5157.0			1	1	2	2	0.0	0.0	10																																							"5157"		0	3	3.0
5157.0			1	1	3	2	0.0	0.0	10																																							"5157"		0	3	3.0
5157.0			1	1	4	2	0.0	30.0	7	1000	8.0	4	4	3	1	1		72			72			300000	6	2018	1			1	1			1			1			98			1					"5157"		1	3	3.0
5157.0			1	1	5	2	0.0	30.0	7	1000	8.0	4	4	3	1	1		72			72			300000	6	2018	1			1	1			1			1			98			1					"5157"		1	3	3.0
5157.0			1	1	6	2	0.0	35.0	7	1000	8.0	4	4	3	1	1		72			72			350000	6	2018	1			1	1			1			1			98			1					"5157"		1	3	3.0
5158.1	14	52	1	1	1	1	15.0	9.0	2	0	0.0	4	1					1			1			300000	3	2001	1			4																15	10	"5158.1"		0	3	3.0
5158.1			1	1	2	2	30.0	30.0	0	1500	4.0	4	2					1			1			200000	3	2001	1			1	1	2	72	1			1			1			1	2				"5158.1"		1	3	3.0
5158.1			1	1	3	2	30.0	30.0	0	1600	4.0	4	2					1			1			200000	3	2001	1			1	1	2	72	1			1			1			1	2				"5158.1"		1	3	3.0
5158.1			1	1	4	2	15.0	15.0	0	1700	6.0	4	2					1			1			100000	3	2001	1			1	1	2	72	1			1			1			1	2				"5158.1"		1	3	3.0
5158.1			1	1	5	2	15.0	15.0	0	1300	5.0	4	2					1			1			100000	3	2001	1			1	1	2	72	1			1			1			1	2				"5158.1"		1	3	3.0
5158.1			1	1	6	9	4.0	4.0	0	0	5.0	1	1					1			1			50000	3	2001	1			7																		"5158.1"		0	3	3.0
5158.2	11	10	4	1	1	1	15.0	3.0	2	0	0.0	1	1					4			72			300000	3	2014	98			4																11	15	"5158.2"		0	3	3.0
5158.2			4	1	2	2	0.0	0.0	10																																							"5158.2"		0	3	3.0
5158.2			4	1	3	2	0.0	0.0	10																																							"5158.2"		0	3	3.0
5158.2			4	1	4	2	0.0	0.0	10																																							"5158.2"		0	3	3.0
5158.2			4	1	5	2	0.0	0.0	10																																							"5158.2"		0	3	3.0
5158.2			4	1	6	9	0.0	0.0	10																																							"5158.2"		0	3	3.0
5158.2			4	1	7	2	0.0	120.0	7	4000	10.0	4	4	2	1	1		1			72			350000	6	2011	1			1	1	9	72	1			1			1			1					"5158.2"		1	3	3.0
5159.0	10	30	6	1	1	1	15.0	15.0	0	0	0.0	4	1					1			1			300000	1	1981	98			4																10	40	"5159"		0	3	3.0
5159.0			6	1	2	2	30.0	30.0	0	400	4.0	4	2					1			1			200000	1	1982	98			1	3	6	72	3	6		3	6		98			3	6	2			"5159"		1	3	3.0
5159.0			6	1	3	2	15.0	0.0	1																																							"5159"		0	3	3.0
5159.0			6	1	4	2	0.0	0.0	10																																							"5159"		0	3	3.0
5159.0			6	1	5	9	15.0	15.0	0	0	5.0	1	1					1			1			100000	1	1981	98			7																		"5159"		0	3	3.0
5159.0			6	1	6	2	45.0	0.0	3																																							"5159"		0	3	3.0
5160.0	14	0	1	1	1	1	7.0	7.0	0	0	0.0	4	1					2			2			200000	3	1990	1			4																14	15	"5160"		0	3	3.0
5160.0			1	1	2	2	30.0	0.0	3																																							"5160"		0	3	3.0
5160.0			1	1	3	2	0.0	30.0	7	100	7.0	4	4	1	1	1		72			72			500000	6	2017	1	2		1	1			1			1			1			1					"5160"		1	3	3.0
5160.0			1	1	4	12	0.0	2.0	7	100	5.0	4	15	1	1	1		72			72			200000	6	2018	1			7																		"5160"		0	3	3.0
5161.0	9	50	4	1	1	1	12.0	12.0	0	0	0.0	4	1					2	71		2	71	72	500000	3	1970	98			4																9	57	"5161"		0	3	3.0
5161.0			4	1	2	2	45.0	45.0	0	600	3.0	4	7					2	71		2	71	72	450000	3	1970	98			9																		"5161"		0	3	3.0
5161.0			4	1	3	2	37.0	37.0	0	500	4.0	4	7					2	71		2	71	72	300000	3	1970	98			9																		"5161"		0	3	3.0
5161.0			4	1	4	2	240.0	240.0	0	1200	3.0	4	7					2	71		2	71	72	5000000	3	1970	98			9																		"5161"		0	3	3.0
5161.0			4	1	5	9	3.0	3.0	0	0	0.0	4	1					2	71		2	71	72	150000	3	1970	98			7																		"5161"		0	3	3.0
5162.0	16	30	2	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			1700000	3	2002	98			4																16	40	"5162"		0	3	3.0
5162.0			2	1	2	2	30.0	30.0	0	2000	7.0	4	7					1			1			1500000	3	2002	98			9																		"5162"		0	3	3.0
5162.0			2	1	3	9	1.0	0.0	1																																							"5162"		0	3	3.0
5162.0			2	1	4	2	60.0	0.0	10																																							"5162"		0	3	3.0
5163.0	10	11	1	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			150000	3	2011	98			4																10	25	"5163"		0	3	3.0
5163.0			1	1	2	2	30.0	30.0	0	2000	4.0	3	6				1000.0	1			1			400000	3	1996	98			9																		"5163"		0	3	3.0
5163.0			1	1	3	2	0.0	0.0	10																																							"5163"		0	3	3.0
5163.0			1	1	4	2	30.0	0.0	1																																							"5163"		0	3	3.0
5163.0			1	1	5	2	30.0	0.0	1																																							"5163"		0	3	3.0
5163.0			1	1	6	2	30.0	30.0	0	1000	5.0	4	7					1			1			120000	3	1996	98			9																		"5163"		0	3	3.0
5163.0			1	1	7	2	30.0	30.0	0	500	4.0	4	7					1			1			120000	3	1996	98			9																		"5163"		0	3	3.0
5163.0			1	1	8	2	30.0	30.0	0	1000	5.0	4	7					1			1			120000	3	1996	98			9																		"5163"		0	3	3.0
5163.0			1	1	9	9	2.0	2.0	0	0	0.0	1	1					1			1			25000	3	1996	98			7																		"5163"		0	3	3.0
5163.0			1	1	10	7	7.0	7.0	0	0	0.0	4	6				700.0	1			1			225000	3	1996	98			9																		"5163"		0	3	3.0
5164.0	9	56	1	1	1	1	28.0	28.0	0	0	0.0	2	1					1			1			750000	3	2009	98			4																10	8	"5164"		0	3	3.0
5164.0			1	1	2	2	105.0	105.0	0	800	5.0	4	2					1			1			800000	3	2009	98			1	1	2	72	1			1	3		98			1	2				"5164"		1	3	3.0
5164.0			1	1	3	2	38.0	38.0	0	500	3.0	4	2					1			1			310000	3	2009	98			1	1	2	72	1			1	3		98			1	2				"5164"		1	3	3.0
5164.0			1	1	4	2	0.0	0.0	10																																							"5164"		0	3	3.0
5164.0			1	1	5	2	22.0	22.0	0	700	4.0	4	2					1			1			150000	3	2009	98			1	1	2		1			1	3		98			1	2				"5164"		1	3	3.0
5164.0			1	1	6	2	35.0	35.0	0	800	3.0	4	2					1			1			180000	3	2009	98			1	1	2	72	1			1	3		98			1	2				"5164"		1	3	3.0
5164.0			1	1	7	2	60.0	60.0	0	700	3.0	4	7					1			1			500000	3	2009	98			9																		"5164"		0	3	3.0
5165.0	14	35	1	1	1	1	11.0	11.0	0	0	0.0	4	1					1	72		72			600000	3	2007	98			4																14	45	"5165"		0	3	3.0
5165.0			1	1	2	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	3	5	45.0	45.0	0	500	4.0	4	1					1	72		72			200000	3	2007	98			7																		"5165"		0	3	3.0
5165.0			1	1	4	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	5	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	6	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	7	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	8	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	9	2	0.0	0.0	10																																							"5165"		0	3	3.0
5165.0			1	1	10	9	3.0	3.0	0	0	4.0	4	1					1	72		72			350000	3	2007	98			7																		"5165"		0	3	3.0
5166.0	15	4	11	1	1	1	20.0	20.0	0	0	0.0	4	1					11	72		11	72		1200000	3	1996	98			4																15	20	"5166"		0	3	3.0
5166.0			11	1	2	2	33.0	33.0	0	1500	5.0	5	2					11	72		11	72		350000	3	1996	98			1	2	11	72	11			11			98			2	11				"5166"		1	3	3.0
5166.0			11	1	3	2	0.0	0.0	10																																							"5166"		0	3	3.0
5166.0			11	1	4	2	90.0	90.0	0	500	0.0	4	2					11	72		11	72		3300000	3	1996	98			1	2	11	72	11			11			98			2	11				"5166"		1	3	3.0
5166.0			11	1	5	2	45.0	0.0	3																																							"5166"		0	3	3.0
5166.0			11	1	6	12	8.0	0.0	3																																							"5166"		0	3	3.0
5166.0			11	1	7	2	0.0	30.0	7	1000	3.0	4	4	3	1	1		72			72			400000	6	2018	98			1	2	11	72	11			11			98			2	11				"5166"		1	3	3.0
5166.0			11	1	8	2	0.0	7.5	5	500	0.0	3	1					11	72		11	72		350000	1	2016	98			7																		"5166"		0	3	3.0
5166.0			11	1	9	9	0.0	6.0	6	0	2.0	1	1					11	72		11	72		300000	3	2015	98			7																		"5166"		0	3	3.0
5167.0	10	45	4	1	1	1	10.0	10.0	0	0	0.0	3	1					1			1			500000	3	1997	98			4																10	55	"5167"		0	3	3.0
5167.0			4	1	2	2	15.0	15.0	0	0	3.0	4	7					1			1			600000	3	1997	98			9																		"5167"		0	3	3.0
5167.0			4	1	3	2	45.0	45.0	0	1000	5.0	4	6				150.0	1			1			1500000	3	1997	98			9																		"5167"		0	3	3.0
5167.0			4	1	4	2	8.0	8.0	0	500	6.0	4	7					1			1			200000	3	1997	98			9																		"5167"		0	3	3.0
5168.0	9	50	1	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			400000	3	1982	98			4																9	53	"5168"		0	3	3.0
5168.0			1	1	2	3	30.0	30.0	0	2500	3.0	4	1					1			1			100000	3	1982	98			7																		"5168"		0	3	3.0
5168.0			1	1	3	2	120.0	0.0	3																																							"5168"		0	3	3.0
5168.0			1	1	4	2	0.0	0.0	10																																							"5168"		0	3	3.0
5169.0	10	6	1	1	1	1	30.0	30.0	0	0	0.0	4	1					72			72			1400000	3	2005	98			4																10	15	"5169"		0	3	3.0
5169.0			1	1	2	5	90.0	90.0	0	1000	6.0	4	1					72			72			210000	3	2005	98			7																		"5169"		0	3	3.0
5169.0			1	1	3	2	27.0	27.0	0	500	2.0	4	1					72			72			100000	3	2005	98			7																		"5169"		0	3	3.0
5169.0			1	1	4	5	60.0	0.0	2																																							"5169"		0	3	3.0
5169.0			1	1	5	5	90.0	90.0	0	1000	5.0	4	1					72			72			230000	3	2005	98			7																		"5169"		0	3	3.0
5169.0			1	1	6	8	3.0	3.0	0	0	3.0	1	2					72			72			83000	3	2005	98			2	1	3	72	1	3		1	3		98			1					"5169"		0	3	3.0
5171.0	13	52	1	1	1	1	3.0	3.0	0	0	0.0	4	1					72			72			500000	3	1996	98			4																14	0	"5171"		0	3	3.0
5171.0			1	1	2	2	90.0	90.0	0	2000	7.0	5	16					72			72			420000	3	1996	98			9																		"5171"		0	3	3.0
5171.0			1	1	3	2	60.0	60.0	0	4000	8.0	5	16					72			72			150000	3	1996	98			9																		"5171"		0	3	3.0
5171.0			1	1	4	8	1.0	1.0	0	0	4.0	1	16					72			72			70000	3	1996	98			9																		"5171"		0	3	3.0
5172.0	9	54	1	1	1	1	5.0	5.0	0	0	0.0	3	1					2			71	72		600000	3	2011	98			4																9	59	"5172"		0	3	3.0
5172.0			1	1	2	2	60.0	60.0	0	500	3.0	2	7					2			71	72		100000	3	2011	98			9																		"5172"		0	3	3.0
5173.0	10	33	1	1	1	1	3.0	0.0	2																																					10	40	"5173"		0	3	3.0
5173.0			1	1	2	2	0.0	0.0	10																																							"5173"		0	3	3.0
5173.0			1	1	3	2	150.0	150.0	0	1000	6.0	4	4	1	1	1		72			72			600000	6	2013	98			1	1	2	72	1			1			1	2		1	2				"5173"		1	3	3.0
5173.0			1	1	4	1	0.0	12.0	6	0	0.0	3	1					1			1			360000	3	2016	98			4																		"5173"		0	3	3.0
5173.0			1	1	5	2	0.0	30.0	7	200	2.0	3	4	3	2	1		72			72			800000	6	2018	98			1	1	2		1			1			1	2		1	2				"5173"		1	3	3.0
5173.0			1	1	6	5	0.0	17.0	10	1000	3.0	4	1					1			1			80000	3	2010	98			7																		"5173"		0	3	3.0
5174.0	10	10	1	1	1	1	9.0	9.0	0	0	0.0	4	1					1			1			550000	3	1978	98			4																10	25	"5174"		0	3	3.0
5174.0			1	1	2	2	120.0	120.0	0	1500	5.0	4	7					1			1			400000	1	1996	98			9																		"5174"		0	3	3.0
5174.0			1	1	3	2	7.5	0.0	1																																							"5174"		0	3	3.0
5174.0			1	1	4	2	30.0	0.0	3																																							"5174"		0	3	3.0
5174.0			1	1	5	2	10.0	0.0	3																																							"5174"		0	3	3.0
5174.0			1	1	6	9	0.0	1.5	6	0	2.0	1	1					1			1			30000	3	2016	98			7																		"5174"		0	3	3.0
5175.0	12	6	2	1	1	1	4.0	4.0	0	0	0.0	4	1					2			2			200000	3	2002	98			4																12	6	"5175"		0	3	3.0
5176.0	11	20	1	1	1	1	25.0	25.0	0	0	0.0	3	1					1			1			800000	3	1989	98			4																11	35	"5176"		0	3	3.0
5176.0			1	1	2	8	7.0	7.0	0	0	0.0	1	2					1			1			200000	3	1998	98			2	1	3		1			1			98			1					"5176"		0	3	3.0
5176.0			1	1	3	2	210.0	210.0	0	1000	5.0	5	7					1			1			800000	3	1998	98			9																		"5176"		0	3	3.0
5176.0			1	1	4	2	120.0	120.0	0	200	4.0	4	7					1			1			400000	3	1998	98			9																		"5176"		0	3	3.0
5176.0			1	1	5	2	60.0	0.0	1																																							"5176"		0	3	3.0
5176.0			1	1	6	2	30.0	0.0	1																																							"5176"		0	3	3.0
5176.0			1	1	7	2	15.0	15.0	0	200	5.0	2	7					1			1			200000	3	1998	98			9																		"5176"		0	3	3.0
5176.0			1	1	8	2	30.0	30.0	0	1000	4.0	2	7					1			1			200000	3	1998	98			9																		"5176"		0	3	3.0
5176.0			1	1	9	2	15.0	15.0	0	300	2.0	2	7					1			1			350000	3	1998	98			9																		"5176"		0	3	3.0
5176.0			1	1	10	2	15.0	15.0	0	200	3.0	2	7					1			1			150000	3	1998	98			9																		"5176"		0	3	3.0
5177.0	9	45	5	1	1	1	20.5	20.5	0	0	0.0	4	1					5			5			2000000	3	1991	98			4																9	49	"5177"		0	3	3.0
5177.0			5	1	2	2	30.0	30.0	0	750	4.0	5	7					5			5			400000	3	1991	98			9																		"5177"		0	3	3.0
5177.0			5	1	3	5	90.0	90.0	0	1500	5.0	5	1					5			5			300000	3	1991	98			7																		"5177"		0	3	3.0
5177.0			5	1	4	9	2.0	2.0	0	50	1.0	1	1					5			5			50000	3	1991	98			7																		"5177"		0	3	3.0
5178.0	10	30	6	1	1	1	3.0	3.0	0	0	0.0	4	1					1			1			150000	3	1996	98			4																10	35	"5178"		0	3	3.0
5179.0	10	40	4	1	1	1	12.0	12.0	0	0	0.0	4	1					72			72			800000	3	2013	98			4																10	45	"5179"		0	3	3.0
5179.0			4	1	2	2	45.0	45.0	0	1000	5.0	4	7					72			72			1500000	3	2000	98			9																		"5179"		0	3	3.0
5179.0			4	1	3	3	0.0	0.0	10																																							"5179"		0	3	3.0
5180.0	10	15	1	1	1	1	12.0	12.0	0	0	0.0	4	1					1			1			1100000	3	1998	98			4																10	26	"5180"		0	3	3.0
5180.0			1	1	2	2	0.0	0.0	10																																							"5180"		0	3	3.0
5180.0			1	1	3	2	22.5	22.5	0	500	4.0	4	2					1			1			80000	3	1999	98			1	1	3	4	1			1			98			98					"5180"		1	3	3.0
5180.0			1	1	4	2	60.0	60.0	0	500	4.0	4	4	1	1	1		72			72			700000	6	2006	1			1	1	3	4	1			1			1			1					"5180"		1	3	3.0
5180.0			1	1	5	8	7.0	7.0	0	0	5.0	1	2					1			1			215000	3	1999	98			2	1	3	4	1			1			98			1					"5180"		0	3	3.0
5180.0			1	1	6	12	15.0	0.0	3																																							"5180"		0	3	3.0
5180.0			1	1	7	2	90.0	0.0	3																																							"5180"		0	3	3.0
5180.0			1	1	8	2	15.0	15.0	0	250	5.0	4	4	1	1	1		72			72			200000	6	2013	98			1	1	3	4	1			1			1			1					"5180"		1	3	3.0
5180.0			1	1	9	2	45.0	45.0	0	500	4.0	4	4	1	1	1		72			72			700000	6	2013	98			1	1	3	4	1			1			1			1					"5180"		1	3	3.0
5180.0			1	1	10	2	30.0	30.0	0	100	4.0	4	4	1	1	1		72			72			500000	6	2013	98			1	1	3	4	1			1			1			1					"5180"		1	3	3.0
