a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
3491	3	2	27	6	2	2	35	2		35	1225	1	1		2		2	0.3	2	3	1	2
3491	3	3	27	12	10	1	5	2		60	300	1	1		2		2	0.3	2	3	1	2
3492	3	1	27	8	2	2	1535	2		14.5	22258	1	1		2		1	0	0	1	1	2
3492	3	2	8	7	2	2	1	3	9	2500	2500	1	1		2		1	0	0	1	30	2
3492	3	3	6	6	2	1	1	3	0.5	150	150	1	1		2		1	0	0	1	0.2	2
3492	3	4	27	11	10	3	1	2		30	30	1	1		2		1	0	0	1	0.1	2
3493	3	1	7	9	2	1	1	3	70	14000	14000	1	1		2		1	0	0	1	0.3	2
3493	3	2	27	10	10	5	1	3	0.06	6	6	1	1		2		1	0	0	1	0.1	2
3494	3	1	3	5	2	2	200	2		20	4000	1	1		2		2	0.6	3	3	1	2
3494	3	2	27	7	2	2	200	2		12.5	2500	1	1		2		2	0.6	3	3	1	2
3494	3	3	27	8	2	2	40	2		40	1600	1	1		2		2	0.6	3	3	1	2
3494	3	4	6	9	10	2	12	3	0.1	30	360	1	1		2		1	0	0	1	0.3	2
3495	3	1	27	6	1	6	200	2		15	3000	1	1		2		1	0	0	1	1	1
3495	3	2	7	9	1	1	1	3	78	19500	19500	1	1		2		1	0	0	1	0.15	2
3495	3	3	6	11	10	6	1	3	0.6	170	170	1	1		2		1	0	0	1	0.1	2
3495	3	4	27	12	11	2	200	3	0.7	1	200	1	1		1	2	1	0	0	1	0.2	2
3496	3	1	7	9	1	1	1	3	160	40000	40000	1	1		2		1	0	0	1	0.3	2
3496	3	2	27	11	10	6	2	3	0.06	7	14	1	0	3	2		1	0	0	1	0.1	2
3496	3	3	6	12	10	6	1	3	0.7	180	180	1	1		2		1	0	0	1	0.1	2
3496	3	4	27	6	2	1	120	2		10	1200	1	1		2		2	0.3	3	8	1	2
3497	3	1	27	7	4	1	200	2		14.25	2850	1	1		1	2	2	1	4	8	1	2
3497	3	2	27	11	10	6	1000	2		1.6	1600	1	1		1	2	1	0	0	1	1	2
3498	3	1	6	11	10	6	1	3	0.8	250	250	1	1		2		1	0	0	1	0.2	2
3498	3	2	27	12	10	6	2	3	0.06	6	12	1	1		2		1	0	0	1	0.1	2
3498	3	3	8	10	10	6	1	3	7	3000	3000	1	1		2		1	0	0	1	0.2	2
3498	3	4	7	8	1	1	2	3	164	20500	41000	1	1		2		1	0	0	1	0.3	2
3498	3	5	27	7	2	1	120	2		12.5	1500	1	1		2		2	0.35	3	3	1	2
3498	3	6	27	5	10	6	0.25	2		35	8	1	0	7	2		1	0	0	1	0.1	2
3499	3	1	7	8	1	1	1	3	108	27000	27000	1	1		1	2	1	0	0	1	0.2	2
3499	3	2	27	11	10	6	1	3	0.6	7	7	1	1		1	2	1	0	0	1	0.1	2
3501	3	1	6	11	2	2	10	3	0.98	230	2300	1	1		2		2	0.2	1	1	0.5	2
3502	3	99																				
3503	3	1	27	7	2	2	200	2		12.5	2500	1	1		2		2	0.5	1	3	1	2
3504	3	99																				
3505	3	99																				
3506	3	1	27	11	2	2	400	2		12	4800	1	1		1	2	1	0	0	1	1	2
3506	3	2	27	4	2	1	200	2		15	3000	1	1		2		2	0.2	1	3	1	2
3506	3	3	6	11	2	1	2	3	1.4	250	500	1	1		2		2	0.2	1	8	1	2
3507	3	1	3	4	2	2	80	2		20	1600	1	1		2		2	0.15	1	3	1	2
3507	3	2	24	5	2	2	40	2		31.25	1250	1	1		2		2	0.15	1	3	1	2
3507	3	3	27	3	2	2	200	2		30	6000	1	1		2		2	0.15	1	3	1	2
3507	3	4	27	12	10	6	2	3	0.6	8	16	1	1		2		1	0	0	1	0.1	2
3507	3	5	6	10	10	6	1	3	0.7	150	150	1	1		2		1	0	0	1	0.1	2
3507	3	6	7	9	1	5	1	3	120	30000	30000	1	1		2		1	0	0	1	0.2	2
3508	3	99																				
3510	3	99																				
3511	3	1	8	6	2	1	1	3	10	1000	1000	1	1		2		2	0.2	1	3	1	2
3512	3	99																				
3513.1	3	1	3	11	2	1	80	2		24	1920	1	1		2		2	0.2	1	3	0.5	2
3513.1	3	2	27	2	2	1	1200	2		1.88	2250	1	1		2		1	0	0	1	3	2
3513.1	3	3	24	5	2	1	20	2		45	900	1	1		2		2	0.2	1	3	0.5	2
3513.1	3	4	7	8	2	1	1	3	60	6000	6000	1	1		1	2	1	0	0	1	1	2
3513.2	3	1	3	5	2	1	80	2		20	1600	1	1		2		2	0.2	1	3	0.5	2
3513.2	3	2	27	2	2	1	1200	2		1.88	2250	1	1		2		1	0	0	1	3	2
3514	3	99																				
3515	3	1	27	10	1	1	2	2		100	200	1	1		2		1	0	0	1	0.1	2
3515	3	2	14	6	10	6	1	3	3	5	15	1	1		2		1	0	0	1	0.1	2
3515	3	3	27	6	1	1	240	2		10	2400	1	1		2		1	0	0	1	1	2
3516	3	99																				
3517.1	3	1	27	11	10	1	1	2		30	30	1	0	30	2		1	0	0	1	0.1	2
3517.2	3	99																				
3517.3	3	99																				
3517.4	3	99																				
3518	3	1	27	12	10	1	2	3	0.25	100	200	1	1		2		1	0	0	1	0.2	2
3519	3	99																				
3520	3	1	24	7	2	1	30	2		35	1050	1	1		2		2	0.2	1	3	1	2
3521	3	1	24	3	2	1	200	2		31.25	6250	1	1		2		2	0.3	3	3	1	2
3521	3	2	3	3	2	1	880	2		17.27	15200	1	1		1	2	2	0.3	3	3	1	2
3521	3	3	27	1	1	2	5000	2		1.25	6250	1	1		2		1	0	0	1	2	2
3522	3	1	8	10	2	5	2	3	12	3000	6000	1	1		2		2	1	3	3	1	2
3522	3	2	24	6	2	2	14	1	40	1420	19880	1	1		2		1	0	0	1	1	2
3522	3	3	3	6	2	2	20	1	40	880	17640	1	1		2		1	0	0	1	1	2
3522	3	4	27	10	10	6	1	2		35	35	1	1		2		1	0	0	1	1	2
3522	3	5	27	3	10	6	7500	2		2.67	20000	1	1		2		1	0	0	1	1	2
3523	3	1	7	7	2	2	1	3	70	14000	14000	1	1		2		1	0	0	1	0.5	2
3523	3	2	27	9	2	2	3000	2		3.17	9500	1	1		2		1	0	0	1	0.5	2
3523	3	3	3	4	2	2	360	2		18.13	6525	1	1		2		1	0	0	1	0.3	2
3524	3	1	24	5	2	2	120	2		25	3000	1	1		2		1	0	0	1	0.5	2
3524	3	2	27	8	2	2	2000	2		2	4000	1	1		2		1	0	0	1	2	2
3524	3	3	6	9	10	1	1	3	0.7	150	150	1	1		2		1	0	0	1	0.2	2
3524	3	4	7	7	2	1	1	3	90	18000	18000	1	1		2		1	0	0	1	1	2
3524	3	5	27	11	10	1	1	2		25	25	1	1		2		1	0	0	1	0.1	2
3525	3	1	27	11	10	6	1	3	0.6	8	8	1	1		2		1	0	0	1	0.25	2
3525	3	2	27	12	10	6	800	2		2	1600	1	1		2		1	0	0	1	1	2
3526	3	99																				
3527	3	1	27	10	10	6	0.5	2		30	15	1	0	4	2		1	0	0	1	0.1	2
3527	3	2	27	8	10	6	1500	2		3.33	5000	1	1		2		1	0	0	1	1	2
3528	3	1	6	12	10	2	3	3	0.9	183	550	1	1		2		2	0.3	30	3	1	2
3528	3	2	27	11	1	1	1800	2		1	1800	1	1		2		1	0	0	1	2	2
3529	3	1	24	6	2	2	5	1	40	1200	6000	1	1		2		1	0	0	1	1	2
3530	3	1	3	5	2	2	13	1	40	800	10400	1	1		2		1	0	0	1	1	2
3530	3	2	24	2	2	2	280	2		35	9800	1	1		2		1	0	0	1	1	2
3530	3	3	27	8	2	2	7500	2		1.33	10000	1	1		2		1	0	0	1	1	2
3530	3	4	6	7	2	2	7	3	0.7	171	1200	1	1		2		3	1	10	3	1	2
3531	3	1	27	10	1	1	0.5	2		22	12	1	0	7	2		1	0	0	1	0.1	2
3531	3	2	6	11	2	1	7	3	0.7	150	1050	1	1		2		2	20	3	8	0.2	2
3531	3	3	27	10	10	6	2	3	0.6	7	14	1	1		2		1	0	0	1	0.1	2
3532.1	3	1	7	10	2	5	2	3	80	14000	28000	1	1		2		2	1	3	1	1	2
3532.1	3	2	27	8	2	5	1	2		30	30	1	1		2		1	0	0	1	0.1	2
3532.2	3	99																				
3533	3	99																				
3534	3	99																				
3535	3	1	3	4	2	1	600	2		20	12000	1	1		2		2	0.3	3	3	1	2
3535	3	2	24	4	2	1	60	2		30	1800	1	1		2		2	0.3	3	2	1	2
3535	3	3	7	7	2	1	1	3	32	8000	8000	1	1		2		2	0.3	3	1	1	2
3535	3	4	6	12	2	2	2	3	0.6	270	540	1	1		2		2	0.3	3	1	1	2
3535	3	5	27	12	1	1	0.5	2		30	15	1	0	7	2		1	0	0	1	0.1	2
3536	3	1	3	3	2	2	280	2		18.75	5250	1	1		2		3	0.5	3	3	1	2
3536	3	2	24	4	2	2	170	2		32.5	5525	1	1		2		3	0.5	3	3	1	2
3536	3	3	7	11	2	5	2	3	85	13000	26000	1	1		2		3	0.5	3	1	1	2
3536	3	4	8	11	2	5	1	3	8	2500	2500	1	1		2		3	0.5	3	3	1	2
3536	3	5	25	3	2	2	190	2		21.25	4040	1	1		2		3	0.5	3	3	1	2
3536	3	6	27	11	2	5	4	2		25	100	1	1		2		1	0	0	1	0.5	2
3537	3	1	24	3	2	1	460	2		40	18400	1	1		2		2	0.4	3	3	1	2
3537	3	2	6	12	1	1	1	3	0.5	200	200	1	1		2		1	0	0	1	0.1	2
3537	3	3	27	11	10	6	4	3	0.6	8	24	1	1		2		1	0	0	1	0.1	2
3538	3	1	24	4	2	1	360	2		31.25	11250	1	1		2		3	1	10	3	1	2
3538	3	2	7	6	2	2	2	3	140	28000	56000	1	1		2		2	0.5	2	1	1	2
3539	3	1	3	5	2	2	480	2		20.5	9840	1	1		2		3	1	10	3	1	2
3539	3	2	24	2	2	2	120	2		45	5400	1	1		2		3	1	10	3	1	2
3540	3	1	3	4	2	1	1110	2		20.5	22750	1	1		2		2	0.5	3	3	1	2
3540	3	2	7	7	2	1	1	3	80	12000	12000	1	1		2		1	0	0	1	1	2
3540	3	3	8	8	2	1	1	3	10	2300	2300	1	1		2		1	0	0	1	0.5	2
3540	3	4	6	8	10	1	1	3	0.7	150	150	1	1		2		1	0	0	1	0.1	2
3540	3	5	27	6	10	1	1	3	0.06	10	10	1	1		2		1	0	0	1	0.1	2
3541	3	1	23	9	2	1	20	2		45	900	1	1		2		2	15	1	1	1	2
3541	3	2	27	8	1	1	200	2		2.5	500	1	1		2		1	0	0	1	0.5	2
3542	3	1	27	12	2	1	3000	2		1.33	4000	1	1		2		1	0	0	1	2	2
3542	3	2	14	7	10	6	4	2		6	24	1	1		2		1	0	0	1	0.1	2
3542	3	3	27	9	9	3	40	2		15	600	1	1		2		1	0	0	1	0.3	2
3543	3	1	6	7	10	6	4	3	1	500	2000	1	1		2		1	0	0	1	0.2	2
3543	3	2	27	3	2	5	10	2		30	300	1	1		2		2	0.5	2	3	1	2
3543	3	3	27	5	10	6	1	3	3	30	30	1	1		2		1	0	0	1	0.2	2
3544	3	1	19	12	10	6	1	3	3	8	24	1	1		2		1	0	0	1	0.1	2
3544	3	2	6	11	10	6	1	2		250	250	1	0	3	2		1	0	0	1	0.1	2
3544	3	3	27	12	10	6	3	3	0.6	10	30	1	1		2		1	0	0	1	0.1	2
3545	3	1	6	10	2	5	1	3	0.7	200	200	1	1		2		1	0	0	1	1	2
3545	3	2	27	9	10	6	1000	2		0.8	800	1	1		2		1	0	0	1	1	2
3546	3	1	27	5	2	5	8	2		40	320	1	1		2		2	0.5	2	3	0.5	2
3547	3	1	6	10	10	6	2	3	3	450	900	1	1		2		1	0	0	1	0.1	2
3548	3	1	7	9	1	1	1	3	48	12000	12000	1	1		2		1	0	0	1	0.3	2
3549	3	99																				
3550	3	1	7	5	1	1	2	3	52	13000	26000	1	1		1	2	1	0	0	1	0.3	2
3550	3	2	6	10	10	6	1	2		200	200	1	1		1	2	1	0	0	1	0.1	2
3550	3	3	27	12	10	6	3	3	0.6	8	24	1	0	4	1	2	1	0	0	1	0.1	2
3551	3	1	6	4	10	6	4	3	0.35	55	220	1	1		2		1	0	0	1	0.5	2
3551	3	2	27	6	2	5	360	2		16.6	6000	1	1		2		2	0.3	1	3	1	2
3553	3	1	24	3	2	1	5	2		40	200	1	1		2		2	15	1	8	30	2
3553	3	2	27	12	2	1	5	2		100	500	1	1		2		2	15	1	3	1	2
3553	3	3	27	11	10	6	2	3	0.6	10	20	1	1		2		1	0	0	1	0.1	2
3554	3	99																				
3555	3	1	7	6	2	1	1	3	24	6000	6000	1	1		2		2	0.3	2	1	1	2
3555	3	2	27	11	10	6	2	3	0.6	8	16	1	1		2		1	0	0	1	0.1	2
3555	3	3	27	12	2	1	4	2		120	480	1	1		2		2	0.3	2	3	1	2
3555	3	4	6	9	10	6	1	3	0.5	220	220	1	1		2		1	0	0	1	0.1	2
3555	3	5	27	6	1	6	4	2		50	200	1	1		2		1	0	0	1	0.2	2
3556	3	1	7	8	2	1	3	3	80	14667	44000	1	1		2		2	0.3	1.5	1	1	2
3556	3	2	22	6	10	1	20	2		5	100	1	1		2		2	0.3	1.5	3	0.3	2
3557	3	1	7	10	2	5	1	3	120	28000	28000	1	1		2		2	0.5	1	1	2	2
3557	3	2	27	11	2	2	240	2		20	4800	1	1		2		1	0	0	1	1	2
3557	3	3	10	11	2	2	5	1	40	5000	25000	1	1		1	1	3	1	14	7	1	2
3558	3	1	8	7	2	1	1	3	8	1000	1000	1	1		2		1	0	0	1	0.2	2
3559	3	99																				
3560	3	1	24	3	2	5	2	1	40	1600	3200	1	1		2		1	0	0	1	0.5	2
3560	3	2	6	11	2	5	1	3	0.7	200	200	1	1		2		1	0	0	1	0.3	2
3562	2	1	14	6	2	5	200	2		10	2000	1	100		2		2	0.25	1	3	1	2
3562	2	2	27	12	2	5	28	2		100	2800	1	100		2		2	0.25	1	3	1	2
3563	2	99																				
3564	2	99																				
3565	2	1	27	5	2	5	8	3	0.2	100	800	1	100		2		2	0.25	0.25	1	0.25	2
3565	2	2	14	6	2	5	750	2		10	7500	1	100		2		2	0.25	0.25	3	1	2
3565	2	3	27	1	2	5	8	2		50	400	1	100		2		2	0.25	0.25	1	0.25	2
3565	2	4	27	6	2	5	30	2		30	900	1	100		2		2	0.25	0.25	3	0.25	2
3566	2	99																				
3567	2	1	27	10	1	5	10	2		30	300	1	100		2		2	0.25	0.5	8	0.25	2
3567	2	2	24	2	2	5	80	2		30	2400	1	100		2		2	0.25	0.5	8	0.5	2
3568	2	99																				
3569	2	1	6	5	2	5	2	3	1	275	550	1	100		2		1	0	0	13	0	2
3570	2	99																				
3571	2	99																				
3572	2	99																				
3573	2	1	14	7	2	5	150	2		10	1500	1	100		2		2	0.25	1	3	0.5	2
3573	2	2	27	11	2	5	6	2		100	600	1	100		2		2	0.25	1	3	0.25	2
3574	2	1	23	9	2	1	500	2		7	3500	1	100		2		2	0.5	2	3	1	2
3575	2	99																				
3576	2	99																				
3577	2	99																				
3578	2	99																				
3579	2	1	27	6	2	1	300	3	2	15	4500	1	100		2		2	1	2	3	1	2
3580	2	1	27	12	2	5	6	2		100	600	1	100		2		2	0.25	1	2	0.25	2
3581	2	1	27	11	2	5	5	3	0.1	120	600	1	100		2		2	0.5	3	3	0.5	2
3582	2	1	27	10	2	5	80	3	0.055	8	640	1	100		2		3	1	7	3	2	2
3583	2	1	23	9	2	5	900	2		35	31500	1	100		2		2	0.5	3	3	2	2
3583	2	2	5	3	2	2	500	2		62.5	31250	1	100		2		2	0.5	3	3	1	2
3584	2	99																				
3585	2	1	6	9	2	5	7	3	1	250	1750	1	100		2		2	0.25	3	3	0.5	2
3586	2	99																				
3587	2	1	23	8	2	2	150	2		35	5250	1	100		2		2	0.5	3	3	0.5	2
3588	2	1	5	4	2	1	480	2		20	9600	1	100		2		2	0.5	3	3	0.5	2
3589	2	99																				
3590	2	1	5	3	2	1	110	2		21.2545454545455	2338	1	100		2		2	0.5	3	3	0.5	2
3591	2	99																				
3592	2	1	23	8	2	1	200	2		40	8000	1	100		2		2	0.5	3	3	0.5	2
3593	2	99																				
3594	2	1	23	9	2	1	700	2		62.5	43750	1	100		2		2	0.25	3	3	0.5	2
3594	2	2	5	3	2	1	344	2		65	22360	1	100		2		2	0.25	3	3	0.5	2
3595	2	1	23	9	1	1	476	2		37.5	17850	1	100		2		1	0	0	13	0	2
3595	2	2	5	4	2	1	150	2		21.2533333333333	3188	1	100		2		2	0.5	0.5	3	0.5	2
3596	2	99																				
3597	2	1	23	9	2	2	600	2		36.25	21750	1	100		2		2	0.5	3	3	1	2
3597	2	2	5	3	2	5	380	2		60	22800	1	100		2		2	0.5	3	3	1	2
3598	2	1	23	9	2	5	530	2		35	18550	1	100		2		2	0.5	3	3	1	2
3598	2	2	5	3	2	5	300	2		62.5	18750	1	100		2		2	0.5	3	3	2	2
3599	2	99																				
3600	2	1	10	6	2	1	400	2		114.0625	45625	1	100		2		1	0	0	13	0	2
3601	3	99																				
3602	3	99																				
3603	3	99																				
3604	3	1	27	6	1	5	15	2		30	450	1	1		1	2	1	0	0	1	0.5	2
3604	3	2	27	12	1	5	18	2		35	630	1	1		1	2	1	0	0	1	0.5	2
3605	3	99																				
3606	3	99																				
3608	3	1	6	1	6	1	600	2		120	72000	1	1		1	2	1	0	0	12	0	1
3608	3	2	27	5	1	1	650	2		2.3	1500	1	1		2		1	0	0	5	0	2
3609.1	3	99																				
3609.2	3	99																				
3610	3	99																				
3611	3	99																				
3612	3	99																				
3613.1	3	99																				
3613.2	3	99																				
3614	3	1	27	6	2	5	30	2		10	300	1	1		2		2	0.5	1.2	2	1	2
3614	3	2	27	8	2	5	15	2		16	240	1	1		2		2	0.5	1.2	2	0.5	2
3614	3	3	27	8	2	5	25	2		14	350	1	1		2		2	0.5	1.2	2	1	2
3614	3	4	27	7	2	5	15	2		8	120	1	1		2		2	0.5	1.2	2	0.5	2
3614	3	5	21	8	2	5	20	2		10	200	1	1		2		2	0.5	1.2	2	1	2
3615	3	99																				
3616	3	99																				
3617	3	99																				
3618	3	99																				
3619	3	99																				
3620.1	3	99																				
3620.2	3	99																				
3621	3	99																				
3622	3	99																				
3623	3	99																				
3624	3	99																				
3625	3	99																				
3626	3	1	24	3	2	1	70	2		39	2730	1	1		2		3	0.5	4	3	1	2
3626	3	2	18	7	2	1	40	2		12.5	500	1	1		2		3	0.5	4	3	0.5	2
3626	3	3	5	9	2	1	10	2		65	650	1	1		2		3	0.5	4	3	0.5	2
3627	3	99																				
3628	3	1	5	8	2	1	34	2		65	2210	1	1		2		3	0.5	4	3	1	2
3628	3	2	27	2	2	1	24	2		25	600	1	1		2		3	0.5	4	3	0.5	2
3629	3	99																				
3630	3	1	6	3	2	1	150	3	1.5	140	21000	1	1		1	2	1	0	0	1	0.5	2
3631	3	99																				
3632.1	3	99																				
3632.2	3	1	27	8	10	6	9	1	40	110	1000	1	1		2		1	0	0	1	1	2
3633.1	3	99																				
3633.2	3	99																				
3634	3	1	27	9	10	6	210	2		2.3	500	1	1		2		1	0	0	1	0.5	2
3635	3	99																				
3636	3	99																				
3637	3	99																				
3638	3	99																				
3639	3	99																				
3640	3	99																				
3641	3	1	18	3	2	5	35	2		30	1050	1	1		2		2	0.5	1	1	1	2
3641	3	2	19	2	2	5	40	3	2	30	1200	1	1		2		2	0.5	1	1	1	2
3641	3	3	27	6	2	5	20	2		30	600	1	1		2		2	0.5	1	1	0.5	2
3641	3	4	27	6	2	5	15	2		15	225	1	1		2		2	0.5	1	1	0.5	2
3642	3	99																				
3643	3	1	6	4	2	1	100	2		118	11800	1	1		1	2	1	0	0	6	2	2
3643	3	2	27	5	2	1	20	2		25	500	1	1		1	2	1	0	0	1	0.5	2
3644	3	1	18	2	2	5	45	2		20	900	1	1		2		2	0.5	1	1	1	2
3644	3	2	23	9	2	5	320	2		40	12800	1	1		2		2	0.5	1	1	0.5	2
3644	3	3	27	11	10	6	180	2		10	1800	1	1		2		1	0	0	1	0.5	2
3646	3	99																				
3647.1	3	99																				
3647.2	3	1	18	4	2	5	20	2		6	120	1	1		2		2	0.25	2	3	0.5	2
3647.2	3	2	27	8	2	5	40	2		12	480	1	1		2		2	0.25	2	3	0.5	2
3647.2	3	3	27	9	10	6	370	2		7.3	2700	1	1		2		1	0	0	1	1	2
3648	3	99																				
3649	3	99																				
3650	3	99																				
3651	3	99																				
3652	3	99																				
3654	3	99																				
3655	3	99																				
3656	3	99																				
3657	3	1	7	2	12	1	1	3	65	23000	23000	1	1		2		1	0	0	1	0.5	2
3658	3	99																				
3659	3	99																				
3660	3	99																				
3661	3	1	27	1	2	1	13	2		20	260	1	1		2		3	0.5	4	3	0.2	2
3661	3	2	27	6	2	1	7	2		16	112	1	1		2		3	0.5	4	3	0.5	2
3661	3	3	27	1	2	1	14	2		22	308	1	1		2		3	0.5	4	3	1	2
3661	3	4	27	5	2	1	18	2		9	162	1	1		2		3	0.5	4	3	1	2
3661	3	5	27	7	2	1	12	2		15	180	1	1		2		3	0.5	4	3	0.5	2
3662	3	1	27	3	2	2	40	2		15	600	1	1		2		2	0.5	1	1	0.5	2
3662	3	2	27	4	2	2	30	2		20	600	1	1		2		2	0.5	1	1	0.5	2
3662	3	3	27	3	2	2	15	2		120	1800	1	1		2		2	0.5	1	1	0.5	2
3662	3	4	27	8	2	2	45	2		20	900	1	1		2		2	0.5	1	2	1	2
3662	3	5	27	8	2	2	40	2		12.5	500	1	1		2		2	0.5	1	2	1	2
3662	3	6	19	11	2	2	40	2		11.25	450	1	1		2		2	1.5	1	2	1	2
3663	3	99																				
3664	3	99																				
3665	3	1	17	3	2	5	30	2		12	360	1	1		2		2	0.5	3.5	3	0.5	2
3665	3	2	27	2	2	5	20	2		30	600	1	1		2		2	0.5	3.5	3	0.5	2
3665	3	3	19	8	2	1	25	3	1.5	25	625	1	1		2		2	0.5	3.5	3	0.5	2
3665	3	4	10	5	10	1	2	2		120	240	1	1		2		2	0.5	3.5	1	0.5	2
3666	3	1	17	7	2	1	17	2		15	255	1	1		2		3	0.5	4	3	0.5	2
3667	3	1	24	4	2	1	20	2		58	1160	1	1		2		1	0	0	1	0.1	2
3668	3	1	21	9	2	1	30	2		8	240	1	1		2		3	0.4	2	3	0.5	2
3668	3	2	17	9	2	1	36	2		10	360	1	1		2		3	0.4	2	3	1	2
3668	3	3	27	4	2	1	20	2		8	160	1	1		2		3	0.4	2	3	0.2	2
3668	3	4	27	9	2	1	16	2		10	160	1	1		2		3	0.4	2	3	0.2	2
3668	3	5	27	4	2	1	36	2		12	432	1	1		2		3	0.4	2	3	1	2
3669	3	1	21	9	2	2	1375	2		10.91	15000	1	1		2		1	0	0	1	6	2
3669	3	2	27	3	2	5	50	2		13	650	1	1		2		2	0.5	3.5	3	1	2
3669	3	3	27	10	2	1	120	2		18	2160	1	1		2		2	0.5	3.5	3	1	2
3669	3	4	27	10	2	1	30	2		15	450	1	1		2		2	0.5	3.5	3	1	2
3669	3	5	27	12	2	1	80	2		10	800	1	1		2		2	0.5	3.5	3	2	2
3669	3	6	27	5	2	5	100	2		15	1500	1	1		2		2	0.5	3.5	3	1	2
3669	3	7	19	10	2	1	40	3	3.5	25	1000	1	1		2		2	0.5	3.5	3	2	2
3669	3	8	27	12	2	5	80	2		15	1200	1	1		2		2	0.5	3.5	3	2	2
3669	3	9	17	4	2	5	120	2		12	1440	1	1		2		2	0.5	3.5	3	1	2
3669	3	10	27	5	2	1	80	2		10	800	1	1		2		2	0.5	3.5	3	1	2
3670	3	1	27	1	2	1	50	2		10	500	1	1		2		2	1.25	10	3	1	2
3670	3	2	27	3	2	5	20	2		15	300	1	1		2		2	1.25	10	3	0.5	2
3670	3	3	27	1	10	5	220	2		4.82	1060	1	1		2		1	0	0	1	1	2
3670	3	4	27	4	2	1	60	2		16.6	1000	1	1		2		2	1.25	10	3	0.5	2
3671	3	1	17	4	2	1	18	2		11	198	1	1		2		2	0.5	3	3	0.5	2
3671	3	2	27	4	2	1	12	2		25	300	1	1		2		2	0.5	3	3	0.5	2
3671	3	3	21	8	2	1	18	2		12	216	1	1		2		2	0.5	3	3	1	2
3671	3	4	27	8	2	1	16	2		15	240	1	1		2		2	0.5	3	3	1	2
3671	3	5	27	11	2	1	23	2		8	184	1	1		2		2	0.5	3	3	1	2
3671	3	6	27	7	2	1	10	2		2	20	1	1		2		1	0	0	1	0.1	2
3672	3	1	17	3	2	2	80	2		20	1600	1	1		2		2	0.5	1	3	1	2
3672	3	2	27	4	2	2	100	2		12.5	1250	1	1		2		2	0.5	1	3	0.5	2
3672	3	3	27	5	2	2	120	2		10	1200	1	1		2		2	0.5	1	3	0.5	2
3672	3	4	27	8	2	2	80	2		10	800	1	1		2		2	0.5	1	3	1	2
3672	3	5	27	5	1	6	640	2		2	1280	1	1		2		1	0	0	1	0.5	2
3674	3	99																				
3675	3	1	27	11	2	2	4	2		120	480	1	1		2		2	0	0.2	1	0.5	2
3676	3	99																				
3677	3	99																				
3678	3	99																				
3679	3	99																				
3681	3	99																				
3682	3	1	14	6	2	5	10	2		5	50	1	1		2		2	20	2	3	0.25	2
3682	3	2	27	7	2	1	150	2		8	1200	1	1		2		1	0	0	1	1	2
3683	3	1	27	7	2	1	60	2		13.33	800	1	1		2		1	0	0	1	1	2
3683	3	2	14	6	2	1	100	2		5	500	1	1		2		2	15	2	3	0.5	2
3684	3	99																				
3685	3	99																				
3686	3	99																				
3687	3	99																				
3688	3	99																				
3689	3	99																				
3690	3	99																				
3691	3	99																				
3692	3	99																				
3693	3	1	27	8	10	5	1200	2		1.67	2000	1	1		2		1	0	0	1	1	2
3693	3	2	10	3	2	5	50	2		100	5000	1	1		2		2	0.5	2	3	1	2
3693	3	3	7	5	2	1	1	3	30	10200	10200	1	1		2		2	20	2	1	2	2
3694	3	99																				
3695	3	99																				
3696	3	1	23	10	2	5	970	2		33	32000	1	1		2		1	0	0	1	2	2
3696	3	2	27	9	2	1	650	2		7.7	5000	1	1		2		1	0	0	1	1	2
3697	3	99																				
3698	3	99																				
3699	3	99																				
3700	3	99																				
3701	3	99																				
3702	3	99																				
3703	3	99																				
3704	3	99																				
3705	3	99																				
3706	3	99																				
3707	3	99																				
3708	3	99																				
3709	3	99																				
3710	3	1	22	5	2	1	30	2		10	300	1	1		2		2	0.15	0.5	3	1	2
3710	3	2	21	7	2	1	40	2		20	800	1	1		2		2	0.15	0.5	3	1	2
3710	3	3	27	10	2	1	20	2		15	300	1	1		2		2	0.15	0.5	3	1	2
3710	3	4	27	6	2	1	20	2		75	1500	1	1		2		2	0.15	0.5	3	1	2
3710	3	5	20	5	2	1	30	2		10	300	1	1		2		2	0.15	0.5	3	1	2
3711	3	99																				
3712	3	99																				
3713	3	99																				
3714	3	99																				
3715	3	99																				
3716	3	99																				
3717	3	99																				
3718	3	99																				
3719	3	99																				
3720	3	99																				
3721	3	99																				
3722	3	99																				
3723	3	99																				
3724	3	1	10	9	2	2	1080	2		85	91800	1	1		1	2	1	0	0	1	1	2
3725	3	99																				
3726	3	99																				
3727	3	99																				
3728	3	1	10	8	2	2	540	2		70	37800	1	1		1	1	1	0	0	1	0.5	2
3729	3	99																				
3730	3	1	27	5	1	1	320	2		1.85	600	1	1		2		1	0	0	3	0.5	2
3731	3	99																				
3732	3	99																				
3733	3	99																				
3734	3	1	27	7	2	1	30	2		30	900	1	1		1	2	2	0.5	2	3	1	2
3735	3	99																				
3736	3	99																				
3737	3	99																				
3738	3	99																				
3739	3	99																				
3740	3	1	14	8	9	5	60	2		8.33	500	1	1		2		1	0	0	1	0.5	2
