a01	hh_type	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20b	q_20b_2	q_20c	q_20c_2	q_20d_1	q_20d_2	q_20d_3	q_21
4728	3	1	400		4	0	2	2	2	4	1	1	1014	2			6	0	3	0	3			1	1	1	2		2		6			20
4729	3	1	600		12	0	3	2	2	4	2	2	1584	2			6	0	3	0	3			1	1	1	1	8	1	3	1			800
4730	3	1	600		13	0	3	2	2	4	2	2	1152	2			6	0	4	120	3			2	1	6	1	3	2		6			160
4732	3	1	300		10	0	3	2	2	4	1	2	288	2			6	0	3	0	3			1	1	1	2		2		6			150
4733	3	1	300		5	3	2	2	2	4	1	1	189	2			6	0	3	100	3			2	1	1	1	2	2		6			150
4734	3	1	200		4	0	3	10	2	4	1	1	288	2			9	0	3	0	3			0	2		2		2		7			0
4735	3	1	200		5	0	5	2	2	4	2	2	486	2			6	0	4	100	3			0	2		2		2		7			0
4736	3	1	200		12	0	4	2	2	4	2	2	495	2			6	0	3	0	3			1	1	1	1	6	2		1			130
4737	3	1	300		8	0	2	10	2	4	1	2	544	2			6	0	3	0	3			0	2		2		2		7			0
4738	3	1	300		3	0	3	10	2	4	1	1	189	2			9	0	4	70	3			1	1	1	2		2		6			100
4739	3	1	300		12	0	3	2	2	4	2	2	1248	2			6	0	4	70	3			1	1	1	2		2		6			30
4740	3	1	400		20	0	3	2	2	4	2	3	1082	2			6	0	3	0	3			1	1	3	2		2		6			90
4741	3	1	300		2	0	3	2	2	4	1	1	288	2			5	0	4	140	3			1	1	1	2		2		6			160
4742	3	1	200		15	2	4	2	2	4	2	1	585	1	2	105	9	0	1		3			1	1	1	2		2		6			0
4743	3	1	1000		35	2	2	2	2	1	1	2	594	1	2	200	6	0	1		3			1	1	1	2		2		6			200
4744	3	1	300		5	3	4	2	2	4	1	1	204	1	3	50	1		1		3			1	1	2	2		2		6			30
4745	3	1	500		40	0	2	2	2	4	1	2	252	1	3	105	9	0	1		3			1	1	3	2		2		6			100
4746	3	1	300		14	2	3	2	2	4	1	1	315	2			6	0	4	80	3			1	1	1	2		2		6			40
4747	3	1	300		12	4	3	2	2	4	1	1	252	1	3	70	6	200	1		3			2	1	1	1	2	2		6			80
4748	3	1	300		10	2	3	2	2	4	1	1	348	2			9	0	4	80	3			1	1	1	2		2		6			40
4749	3	1	200		9	3	3	2	2	4	1	1	189	2			9	100	4	100	3			1	1	1	2		2		6			30
4750	3	1	300		17	0	2	2	2	4	1	1	396	1	3	100	6	0	1		3			1	1	1	2		2		6			150
4751	3	1	300		50	0	2	2	2	4	1	1	220	2			6	400	4	75	3			1	1	1	2		2		6			100
4752	3	1	300		27	2	3	2	2	4	1	1	252	2			6	0	4	70	3			1	1	3	2		2		6			100
4753	3	1	200		18	3	4	2	2	4	1	1	154	1	3	98	6	0	1		3			1	1	2	2		2		6			70
4754	3	2	300		20	2	3	2	2	4	1	1	288	1	2	201	6	260	1		3			0	2		2		2		7			0
4755	3	1	300		20	0	3	2	2	4	2	2	756	1	2	72	6	0	1		3			1	1	1	2		2		6			45
4756	3	1	300		15	4	3	2	2	4	1	1	288	1	2	100	6	100	1		3			1	1	1	2		2		6			40
4758	3	1	500		10	0	1	2	2	4	1	2	450	1	2	100	6	0	1		3			2	1	1	1	2	2		6			150
4759	3	1	300		10	2	3	2	2	4	1	1	3645	2			9	0	4	80	3			0	2		2		2		7			0
4761	3	1	600		45	0	2	2	2	4	1	3	720	1	2	300	6	0	1		3			3	1	1	1	3	1	5	1			600
4762	3	1	800		20	0	3	2	2	1	1	5	585	1	3	474	5	166	1		3			3	1	1	1	2	1	4	1			300
4763	3	1	500		33	0	3	2	2	4	1	1	236	1	3	90	6	300	1		3			2	1	1	1	3	2		7			160
4764	3	1	100		18	2	4	2	2	4	1	1	162	2			6	360	4	80	3			0	2		2		2		7			0
4765	3	1	200		15	4	3	2	2	4	1	1	135	1	2	160	6	300	1		3			1	1	1	2		2		6			230
4766	3	1	200		15	2	3	2	2	4	1	1	288	1	2	100	6	300	1		3			2	1	5	1	3	2		6			100
4767	3	1	1000		30	0	3	2	2	4	1	2	495	1	3	245	6	0	1		3			1	1	1	1	3	2		6			200
4768	3	1	100		5	3	4	2	2	4	1	1	81	1	3	130	6	240	1		3			1	1	1	2		2		6			800
4769	3	1	400		2	2	1	1	1	1	1	1	288	1	2	110	6	400	1		3			1	1	1	2		2		6			130
4770	3	1	100		6	6	4	2	2	4	1	1	63	1	3	70	6	360	1		3			1	1	1	2		2		6			30
4771.1	3	1	300		30	3	3	2	2	4	1	1	252	1	2	380	6	300	1		3			1	1	7	2		2		6			180
4771.2	3	1	300		2	3	3	2	2	4	1	1	288	1	2	100	6	200	1		3			1	1	3	2		2		6			160
4772	3	1	1000		27	0	3	2	2	4	1	1	288	1	3	105	6	100	1		3			1	1	3	2		2		6			200
4773	3	1	100		6	5	4	2	2	4	1	1	94.5	2			6	480	4	150	3			0	2		2		2		7			0
4774	3	3		1500	20	3	2	1	1	1	1	2	624	1	3	350	6	600	1		3			1	1	1	2		2		6			400
4775	3	1	300		8	2	3	2	2	4	1	1	236	1	3	100	6	630	1		3			1	1	1	1	1	2		6			160
4776	3	1	500		9	0	4	5	2	4	1	1	189	1	3	105	9	0	1		3			1	1	3	2		2		6			100
4777	3	1	500		20	0	3	2	2	4	1	2	220.5	1	2	155	6	0	1		3			1	1	1	2		2		6			50
4778	3	1	300		20	2	3	2	2	4	1	2	432	1	2	175	6	300	1		3			1	1	1	2		2		6			260
4779	3	1	300		15	0	3	2	2	4	1	1	288	1	2	210	6	350	1		3			1	1	1	2		2		6			120
4780	3	1	300		60	3	3	2	2	4	1	2	324	1	2	150	6	350	1		3			1	1	1	2		2		6			130
4781	3	1	500		10	0	3	2	2	4	1	2	189	1	2	105	9	0	1		3			1	1	1	2		2		6			200
4782	3	1	600		15	0	2	2	2	4	1	2	1152	1	2	150	9	0	1		3			0	2		2		2		7			0
4783	3	1	200		8	2	4	2	2	4	1	1	378	2			10	0	4	80	3			1	1	1	2		2		6			50
4784	3	1	500		12	0	2	2	2	4	1	1	189	1	3	105	9	0	1		3			2	1	1	1	2	2		6			350
4785	3	2	200		50	4	3	2	2	4	1	1	180	2			9	0	4	80	3			0	2		2		2		7			0
4786	3	1	200		10	3	3	4	2	4	1	1	283	2			10	0	4	90	3			1	1	1	2		2		6			50
4787	3	1	300		18	0	3	4	2	4	1	1	382	1	3	107	10	0	1		3			1	1	1	2		2		6			200
4788	3	1	500		18	3	3	2	2	4	1	3	1944	2			10	0	4	120	3			1	1	3	2		2		6			70
4789	3	2	400		3	0	3	2	1	4	1	2	507	1	2	200	9	0	1		3			1	1	1	2		2		6			200
4790.1	3	1	300		50	2	3	2	4	4	1	1	288	2			9	0	4	175	3			0	2		2		2		7			0
4790.2	3	1	200		50	2	3	2	4	4	1	1	108	2			9	0	4	80	3			1	1	4	2		2		6			100
4791	3	2	300		14	5	3	2	2	4	1	1	315	1	3	105	10	0	1		3			2	1	1	1	2	2		6			80
4792	3	1	300		20	3	3	2	2	4	1	1	364.5	2			9	0	4	130	3			1	1	1	2		2		6			160
4793	3	2	300		5	0	2	2	2	4	1	1	288	1	2	105	9	0	1		3			0	2		2		2		7			0
4794	3	1	500		6	1	2	2	2	4	1	2	495	1	2	105	6	180	1		3			1	1	3	2		2		1			150
4795	3	1	500		17	0	2	2	2	4	2	2	450	2			9	0	4	75	3			2	1	1	1	5	2		6			200
4796	3	2	300		10	5	3	2	2	4	1	1	315	1	3	100	10	0	1		3			1	1	1	2		2		6			50
4797	3	1	333		16	0	3	2	2	4	1	1	220.5	2			4	0	4	100	3			1	1	1	2		2		6			30
4798	3	2	300		20	5	3	2	2	4	1	1	270	1	3	116	10	0	1		3			1	1	1	2		2		6			60
4799	3	1	300		8	2	3	2	2	4	1	1	189	2			9	0	4	70	3			0	2		2		2		7			0
4800	3	1	300		9	0	3	2	2	4	1	1	192	2			9	0	4	80	3			1	1	1	2		2		6			150
4801	3	1	200		12	0	3	2	2	4	1	1	540	1	2	100	9	0	1		3			1	1	1	2		2		6			100
4802	3	1	100		60	2	3	2	2	4	1	1	189	2			6	0	4	100	3			0	2		2		2		7			30
4803	3	1	100		120	1	3	2	2	4	1	2	504	2			9	0	4	105	3			0	2		2		2		7			20
4804	3	1	100		100	0	3	5	2	4	1	1	360	1	2	75	6	0	1		3			0	2		2		2		7			50
4805	3	1	200		10	0	3	2	2	4	1	3	446	1	2	105	5	0	1		3			3	1	2	1	3	1	4	1			400
4806	3	1	300		115	0	3	2	2	4	1	2	720	1	2	200	9	0	1		3			2	1	1	1	2	2		4			200
4807	3	1	200		200	3	3	2	2	1	1	1	486	1	2	400	6	0	1		3			1	1	1	2		2		6			100
4808	3	1	200		200	0	4	2	2	4	1	2	270	1	2	300	5	0	1		3			1	1	4	2		2		1			50
4809	3	1	500		120	0	3	2	2	4	2	3	684	1	3	200	5	0	1		3			4	1	2	1	3	1	4	1	3	4	500
4810	3	1	500		80	0	3	2	2	1	2	5	1300.5	1	2	300	6	0	1		3			2	1	1	1	3	2		6			400
4811	3	1	500		70	0	3	2	2	4	1	1	306	1	3	50	6	0	1		3			0	2		2		2		7			50
4812	3	1	300		30	0	3	1	2	1	1	2	486	1	3	110	9	0	1		3			1	1	1	1	2	2		1	4		200
4813	3	1	200		1	0	3	2	2	4	1	1	540	1	2	200	5	300	1		3			0	2		2		2		7			50
4814	3	1	300		27	0	3	2	2	4	1	1	506.25	1	2	105	6	0	1		3			1	1	1	2		2		6			60
4815	3	1	200		15	1	3	2	2	4	1	2	364	1	1	105	5	0	1		3			2	1	1	1	4	2		6			200
4816	3	1	500		40	2	3	2	2	1	1	1	263.25	1	2	50	6	0	1		3			1	1	1	2		2		6			200
4817	3	1	300		110	0	3	2	2	4	1	2	465.75	1	3	110	9	0	1		3			1	1	3	2		2		6			100
4818	3	1	100		120	0	4	2	2	4	1	1	396	1	3	100	9	0	1		3			0	2		2		2		7			50
4819	3	1	100		130	0	4	2	2	4	1	1	288	1	2	110	9	0	1		3			1	1	1	2		2		6			50
4820	3	1	100		80	0	3	2	2	4	1	1	324	1	3	105	9	0	1		3			0	2		2		2		7			50
4821	3	1	100		13	0	3	2	2	4	1	1	216	2			9	0	4	30	3			0	2		2		2		7			0
4822	3	1	100		40	4	3	2	2	4	1	2	324	1	2	100	5	300	1		3			0	2		2		2		7			20
4823	3	1	200		90	0	3	2	2	4	1	2	526.5	2			9	0	4	70	3			0	2		2		2		7			50
4824	3	1	200		110	1	3	2	2	1	1	2	396	1	2	300	5	0	1		3			1	2		1	3	2		6			100
4825	3	1	100		50	1	4	2	2	4	1	1	144	1	3	50	9	0	1		3			1	1	1	2		2		6			50
4826	3	1	100		200	1	4	2	2	4	1	2	344.25	1	2	110	5	0	1		3			2	1	1	1	3	2		1			200
4827	3	1	100		4	0	3	2	2	4	2	3	612	1	2	120	5	0	1		3			1	2		1	4	2		1			100
4828	3	1	100		12	0	4	2	2	4	1	2	324	1	3	110	9	0	1		3			0	2		2		2		7			50
4829	3	1	100		110	0	3	2	2	4	1	1	288	1	3	138	9	0	1		3			1	1	1	2		2		1	4		200
4830	3	1	100		200	3	4	2	2	4	1	2	252	1	2	350	5	200	1		3			2	1	1	1	2	2		6			300
4831	3	1	200		100	0	3	2	2	4	1	1	297	1	2	80	5	0	1		3			1	1	1	2		2		6			400
4832	3	1	100		120	0	3	2	2	4	1	1	162	2			9	0	4	70	3			0	2		2		2		7			20
4833	3	1	200		70	0	3	2	2	4	1	2	360	1	2	50	5	0	1		3			1	2		1	3	2		1			50
4834	3	1	300		10	0	3	2	2	4	1	4	567	1	3	400	5	0	1		3			2	1	1	1	6	2		6			200
4835	3	1	300		120	0	2	2	2	4	1	2	405	1	2	50	5	300	1		3			0	2		2		2		7			20
4836	3	1	100		30	0	3	2	2	4	1	1	324	1	2	62	9	0	1		3			1	1	2	2		2		6			50
4837	3	1	100		60	0	3	2	2	4	1	1	288	2			5	0	4	50	3			0	2		2		2		7			20
4838	3	1	100		70	0	3	2	2	4	1	2	288	2			9	0	4	70	3			1	1	1	2		2		6			1000
4840.1	3	1	200		12	1	3	2	2	4	1	1	270	2			9	0	4	140	3			1	2		1	5	2		6			150
4840.2	3	1	100		12	1	3	2	2	4	1	1	180	2			9	0	4	70	3			1	1	3	2		2		6			80
4841	3	1	500		150	2	3	2	2	4	1	1	360	1	2	330	5	0	1		3			1	1	1	2		2		1			50
4842	3	1	100		100	0	4	2	2	4	2	2	558	1	4	215	9	0	1		3			1	1	5	2		2		1			40
4844	3	1	500		130	0	3	2	2	4	1	4	540	1	2	100	9	0	1		3			1	1	1	2		2		6			200
4845	3	1	500		80	0	3	2	2	1	2	3	792	1	3	200	6	0	1		3			1	1	1	2		2		1			120
4846	3	1	1000		7	0	3	2	2	4	2	3	630	1	2	218	5	0	1		3			2	1	3	1	6	2		1			300
4847	3	1	500		150	1	2	1	2	1	1	2	540	1	2	250	9	0	1		3			1	1	1	1	2	2		6			300
4848	3	1	500		4	0	2	2	2	4	1	2	432	1	3	90	9	0	1		3			0	2		2		2		7			0
4849	3	1	100		200	0	4	7	7	4	1	1	112	2			9	0	4	70	3			1	1	1	2		2		6			20
4850	3	1	500		50	0	3	2	2	4	2	2	558	1	3	150	9	200	1		3			3	1	1	1	3	1	4	6			600
4851	3	1	300		100	0	4	2	2	4	1	2	360	1	3	105	9	0	1		3			1	1	1	2		2		6			60
4853	3	1	200		120	0	4	2	2	4	1	1	306	1	4	90	1		1		3			0	2		2		2		7			30
4854	3	1	100		16	0	3	2	2	4	1	2	450	2			9	0	4	70	3			1	1	3	2		2		6			50
4855	3	1	100		70	0	3	2	2	4	1	1	270	1	3	100	9	0	1		3			1	1	1	2		2		6			80
4856	3	1	200		100	0	4	2	2	4	1	1	3216	2			9	0	4	70	3			0	2		2		2		6			0
4857	3	1	100		70	0	3	2	2	4	1	1	360	1	3	60	9	0	1		3			1	1	2	2		2		6			50
4858	3	1	100		200	1	4	6	2	4	1	1	270	1	2	50	5	0	1		3			1	1	2	2		2		1			100
4859	3	1	300		45	0	3	2	2	4	1	1	396	1	3	50	9	0	1		3			0	2		2		2		7			30
4860	3	1	100		17	0	3	2	2	4	1	1	225	1	2	70	9	0	1		3			1	1	1	2		2		6			50
4861	3	1	300		100	0	3	2	2	4	1	1	324	1	2	100	5	400	1		3			0	2		2		2		7			30
4862	3	1	100		120	1	4	2	2	4	1	1	288	1	2	100	5	0	1		3			0	2		2		2		7			0
4863	3	1	100		100	0	3	2	2	4	1	1	121	2			9	0	4	150	3			1	1	3	2		2		6			80
4864	3	1	100		100	0	3	2	2	4	1	1	180	1	2	50	5	200	1		3			1	1	1	2		2		7			60
4865	3	1	100		150	0	4	2	2	4	1	1	216	1	2	200	5	0	1		3			0	2		2		2		7			0
4866.1	3	1	100		70	0	3	2	2	4	1	1	108	2			9	0	4	70	3			0	2		2		2		7			30
4866.2	3	1	100		100	0	3	2	2	4	1	1	108	2			5	200	4	50	3			0	2		2		2		7			30
4867	3	1	500		50	0	3	2	2	4	1	2	787.5	1	3	100	5	0	1		3			1	1	1	2		2		6			120
4868	3	1	500		1	0	2	1	2	1	1	2	360	1	3	200	5	400	1		3			0	2		2		2		7			50
4869	3	1	500		60	0	4	2	2	4	1	2	396	1	3	185	5	300	1		3			1	1	3	2		2		6			80
4870	3	1	500		100	0	3	2	2	4	1	2	396	2			9	0	4	140	3			1	1	1	2		2		6			200
4871	3	1	100		120	0	4	2	2	4	1	1	175	1	2	100	9	100	1		3			0	2		2		2		7			20
4872	3	1	500		120	0	3	2	2	4	1	1	315	1	3	301	9	0	1		3			1	1	1	2		2		6			80
4873	3	1	500		5	1	3	2	2	4	1	1	180	1	2	230	5	450	1		3			1	1	1	2		2		4			30
4874	3	1	200		18	0	3	2	2	4	1	1	216	1	2	70	9	0	1		3			1	1	1	2		2		6			80
4875	3	1	100		70	0	4	2	2	4	1	1	189	2			5	200	4	50	3			0	2		2		2		7			20
4876	3	1	200		4	0	3	2	2	4	1	2	288	1	3	150	5	500	1		3			1	1	1	2		2		6			100
4877	3	1	100		100	0	3	2	2	4	1	1	360	2			5	0	4	70	3			0	2		2		2		7			0
4878	3	1	100		70	2	4	2	2	4	1	1	216	1	2	50	5	0	1		3			1	1	3	2		2		6			20
4879	3	1	100		80	0	3	2	2	4	1	1	216	1	2	150	9	400	1		3			1	1	1	2		2		6			100
4880	3	1	100		60	4	4	2	2	4	1	1	108	1	3	250	5	300	1		3			0	2		2		2		7			30
4881	3	1	100		2	0	3	5	2	4	1	1	112	1	3	400	9	0	1		3			1	1	1	2		2		6			200
4882	3	1	200		80	1	4	2	2	4	1	1	540	1	3	80	9	0	1		3			0	2		2		2		7			80
4883.1	3	1	100		100	2	4	2	2	4	1	2	180	1	2	100	9	0	1		3			1	1	5	2		2		6			100
4883.2	3	1	100		100	0	4	2	2	4	1	1	202	1	1	50	5	300	1		3			1	1	3	2		2		6			50
4883.3	3	1	100		100	2	4	2	2	4	1	1	202	1	2	50	9	0	1		3			0	2		2		2		7			20
4884	3	1	300		2	0	2	1	2	1	1	2	445.5	1	3	200	9	0	1		3			1	1	1	1	2	2		6			100
4885	3	1	100		80	0	3	2	2	4	1	1	216	2			5	0	4	60	3			1	2		1	2	2		6			60
4886	3	1	100		100	0	4	2	2	4	2	2	560	2			9	0	4	70	3			1	2		1	3	2		6			80
4887	3	1	200		15	0	3	2	2	1	2	3	985	1	2	500	5	0	1		3			3	1	1	1	5	1	6	1			1000
4888	3	1	300		60	0	3	2	2	4	2	2	805.5	1	3	100	9	0	1		3			0	2		2		2		7			50
4889	3	1	100		100	0	3	2	2	4	1	2	288	1	3	62	5	0	1		3			2	1	1	1	2	2		1			30
4890	3	1	100		45	0	4	3	2	4	1	2	234	2			5	0	4	105	3			0	2		2		2		7			50
4891	3	1	100		50	0	3	2	2	4	1	2	360	1	2	60	5	0	1		3			2	1	1	1	3	2		6			100
4892	3	1	100		100	0	3	5	2	4	1	1	288	2			5	0	4	87	3			0	2		2		2		7			20
4893	3	1	200		70	1	3	2	2	4	1	1	306	1	3	150	9	0	1		3			1	1	1	1	2	2		6			150
4894	3	1	800		100	2	3	2	2	4	2	4	810	1	3	300	9	0	1		3			2	1	2	1	3	2		1			150
4895	3	1	500		200	0	2	1	2	1	1	4	1350	1	2	300	5	0	1		3			2	1	1	1	3	2		6			200
4896	3	1	300		80	0	3	2	2	4	1	1	364.5	2			9	0	4	150	3			1	1	1	2		2		6			50
4897	3	1	300		80	0	2	2	2	1	1	3	495	1	2	462	6	0	1		3			1	1	1	2		2		1			100
4898	3	1	300		120	0	3	2	2	4	1	1	540	1	3	150	9	0	1		3			1	1	1	2		2		6			100
4899	3	1	200		100	0	3	2	2	4	1	1	517.5	1	2	350	5	0	1		3			2	2		1	3	1	3	6			100
4900	3	1	300		70	0	3	2	2	1	1	4	540	1	3	403	5	0	1		3			2	1	1	1	3	2		1			100
4901	3	1	1000		15	0	2	1	2	1	1	2	445.5	2			5	0	4	150	3			2	1	1	1	2	2		6			500
4902	3	1	500		15	0	2	5	2	1	2	2	360	2			5	300	3	0	3			1	1	1	2		2		6			120
4903	3	1	5000		33	0	1	1	1	1	6	3	670	2			5	0	3	0	3			2	1	1	1	2	2		6			1200
4905	3	1	5000		10	0	1	1	1	1	1	6	972	2			5	0	3	0	3			5	1	1	1	3	2		6			1000
4906	3	1	10000		1	1	1	1	1	1	1	6	972	2			5	0	3	0	1	1	2008	6	1	1	1	5	1	2	4			2000
4908	3	1	200		30	1	4	5	2	4	2	2	252	2			6	0	4	210	3			1	1	1	2		2		6			60
4909	3	1	500		22	0	2	10	2	4	1	2	360	2			5	0	3	400	3			1	1	1	2		2		6			100
4910	3	1	2000		42	2	1	1	1	1	1	4	570	2			5	0	3	0	3			1	2		1	3	1	6	1			3000
4911	3	1	200		15	0	4	10	2	4	1	1	130	2			9	0	4	180	3			2	1	1	1	2	2		6			150
4913	3	1	300		9	2	3	5	2	4	2	1	324	2			5	0	3	0	3			2	1	1	1	2	2		6			120
4914	3	1	2000		25	1	2	1	2	1	1	2	702	2			5	0	3	0	3			5	1	1	1	5	1	6	6			1000
4915	3	2	100		5	1	4	1	2	1	1	1	180	2			5	0	4	120	3			1	1	1	2		2		6			80
4916	3	1	1000		37	0	2	1	1	1	4	3	720	2			5	0	3	0	3			3	1	1	1	2	1	3	6			600
4917	3	1	500		8	0	3	5	2	4	3	3	660	2			5	600	3	0	3			3	1	1	1	6	1	7	6			300
4918	3	1	500		30	5	3	2	2	4	1	1	180	2			5	0	3	0	3			0	2		2		2		7			0
4919	3	2	100		2	0	2	2	2	4	1	1	55	2			5	0	4	100	3			1	1	2	2		2		6			50
4920	3	1	1000		15	0	1	1	2	4	1	5	850	2			5	0	3	0	3			2	1	4	1	9	2		6			300
4921	3	1	2000		8	0	1	1	2	1	1	3	472.5	1	2	485	5	0	1		3			3	1	1	1	5	1	1	6			450
4922	3	1	700		8	0	4	2	2	4	2	3	411	1	2	138	5	0	1		3			3	1	1	1	3	1	5	6			700
4923	3	1	1500		1	1	1	1	1	1	2	2	360	1	3	350	5	0	1		3			1	1	1	2		2		6			200
4924	3	1	2000		34	0	1	1	2	1	1	3	810	1	2	500	5	700	1		3			3	1	2	1	5	2		6			700
4925	3	1	5000		28	1	1	1	1	1	4	4	810	1	2	900	5	1500	1		3			2	1	1	1	2	2		6			700
4926	3	1	700		15	0	2	5	2	4	3	3	693	1	2	200	6	0	1		3			2	1	1	1	10	2		6			300
4927	3	1	2000		13	2	2	1	2	1	3	2	364	1	2	250	5	0	1		3			1	1	1	2		2		6			200
4928	3	1	500		9	0	3	5	2	4	1	2	441	1	3	190	6	1200	1		3			1	1	1	1	2	2		6			250
4929	3	1	500		22	0	3	2	2	4	3	3	393	1	2	150	6	0	1		3			1	1	1	1	3	1	3	6			400
4930	3	1	300		50	0	2	10	2	4	3	3	280	1	3	260	6	0	1		3			2	2		1	3	1	4	6			250
4931	3	1	500		15	0	2	2	2	4	2	2	750	1	3	295	5	0	1		3			3	1	1	1	2	1	3	6			400
4932	3	1	1000		20	0	2	1	1	1	3	3	630	1	2	615	6	0	1		3			1	1	1	2		2		6			300
4933	3	1	1000		6	1	2	2	2	4	1	2	380	1	3	149	9	0	1		3			1	1	1	2		2		6			200
4934.1	3	1	1000		40	4	2	1	2	1	1	2	67.5	1	2	221	5	0	1		3			2	1	1	1	11	2		6			300
4934.2	3	1	1000		17	1	2	1	1	1	2	2	270	1	2	240	5	0	1		3			2	1	1	1	2	2		6			60
4934.3	3	1	2000		3	4	1	1	1	4	2	2	675	1	3	300	5	700	1		3			1	1	1	2		2		6			300
4934.4	3	2	2000		3	4	1	1	1	4	2	2	675	1	3	300	5	0	1		3			1	1	1	2		2		6			200
4935	3	1	5000		15	0	1	1	2	1	3	3	810	1	3	285	5	0	1		3			1	1	1	1	5	1	6	6			500
4936	3	1	500		20	0	3	2	2	4	2	2	252	2			9	0	3	0	3			2	1	1	2		2		6			300
4937	3	1	1000		30	0	2	1	1	4	3	3	540	1	2	225	5	400	1		3			4	1	3	1	4	1	6	6			300
4938	3	1	1500		30	0	2	1	2	1	1	2	540	1	2	385	5	0	1		3			1	1	1	1	5	2		6			250
4939	3	1	2000		12	3	1	1	1	1	1	3	1012	1	2	400	5	1000	1		3			1	1	1	2		2		6			200
4940	3	1	2000		100	0	2	10	2	4	2	2	450	1	3	290	6	500	1		3			3	1	1	1	5	1	2	4			500
4941	3	1	300		2	0	3	2	2	4	1	1	220.5	2			5	0	4	60	3			0	2		2		2		6			20
4942	3	1	500		30	0	2	2	2	4	1	2	320	2			7	0	3	0	3			2	1	1	1	7	2		6			250
4943	3	1	100		8	0	3	4	2	4	1	1	216	2			5	0	4	70	3			0	2		2		2		7			0
4944	3	1	500		30	2	3	2	2	4	1	1	94.5	2			8	0	3	0	3			0	2		2		2		6			0
4945	3	1	300		25	0	3	5	2	4	1	1	101.25	2			5	0	4	140	3			0	2		2		2		6			0
4946	3	1	200		20	1	3	5	2	4	1	2	120	2			9	0	4	150	3			0	2		2		2		7			0
4947	3	1	200		40	1	3	10	2	4	1	1	120	2			9	0	3	0	3			1	1	1	2		2		6			100
4948	3	1	500		14	3	2	2	2	4	1	4	378	2			7	0	3	0	3			1	1	6	2		2		6			200
4949	3	1	500		3	1	3	2	2	4	1	1	216	2			5	0	3	0	3			2	2		1	3	1	5	6			300
4950	3	1	200		30	2	3	2	2	4	1	2	180	2			5	0	3	0	3			1	2		1	4	2		6			120
4951	3	1	500		15	1	3	2	2	4	1	1	236	2			6	0	3	0	3			0	2		2		2		6			20
4952	3	1	300		20	0	3	2	2	4	1	2	145	2			9	0	3	0	3			1	1	3	2		2		6			150
4953	3	1	300		1	3	3	7	2	4	1	1	135	2			8	0	3	0	3			0	2		2		2		7			0
4954	3	2	100		5	0	3	2	2	4	1	1	220	2			8	0	4	70	3			0	2		2		2		7			0
4955	3	1	200		17	0	3	2	2	4	1	1	252	2			5	0	3	0	3			1	1	1	2		2		6			150
4956.1	3	1	100		40	2	3	4	2	4	1	1	216	2			5	0	4	80	3			0	2		2		2		7			0
4956.2	3	1	100		1	2	3	4	2	4	1	1	108	2			5	0	4	120	3			0	2		2		2		7			0
4957	3	1	500		43	0	2	2	2	4	1	3	660	2			6	0	3	0	3			1	1	1	2		2		6			1500
4958	3	1	500		6	0	3	2	2	4	1	2	324	2			5	0	3	0	3			2	1	1	1	5	2		6			400
4959	3	2	100		19	2	3	5	2	4	1	1	216	2			5	0	4	120	3			0	2		2		2		7			0
4960	3	1	200		7	1	3	2	2	4	1	1	162	2			5	0	4	80	3			0	2		2		2		7			0
4961	3	1	250		15	0	4	6	2	4	1	1	320	2			9	0	4	105	3			2	2		1	3	1	3	6			80
4962	3	1	500		9999	0	1	2	2	4	1	1	252	2			9	0	3	0	3			1	1	1	2		2		6			600
4963	3	1	300		16	0	2	2	2	4	1	3	432	2			5	0	3	0	3			1	1	1	2		2		6			200
4964	3	1	500		30	0	2	5	2	4	1	1	180	2			9	0	4	140	3			1	1	3	2		2		6			100
4965	3	1	1000		9999	0	3	1	2	4	1	3	620	2			9	0	3	0	3			2	1	3	1	6	2		6			200
4966	3	1	200		28	0	3	2	2	4	1	2	315	2			5	0	3	0	3			2	2		2		2		7			0
4967	3	1	200		3	0	3	2	2	4	1	3	360	2			5	0	4	230	3			1	1	1	1	4	2		6			200
4968	3	1	500		9999	0	4	11	2	4	1	1	528	2			6	0	3	0	3			1	2		1	5	2		6			60
4970	3	1	300		20	0	3	2	2	4	1	2	236	2			5	0	4	210	3			1	1	1	2		2		6			130
4971	3	1	300		13	0	4	2	2	4	1	1	436	2			5	0	4	70	3			2	1	1	1	4	2		6			70
4972	3	1	200		17	0	3	2	2	4	1	2	288	2			5	0	4	210	3			2	1	2	1	3	2		6			200
4973	3	1	400		9	0	4	2	2	4	1	1	380	2			9	0	4	105	3			1	1	1	2		2		6			50
4974	3	1	300		9999	0	2	2	2	4	1	1	628	2			5	0	3	0	3			1	1	1	2		2		6			30
4975	3	1	500		9999	0	2	2	2	4	1	1	320	2			5	0	3	0	3			1	2		1	3	2		6			150
4976	3	1	300		13	0	2	5	2	4	1	2	504	2			5	0	3	0	3			1	1	1	2		2		6			300
4977	3	1	300		10	0	4	2	2	4	1	1	170	2			9	0	4	120	3			1	1	1	2		2		6			100
4978	3	1	700		7	1	2	2	2	4	1	1	320	2			6	0	3	0	3			0	2		2		2		7			0
4979	3	1	500		2	0	2	6	2	4	2	2	240	2			9	0	4	220	3			0	2		2		2		7			0
