a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
4978	3	7	2	0	28	7	200	6	4	5		72			72			110000	6	2013	1			7																0
4978	3	8	2	0	40	7	500	6	4	5		72			72			140000	6	2013	1			7																0
4979	3	1	1	6	6	0	0	0	5	1		1			1			40000	1	2007	98			4																4
4980	3	1	1	30	30	0	0	0	1	1		1			1			150000	3	1980	98			4																4
4980	3	2	2	56	56	0	1000	2	4	2		1			1			200000	1	2002	1			7																0
4980	3	3	2	24	24	0	1000	2	4	2		1			1			100000	1	2002	1			7																0
4980	3	4	2	32	32	0	300	12	4	8		1			1			100000	1	2008	1			7																4
4980	3	5	2	24	24	0	300	12	4	8		1			1			80000	1	2008	1			7																4
4980	3	6	2	24	24	0	300	12	4	2		1			1			80000	1	2008	1			7																0
4980	3	7	2	16	16	0	300	12	4	4		72			72			40000	6	2008	1			7																0
4980	3	8	2	80	80	0	300	12	4	13		73			73			300000	6	2008	1			7																0
4980	3	9	2	10	10	0	500	4	4	2		1			1			40000	3	2002	1			7																0
4980	3	10	2	9	9	0	40	4	4	2		1			1			40000	3	2002	1			7																0
4980	3	11	12	0	12	3	300	5	4	3	41.66	72			72			48000	6	2013	1			7																1
4981	3	1	1	32	32	0	0	0	5	1		2			2			1600000	1	2008	98			4																4
4981	3	2	2	35	35	0	300	3	5	2		2			2			525000	1	2008	1	2		1	1	2		1	2		1	2		98			98			0
4981	3	3	2	21	21	0	300	3	5	2		2			2			315000	1	2008	1	2		1	1	2		1	2		1	2		98			98			0
4982	3	1	1	0.5	1	10	0	0	3	1		1			72			20000	2	2010	98			4																4
4983	3	1	1	0	1	6	0	0	3	1		1			72			30000	3	2012	1			4																4
4984	3	1	1	7	7	0	0	0	5	1		1			72			350000	3	1990	98			4																4
4985	3	1	1	14	14	0	0	0	3	1		1			1			12000	1	1996	1			4																4
4985	3	2	2	60	0	3																																		3
4985	3	3	2	0	10	5	0	0	3	2		1			1			70000	1	2005	1			1	1			1			1			1			1			0
4986	3	1	1	9	0	1																																		3
4986	3	2	8	68	0	3																																		3
4986	3	3	2	7	0	1																																		3
4986	3	4	1	0	0.5	10	0	0	2	1		72			72			8000	5	2013	1			4																4
4987	3	1	1	5	0	1																																		3
4987	3	2	1	0	15	5	0	0	3	1		1	3		1	3		70000	1	2012	1			4																4
4988	3	1	1	10	10	0	0	0	3	1		1			1			50000	3	1991	1			4																4
4988	3	2	2	15	0	3																																		3
4988	3	3	2	30	0	3																																		3
4988	3	4	2	4	0	2																																		3
4989	3	1	1	30	19.5	10	0	0	3	1		1			1			195000	1	1991	98			4																4
4989	3	2	2	12	12	0	0	0	3	1		1			1			1200000	1	2009	1			4																4
4990	3	1	1	15	10	10	0	0	3	1		1			72			1000000	3	2008	98			4																4
4990	3	2	2	30	0	3																																		3
4990	3	3	2	30	0	3																																		3
4990	3	4	2	0	5	10	0	0	3	1		1			72			250000	3	2008	98			7																4
4991.1	3	1	1	2.5	2.5	0	0	0	3	1		7			7			352000	1	1974	98			4																4
4991.1	3	2	2	30	0	2																																		3
4991.1	3	3	2	30	0	2																																		3
4991.1	3	4	2	5	0	2																																		3
4991.1	3	5	2	0	2	2	0	0	3	2		7			7			30000	1	1978	98			1	1			1			1			1			1			0
4991.2	3	1	1	2.5	14	10	0	0	3	1		72			72			1400000	3	2003	1			4																4
4991.2	3	2	2	30	30	0	500	4	3	5		72			72			300000	6	2010	1			1	1			1			1			1			1			0
4991.2	3	3	2	30	30	0	500	4	3	5		72			72			300000	6	2009	1			1	1			1			1			1			1			0
4991.2	3	4	2	5	5	0	0	0	3	2		72			72			100000	3	2004	1			1	1			1			1			1			1			0
4991.2	3	5	2	0	15	7	250	0	3	5		72			72			150000	6	2013	1			1	1			1			1			1			1			0
4992	3	1	1	15	15	0	0	0	3	1		1			72			450000	3	2005	98			4																4
4992	3	2	9	5	5	0	0	0	3	1		1			72			150000	3	2005	98			7																4
4993	3	1	1	15	15	0	0	0	3	1		1			72			500000	4	2010	98			4																4
4993	3	2	2	120	0	3																																		3
4993	3	3	2	90	90	0	300	2	5	4		72			72			1500000	6	2011	1			1	1			1	2		1			98			98			0
4994	3	1	1	7	7	0	0	0	3	1		72			72			300000	3	2003	98			4																4
4995	3	1	1	4	4	0	0	0	3	1		72			72			40000	1	2000	1			4																4
4995	3	2	2	60	60	0	500	2	3	14		72			72			600000	1	2004	72			9																4
4995	3	3	2	60	0	3																																		3
4995	3	4	9	10	10	0	0	2	3	1		72			72			100000	1	2000	72			7																4
4995	3	5	2	30	30	0	500	2	3	14		72			72			300000	1	2000	72			9																4
4996	3	1	1	15	15	0	0	0	5	1		72			72			600000	3	1995	1	72		4																4
4996	3	2	2	30	30	0	500	3	5	4		72			72			650000	6	2011	1	72		1	1	72		1	72		1			1	72		1	72		0
4996	3	3	2	30	0	3																																		3
4996	3	4	2	30	0	3																																		3
4997	3	1	1	51	51	0	0	0	4	1		72			72			850000	3	2011	1	72		4																4
4997	3	2	2	120	120	0	500	3	4	7		72			72			550000	3	2011	98			9																4
4997	3	3	2	30	30	0	1000	4	4	7		72			72			250000	3	2011	98			9																4
4997	3	4	2	60	60	0	500	2	4	7		72			72			750000	3	2011	98			9																4
4997	3	5	9	7	7	0	0	7	4	1		72			72			125000	3	2011	98			7																4
4998	3	1	1	4	4	0	0	0	3	1		1			72			120000	3	2008	1			4																4
4998	3	2	2	90	0	3																																		3
4998	3	3	2	21	0	3																																		3
4998	3	4	2	38	0	3																																		3
4998	3	5	2	0	30	7	500	0	2	4		72			72			450000	6	2012	1			1	1			1			1			1			1			0
4998	3	6	2	0	30	7	500	0	2	4		72			72			400000	6	2012	1			1	1			1			1			1			1			0
4998	3	7	2	0	30	7	500	0	2	4		72			72			600000	6	2012	1			1	1			1			1			1			1			0
4999	3	1	1	13	13	0	0	0	3	1		1			1			350000	1	1984	1			4																4
4999	3	2	2	75	0	3																																		3
4999	3	3	2	7	0	3																																		3
5000	3	1	1	10	20	6	0	0	3	1		1			1			350000	3	2002	98			4																4
5000	3	2	2	105	30	2	0	3	5	2		1			1			500000	3	2002	1	2		1	1			1			1			1			1			0
5000	3	3	2	90	30	2	300	2	5	2		1			1			500000	3	2002	1	2		1	1			1			1			1			1			0
5000	3	4	2	10	10	0	500	2	5	2		1			1			100000	3	2002	1	2		1	1			1			1			1			1			0
5001	3	1	1	2	2	0	0	0	1	1		1			1			40000	3	2000	98			4																4
5001	3	2	2	100	100	0	3000	10	1	2		1			72			100000	3	2002	98			7																0
5001	3	3	2	90	90	0	2000	9	1	2		1			72			90000	3	2002	98			7																0
5001	3	4	2	90	90	0	2000	9	1	2		1			72			90000	3	2002	98			7																0
5001	3	5	12	15	15	0	500	5	1	2		1			72			15000	3	2002	98			7																1
5002	3	1	1	1	1	0	0	0	4	1		1			1			6000	3	1990	1			4																4
5002	3	2	2	75	75	0	150	8	4	2		1			1			120000	3	1990	1			7																0
5002	3	3	12	2	2	0	50	12	4	2		1			72			20000	3	1990	98			7																1
5003	3	1	1	2	2	0	0	0	4	1		1			72			20000	3	2009	98			4																4
5003	3	2	2	360	360	0	1500	15	4	2		1			72			360000	3	2009	1			7																0
5003	3	3	2	150	150	0	1000	15	4	2		2			72			100000	4	2009	1			7																0
5003	3	4	12	300	300	0	500	12	4	2		1			72			200000	3	2009	98			7																1
5004	3	1	1	1	1	0	0	0	4	1		1			72			20000	3	2006	98			4																4
5005	3	1	1	8	8	0	0	0	4	1		1			1			200000	1	1961	1			4																4
5005	3	2	1	3	3	0	200	0	4	1		1			1			80000	1	1955	98			4																4
5005	3	3	2	1080	1080	0	2000	12	4	2		1			1			720000	1	1995	98			7																0
5005	3	4	2	90	90	0	900	12	4	2		1			1			60000	1	1972	98			7																0
5005	3	5	2	150	150	0	500	12	4	2		1			1			100000	1	1975	98			7																0
5005	3	6	2	90	90	0	500	12	4	2		1			1			60000	1	1973	98			7																0
5005	3	7	2	150	150	0	600	12	4	2		1			1			100000	1	1969	98			7																0
5005	3	8	12	60	120	10	1000	8	4	2		1			1			40000	1	1970	98			7																1
5005	3	9	5	90	90	0	1000	15	4	1		1			1			30000	1	1970	98			7																4
5005	3	10	2	0	105	5	1000	15	4	1		1			1			120000	1	2014	98			7																4
5006	3	1	1	2	2	0	0	0	4	1		1			1	72		15000	3	2000	98			4																4
5006	3	2	2	150	150	0	1500	12	4	2		1			1	72		200000	3	2000	1			7																0
5006	3	3	12	0	30	6	500	10	4	1		1			1	72		40000	3	2000	1			7																4
5007	3	1	1	1	1	0	0	0	4	1		1			72			20000	3	2010	1			4																4
5007	3	2	2	60	60	0	1500	15	4	7		1			72			300000	3	2008	98			9																4
5007	3	3	2	35	35	0	1500	16	4	7		1			72			150000	3	2010	98			9																4
5007	3	4	2	45	45	0	1500	16	4	7		1			72			80000	4	2010	98			9																4
5007	3	5	2	4	0	3																																		3
5008	3	1	1	3	1	10	0	0	4	1		72			72			20000	5	2009	98			4																4
5008	3	2	2	120	120	0	2000	16	1	4		72			72			160000	6	2010	98			7																0
5008	3	3	12	5	5	0	800	16	1	4		72			72			6000	6	2010	98			7																1
5009	3	1	1	3	3	0	0	0	3	1		2			2			70000	3	1990	98			4																4
5009	3	2	2	84	84	0	2000	16	1	2		2			2			120000	3	1990	98			7																0
5009	3	3	2	1	1	0	1000	12	1	1		2			2			10000	3	1990	98			7																4
5010	3	1	1	1	1	0	0	0	5	1		72			72			30000	6	2009	98			4																4
5011	3	1	1	20	20	0	0	0	4	1		1			1			170000	3	1970	98			4																4
5011	3	2	2	90	90	0	500	10	4	13		1			1			120000	3	1970	1			7																0
5011	3	3	2	60	0	3																																		3
5011	3	4	12	5	5	0	300	10	4	2		1			1			10000	3	1970	1			7																1
5011	3	5	2	0	90	10	1000	10	4	2		1			1			110000	3	1970	1			7																0
5011	3	6	12	0	5	7	300	10	4	3	25	72			72			10000	6	2013	1			7																1
5012	3	1	1	1	1	0	0	0	4	1		1			72			30000	3	1995	98			4																4
5012	3	2	2	168	0	3																																		3
5012	3	3	2	4	0	3																																		3
5012	3	4	2	0	150	7	1800	15	4	4		72			72			150000	6	2013	1			7																0
5012	3	5	12	0	15	7	1000	12	4	3	16	72			72			25000	6	2013	1			7																1
5013	3	1	1	1.5	0	3																																		3
5013	3	2	2	300	300	0	1500	15	4	2		1			72			100000	3	2003	1			7																0
5013	3	3	2	60	0	3																																		3
5013	3	4	2	4	0	3																																		3
5013	3	5	1	0	20	10	0	0	4	1		72			72			150000	7	2014	1			4																4
5013	3	6	12	0	20	7	250	10	4	3	41	72			72			25000	6	2013	1			7																1
5014	3	1	1	1	0	3																																		3
5014	3	2	1	0	2	10	0	0	4	1		72			72			20000	7	2013	98			4																4
5015	3	1	1	3	3	0	0	0	4	1		1			72			60000	3	2009	98			4																4
5015	3	2	2	75	75	0	0	0	4	2		1			72			100000	3	2009	1			1	1			1			1			1			1			0
5015	3	3	2	120	0	3																																		3
5015	3	4	2	7	0	3																																		3
5015	3	5	12	0	10	7	300	10	4	3	33	72			72			12000	6	2013	1			7																1
5016	3	1	1	1	1	0	0	0	4	1		72			72			25000	4	2005	98			4																4
5017	3	1	1	1	1	0	0	0	4	1		1			72			40000	3	2001	98			4																4
5017	3	2	2	60	0	3																																		3
5017	3	3	2	1	0	3																																		3
5017	3	4	2	0	112	7	500	12	4	3	666	72			72			200000	6	2014	1			7																0
5018	3	1	1	3	3	0	0	0	4	1		1			72			100000	3	1980	98			4																4
5018	3	2	2	140	140	0	2000	15	4	2		1			72			95000	3	1980	98			7																0
5018	3	3	12	15	15	0	500	12	4	12		72			72			8000	7	2010	98			7																1
5019	3	1	1	2	2	0	0	0	4	1		72			72			30000	5	2000	1			4																4
5020	3	1	1	1	1	0	0	0	4	1		72			72			10000	5	2011	98			4																4
5020	3	2	2	0	60	7	500	12	4	3	166	72			72			100000	6	2014	98			7																0
5021	3	1	1	30	30	0	0	0	4	1		74			74			70000	7	2000	1			4																4
5021	3	2	2	150	0	3																																		3
5021	3	3	2	75	0	3																																		3
5021	3	4	2	10	0	3																																		3
5021	3	5	2	0	112	7	500	8	4	3	833	72			72			200000	6	2014	1			9																0
5022	3	1	1	5	5	0	0	0	4	1		74			74			20000	7	1998	1			4																4
5022	3	2	2	120	0	3																																		3
5023	3	1	1	6	6	0	0	0	4	1		74			74			40000	7	2010	1			4																4
5023	3	2	2	90	0	3																																		3
5024	3	1	1	5	5	0	0	0	4	1		74			74			60000	7	2003	98			4																4
5025	3	1	1	6	6	0	0	0	4	1		74			74			80000	1	1996	98			4																4
5026	3	1	1	10	10	0	0	0	4	1		1			1			100000	1	1993	98			4																4
5026	3	2	2	105	105	0	10	10	4	2		1			1			200000	3	1990	1			7																0
5026	3	3	2	75	0	3																																		3
5026	3	4	2	90	0	3																																		3
5027	3	1	1	3	3	0	0	0	4	1		1			1			90000	3	1974	98			4																4
5027	3	2	2	112	112	0	1500	4	4	2		1			1			420000	3	1974	1			7																0
5027	3	3	2	56	56	0	1500	5	4	2		1			1			22000	3	1974	1			7																0
5027	3	4	2	56	56	0	1500	5	4	2		1			1			22000	3	1974	1			7																0
5027	3	5	2	112	112	0	1000	5	4	2		1			1			420000	3	1974	1			7																0
5027	3	6	2	56	56	0	1000	5	4	6	833	1			1			150000	3	1974	98			9																4
5027	3	7	2	40	40	0	1000	3	1	6	500	1			1			150000	3	1974	98			9																4
5027	3	8	2	40	40	0	1000	3	1	6	500	1			1			150000	3	1974	98			9																4
5027	3	9	2	40	40	0	1000	3	1	6	500	1			1			220000	3	1974	98			9																4
5027	3	10	2	58	58	0	1000	3	1	6	833	1			1			220000	3	1974	98			9																4
5027	3	11	2	58	58	0	1000	3	1	6	833	1			1			220000	3	1974	98			9																4
5027	3	12	2	58	58	0	1000	3	1	6	833	1			1			22000	3	1974	98			9																4
5027	3	13	2	10	10	0	1500	3	3	1		1			1			40000	3	1974	98			7																4
5028	3	1	1	5	5	0	0	0	3	1		1			1			150000	3	1996	98			4																4
5028	3	2	2	112	112	0	800	4	4	2		1			1			350000	3	1996	98			7																0
5028	3	3	2	84	84	0	1000	4	4	2		1			1			300000	3	1996	98			7																0
5028	3	4	2	84	84	0	1000	10	4	2		1			1			300000	3	1996	98			7																0
5028	3	5	2	56	56	0	1000	5	4	2		1			1			220000	3	1996	98			7																0
5028	3	6	2	112	112	0	1000	5	4	2		1			1			420000	3	1996	98			7																0
5028	3	7	2	0	112	7	1000	7	4	5		72			72			550000	6	2013	98			7																0
5029	3	1	1	5	5	0	0	0	4	1		1			1			50000	3	1986	1			4																4
5029	3	2	2	140	140	0	1000	15	4	8		1			1			500500	3	1986	72			9																4
5030	3	1	1	11	11	0	0	0	4	1		3			1			180000	1	1997	98			4																4
5030	3	2	2	34	34	0	1000	8	2	2		3			1			10000	3	2005	98			7																0
5030	3	3	2	65	0	3																																		3
5031	3	1	1	70	70	0	0	0	4	1		1			1			1050000	1	2001	98			4																4
5031	3	2	2	84	84	0	2000	15	4	2		1			72			210000	3	2009	1			1	1			1			1			1			1			0
5031	3	3	2	84	0	3																																		3
5031	3	4	2	56	0	3																																		3
5031	3	5	2	0	168	7	2000	15	4	3	1666	72			72			360000	6	2014	1			7																0
5031	3	6	2	0	84	10	2000	15	4	8		1			72			210000	3	2009	98			9																4
5032	3	1	1	2	2	0	0	0	4	1		1			72			20000	3	2003	1			4																4
5032	3	2	2	82	0	3																																		3
5032	3	3	12	3	3	0	500	15	4	12		74			74			5000	7	2009	1			7																1
5032	3	4	2	0	56	7	1000	12	4	3	333	72			72			100000	6	2014	1			9																0
5032	3	5	2	0	56	7	1000	12	4	3	666	72			72			120000	6	2014	1			9																0
5032	3	6	2	0	56	7	1000	12	4	3	333	72			72			100000	6	2014	1			9																0
5033	3	1	1	2	2	0	0	0	4	1		1			1			20000	5	2003	1			4																4
5033	3	2	2	35	56	7	1200	10	4	6	218	1			1			120000	5	2013	72			9																4
5033	3	3	2	21	126	7	1200	10	4	6	490	1			1			270000	5	2003	72			9																4
5034	3	1	1	7	7	0	0	0	4	1		1			1			70000	1	2000	98			4																4
5034	3	2	2	70	70	0	2000	10	4	2		1			1			150000	3	2002	1			7																0
5034	3	3	2	84	84	0	1500	10	4	2		1			1			150000	1	2008	1			7																0
5034	3	4	2	112	112	0	4000	10	4	2		1			1			200000	3	2002	1			7																0
5034	3	5	2	70	70	0	3000	12	4	2		1			1			120000	1	2007	1			7																0
5034	3	6	2	98	98	0	4000	8	4	2		1			1			200000	1	2006	1			7																0
5034	3	7	2	168	0	3																																		3
5034	3	8	2	70	0	3																																		3
5034	3	9	2	112	112	0	1500	10	4	3	1333	72			72			2000000	6	2008	1			7																0
5034	3	10	2	70	0	3																																		3
5034	3	11	2	0	98	7	4000	10	4	3	1166	72			72			175000	6	2013	1			7																0
5034	3	12	2	0	70	7	2000	10	4	3	833	72			72			150000	6	2013	1			7																0
5034	3	13	2	0	49	7	3000	12	4	3	416	72			72			80000	6	2013	1			7																0
5035	3	1	1	2	2	0	0	0	4	1		3			3			20000	2	1990	98			4																4
5035	3	2	2	112	112	0	1500	10	4	2		3			3			200000	2	1990	1			7																0
5036	3	1	1	2	2	0	0	0	4	1		1			72			70000	3	1973	1			4																4
5036	3	2	2	140	140	0	2000	15	4	1		1			72			350000	3	1973	1			7																4
5036	3	3	5	112	112	0	2200	15	4	1		1			72			250000	3	1973	1			7																4
5036	3	4	5	42	42	0	500	10	4	1		1			1			120000	1	2002	1			7																4
5036	3	5	2	112	112	0	500	12	4	2		1			72			250000	3	1973	1			1	1			1			1			1			1			0
5037	3	1	1	10	10	0	0	0	4	1		6			6			130000	1	1973	98			4																4
5037	3	2	2	112	112	0	0	15	4	2		6			6			250000	3	1998	1	6		7																0
5037	3	3	2	100	100	0	1200	15	4	2		6			6			220000	3	1969	1	6		7																0
5037	3	4	2	112	0	3																																		3
5037	3	5	2	24	24	0	500	12	4	1		6			6			60000	3	1996	98			7																4
5038	3	1	1	7	7	0	0	0	4	1		6			6			70000	2	1995	98			4																4
5038	3	2	2	224	224	0	500	10	4	2		72			72			450000	2	1995	1			7																0
5038	3	3	2	140	140	0	2000	10	4	2		1			72			250000	2	1995	1			7																0
5038	3	4	2	280	0	10																																		3
5039	3	1	1	2	2	0	0	0	4	1		1			72			40000	3	2005	98			4																4
5039	3	2	2	56	56	0	3000	10	4	8		1			72			120000	3	2005	98			9																4
5039	3	3	6	2	0	3																																		3
5040	3	1	1	7	7	0	0	0	4	1		1			72			100000	2	1981	98			4																4
5040	3	2	2	120	120	0	2000	10	4	3	500	1			72			300000	3	1991	98			7																0
5040	3	3	2	105	105	0	2000	7	4	6	830	74			74			300000	7	1991	98			9																4
5040	3	4	2	90	0	3																																		3
5041	3	1	1	7.5	7.5	0	0	0	2	1		1			1			80000	1	1996	98			4																4
5041	3	2	2	30	0	3																																		3
5041	3	3	2	30	30	0	500	4	4	5		72			72			200000	6	2010	1			1	1			1			1			98			1			0
5041	3	4	2	9	0	3																																		3
5041	3	5	6	2	0	3																																		3
5041	3	6	6	4	4	0	500	0	4	3	41	72			72			10000	6	2014	1			7																1
5041	3	7	2	0	30	7	300	0	4	4		72			72			200000	6	2015	1			9																2
5041	3	8	2	0	15	7	100	0	4	4		72			72			100000	6	2015	1			9																2
5042	3	1	1	17	17	0	0	0	3	1		1			1			620000	1	1997	1			4																4
5042	3	2	2	65	65	0	500	4	4	2		1			1			750000	1	1982	1			1	1			1			1			1			1			0
5042	3	3	2	52	52	0	500	4	4	1		1			1			620000	3	1982	1			7																4
5042	3	4	2	15	15	0	500	4	4	1		1			1			180000	3	1982	1			7																4
5042	3	5	2	30	0	3																																		3
5042	3	6	2	30	0	3																																		3
5042	3	7	2	90	0	3																																		3
5043	3	1	1	37	37	0	0	0	5	1		1			1			420000	1	1986	1			4																4
5043	3	2	1	22	0	2																																		3
5043	3	3	2	120	120	0	500	5	5	2		2			2			900000	1	1978	1			1	1			1			1			1			1			0
5043	3	4	2	30	30	0	400	4	5	2		2			2			210000	2	1972	1			1	1			1			1			1			1			0
5043	3	5	2	60	60	0	50	3	5	2		1			1			450000	3	1996	1			1	1			1			1			1			1			0
5043	3	6	2	7	7	0	500	6	1	2		1			72			60000	3	2001	1			1	1			1			1			1			1			0
5043	3	7	2	15	15	0	200	2	3	2		1			72			110000	1	1982	1			1	1			1			1			1			1			0
5043	3	8	2	12	12	0	0	2	5	2		2			2			96000	1	1974	1			1	1			1			1			1			1			0
5044	3	1	1	35	37	10	0	0	3	1		1			1			259000	3	1960	1			4																4
5044	3	2	2	120	120	0	1200	2	5	5		72			72			240000	6	2010	1			1	1			1			1			1			1			0
5044	3	3	2	0	90	7	500	5	5	5		72			72			270000	6	2014	1			1	1			1			1			1			1			0
5044	3	4	2	30	30	0	1500	3	5	5		72			72			90000	6	2007	1			1	1			1			1			1			1			0
5045	3	1	1	10	3	10	0	0	3	1		1	2		2			100000	2	1980	1			4																4
5045	3	2	2	30	30	0	0	2	3	8		1			1			400000	1	1990	1			9																4
5046	3	1	1	15	15	0	0	0	2	1		1			1			230000	1	1980	1			4																4
5046	3	2	2	60	0	3																																		3
5046	3	3	2	30	0	3																																		3
5046	3	4	6	3	0	3																																		3
5046	3	5	2	0	30	7	500	10	5	4		72			72			240000	6	2013	1			1	1			1			1			1			1			0
5047	3	1	1	14	14	0	0	0	5	1		1			72			100000	3	1990	98			4																4
5047	3	2	2	45	45	0	300	4	4	8		1			72			270000	3	1990	98			9																4
5047	3	3	2	8	8	0	100	2	4	2		1			72			64000	3	1990	1			1	71			71			71			71			71			0
5047	3	4	2	8	8	0	100	2	4	2		1			72			64000	3	1990	1			1	71			71			71			71			71			0
5047	3	5	2	30	30	0	200	3	4	8		1			72			120000	3	1990	98			9																4
5047	3	6	2	30	30	0	800	4	4	2		74			74			210000	7	1986	1			1	71			71			71			71			71			0
5047	3	7	2	90	0	2																																		3
5047	3	8	2	12	0	3																																		3
5047	3	9	2	0	30	5	0	0	4	8		1			72			240000	3	2013	1			9																4
5048	3	1	1	28	28	0	0	0	5	1		1			1			400000	1	1980	1			4																4
5048	3	2	2	21	0	3																																		3
5048	3	3	2	0	30	7	150	15	5	4		72			72			240000	6	2013	1			1	1			1			1			1			1			0
5048	3	4	2	0	30	7	150	15	5	4		72			72			240000	6	2013	1			1	1			1			1			1			1			0
5049	3	1	1	13	13	0	0	0	5	1		1	2		1	2		130000	1	1981	1			4																4
5049	3	2	4	11	11	0	150	1	5	1		1	2		1	2		110000	1	1961	98			5																4
5049	3	3	2	37	37	0	50	3	5	7		1			1			300000	1	1961	98			9																4
5049	3	4	2	60	60	0	75	3	5	7		1			1			450000	1	1987	98			9																4
5049	3	5	2	15	15	0	75	3	5	8		1			1			150000	1	1987	98			9																4
5049	3	6	2	30	30	0	300	4	5	8		1			1			250000	1	1961	98			9																4
5049	3	7	2	29	29	0	500	5	4	7		1			1			90000	1	1982	98			9																4
5049	3	8	2	15	15	0	500	8	4	7		1			1			45000	1	1982	98			9																4
5049	3	9	2	0	1	6	2500	0	4	1		1			1			70000	1	1980	98			6																4
5050	3	1	1	124.5	124.5	0	0	0	2	1		72			72			227333	1	1975	98			4																4
5052	3	1	1	7	7	0	0	0	3	1		1			1			56000	1	1978	1			4																4
5052	3	2	2	97	97	0	500	7	2	2		1			1			291000	1	1980	1			1	1			1			1			1			1			0
5052	3	3	2	66	66	0	500	7	2	4		1			1			198000	1	1985	1			1	1			1			1			1			1			0
5052	3	4	2	60	60	0	500	7	2	2		1			1			180000	1	1990	1			1	1			1			1			1			1			0
5052	3	5	2	45	45	0	500	7	2	2		1			1			135000	1	1992	1			1	1			1			1			1			1			0
5052	3	6	2	60	0	3																																		3
5052	3	7	2	30	0	3																																		3
5052	3	8	2	45	0	3																																		3
5052	3	9	2	30	0	3																																		3
5052	3	10	2	29	0	3																																		3
5052	3	11	2	0	90	7	200	4	2	13		72			72			360000	6	2013	1			1	1			1			1			1			1			0
5052	3	12	2	0	60	7	200	4	2	13		72			72			180000	6	2013	1			1	1			1			1			1			1			0
5052	3	13	2	0	30	7	200	4	2	13		72			72			120000	6	2013	1			1	1			1			1			1			1			0
5052	3	14	2	0	45	7	200	4	2	13		72			72			180000	6	2013	1			1	1			1			1			1			1			0
5053	3	1	1	15	15	0	0	0	2	1		1	5	7	1	5	7	300000	3	1985	1	5	7	4																4
5053	3	2	2	60	60	0	500	6	2	2		1	5	7	1	5	7	180000	3	1985	1			1	1			1			1			1			1			0
5053	3	3	2	40	40	0	500	6	2	2		1	5	7	1	5	7	120000	3	1985	1			1	1			1			1			1			1			0
5053	3	4	2	45	60	10	300	6	2	2		1	5	7	1	5	7	135000	1	2000	1			1	1			1			1			1			1			0
5053	3	5	2	30	30	0	1000	10	2	2		74			74			90000	7	1970	1			1	1			1			1			1			1			0
5053	3	6	2	50	50	0	0	6	2	2		1	5	7	1	5	7	150000	1	2000	1			1	1			1			1			1			1			0
5053	3	7	9	15	15	0	0	6	2	1		1	5	7	1	5	7	45000	1	2000	98			7																4
5053	3	8	2	19	19	0	200	6	2	2		1			1			60000	1	2004	1			1	1			1			1			1			1			0
5053	3	9	2	30	30	0	100	6	2	2		1			1			90000	1	2005	1			1	1			1			1			1			1			0
5053	3	10	4	30	30	0	200	6	2	1		1			1			90000	1	2006	98			5																4
5053	3	11	4	30	30	0	200	6	2	1		1			1			90000	1	2006	98			5																4
5053	3	12	2	60	60	0	100	6	2	2		1	5	7	1	5	7	180000	3	1985	1			1	1			1			1			1			1			0
5053	3	13	2	15	15	0	2000	2	2	2		1	5	7	1	5	7	60000	3	1985	1			1	1			1			1			1			1			0
5053	3	14	2	46	46	0	100	2	2	2		1	5	7	1	5	7	150000	1	2011	1			1	1			1			1			1			1			0
5053	3	15	2	0	7	5	500	6	2	2		1			1			25000	1	2014	1			1	1			1			1			1			1			0
5053	3	16	7	0	5	5	2000	0	2	1		5	72		72			250000	1	2013	72			7																4
5054	3	1	1	2	0	10																																		3
5054	3	2	1	4	1.5	2	0	0	3	1		72			72			60000	3	1995	1			4																4
5055	3	1	1	8	8	0	0	0	5	1		1			1	72		84000	3	1991	1			4																4
5055	3	2	2	30	30	0	500	15	5	8		1			1			150000	3	1991	98			9																4
5055	3	3	2	30	30	0	1500	15	5	8		1			1			150000	3	1991	98			9																4
5055	3	4	2	10	10	0	100	6	5	2		1			1	72		70000	3	1991	1			1	1			1			1			1			1			0
5055	3	5	2	45	0	3																																		3
5055	3	6	2	45	45	0	500	10	4	2		1			1			225000	1	2000	1			1	1			1			1			1			1			0
5055	3	7	2	5	8	10	100	5	5	2		1			1			56000	3	1991	1			1	1			1			1			1			1			0
5055	3	8	2	0	45	7	600	10	4	4		72			72			270000	6	2013	1			1	1			1			1			1			1			0
5055	3	9	2	0	20	6	500	8	4	2		1			72			120000	3	1991	1			1	1			1			1			1			1			0
5056	3	1	1	17	17	0	0	0	5	1		1			1			80000	1	2007	1			4																4
5056	3	2	2	35	35	0	100	5	5	5		72			72			150000	1	2011	1			1	1			1			1			1			1			0
5057	3	1	1	7	7	0	0	0	5	1		1			72			50000	3	2007	1			4																4
5057	3	2	2	45	0	10																																		3
5057	3	3	2	30	30	0	200	4	4	2		1			72			120000	3	2007	1			1	1			1			1			1			1			0
5057	3	4	2	15	15	0	150	3	4	2		1			72			45000	3	2007	1			1	1			1			1			1			1			0
5057	3	5	2	75	0	3																																		3
5057	3	6	2	60	0	3																																		3
5057	3	7	2	30	0	3																																		3
