a01	hh_type	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	flag_b2
5417	3	3	1		2011	66	1	1	10	1	1	1	0	1	250	1	4	2	5		9999		
5417	3	4	1		2014	66	1	1	10	1	1	1	0	1	250	1	1	2	1		9999		
5418	3	3	1		2015	66	1	0.1	5	2	1	1	0	2		1	66	9					
5419	3	3	1		2003	1	2	6	40	2	1	2	120	2		1	12	2	1		9999		
5419	3	4	1		2008	1	2	4	30	2	1	2	0	1	500	8	8	2	8		9999		
5419	3	5	1		2010	1	2	0.5	15	2	1	2	80	1	300	1	6	2	1		9999		
5419	3	6	1		2011	66	1	0.5	15	2	1	2	0	1	200	5	4	2	5		9999		
5420	3	3	1		2015	66	12	0.5	20	2	1	2	200	1	300	1	66	9					
5421	3	3	1		2009	1	2	0.5	12	1	1	2	300	2		1	7	2	5		9999		
5422	3	4	1		2006	1	1	2	20	2	2								1		2009	12	
5423	3	3	1		2012	1	1	2	25	1	1	1	0	1	300	5	4	2	5		9999		
5424	3	3	1		2010	1	2	2	30	1	1	2	100	2		1	6	2	5		9999		
5425	3	2	1		1997	1	1	2	20	2	2								1		2003	10	
5426	3	99																					
5427	3	4	1		2013	66	1	0.5	7	1	1	1	0	1	200	5	2	2	5		9999		
5427	3	3	1		2007	1	2	5	35	1	1	2	170	1	900	1	9	2	5		9999		
5428	3	3	1		2011	1	1	2	20	1	1	1	0	1	200	5	5	2	5		9999		
5429	3	4	1		2011	1	1	2	25	1	1	1	0	1	600	5	5	2	5		9999		
5429	3	3	1		2006	1	2	2	20	2	2								1		2013	6	
5430	3	5	1		2010	1	2	4	30	1	1	2	0	1	300	1	6	2	5		9999		
5431.1	3	10	1		2014	1	1	2	20	1	1	1	0	1	300	1	2	2	1		9999		
5431.2	3	4	1		2009	1	2	3	30	1	1	2	100	1	600	8	7	2	1		9999		
5431.2	3	5	1		2013	1	1	2	20	1	1	1	0	1	200	1	3	2	1		9999		
5431.3	3	7	1		1997	1	2	2	25	2	2								1		2006	21	
5432	3	5	1		2014	1	1	2	25	1	1	1	0	1	20	5	2	2	5		9999		
5432	3	7	2	9																			
5432	3	4	2	10																			
5433	3	3	1		2009	1	2	3	30	1	1	2	100	1	300	1	7	2	1		9999		
5434	3	3	1		2006	1	2	2	20	1	1	2	100	1	300	1	10	2	1		9999		
5434	3	5	1		2011	1	1	1	12	1	1	1	0	1	200	5	5	2	5		9999		
5434	3	4	1		2009	1	2	2	20	1	1	2	80	1	200	1	7	2	1		9999		
5435	3	3	1		2000	1	7	2	20	2	2								5		2008	3	
5436.1	3	8	1		1998	1	2	2	25	2	2								1		2008	21	
5436.2	3	6	1		2009	66	2	4	30	1	1	2	130	1	1000	1	6	2	1		9999		
5437	3	4	1		2011	1	1	1	12	1	1	1	0	1	200	5	5	2	5		9999		
5437	3	3	1		2008	1	2	3	25	1	1	2	100	1	300	1	8	2	1		9999		
5438	3	4	1		2008	1	1	1	15	2	2								5		2013	3	
5438	3	3	1		2006	1	2	1	15	1	1	2	80	1	300	1	10	2	5		9999		
5439	3	3	1		2005	1	7	1	30	2	2								5		2014	6	
5440	3	99																					
5441	3	3	1		2012	1	5	0.5	5	1	1	2	0	1	100	1	4	2	1		9999		
5441	3	4	1		2015	66	12	0.5	6	2	1	2	150	2		1	66	9					
5442	3	3	1		1999	1	1	1	10	2	2								5		2004	10	
5443	3	3	1		2011	1	7	2	20	1	1	2	0	1	300	1	5	2	1		9999		
5444	3	5	1		2013	1	3	2	25	1	1	2	250	2		1	3	2	1		9999		
5445	3	3	1		2014	1	8	1	15	1	1	2	250	2		1	2	2	1		9999		
5445	3	4	1		2015	66	8	1	15	2	1	2	250	2		1	66	9					
5446	3	4	1		2015	66	12	0.2	5	2	1	2	150	2		1	66	9					
5446	3	2	2	9																			
5446	3	3	1		2013	1	7	1	20	1	1	2	0	1	300	1	3	2	1		9999		
5447	3	6	1		1997	1	2	1.5	40	2	2								1		2003	12	
5447	3	4	1		2007	1	2	1.5	40	1	1	2	60	1	700	8	8	2	8		9999		
5447	3	3	1		2003	1	1	1	30	2	2								1		2008	12	
5447	3	7	1		2000	1	2	1	30	2	2								1		2006	7	
5448	3	3	1		1999	1	7	0.5	10	2	2								1		2005	9	
5448	3	4	1		2011	1	7	0.5	10	1	1	2	0	1	300	1	5	2	1		9999		
5449.1	3	99																					
5449.2	3	4	1		1998	1	2	4	30	2	2								8		2010	21	
5450	3	4	1		2013	1	5	0.5	2	1	1	2	0	2		1	3	2	1		9999		
5450	3	5	1		2003	1	2	1	20	1	2								8		2015	21	
5451	3	3	1		2008	1	1	1.5	25	2	2								1		2012	10	
5452.1	3	3	1		2014	1	8	1	15	1	1	2	200	2		1	1	2	1		9999		
5452.2	3	5	1		2003	1	2	2	20	2	2								5		2010	21	
5452.2	3	4	1		1997	1	7	1	10	2	2								1		2001	12	
5453	3	3	1		2012	1	5	0.5	10	1	1	2	0	2		1	4	2	1		9999		
5454	3	5	2	12																			
5454	3	3	1		2014	1	8	1	20	1	1	2	200	2		1	2	2	1		9999		
5455	3	3	1		2014	66	3	2	20	1	1	2	200	2		1	1	2	1		9999		
5456	3	4	1		1998	1	3	2	20	2	2								5		2005	11	
5456	3	3	1		2006	1	5	2	30	2	2								1		2010	12	
5457	3	3	1		2015	77	8	0.5	10	2	1	2	200	2		1	77	9					
5458	3	4	1		2009	1	2	2	16	1	1	2	0	1	500	1	7	2	1		9999		
5458	3	3	1		2000	1	2	3	20	2	2								5		2008	11	
5459	3	4	1		2006	66	1	2	15	2	2								1		2006	10	
5460	3	99																					
5461	3	4	1		2011	1	12	2	20	1	1	2	0	1	150	1	5	2	1		9999		
5461	3	5	1		2014	1	1	2	20	1	1	1	0	1	100	1	2	2	1		9999		
5461	3	3	1		2010	1	2	3	25	1	1	2	0	1	200	1	6	2	5		9999		
5462	3	3	1		2008	1	1	3	45	1	1	1	0	1	100	8	8	2	5		9999		
5462	3	4	1		2012	1	1	1	15	1	1	1	0	1	100	5	4	2	5		9999		
5463	3	5	1		2007	1	1	3	30	2	2								1		2014	12	
5463	3	3	1		2000	1	1	3	30	2	2								1		2007	12	
5463	3	4	1		2001	1	1	1	15	2	2								1		2005	21	
5464	3	4	1		2011	1	1	1	10	1	1	1	0	1	150	5	5	2	5		9999		
5465	3	3	1		2004	1	2	4	35	2	2								5		2011	5	
5465	3	5	1		2008	1	2	0.5	5	2	2								1		2013	21	
5466	3	99																					
5467	3	4	1		2002	1	9	45	90	1	1	1	150	1	200	1	14	2	1		9999		
5468	3	3	1		2014	1	1	1	20	1	1	1	0	2		1	2	2	1		9999		
5468	3	2	1		2010	1	1	1	20	1	1	1	0	2		8	6	2	5		9999		
5469	3	2	1		2000	1	1	0.5	10	2	2								2		2003	9	
5470.1	3	4	1		2004	1	1	1	20	2	2								1		2007	6	
5470.1	3	8	1		2005	1	1	0.5	10	2	2								5		2011	5	
5470.2	3	5	1		2007	1	1	1	20	1	1	1	0	1	300	8	8	2	8		9999		
5470.2	3	6	1		2007	1	1	1	20	1	1	1	0	1	300	1	9	2	1		9999		
5470.2	3	7	1		2011	1	1	1	20	1	1	1	0	1	100	5	5	2	5		9999		
5471	3	3	1		2007	1	2	1	15	1	1	2	0	2		1	9	2	1		9999		
5471	3	4	1		2014	1	1	1	15	1	1	1	0	2		5	2	2	5		9999		
5472	3	3	1		2015	1	5	1	15	2	1	2	0	2		1	1	9					
5473	3	6	1		2011	1	12	1	15	1	1	2	0	1	100	1	5	2	1		9999		
5473	3	5	1		2007	1	2	2	20	1	1	2	0	1	200	1	9	2	5		9999		
5474	3	2	2	9																			
5474	3	3	2	1																			
5475	3	99																					
5476	3	3	1		2006	77	10	0.4	4	2	2								5		2012	21	
5477	3	99																					
5478	3	3	1		2011	1	1	0.5	10	1	1	1	0	1	100	5	5	2	5		9999		
5478	3	4	1		2014	66	1	0.5	10	1	1	1	0	2		1	1	2	1		9999		
5479	3	99																					
5480	3	4	1		2011	1	1	1	20	1	1	1	0	2		1	5	2	1		9999		
5480	3	3	1		2008	1	1	1	20	2	2								1		2013	12	
5481	3	3	1		2009	1	1	2	30	1	1	1	0	1	200	8	7	2	5		9999		
5482	3	4	1		2005	66	9	4	30	1	1	2	80	2		1	11	2	5		9999		
5483	3	3	1		2010	1	2	0.5	10	1	1	2	0	2		1	6	2	5		9999		
5483	3	4	1		2013	1	1	0.25	3	1	1	1	0	2		1	3	2	1		9999		
5484	3	2	1		2002	1	2	1	15	2	2								5	8	2009	21	
5485	3	3	1		2011	1	1	1	15	1	1	1	0	2		1	5	2	1		9999		
5485	3	2	1		1998	1	2	0.5	10	2	2								5	8	2004	21	
5486	3	2	1		2011	1	1	0.3	3	1	1	1	0	1	50	5	5	2	5		9999		
5487	3	4	1		2002	1	2	2	25	2	2								8		2010	21	
5487	3	3	1		2012	77	10	1	10	1	1	2	0	2		1	77	2	1		9999		
5487	3	2	1		2007	1	2	2	25	1	1	2	0	1	600	1	9	2	8	5	9999		
5488	3	2	1		2003	1	1	0.5	4	2	2								2	5	2008	21	
5488	3	3	1		2015	66	12	0.25	3	2	1	2	0	2		1	66	9					
5489	3	3	1		2012	66	1	0.25	5	1	1	1	0	2		5	3	2	5		9999		
5490	3	99																					
5491.1	3	6	1		2004	66	1	1	10	2	2								5		2007	9	
5491.1	3	5	1		2008	66	2	1.5	20	1	2								5		2015	9	
5491.2	3	3	1		2009	1	1	0.5	10	2	2								1		2012	9	
5491.2	3	6	1		2008	1	1	1	10	2	2								1		2011	12	
5491.3	3	4	1		2006	1	1	0.5	5	2	2								1		2006	3	
5491.3	3	6	1		2006	1	1	1	10	2	2								5		2011	12	
5492	3	3	1		2009	1	1	0.5	10	2	2								5		2014	12	
5492	3	5	1		2015	1	8	0.25	3	2	1	2	0	2		1	66	9					
5493	3	3	2	1																			
5494	3	2	1		2003	1	1	0.5	10	2	2								5		2008	21	
5495	3	4	1		2014	66	1	0.5	7	1	1	1	0	2		1	1	2	1		9999		
5495	3	3	1		2012	66	1	0.5	7	1	1	1	0	1	50	5	3	2	5		9999		
5496	3	4	1		2014	66	10	0.4	4	1	1	2	0	2		1	77	2	1		9999		
5496	3	3	1		2014	1	1	0.4	4	1	1	1	0	2		5	2	2	5		9999		
5497	3	2	1		2006	1	1	1	15	1	1	2	0	1	300	1	10	2	1		9999		
5497	3	3	1		2012	1	1	1	15	1	1	1	0	2		1	4	2	1		9999		
5498	3	4	1		2000	1	2	1	20	2	2								5		2010	6	
5499	3	99																					
5500	3	3	1		2008	66	2	3	15	1	1	2	35	2		1	7	2	5		9999		
5500	3	2	1		2008	1	2	3	15	1	2								8		2015	21	
5501	1	5	1		2014	66	3	2	30	1	1	2	100	1	600	1	1	2	1		9999		
5502	1	4	1		2013	66	1	0.5	10	1	1	1	0	1	200	1	2	2	1		9999		
5502	1	3	1		2008	66	2	0.5	10	1	1	2	0	1	700	1	7	2	1		9999		
5503	1	5	1		2012	66	1	0.5	10	1	1	1	0	1	200	5	3	2	5		9999		
5503	1	3	1		2008	66	7	1.5	30	1	1	2	0	2		1	7	2	1		9999		
5503	1	4	1		2010	66	7	1.5	30	1	1	2	0	1	300	5	5	2	5		9999		
5504	1	3	1		2002	66	2	1	15	2	2								5		2009	6	
5505	1	4	1		2002	66	2	2	30	2	2								8		2012	21	
5506	1	3	1		2015	1	1	1	20	2	1	1	0	1	500	1	1	9					
5507	1	3	1		2001	1	1	0.5	15	2	2								5		2005	9	
5508	1	4	1		2009	66	2	0.3	10	1	1	2	0	1	500	1	6	2	5		9999		
5508	1	3	1		2007	66	2	0.3	10	1	1	2	0	1	600	8	8	2	5		9999		
5509	1	3	1		1999	66	2	0.5	20	2	2								1		2008	6	
5510	1	3	1		2000	66	2	2	45	2	2								8		2010	21	
5511	1	2	1		2001	1	2	0.25	5	2	2								1		2009	9	
5511	1	3	1		2009	66	2	0.5	15	1	2								1		2014	21	
5512	1	5	1		2011	1	1	0.25	5	1	1	1	0	1	200	5	5	2	5		9999		
5512	1	4	1		2007	1	1	0.25	5	1	1	2	0	1	600	8	9	2	8	5	9999		
5512	1	3	1		2000	1	9	0.5	10	1	1	2	800	2		1	72	2	8	5	9999		
5514	1	4	1		2011	66	1	0.5	5	1	1	1	0	1	200	5	4	2	5		9999		
5514	1	3	1		2005	66	2	0.5	5	1	1	2	25	1	750	1	10	2	1		9999		
5515	1	3	1		2006	1	2	0.5	7	1	1	2	0	1	500	8	10	2	8		9999		
5517	1	4	1		2002	66	1	12	60	1	1	1	35	2		1	13	2	1		9999		
5517	1	3	1		2002	66	1	12	60	1	1	1	35	2		1	13	2	1		9999		
5517	1	5	1		2004	66	2	1	20	1	1	2	20	2		1	22	2	1		9999		
5518	1	99																					
5519	1	4	1		2008	66	1	0.5	15	2	2								5		2013	3	
5519	1	3	1		2010	66	1	0.5	10	1	2								1		2015	3	
5519	1	1	1		1996	1	2	0.5	10	2	2								1		2000	9	
5520.1	1	5	1		2002	66	2	1	15	1	1	2	0	2		1	13	1	1		9999		
5520.2	1	4	1		2003	1	2	1	20	2	2								5		2011	9	
5521	1	4	1		2013	66	1	1	20	1	1	1	0	1	200	5	2	2	5		9999		
5521	1	3	1		2008	66	2	1	20	1	1	2	0	1	300	8	7	2	8	5	9999		
5522	1	3	1		2010	1	2	4	40	1	1	2	0	1	300	1	6	2	5		9999		
5523	1	4	1		2011	1	1	1	20	1	1	1	0	1	300	5	5	2	5		9999		
5523	1	3	1		2002	1	9	12	60	1	1	2	0	2		8	13	2	8	9	9999		
5524	1	3	1		2001	1	9	1	20	1	1	1	10	2		1	74	2	8		9999		
5525	1	5	1		2011	1	1	1	20	1	1	1	0	1	100	5	5	2	5	6	9999		
5526	1	3	1		2007	1	2	1	20	1	1	2	0	1	400	8	9	2	8	5	9999		
5527	1	3	1		2010	66	1	1	20	1	1	1	0	1	400	5	4	2	5	6	9999		
5527	1	4	1		2014	66	1	1	20	1	1	1	0	1	200	6	1	2	6		9999		
5528	1	3	1		2008	66	2	1	15	1	1	2	40	1	300	1	7	2	2		9999		
5529	1	3	1		2009	66	2	3	45	1	1	2	0	1	300	1	6	2	5		9999		
5529	1	4	1		2015	66	1	0.1	5	2	1	1	0	2		1	66	9					
5530	1	3	1		2006	1	7	1	15	1	1	2	0	2		8	10	2	8		9999		
5530	1	5	1		2014	1	7	1	15	1	1	1	0	2		5	2	2	5		9999		
5531	1	4	1		1998	1	2	1	20	2	2								8		2007	21	
5532	1	2	1		1998	66	2	1	10	2	2								5	8	2007	6	
5533	1	5	1		2004	1	2	2	45	2	2								1		2013	21	
5533	1	4	1		2010	66	10	0	0	1	1	2	200	2		1	77	2	1		9999		
5534	1	3	1		2004	1	9	4	30	1	1	2	150	2		1	74	2	1		9999		
5535	1	3	1		2007	66	2	1	20	1	1	2	0	1	400	8	8	1	5	8	9999		
5535	1	4	1		2012	66	1	1	20	1	1	1	0	2		5	3	1	5	6	9999		
5535	1	5	1		2015	66	1	1	20	2	1	1	0	2		6	66	9					
5536	1	4	1		2012	1	2	1	20	1	1	1	30	1	400	5	4	2	5		9999		
5536	1	3	1		2006	1	2	2	30	1	1	2	70	1	500	1	10	2	1		9999		
5537	1	2	1		1998	66	2	2	40	2	2								8		2006	21	
5538	1	4	1		2010	1	1	1	20	1	1	2	0	2		1	77	2	5	6	9999		
5539	1	2	1		2001	66	2	1	10	2	2								5		2009	21	
5540	1	99																					
5541	1	99																					
5542	1	3	1		2009	66	1	0.25	5	2	2								5	6	2013	6	
5543	1	99																					
5544	1	2	1		2008	66	2	1.5	45	1	1	2	0	1	500	1	7	2	5		9999		
5544	1	3	1		2014	66	5	0.25	10	1	1	2	0	2		1	1	2	1		9999		
5545	1	1	1		1998	1	2	1	10	2	2								8		2006	10	
5546	1	4	1		2010	66	1	1	1	1	1	1	0	1	300	5	5	2	5	6	9999		
5546	1	3	1		2006	66	2	3	25	1	1	2	0	1	600	1	9	2	5	6	9999		
5547	1	3	1		2013	66	1	0.1	5	1	1	1	0	1	100	5	2	2	5	6	9999		
5548	1	3	1		2009	1	2	2	30	1	1	2	60	1	600	1	6	2	5	6	9999		
5550.1	1	4	1		2010	66	1	0.25	5	1	1	1	0	1	100	5	5	2	5	6	9999		
5550.2	1	3	1		2000	66	2	1	30	2	2								8		2010	21	
5550.2	1	2	1		1997	66	1	0.25	5	2	2								1		2001	5	
5551	1	3	1		1997	66	7	1	20	2	2								5	8	2012	21	
5551	1	5	1		2005	66	7	1	20	1	1	1	50	2		1	10	2	1		9999		
5551	1	4	1		2000	66	7	1	20	1	1	1	50	2		1	11	2	1		9999		
5552	1	4	1		2013	66	1	0.5	10	1	1	1	0	1	200	5	2	1	5	6	9999		
5552	1	3	1		2008	1	2	2	30	1	1	2	0	1	400	1	8	1	5	6	9999		
5553	1	2	1		2014	66	3	1	15	1	1	1	0	2		1	1	2	1		9999		
5554	1	99																					
5555	1	3	1		2007	1	10	2	30	1	1	2	200	2		1	77	2	1		9999		
5556	1	99																					
5557	1	7	1		2001	1	3	3	40	2	2								8		2011	21	
5557	1	6	1		2000	66	2	2	30	2	2								1		2010	11	
5557	1	8	1		2002	66	7	2	30	2	2								8		2013	21	
5558	1	3	1		2008	66	2	3	30	1	1	2	0	1	400	8	7	2	8	5	9999		
5559	1	4	1		2015	66	2	0.25	5	2	1	2	0	2		1	66	9					
5559	1	3	1		2012	66	1	0.25	5	1	1	1	0	1	200	5	3	2	5	6	9999		
5560	1	3	1		2007	66	10	0	0	1	2								5	6	2014	3	
5560	1	2	1		2001	66	9	0	0	1	1	1	35	1	1500	1	13	2	1		9999		
5561	1	99																					
5562	1	99																					
5563	1	3	1		2011	66	1	0.5	10	1	1	1	0	1	300	5	4	2	5	6	9999		
5564	1	2	1		1999	1	1	2	20	2	2								1		2000	9	
5564	1	3	1		2012	1	1	0.25	5	1	1	1	0	1	300	5	4	2	5	6	9999		
5565	1	3	1		2012	66	1	0.25	5	1	1	1	0	2		5	3	2	5		9999		
5565	1	4	1		2015	66	1	0.25	5	2	1	1	0	2		6	66	9					
5566	1	3	1		2013	66	1	0.25	5	1	1	1	0	1	200	5	2	2	5		9999		
5567	1	3	1		2014	66	1	0.25	4	1	1	1	0	2		6	1	2	6		9999		
5568	1	99																					
5569	1	3	1		2010	66	1	0.25	5	1	1	1	0	1	200	5	5	2	2	5	9999		
5570	1	99																					
5571	1	3	1		2007	66	7	0.25	5	1	1	2	0	2		1	8	2	5	6	9999		
5573	1	4	1		2008	66	1	1	10	1	1	1	0	1	300	1	7	2	5		9999		
5573	1	3	1		2004	66	2	4	20	1	1	2	100	1	1000	1	11	2	1		9999		
5574	1	4	1		2005	1	1	3	25	1	1	1	0	1	1600	1	10	2	5		9999		
5574	1	5	1		2006	1	1	3	25	1	2								1		2014	21	
5574	1	3	1		1999	1	1	1	10	2	2								1		2007	11	
5575	1	3	2	9																			
5575	1	4	1		2014	66	1	1	10	1	1	1	0	2		1	1	2	1		9999		
5576	1	3	1		2007	66	1	0.5	5	1	1	1	0	1	500	1	8	2	1		9999		
5577	1	3	2	2																			
5578	1	2	1		2011	66	1	0.5	30	1	1	1	0	1	500	5	4	2	5	6	9999		
5579	1	2	1		1998	66	1	3	40	2	2								2		2003	8	
5580	1	5	1		2005	66	2	3	30	1	1	2	0	1	300	1	10	2	5		9999		
5580	1	3	1		2002	66	9	3	30	1	1	2	0	2		1	13	2	5		9999		
5580	1	4	1		2003	66	9	3	30	1	1	2	0	2		1	12	2	1		9999		
5581	1	7	1		2014	66	12	0.5	10	1	1	2	500	1	200	1	1	2	1		9999		
5581	1	6	1		2009	66	12	1	15	1	1	2	300	1	500	1	6	2	5		9999		
5581	1	3	1		2010	66	1	0.5	10	1	1	1	0	1	500	1	5	2	5		9999		
5582	1	3	1		2003	66	2	3	45	1	1	2	0	2		1	10	1	5		9999		
5582	1	4	1		2012	66	1	0.5	10	1	1	1	0	2		1	2	2	5		9999		
5583	1	3	1		2007	1	2	1.5	20	1	1	2	40	2		1	8	2	6		9999		
5583	1	4	1		2008	1	2	1.5	20	1	1	2	0	2		1	7	2	6	5	9999		
5584	1	4	1		2013	1	1	0.5	10	1	1	1	0	2		5	2	2	5		9999		
5584	1	3	1		2007	1	1	2	30	1	1	1	0	2		1	8	2	5	6	9999		
5585	1	4	1		2011	66	1	0.25	5	1	1	1	0	2		5	4	2	5		9999		
5586	1	3	1		2011	66	12	3	45	1	1	2	300	1	500	1	3	2	1		9999		
5587	1	4	1		2006	1	2	3	45	1	1	2	150	1	1000	8	8	2	8		9999		
5587	1	3	1		2002	1	2	2	15	1	1	2	600	1	1500	1	12	2	8		9999		
5588	1	3	1		1998	66	2	1	10	2	2								5		2003	9	
5588	1	4	1		2003	66	1	0.5	5	1	1	2	0	2		1	11	2	8	5	9999		
5589	1	3	1		2003	1	1	1	10	2	2								6		2006		
5589	1	4	1		2009	1	1	2	20	1	1	1	0	2		1	6	2	6	5	9999		
5590	1	4	1		2007	66	7	0.5	10	1	1	1	0	2		5	7	2	5	6	9999		
5591	1	4	1		2007	1	7	0.25	6	1	1	2	0	1	800	5	9	2	5		9999		
5591	1	5	1		2002	1	2	0.5	20	2	2								5		2012	21	
5592	1	4	1		1999	1	7	2	30	2	2								8		2008	21	
5592	1	6	1		2006	1	7	1	20	1	1	1	0	2		1	9	2	1		9999		
5593	1	3	1		2000	1	9	7	30	1	1	1	0	1	1000	1	12	2	5		9999		
5594	1	3	1		2005	1	1	1	20	1	1	1	0	1	1000	1	10	2	1		9999		
5594	1	4	1		2011	1	1	0.25	5	1	1	1	0	2		5	4	2	5	6	9999		
5595	1	3	1		2011	1	1	0.5	8	1	1	1	0	2		5	4	2	5		9999		
5596	1	2	1		1998	1	1	2	25	2	2								5		2003	9	
5598	1	99																					
5599	1	99																					
5600	1	99																					
5601	1	3	1		2006	1	2	1.5	35	1	1	2	40	1	300	8	10	2	8	5	9999		
5601	1	4	1		2013	1	1	0.25	7	1	1	1	0	1	150	5	3	2	5		9999		
5602	1	6	1		2012	1	1	1	10	1	1	1	0	2		1	4	2	1		9999		
5602	1	4	1		2009	1	2	2	20	1	1	2	0	1	400	8	7	2	8		9999		
5602	1	5	1		2012	1	2	1	10	1	1	1	0	2		1	4	2	1		9999		
5603	1	4	1		2014	66	1	0.25	2	1	1	1	0	2		1	1	2	1		9999		
5603	1	3	1		2012	1	1	0.25	2	1	1	1	0	2		5	4	2	5		9999		
5604	1	5	1		2002	1	1	0.25	10	2	2								1		2011	21	
5604	1	4	1		2003	1	1	0.25	10	1	1	2	25	2		1	13	2	1		9999		
5605	1	4	1		2012	66	1	0.25	2	1	1	1	0	2		5	3	2	5		9999		
5605	1	3	1		2007	66	2	0.5	10	1	1	2	50	2		1	8	2	5		9999		
5605	1	5	1		2015	66	1	0.25	2	1	1	1	0	2		1	66	9					
5606.1	1	99																					
5606.2	1	2	2	2																			
5607	1	2	1		2000	1	2	2	40	1	1	2	0	1	400	1	7	2	1		9999		
5607	1	3	1		2011	1	2	0.5	10	1	1	2	0	1	300	5	5	2	5		9999		
5608	1	99																					
5609	1	4	1		2007	1	1	0.25	10	1	1	1	0	1	300	5	4	2	5		9999		
5610	1	3	1		1995	1	1	1	15	2	2								1		1998	9	
5611	1	3	1		2012	1	1	0.25	10	1	1	1	0	1	300	1	4	2	5		9999		
5612	1	3	1		2010	66	1	0.25	5	1	1	1	0	1	300	5	5	2	5		9999		
5612	1	4	1		2013	66	1	0.25	5	1	1	1	0	1	150	1	2	2	1		9999		
5613	1	5	1		2011	66	1	0.5	10	1	1	1	0	1	250	5	4	2	5		9999		
5613	1	4	1		2007	66	1	0.5	10	1	1	1	0	2		1	8	2	1		9999		
5613	1	3	1		2006	66	2	0.5	10	1	1	2	50	1	500	8	9	2	5	8	9999		
5614	1	3	1		2010	1	1	0	1	1	1	1	0	2		5	6	2	5		9999		
5615	1	3	1		1998	1	2	0.5	10	2	2								1		2007	9	
5615	1	5	1		2002	1	2	1.5	30	2	2								1		2012	21	
5615	1	4	1		2005	1	2	0.5	10	2	2								1		2012	9	
5616	1	4	1		2007	66	2	0.25	10	1	1	2	50	1	500	1	8	2	5		9999		
5617	1	99																					
5619	1	3	1		2010	1	7	0.25	5	1	1	2	0	1	300	5	6	2	5		9999		
5619	1	5	1		2004	1	11	10	120	1	1	2	80	1	300	8	13	2	1		9999		
5619	1	4	1		2006	1	7	4	50	1	1	2	200	1	500	1	10	2	1		9999		
5620	1	2	1		1998	66	2	1	15	2	2								1		2006	21	
5621	1	4	1		2010	66	1	0.5	10	1	1	1	0	1	250	5	5	2	5		9999		
5621	1	3	1		2005	66	2	2	30	1	1	2	0	1	600	5	10	2	5		9999		
5622	1	99																					
5623	1	99																					
5624	1	3	1		2005	1	2	1	30	1	1	2	0	2		1	11	2	1		9999		
5624	1	4	1		2009	1	2	1	30	1	1	2	0	2		1	7	2	1		9999		
5625	1	4	1		2014	1	1	1	15	1	1	1	0	2		1	2	2	1		9999		
5625	1	3	1		2011	1	1	1	15	1	1	1	0	1	200	5	5	2	5		9999		
5626	1	99																					
5627	1	5	2	9																			
5627	1	3	2	9																			
5627	1	4	1		1999	66	2	2	35	2	2								1		2008	9	
5629	1	3	1		1998	1	2	1	20	2	2								1		2005	22	
5629	1	4	1		2009	1	2	1	20	1	1	2	0	1	300	1	7	2	5		9999		
5629	1	5	1		2011	1	1	0.5	10	1	1	1	0	1	300	5	5	2	5		9999		
5630	1	4	1		2009	1	1	0.25	10	1	1	2	0	1	300	8	7	1	8		9999		
5630	1	3	1		2002	1	1	0.25	10	1	1	2	0	2		1	14	1	8		9999		
5631	1	3	1		1996	66	2	2	25	2	2								1		2002	9	
5631	1	4	1		1998	66	2	2	25	2	2								2		2003	9	
5632	1	4	1		1998	1	1	0	5	2	2								1		2000	21	
5632	1	6	1		1998	1	1	1	15	2	2								1		2003	9	
5633	1	4	1		2006	1	2	1	15	1	1	2	150	1	300	8	10	2	5	8	9999		
5633	1	3	1		1997	1	1	1	15	2	2								5		2002	9	
5634	1	4	1		2014	1	1	0.25	10	1	1	1	0	1	300	1	2	2	1		9999		
5634	1	3	1		2006	1	2	1.5	40	1	1	2	0	1	600	8	10	2	8		9999		
5635	1	3	1		1999	66	2	10	110	2	2										2009	9	
5635	1	5	1		2008	66	2	2	35	1	1	2	0	1	600	5	8	2	5		9999		
5635	1	6	1		2011	66	2	2	35	1	1	2	45	1	600	1	6	2	1		9999		
5635	1	4	1		2005	66	2	2	35	1	1	2	45	1	800	1	10	2	5		9999		
5636	1	99																					
5637	1	6	1		2013	1	10	15	150	1	1	2	0	2		5	77	2	1		9999		
5637	1	5	1		2009	1	2	3	50	1	1	2	0	2		1	7	2	1		9999		
5638	1	3	1		2010	66	1	0.25	5	1	1	1	0	2		5	5	2	5		9999		
5639	1	4	1		2006	1	2	2	30	1	1	2	45	1	250	1	10	2	1		9999		
5639	1	3	1		2003	1	2	2	30	1	1	2	0	2		1	13	2	1		9999		
5639	1	5	1		2010	1	2	2	30	1	1	2	35	2		1	6	2	1		9999		
5640	1	6	1		2002	66	2	3	30	2	2								5		2011	9	
5640	1	4	1		2010	66	1	0.25	5	1	1	1	0	1	250	1	4	2	2		9999		
5640	1	5	1		1998	66	2	1.5	20	2	2								1		2004	9	
5640	1	3	1		2009	66	2	1.5	20	1	1	2	0	2		1	8	2	1		9999		
5641	1	99																					
5642	1	5	1		2011	1	1	0.25	15	1	1	1	0	2		5	5	2	5		9999		
5642	1	4	1		2009	1	2	1.5	20	1	1	2	0	1	500	1	7	2	1		9999		
