a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
1194	3	1	82	4	3	2	10	27	1	5	13	1	1		1		1	1	1	
1195	3	2																		
1196	3	2																		
1197	3	2																		
1198	3	2																		
1199	3	2																		
1200	3	2																		
1201	3	2																		
1202	3	2																		
1203	3	2																		
1204	3	2																		
1205	3	2																		
1206	3	2																		
1207	3	2																		
1208	3	2																		
1209	3	2																		
1210	3	2																		
1211	3	2																		
1212	3	2																		
1213	3	2																		
1214	3	2																		
1215	3	2																		
1216	3	1	81	2	3	0	6	23	1	5	7	2		20	2	1	1	10	1	
1216	3	1	82	9	3	0	9	25	1	5	7	2		20	2	1	1	10	1	
1217	3	2																		
1218	3	2																		
1219	3	2																		
1220	3	2																		
1221	3	2																		
1222	3	2																		
1223	3	2																		
1224	3	2																		
1225	3	2																		
1226	3	2																		
1227	3	2																		
1228	3	2																		
1229	3	2																		
1230	3	2																		
1232	3	2																		
1233	3	2																		
1234	3	2																		
1235	3	2																		
1236	3	2																		
1237	3	2																		
1238	3	2																		
1239	3	2																		
1240	3	2																		
1241	3	2																		
1242	3	2																		
1243	3	2																		
1244	3	2																		
1245	3	2																		
1246.1	3	2																		
1246.2	3	2																		
1247	3	2																		
1248	3	2																		
1249	3	2																		
1250	3	2																		
1251	3	2																		
1253	3	2																		
1254	3	2																		
1255	3	2																		
1256	3	2																		
1257	3	2																		
1258	3	2																		
1259	3	2																		
1260	3	2																		
1261	3	2																		
1262	3	2																		
1263	3	2																		
1264	3	2																		
1265	3	2																		
1266	3	2																		
1267	3	2																		
1268	3	2																		
1269	3	2																		
1270	3	2																		
1271	3	2																		
1272	3	2																		
1273	3	2																		
1274.1	3	2																		
1274.2	3	2																		
1275	3	2																		
1276.1	3	2																		
1276.2	3	2																		
1277	3	2																		
1278	3	2																		
1279	3	2																		
1280	3	2																		
1281	3	2																		
1282	3	2																		
1283	3	2																		
1284	3	2																		
1285	3	2																		
1286	3	2																		
1287	3	2																		
1288	3	2																		
1289	3	2																		
1290	3	2																		
1291	3	2																		
1292	3	2																		
1293	3	2																		
1295	3	2																		
1296	3	2																		
1297	3	2																		
1298.1	3	2																		
1298.2	3	2																		
1299	3	2																		
1300	3	2																		
1301.1	3	2																		
1301.2	3	2																		
1301.3	3	2																		
1302	3	2																		
1303.1	3	2																		
1303.2	3	2																		
1304	3	2																		
1305	3	2																		
1306	3	2																		
1307.1	3	2																		
1307.2	3	2																		
1307.3	3	2																		
1308	3	2																		
1309.1	3	2																		
1309.2	3	2																		
1310	3	2																		
1311	3	2																		
1312	3	2																		
1313	3	2																		
1314	3	2																		
1315	3	2																		
1316	3	2																		
1317	3	2																		
1318	3	1	81	1	6	1	0	28	1	5	21	1	1		1		1	1	1	
1319	3	2																		
1320	3	2																		
1321	3	2																		
1322	3	2																		
1323	3	2																		
1325	3	2																		
1326	3	2																		
1327	3	1	81	4	3	2	2	18	2	74	81	1	18		1		2	1	2	
1328	3	2																		
1329	3	2																		
1330	3	2																		
1331	3	2																		
1332	3	2																		
1333	3	2																		
1334	3	2																		
1335	3	2																		
1336	3	2																		
1337	3	2																		
1338	3	2																		
1339	3	2																		
1340	3	2																		
1341	2	2																		
1342	2	2																		
1343	2	2																		
1344	2	2																		
1345	2	2																		
1346	2	2																		
1347	2	2																		
1348	2	1	81	6	3	1	2	23	2	99	82	2		15	1		1	5	1	
1349	2	2																		
1350	2	1	81	2	3	2	2	18	1	2	13	1	1		1		1	1	1	
1351	2	2																		
1352	2	2																		
1353	2	2																		
1354	2	2																		
1355	2	2																		
1356	2	2																		
1357	2	2																		
1358	2	2																		
1359	2	2																		
1360.1	2	2																		
1360.2	2	2																		
1361	2	2																		
1362	2	2																		
1363	2	2																		
1364	2	2																		
1365	2	2																		
1366	2	2																		
1367.1	2	1	81	6	3	2	4	33	2	9	13	1	1		1		1	1	1	
1367.1	2	1	82	11	3	1	9	23	1	10	12	1	1		1		1	1	1	
1367.2	2	1	81	2	2	2	1	35	1	10	13	2		41	2	1	1	1	1	
1368	2	2																		
1369	2	2																		
1370	2	1	81	3	3	2	7	18	2	4	82	1	1		1		1	1	1	
1371	2	2																		
1372	2	1	81	1	1	3	0	31	1	99	50	1	42		1		8	1	1	
1373	2	2																		
1374	2	2																		
1375	2	2																		
1376	2	2																		
1377	2	2																		
1378	2	2																		
1379	2	2																		
1380	2	2																		
1382	2	2																		
1383	2	2																		
1384	2	2																		
1385	2	2																		
1386	2	2																		
1387	2	2																		
1388	2	2																		
1389	2	2																		
1390	2	2																		
1391	2	2																		
1392	2	2																		
1393.1	2	2																		
1393.2	2	2																		
1393.3	2	2																		
1394	2	2																		
1395	2	2																		
1396	2	2																		
1397	2	2																		
1398	2	2																		
1399	2	2																		
1400	2	2																		
1401	2	2																		
1402	2	2																		
1403	2	2																		
1404	2	2																		
1405	2	2																		
1406	2	2																		
1407	2	2																		
1408	2	2																		
1409	2	2																		
1410	2	2																		
1411.1	2	2																		
1411.2	2	2																		
1412	2	2																		
1413	2	2																		
1414	2	1	81	3	3	1	5	25	1	6	11	2		27	2	1	1	3	1	
1415	2	2																		
1416	2	2																		
1417.1	2	2																		
1417.2	2	2																		
1418	2	2																		
1419	2	2																		
1420	2	2																		
1421	2	1	81	3	3	1	2	14	1	5	1	1	1		1		1	1	1	
1423	2	2																		
1424	2	2																		
1425	2	2																		
1426	2	2																		
1427	2	1	81	7	3	0	10	22	1	12	13	1	1		1		1	1	2	
1428	2	2																		
1429	2	2																		
1430	2	2																		
1431	2	2																		
1432	2	2																		
1433	2	2																		
1434	2	2																		
1435	2	2																		
1436	2	2																		
1437	2	2																		
1438	2	2																		
1439	2	2																		
1440	2	1	81	2	3	0	4	20	1	99	11	1	1		1		1	1	1	
1441	3	2																		
1442	3	2																		
1443	3	2																		
1444	3	2																		
1445	3	2																		
1446	3	2																		
1447	3	1	81	3	3	0	3	21	1	10	13	2		31	1		1	3	2	
1447	3	1	82	7	3	1	6	25	1	12	13	2		31	1		1	3	1	
1448	3	2																		
1449	3	2																		
1450.1	3	2																		
1450.2	3	2																		
1451	3	2																		
1452	3	2																		
1453	3	2																		
1454	3	1	81	6	3	1	11	29	1	7	11	2		10	1		1	1	2	
1455	3	2																		
1456	3	2																		
1457	3	2																		
1458	3	2																		
1459	3	2																		
1460	3	2																		
1462	3	1	81	2	3	3	3	27	1	9	11	1	26		1		1	1	1	
1463	3	1	81	3	3	3	2	25	1	9	13	2		38	1		1	2	1	
1464	3	1	81	3	3	1	2	21	1	5	21	2		24	1		1	3	1	
1465	3	2																		
1466	3	2																		
1467	3	2																		
1468	3	1	81	1	3	2	1	14	1	2	13	1	26		1		1	1	1	
1469	3	2																		
1470	3	2																		
1471	3	1	81	1	2	2	4	68	1	8	13	1	26		1		1	1	1	
1472	3	2																		
1473	3	2																		
1474	3	2																		
1475	3	1	81	2	3	2	2	27	1	9	13	2		24	1		1	3	1	
1476	3	2																		
1477	3	1	81	5	3	1	4	17	1	2	10	1	26		1		9	1	2	
1478	3	2																		
1479	3	2																		
1480	3	2																		
1481	3	2																		
1482	3	2																		
1483	3	1	81	3	3	2	7	24	1	8	13	2		24	1		1	4	1	
1485	3	2																		
1486	3	2																		
1487	3	2																		
1488	3	2																		
1489	3	2																		
1490	3	1	81	3	3	2	12	24	1	8	13	2		27	1		1	3	1	
1491	3	2																		
1492	3	2																		
1493	3	2																		
1494	3	2																		
1495	3	2																		
1496	3	2																		
1497	3	2																		
1498	3	2																		
1499	3	2																		
1501	3	2																		
1502	3	2																		
1503	3	2																		
1504	3	2																		
1505	3	2																		
1506	3	2																		
1507	3	2																		
1508	3	2																		
1510	3	2																		
1511	3	2																		
1513	3	2																		
1514	3	2																		
1515	3	2																		
1516	3	2																		
1517	3	2																		
1518	3	2																		
1519	3	2																		
1520	3	2																		
1521.1	3	2																		
1521.2	3	2																		
1522	3	2																		
1523	3	2																		
1524	3	2																		
1525	3	2																		
1526	3	2																		
1527	3	2																		
1528	3	2																		
1529	3	2																		
1530	3	2																		
1531	3	2																		
1532	3	2																		
1533	3	2																		
1534	3	2																		
1535	3	2																		
1536	3	2																		
1537	3	2																		
1538	3	2																		
1540	3	2																		
1541	3	2																		
1542	3	2																		
1543	3	2																		
1544	3	2																		
1546	3	2																		
1547	3	2																		
1548	3	2																		
1549	3	2																		
1550	3	2																		
1551	3	2																		
1552	3	2																		
1553	3	2																		
1554	3	2																		
1555	3	2																		
1556	3	1	81	3	3	2	2	22	1	5	13	1	1		1		1	2	1	
1557	3	2																		
1558	3	1	81	3	3	3	2	16	1	5	13	1	18		1		1	2	1	
1559	3	2																		
1560	3	1	81	2	3	2	2	15	1	4	13	1	1		1		1	1	1	
1561	3	2																		
1563	3	2																		
1564	3	2																		
1565	3	2																		
1566	3	2																		
1569	3	2																		
1570	3	2																		
