a01	rid	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	sample_type
5633	1	1	1	29	1			1			21000	25	0	1							1	3		1	3		1	3		2	6.0	100.0	100.0	1		3	2	1	3	0	3	12	1
5634		2																																									1
5635	1	1	1	29	1			1			30000	5	6	1							1			1	72		1			3	3.0	100.0	100.0	1		3	2	8		0	1		1
5636		2																																									1
5637		2																																									1
5638	1	1	1	2	1			1			20000	5	2	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		1
5639		2																																									1
5640	1	1	1	29	1			1			12000	18	0	1							1			1			1			3	4.0	100.0	100.0	1		3	2	2		0	1		1
5641	1	1	1	29	1			1			120000	15	6	1							1			1			1			2	12.0	100.0	100.0	1		2	1	2		0	1		1
5641	1	1	2	30	3			3			30000	30	3	1							3			3			3			3	3.0	100.0	100.0	1		3	2	2		0	1		1
5641	1	1	3	13	2			2			18000	3	0	1							2			2			2			2	12.0	100.0	100.0	1		1	2	12		0	1		1
5642	1	1	1	14	71			1			108000	10	0	1							1			1			1			2	12.0	100.0	100.0	1		2	1	3		0	1		1
5642	1	1	2	5	1			1			30000	12	0	1							1	72		1			1			2	6.0	100.0	100.0	1		2	1	3		70	1		1
5643	1	1	1	39	1			1			80000	5	0	2	1			1			1			1			1			2	12.0	100.0	100.0	1		4	1	2		1	1		1
5644	1	1	1	31	1			1			4800	1	3	1							1			1			1			3	12.0	100.0	100.0	3		4	2	2		0	1		1
5644	1	1	2	2	1			1			200	4	2	1							1			1			1			3	1.0	100.0	100.0	1		1	3	12		0	1		1
5645	1	1	1	29	1			1			120000	3	11	1							1			1			1			2	12.0	100.0	100.0	1		2	1	2		0	1		1
5646	1	1	1	8	1			1			36000	28	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5647	1	1	1	30	1			1			100000	10	0	1							1			1			1			3	10.0	100.0	100.0	1		5	2	2		12	13		1
5648		2																																									1
5649	1	1	1	29	1			1			50000	30	3	2	1			1			1			1			1			3	12.0	100.0	100.0	1		4	2	2	3	0	1		1
5650	1	1	1	29	1			1			60000	25	6	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5651	1	1	1	23	1			1			84000	18	3	1							1			1			1			3	8.0	100.0	100.0	1		3	2	2		0	1		1
5651	1	1	2	2	1			1			360	2	0	1							1			1			1			2	1.0	100.0	100.0	1		1	2	12		0	1		1
5652	1	1	1	29	1			1			20000	20	0	1							1			1			1			2	5.0	100.0	100.0	1		4	2	2	3	0	5		1
5653	1	1	1	30	1			1			8600	30	0	1							1			1			1			3	6.0	100.0	100.0	1		2	2	2	3	1	1		1
5653	1	1	2	30	1			1			8690	9	0	1							1			1			1			3	6.0	100.0	100.0	1		2	2	2	3	1	1		1
5653	1	1	3	2	1			1			3130	11	8	1							1			1			1			3	2.0	100.0	100.0	1		4	2	2		0	1		1
5654	1	1	1	7	1			1			96000	8	0	1							1			1			1			3	12.0	100.0	100.0	1		4	1	2		0	1		1
5655	1	1	1	2	1			1			1200	3	0	1							1			1			1			3	1.0	100.0	100.0	1		4	3	12		0	1		1
5656		2																																									1
5657	1	1	1	30	3	72		3	72		48000	2	2	1							1	72		1	72		1	72		2	12.0	50.0	50.0	1		4	1	4	3	0	2		1
5658		2																																									1
5659	1	1	1	2	1			1			17000	25	0	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2		0	1		1
5660		2																																									1
5661		2																																									1
5662		2																																									1
5663		2																																									1
5664		2																																									1
5665	1	1	1	5	1			1			13640	9	2	1							1			1			1			2	3.0	100.0	100.0	1		1	3	1	8	0	1		1
5666	2	1	1	26	1			1			0	8	3	1							1			1			1			1	12.0	100.0	100.0	4		2	3	1		0	1		1
5666	2	1	2	31	2			2			10000	2	6	1							2			2			2			3	8.0	100.0	100.0	1		4	2	2		0	1		1
5667		2																																									1
5668	1	1	1	29	1			1			36000	12	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	9		0	2		1
5668	1	1	2	30	1			1			12000	12	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		1
5668	1	1	3	26	1			1			650	10	0	1							1			1			1			1	12.0	100.0	100.0	1		2	2	1		0	1		1
5669		2																																									1
5670	1	1	1	26	1			1			6000	30	0	1							1			1			1	2		1	12.0	100.0	100.0	1		2	2	1		0	1		1
5671	1	1	1	26	1			1			0	4	3	1							1			1			1			1	6.0	100.0	100.0	4		5	3	1		0	1		1
5672	1	1	1	26	1			1			3000	12	1	1							1			1			1	2		1	12.0	100.0	100.0	1		2	2	1		0	1		1
5673	1	1	1	26	1			1			3000	20	0	1							1			1			1	2		2	12.0	100.0	100.0	1		2	2	1		0	1		1
5674	1	1	1	31	1			1			18000	5	0	1							1			1			1			3	8.0	100.0	100.0	1		4	2	8		0	1		1
5674	1	1	2	26	1	3	2	1			1100	10	0	1							1	3		1	3		1			1	12.0	100.0	100.0	1		3	2	2		0	1		1
5675	1	1	1	5	1			1			96000	13	10	1							1			1			1			3	12.0	100.0	100.0	4		5	1	2		1	1		1
5675	1	1	2	26	1			1			6000	3	3	1							1			1	2		1			1	4.0	100.0	100.0	1		3	3	2		0	1		1
5676	1	1	1	22	1			1			1000	10	6	2	1			1			1			1			1			1	8.0	100.0	100.0	1		1	2	2		0	1		1
5677	1	1	1	26	1			1			1000	15	0	2	1			1			1			1			1			1	4.0	100.0	100.0	1		1	2	2		0	1		1
5678	1	1	1	31	1			1			3000	15	3	1							1			1			1			3	12.0	100.0	100.0	1		2	3	12		0	1		1
5678	1	1	2	26	1			1			600	3	1	1							1			1			1			1	12.0	100.0	100.0	1		2	3	1		0	1		1
5679	1	1	1	26	1			1			600	6	3	1							1			1			1			1	12.0	100.0	100.0	4		2	3	1		0	1		1
5680		2																																									1
5681		2																																									1
5682		2																																									1
5683		2																																									1
5684		2																																									1
5685		2																																									1
5686		2																																									1
5687		2																																									1
5688		2																																									1
5689		2																																									1
5690		2																																									1
5691		2																																									1
5692		2																																									1
5693		2																																									1
5694		2																																									1
5695	1	1	1	39	1			1			60000	10	2	1							1			1			1			3	12.0	100.0	85.0	1		2	2	2		0	1		1
5696		2																																									1
5697		2																																									1
5698		2																																									1
5699		2																																									1
5700	1	1	1	30	1			1			48000	2	0	1							1			1			1			2	12.0	100.0	100.0	1		2	3	8		0	1		1
5701	1	1	1	2	1	72		1	72		120000	10	6	2	1	72		1	72		1	72		1	72		1	72		3	8.0	0.0	8.33	4	1	3	2	12		11	13	5	1
5702	1	1	1	39	1			1			60000	10	7	1							1			1			1			3	12.0	100.0	100.0	1		3	1	2	3	0	1		1
5703	1	1	1	2	1			1			96000	12	3	1							1	72		1	72		1	72		3	8.0	100.0	27.0	4		3	2	12		0	13		1
5704		2																																									1
5705	1	1	1	2	1			1			120000	20	9	1							1	3		1	3		1	3		3	8.0	100.0	50.0	4		3	2	1	3	12	5	2	1
5706		2																																									1
5707	1	1	1	2	1			1			50000	1	0	1							1			1			1			2	6.0	50.0	50.0	3		2	2	2		0	2		1
5708		2																																									1
5709	1	1	1	2	1			1			40000	12	3	1							1			1			1			3	7.0	100.0	100.0	4		3	2	2	3	3	11	5	1
5710	1	1	1	1	1			1			30000	20	0	1							1			1			1			2	8.0	100.0	100.0	1		2	3	9		0	1		1
5711	1	1	1	2	1			1			80000	10	11	1							1			1			1			2	8.0	50.0	50.0	3		2	3	8		7	2		1
5712	1	1	1	2	1			1			1000	15	2	1							1			1			1			2	6.0	25.0	25.0	2		2	2	3	9	0	13		1
5713	1	1	1	16	2	3		2	3		4300	1	0	1							2	3		2	3		2	1		1	12.0	100.0	100.0	1		1	2	2		0	1		1
5714		2																																									1
5715		2																																									1
5716	1	1	1	16	2			2			3600	1	0	1							2			2			2	1		1	12.0	100.0	100.0	1		1	2	2		0	1		1
5717		2																																									1
5718		2																																									1
5719		2																																									1
5720	1	1	1	2	1			1			48000	8	2	1							72			1	72		1	72		3	8.0	100.0	16.0	4		3	2	12		5	5	13	1
5720	1	1	2	4	2			1	72		4800	2	1	1							72			2	72		2	72		1	12.0	100.0	25.0	3		4	2	12		0	1		1
5721		2																																									1
5722	1	1	1	28	1			1			10000	8	3	1							1			1			1			3	12.0	100.0	100.0	1	3	4	2	2		0	1		1
5723		2																																									1
5724	1	1	1	29	1			1			4000	3	4	2	1			1			1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		1
5725		2																																									1
5726	3	1	1	29	3			3			1500	4	5	1							3			1	3		1			2	12.0	100.0	100.0	1		2	2	1	2	0	1		1
5727		2																																									1
5728		2																																									1
5729		2																																									1
5730	1	1	1	31	1			1			180000	1	3	2	1			1			1			1			1			3	12.0	100.0	100.0	4		5	3	3	4	0	1		1
5731		2																																									1
5732	1	1	1	30	1			1			36000	1	0	1							71			71			1			1	12.0	100.0	100.0	1		1	2	3		0	15		1
5733		2																																									1
5734		2																																									1
5735		2																																									1
5736		2																																									1
5737		2																																									1
5738		2																																									1
5739		2																																									1
5740		2																																									1
5741	1	1	1	30	1			1			36000	16	6	1							1			1			1			2	12.0	100.0	100.0	4		2	2	1		0	1		1
5742	1	1	1	1	1			1			60000	10	6	1							1			1			1			2	11.0	100.0	100.0	4		2	2	2	3	0	1		1
5743		2																																									1
5744		2																																									1
5745		2																																									1
5746		2																																									1
5747	1	1	1	7	1			1			100000	17	5	1							1	3		1	3		1	2		2	12.0	100.0	100.0	1		4	2	2		0	1		1
5748	2	1	1	30	71			2			3000	2	0	1							2			2			71			2	12.0	100.0	100.0	1		2	2	3		0	15		1
5748	2	1	2	29	5			5			3600	3	6	1							5			5			71			1	12.0	100.0	100.0	1		1	2	3		0	15		1
5749		2																																									1
5750	3	1	1	30	1			1			60000	0	8	1							3			3			1	3		3	12.0	100.0	100.0	4		2	2	5		0	1		1
5751		2																																									1
5752	6	1	1	29	6			6			60000	3	2	1							6			6			71			2	12.0	100.0	100.0	4		2	2	1		0	1		1
5752	6	1	2	30	1			1			36000	10	3	1							1			1			71			2	12.0	100.0	100.0	4		2	2	1		0	1		1
5753		2																																									1
5754		2																																									1
5755	1	1	1	30	1			1			120000	10	0	1							1			1			1			1	12.0	100.0	100.0	1		3	2	2	3	0	1		1
5756		2																																									1
5757	1	1	1	30	1	3		1	3		132000	20	8	2	1	3		1	3		1			1	3		3	1		1	12.0	100.0	100.0	3		2	2	2	3	0	1		1
5758		2																																									1
5759		2																																									1
5760		2																																									1
5761		2																																									1
5762	1	1	1	8	1			1			36000	35	0	2	1			1	2		1			1	2		1			2	11.0	100.0	100.0	1		2	2	2		0	1		1
5763	1	1	1	30	1	5		1			144000	20	0	1							1			1	72		71			2	12.0	100.0	100.0	1		2	1	2	8	2	1		1
5763	1	1	2	30	7	1		71			60000	12	0	1							1			7	1	5	71			2	12.0	100.0	100.0	1		2	1	2		0	1		1
5764	1	1	1	30	1			1			60000	6	4	1							1			1			4	1		2	2.0	100.0	100.0	1		2	2	8		0	1		1
5765	1	1	1	28	1			1			84000	12	9	1							1	72		1	72		1			2	12.0	50.0	50.0	1	3	3	2	6	2	0	2	14	1
5765	1	1	2	30	3			3			60000	6	3	1							3			3	72		3			2	12.0	100.0	100.0	1		2	2	6	2	0	7		1
5766	1	1	1	29	1			1			18000	21	0	1							1			1			1			3	12.0	100.0	100.0	1		2	3	2		0	11		1
5766	1	1	2	31	3			3			60000	4	7	1							3			3			3			3	12.0	100.0	100.0	1		4	2	6		0	8		1
5767		2																																									1
5768		2																																									1
5769	1	1	1	30	71			71			240000	17	7	1							71			71			71			2	12.0	100.0	100.0	1		2	1	2		0	1		1
5770	1	1	1	29	71			1			48000	14	6	1							1			1			1			2	12.0	100.0	100.0	1		4	3	1	2	0	2		1
5770	1	1	2	22	71			2			15000	3	0	1							1			2			1	2		1	12.0	100.0	100.0	1		4	3	1	2	0	1		1
5771	2	1	1	29	2			71			120000	30	6	1							2	4		2	4		2	4		2	10.0	100.0	100.0	1		2	2	1	6	0	2		1
5772	1	1	1	8	1			1			96000	25	6	1							1			1	72		1			2	12.0	100.0	100.0	1		2	1	1		3	7		1
5773	1	1	1	29	1			1			144000	6	4	1							1			1	72		1			2	12.0	100.0	100.0	1		2	1	2		1	2	7	1
5774	1	1	1	8	1			1			59500	25	7	1							1			1	72		1			2	8.0	100.0	100.0	1		2	2	2		1	2		1
5775		2																																									1
5776		2																																									1
5777		2																																									1
5778		2																																									1
5779		2																																									1
5780		2																																									1
5781		2																																									1
5782		2																																									1
5783		2																																									1
5784		2																																									1
5785		2																																									1
5786	1	1	1	30	1			1			30000	3	10	2	1			1			1			1			1			3	12.0	100.0	100.0	4		5	2	2		0	1		1
5787	1	1	1	31	1			1			36000	10	10	1							1			1			1			3	12.0	100.0	100.0	4		4	2	8		0	1		1
5788	1	1	1	29	1			1			0	24	3	2	1			1			1			1	3		1			2	4.0	100.0	100.0	4		4	2	10		0	1		1
5789		2																																									1
5790		2																																									1
5791	1	1	1	39	1	2		1	2		84000	20	6	2	71			1	2		1	2		1	2		1	2		2	4.0	100.0	100.0	1		2	2	2		0	1		1
5792		2																																									1
5793		2																																									1
5794		2																																									1
5795		2																																									1
5796		2																																									1
5797		2																																									1
5798		2																																									1
5799		2																																									1
5800		2																																									1
5801		2																																									1
5802	1	1	1	39	1			1			120000	14	6	1							1			1			1			3	12.0	100.0	100.0	1	3	2	3	2		0	1		1
5803	1	1	1	29	1			1	72		48000	1	9	1							1			1			2	1	72	2	12.0	50.0	50.0	1		2	1	9	11	0	2	14	1
5803	1	1	2	29	1			3			500	0	2	1							3			3			2	3		2	2.0	100.0	100.0	1		2	1	7		0	2		1
5803	1	1	3	30	1	72		1	72		84000	3	3	1							3	72		3	72		3	72		2	12.0	50.0	50.0	1		2	1	2		0	7	11	1
5804	1	1	1	29	1			1			60000	10	5	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5805	1	1	1	31	1			1			18000	18	8	1							1			1			1	2		3	12.0	100.0	100.0	3	1	4	2	6	3	0	13		1
5806		2																																									1
5807	1	1	1	31	1	2		1			8000	15	6	1							1			1			1	2		3	12.0	100.0	100.0	1	3	2	3	9		0	1		1
5808	1	1	1	31	1			1			15000	4	5	1							1			1			1			3	12.0	100.0	100.0	1	3	4	2	2	3	0	11		1
5809	1	1	1	30	1			1			84000	4	2	1							1			1			1			2	12.0	100.0	100.0	1	2	2	2	7	2	0	2		1
5810	1	1	1	38	1			1			27000	7	0	1							1			1			1			3	9.0	100.0	100.0	1		2	2	12		0	1		1
5811	1	1	1	31	1			1			4800	15	3	1							1			1			1			3	6.0	100.0	100.0	1		4	2	3	2	0	1		1
5812		2																																									1
5813	3	1	1	39	3			3			120000	12	0	2	3			3			3			3			3			2	12.0	100.0	100.0	1		2	2	12		0	1		1
5814	1	1	1	7	1			1			78000	15	0	1							1			1			1			3	12.0	100.0	100.0	1		2	2	9		0	2		1
5815	1	1	1	23	1			1			36000	10	2	1							9	72		1	72		1			2	12.0	100.0	100.0	1		2	2	12		0	2		1
5816	1	1	1	28	1			1			12000	5	6	1							1			1			1			3	3.0	100.0	100.0	1		3	2	2		0	2		1
5817	3	1	1	39	1	3		1			24000	0	4	1							3			3			3			2	4.0	100.0	100.0	1		2	1	1	8	0	2		1
5818		2																																									1
5819	1	1	1	31	1			1			60000	0	4	1							1	2		1	2		1	2		3	4.0	100.0	100.0	1		4	1	1	2	0	1		1
5819	1	1	2	39	1			1			1200	4	0	1							1			1			1			3	4.0	100.0	100.0	1		2	2	8		0	10		1
5820		2																																									1
5821	1	1	1	39	1			1			5000	0	1	2	1			1			1			1			1			3	1.0	100.0	100.0	1		3	2	3		0	2		1
5821	1	1	2	39	1			1			1500	0	1	2	1			1			1			1			1			3	4.0	100.0	100.0	1		3	2	3		0	2		1
5822		2																																									1
5823		2																																									1
5824	1	1	1	31	3			3			96000	6	2	1							3			3			3	1		3	12.0	100.0	100.0	1		4	1	1		0	13		1
5825		2																																									1
5826		2																																									1
5827	1	1	1	31	1			1			30000	20	0	1							1			1			1			3	12.0	100.0	100.0	1		4	1	12		0	15		1
5827	1	1	2	31	3			3			5000	3	6	1							3			3			3			3	2.0	100.0	100.0	1		4	1	12		0	15		1
5828	1	1	1	31	1			1			48000	10	6	1							1			1			1	2		3	12.0	100.0	100.0	1		4	2	2		0	1		1
5829	1	1	1	9	1			1			18000	8	10	1							1			1			1			3	4.0	100.0	100.0	1		2	2	2		0	1		1
5830	1	1	1	31	1			1			72000	20	0	1							1			1			1			3	12.0	100.0	100.0	1		5	2	2		0	1		1
5831		2																																									1
5832		2																																									1
5833	1	1	1	31	1			1			60000	20	0	1							1			1			1			3	12.0	100.0	100.0	1		5	2	8		0	1		1
5833	1	1	2	31	3			3			48000	5	0	1							3			3			3			3	12.0	100.0	100.0	1		5	2	8		0	1		1
5834	1	1	1	31	1			1			60000	10	0	1							1			1			1			3	12.0	100.0	100.0	1		4	3	1	2	3	1		1
5835	1	1	1	30	4	1		1			160000	12	6	1							1			1	4		1			2	12.0	100.0	100.0	1		1	2	2	7	0	2	3	1
5836	6	1	1	39	1			1			36000	3	2	1							1			1			1			2	12.0	100.0	100.0	1		2	3	12		0	1		1
5836	6	1	2	31	1	2		2			12000	0	1	1							2			2			2			3	1.0	100.0	100.0	1		4	2	9		0	6		1
5836	6	1	3	31	1	6		1	6		96000	7	6	1							6			6			6			3	12.0	100.0	100.0	1		4	2	12		0	1		1
5837	1	1	1	31	1			1			48000	15	0	1							1			1			1			3	12.0	100.0	100.0	1		4	2	2	8	0	1		1
5838	1	1	1	31	1			1			12000	0	2	1							1			1			1			3	2.0	100.0	100.0	1		4	2	7	2	0	1		1
5839		2																																									1
5840	1	1	1	22	1			1			72000	20	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		1	1		1
5840	1	1	2	7	1			1			24000	2	6	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		1	1		1
5841	1	1	1	32	1	2		1			0	5	1	1							1			1			1			3	4.0	100.0	100.0	1		4	3	11		0	1		1
5842		2																																									1
5843		2																																									1
5844	1	1	1	5	1	2		1			60000	9	1	1							1			1			1			3	12.0	100.0	100.0	1		3	2	11		0	2		1
5845		2																																									1
5846		2																																									1
5847		2																																									1
5848		2																																									1
5849		2																																									1
5850		2																																									1
5851		2																																									1
5852		2																																									1
5853	1	1	1	30	1			1			50000	3	0	1							1			1			1			2	12.0	100.0	100.0	1	4	3	1	2	3	0	2		1
5854	1	1	1	22	1			1			20000	7	4	1							1			1			1			3	8.0	100.0	100.0	1		3	3	3	2	0	1		1
5855		2																																									1
5856		2																																									1
5857		2																																									1
5858		2																																									1
5859		2																																									1
5860		2																																									1
5861		2																																									1
5862		2																																									1
5863		2																																									1
5864		2																																									1
5865		2																																									1
5866		2																																									1
5867		2																																									1
5868		2																																									1
5869		2																																									1
5870		2																																									1
5871		2																																									1
5872	1	1	1	1	1			1			18500	0	2	1							1	3		1	3		1			2	3.0	100.0	100.0	1		2	2	12		0	1		1
5873		2																																									1
5874		2																																									1
5875	1	1	1	2	1			1			25000	13	3	1							1			1	2		1			3	8.0	100.0	100.0	1	4	3	2	3		0	2		1
5876	1	1	1	30	1			1			4000	0	8	1							1			1			1			3	2.0	100.0	100.0	1	3	2	2	2		0	2		1
5876	1	1	2	7	1			1			13000	6	1	2	1			1			1			1			1			3	5.0	100.0	100.0	1		3	3	2		0	2		1
5877		2																																									1
5878		2																																									1
5879	2	1	1	29	1			1			30000	15	1	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2	3	0	2		1
5880	1	1	1	31	1			1			60000	16	1	1							1			1			1			3	12.0	100.0	100.0	1	4	3	3	2		0	1		1
5881	1	1	1	2	1			1			7000	10	1	1							1			1			1			1	3.0	100.0	100.0	1		1	3	2		0	2		1
5882	1	1	1	2	1			1			28000	18	1	2	1			1			1			1			1			3	9.0	100.0	100.0	1		2	3	2		0	1		1
5883	1	1	1	2	1			1			22000	11	4	1							1			1			1	2		2	9.0	100.0	100.0	3		2	2	1		0	1		1
5884	1	1	1	2	1			1			15000	8	3	1							1			1			1	2		2	8.0	100.0	100.0	3		1	2	2		0	1		1
5885	1	1	1	2	1			1			21500	12	3	1							1			1			1			2	8.0	100.0	100.0	2		2	2	2		0	1		1
5886		2																																									1
5887		2																																									1
5888	1	1	1	2	1			1			26500	10	4	1							1			1			1	2		2	9.0	100.0	100.0	3		1	2	2		0	1		1
5888	1	1	2	30	1			1			30000	7	3	1							1			1			1			3	3.0	100.0	100.0	1		3	2	3	1	10	2		1
5889	1	1	1	1	3			1			1000	1	3	1							3	8		3	8		1	3		1	6.0	100.0	100.0	1		1	2	2	3	0	1		1
5890	1	1	1	2	1			1			17000	6	3	1							1			1			1			3	4.0	100.0	100.0	1		3	2	2		0	1		1
5891		2																																									1
5892		2																																									1
5893		2																																									1
5894	1	1	1	2	1			1			5000	1	1	1							1			1			1	2		3	2.0	100.0	100.0	1	4	2	3	2		0	1		1
5895	1	1	1	2	1			1			2000	10	4	1							1			1			1			3	3.0	100.0	100.0	1	4	3	2	2		0	1		1
5896		2																																									1
5897		2																																									1
5898	1	1	1	2	1			1			4000	36	1	2	1			1			1			1			1			1	4.0	100.0	100.0	1		1	3	2		0	1		1
5899	1	1	1	2	1			1			5870	26	1	2	1			1			1			1			1			1	9.0	100.0	100.0	1		2	3	2		0	1		1
5900		2																																									1
5901	1	1	1	30	3			3			9000	2	1	1							3			3	1		3			2	12.0	100.0	100.0	1		2	2	3	1	0	1		1
5902		2																																									1
5903		2																																									1
5904		2																																									1
5905	1	1	1	29	1			1			12000	25	7	1							1			1	5		1			2	12.0	100.0	100.0	1	3	2	2	2	3	0	1		1
5906		2																																									1
5907		2																																									1
5908		2																																									1
5909		2																																									1
5910		2																																									1
5911		2																																									1
5912		2																																									1
5913		2																																									1
5914	1	1	1	29	1			1			7000	2	2	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2	9	0	2		1
5915	1	1	1	30	1			1			15000	11	1	1							1			1			1			3	12.0	100.0	100.0	1	2	2	1	2	1	1	1		1
5916		2																																									1
5917	1	1	1	6	1			1			36000	2	6	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5918		2																																									1
5919		2																																									1
5920		2																																									1
5921	1	1	1	29	1			1			12000	17	0	1							1			1			1			1	12.0	100.0	100.0	1		1	2	6	8	0	2		1
5922	1	1	1	5	1			1			15000	9	5	1							1			1			5	1		2	6.0	100.0	100.0	1		1	3	2	8	0	1		1
5922	1	1	2	22	3			3			12000	6	0	1							3			3			3			1	12.0	100.0	100.0	1		1	3	2		0	2		1
5923		2																																									1
5924	1	1	1	31	1			1			30000	10	5	1							1			1			1			3	12.0	100.0	100.0	1		2	2	3	7	0	2		1
5924	1	1	2	31	3			3			100000	4	2	1							1			1			3			3	12.0	100.0	100.0	1		2	2	3	7	0	2		1
5924	1	1	3	26	1			1			0	30	0	1							1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	1		1
5925	1	1	1	1	1			1			100000	20	0	1							1			1			1			1	12.0	100.0	100.0	1		2	2	1	2	0	2		1
5925	1	1	2	15	3			3			10800	1	6	1							1			1			3			2	12.0	100.0	100.0	1		2	1	12		0	1		1
5926	1	1	1	6	1			1			0	8	3	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5927	1	1	1	38	1			1			26000	6	0	1							1			1			1			3	12.0	100.0	100.0	1		2	3	2		0	1		1
5927	1	1	2	26	1			1			0	13	0	1							1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	1		1
5928		2																																									1
5929		2																																									1
5930		2																																									1
5931		2																																									1
5932	1	1	1	26	1			1			2500	2	1	2	1			1			1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	2		1
5933		2																																									1
5934		2																																									1
5935		2																																									1
5936	1	1	1	29	1			1			12000	15	0	2	1			1			1			1			1			1	12.0	100.0	100.0	3		1	2	2		0	1		1
5937	1	1	1	29	1	2		1	2		12000	5	2	1							2	1		2	1		1			1	12.0	100.0	100.0	1		1	2	2	3	0	2		1
5938	1	1	1	26	1			1			50000	13	3	1							1			1			1			2	12.0	100.0	100.0	1		2	2	9		0	1		1
5939		2																																									1
5940		2																																									1
5941		2																																									1
5942		2																																									1
5943		2																																									1
5944		2																																									1
5945		2																																									1
5946		2																																									1
5947		2																																									1
5948		2																																									1
5949		2																																									1
5950		2																																									1
5951		2																																									1
5952	1	1	1	28	1			1			400000	2	2	1							1			1			1	72		2	12.0	33.0	50.0	1		3	1	2	2	1	1		1
5952	1	1	2	30	1			1			100000	1	3	1							1			1			1	72		2	9.0	50.0	50.0	2		3	3	2	1	0	1		1
5953		2																																									1
5954		2																																									1
5955		2																																									1
5956	1	1	1	14	1			1			40000	16	4	1							1			1			1			2	12.0	100.0	100.0	1		4	1	2		0	1		1
5957		2																																									1
5958		2																																									1
5959		2																																									1
5960		2																																									1
5961		2																																									1
5962	1	1	1	29	1	2		1			3000	0	1	1							1			1			1			1	1.0	100.0	100.0	1		1	1	2	2	3	2		1
5963		2																																									1
5964	1	1	1	28	1	2		1			36000	21	2	1							1			1			1			2	12.0	100.0	100.0	1	2	2	2	2		0	2		1
5965		2																																									1
5966		2																																									1
5967		2																																									1
5968		2																																									1
5969		2																																									1
5970		2																																									1
5971	1	1	1	29	1			1			18000	5	2	1							1			1			1			1	12.0	100.0	100.0	1	4	1	3	1	2	0	1		1
5972		2																																									1
5973		2																																									1
5974	1	1	1	23	1			1			60000	3	6	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2	8	0	2		1
5975		2																																									1
5976		2																																									1
5977		2																																									1
5978		2																																									1
5979	1	1	1	28	1			1			7000	6	5	2	1			1			1			1			1	2		2	12.0	100.0	100.0	1		2	1	1		0	2	3	1
5980		2																																									1
5981		2																																									1
5982	1	1	1	29	1			1			30000	2	0	1							1			1			1			3	2.0	100.0	100.0	1		3	2	2		0	2		1
5983		2																																									1
5984		2																																									1
5985	1	1	1	29	1			1			55000	10	2	1							1			1			1			3	12.0	100.0	100.0	1		3	2	1		0	2		1
5986	1	1	1	6	1			1			500000	15	7	1							1			1			1			3	5.0	100.0	100.0	4		5	1	1	2	3	9		1
5987	1	1	1	29	1			1			72000	2	0	1							1			1			1			2	1.0	100.0	100.0	1		3	2	8		0	2		1
5988		2																																									1
5989	1	1	1	29	1			71			36000	5	8	1							1	71		1	4		1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
5990	1	1	1	29	1			1			72000	5	2	1							1			1			1			3	12.0	100.0	100.0	1		4	3	3		0	1		1
5991		2																																									1
5992	1	1	1	31	1			1			18000	0	3	1							1			1			1			3	3.0	100.0	100.0	1	2	4	3	2	3	0	1		1
5993		2																																									1
5994	1	1	1	29	1			1			54000	1	8	1							1			1			1			1	2.0	100.0	100.0	1		1	1	3	1	0	10	2	1
5995		2																																									1
5996		2																																									1
5997		2																																									1
5998	1	1	1	30	1			1			6000	10	7	1							1			1			1			3	12.0	100.0	100.0	1		4	3	2		0	1		1
5999		2																																									1
6000	1	1	1	29	1			1			72000	6	3	1							1			1			1			3	4.0	100.0	100.0	1		3	2	2	3	0	1		1
6001		2																																									1
6002		2																																									1
6003	1	1	1	2	1			1			2000	4	4	1							1			1			1			3	12.0	100.0	100.0	1		2	2	3	8	0	2		1
6004		2																																									1
6005		2																																									1
6006	1	1	1	8	1	2		1			60000	3	4	1							1			1			1			2	12.0	100.0	100.0	4		2	2	3	8	1	1		1
6007		2																																									1
6008		2																																									1
6009		2																																									1
6010		2																																									1
6011		2																																									1
6012		2																																									1
6013		2																																									1
