a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
5121	2	200		40	0	3	5	2	4	1	1	180.0	2			9	0	4	240.0	1	70	3	
5122	1	300		16	0	3	5	2	4	1	2	216.0	1	3	279	9	0	1		1	100	3	
5123	2	300		10	1	2	2	2	1	1	1	216.0	2			6	0	4	120.0	1	100	3	
5124	1	1000		16	1	2	1	2	1	1	2	315.0	1	3	260	9	0	1		1	150	3	
5125	2	100		60	1	3	5	2	4	1	1	180.0	2			9	0	4	60.0	0		3	
5126	1	500		20	1	3	5	2	4	1	2	378.0	1	3	160	6	0	1		1	100	3	
5127	1	500		10	0	3	2	2	4	1	2	252.0	1	2	200	5	0	1		2	500	3	
5128	1	400		15	3	3	5	2	4	1	1	270.0	2			9	0	4	120.0	2	50	3	
5129	1	1000		5	1	3	2	2	4	1	1	126.0	1	2	150	5	0	1		1	150	3	
5130	2	500		20	0	3	1	2	4	1	2	225.0	1	3	100	9	0	1		3	300	3	
