a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
3656	4	1		2007	1	2	2.0	1	1	1	5	2	1		9999		3
3656	5	1		2010	1	1	0.3	1	1	5	2	2	5		9999		3
3657	3	1		2009	66	2	2.0	1	1	1	2	2	1		9999		3
3658	2	1		2006	1	2	2.0	1	1	1	6	2	1		9999		3
3658	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3661	3	1		2009	1	3	1.0	1	1	1	3	2	1		9999		3
3663	3	1		2011	66	1	0.5	2	1	1	66	9					3
3665	6	1		2008	1	1	1.0	1	1	1	2	1	1		9999		3
3666	3	1		2010	66	1	0.5	1	1	5	1	1	1		9999		3
3667	3	1		2007	66	3	4.0	1	1	1	3	2	1		9999		3
3667	4	1		2010	66	3	0.25	1	1	1	1	2	1		9999		3
3668	3	1		2010	66	1	2.0	1	1	1	1	2	1		9999		3
3669	3	2	3														3
3670	3	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
3671	3	1		2010	1	1	2.0	1	1	1	2	2	1		9999		3
3671	4	1		2010	66	1	2.0	1	1	1	1	2	1		9999		3
3672	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
3672	4	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3672	5	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
3675	3	1		2011	1	1	0.5	2	1	1	1	9					3
3676	3	1		2011	66	1	0.1	2	1	1	66	2	1		9999		3
3677	3	1		2008	66	1	0.1	1	1	5	3	2	5		9999		3
3677	4	1		2010	66	1	0.1	1	1	1	66	2	1		9999		3
3681	2	1		2010	1	1	0.2	1	1	5	2	2	5				3
3682	3	1		2004	1	1	3.0	1	1	1	8	2	1		9999		3
3682	4	1		2008	1	1	1.0	1	1	1	4	2	1		9999		3
3682	7	1		2005	1	1	3.0	1	1	7	7	2	7		9999		3
3683	3	1		2005	1	2	2.0	1	1	1	7	2	1		9999		3
3683	4	1		2008	1	1	0.2	1	1	1	4	2	1		9999		3
3683	5	1		2009	1	1	0.2	1	1	1	3	2	1		9999		3
3683	6	2	1														3
3685	3	1		2007	66	8	0.2	1	1	1	4	2	1		9999		3
3685	4	1		2009	66	1	0.3	1	1	5	2	2	5		9999		3
3688	4	1		2005	66	1	0.25	1	1	1	1	1	1		9999		3
3688	5	1		2008	66	1	0.25	1	1	1	2	1	5		9999		3
3689	3	1		2003	66	2	2.0	1	1	1	8	2	1		9999		3
3689	4	1		2009	66	1	0.5	1	1	1	2	1	5		9999		3
3690	3	1		2001	1	1	0.5	1	1	1	11	2	5		9999		3
3691	4	1		2003	1	2	1.5	1	1	1	8	2	5		9999		3
3691	5	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
3692	4	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
3692	5	2	3														3
3693	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
3694	2	1		2009	66	1	0.5	1	1	1	2	2	1		9999		3
3694	3	1		2011	66	1	0.5	2	1	1	66	9					3
3695	4	1		2008	66	1	0.5	1	1	1	2	2	1		9999		3
3696	4	1		2002	1	2	3.0	1	1	1	10	2	1		9999		3
3696	5	1		2007	1	1	1.0	1	1	5	5	2	1		9999		3
3696	6	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3697	3	1		2006	1	2	3.0	1	1	1	6	2	5		9999		3
3697	4	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
3697	5	1		2011	1	1	1.0	2	1	1	1	2					3
3698	3	1		2006	1	2	3.0	1	1	1	6	2	5		9999		3
3698	4	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
3699	3	1		2001	1	2	2.5	1	1	1	11	2	1		9999		3
3703	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3705	3	1		2010	1	8	0.25	1	1	1	2	2	1		9999		3
3706	4	1		2000	1	2	3.0	2	2				1		2009	9	3
3706	5	1		2010	1	7	2.0	1	1	1	2	2	1		9999		3
3707	3	1		2007	1	7	1.0	1	1	1	5	2	1		9999		3
3708	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
3708	4	1		2008	1	7	2.0	2	2				1		2009	12	3
3708	5	1		2010	1	7	3.0	1	1	1	2	2	1		9999		3
3708	6	2	3														3
3711	3	1		2007	1	1	0.5	1	1	4	5	2	1		9999		3
3711	4	1		2010	1	1	0.5	1	1	4	1	2	1		9999		3
3711	5	2	1														3
3713	3	1		2009	1	1	0.5	2	2				1		2010	9	3
3713	4	1		2009	1	1	0.5	1	1	1	2	2	1		9999		3
3713	5	1		2010	1	1	0.5	1	1	1	1	2	1		9999		3
3714	3	1		2009	1	1	1.5	1	1	1	2	1	5		9999		3
3716	2	1		2002	1	2	1.5	1	1	5	10	2	5		9999		3
3716	3	1		2006	1	2	1.5	1	1	1	6	2	1		9999		3
3717	3	1		2007	1	1	0.5	2	2				1		2009	3	3
3717	4	1		2008	1	1	0.5	2	2				1		2009	3	3
3718	3	1		2010	1	7	0.5	1	1	1	2	2	1		9999		3
3718	4	2	1														3
3719	2	1		2002	66	1	1.0	1	1	1	9	2	1		9999		3
3719	3	1		2007	66	5	0.5	1	1	1	4	2	1		9999		3
3719	4	1		2009	66	8	0.5	1	1	1	2	2	1		9999		3
3720	4	1		2007	66	5	0.5	1	1	1	4	2	1		9999		3
3720	5	2	1														3
3721	2	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
3721	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3723	2	1		2009	1	7	1.0	2	1	1	3	2	1		9999		3
3724	4	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
3724	5	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
3725	2	1		2008	1	1	2.0	1	1	1	4	2	1		9999		3
3725	3	1		2009	1	1	2.0	1	1	1	3	2	1		9999		3
3726	3	1		2009	66	1	0.2	1	1	5	2	2	5		9999		3
3726	4	1		2010	66	1	0.2	1	1	1	1	2	1		9999		3
3726	5	2	1														3
3727	3	1		2004	1	1	1.0	1	1	1	8	2	1		9999		3
3728	3	1		2008	66	3	1.5	1	1	1	3	2	1		9999		3
3728	4	1		2010	66	3	1.5	1	1	1	1	2	1		9999		3
3729	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3730	2	1		2006	1	2	5.0	1	1	1	6	2	1		9999		3
3731	4	1		2003	1	2	4.0	1	1	1	9	2	5		9999		3
3733	2	1		2005	1	3	1.0	1	1	1	7	2	1		9999		3
3735	3	2	1														3
3736	5	1		2009	1	1	0.2	1	1	1	2	1	5		9999		3
3737	3	1		2006	1	2	0.5	1	1	1	6	2	1		9999		3
3737	4	2	1														3
3739	3	1		2007	1	2	0.3	1	1	5	5	2	5		9999		3
3741	3	1		2006	66	1	0.05	1	1	5	5	2	5		9999		3
3741	4	1		2011	66	1	0.05	2	1	1	66	9					3
3742	3	1		2005	66	1	0.1	1	2				5		2011	9	3
3742	4	1		2008	66	1	0.1	1	1	5	3	2	5		9999		3
3742	5	1		2011	1	1	0.1	2	1	5	1	2	1		9999		3
3743	3	1		2006	66	1	0.2	2	1	1	4	2	1		9999		3
3743	4	1		2007	66	1	0.2	2	1	1	4	2	1		9999		3
3743	5	1		2009	66	1	0.2	2	1	5	2	2	5		9999		3
3744	3	1		2006	66	1	0.5	1	1	1	5	2	1		9999		3
3744	4	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3744	5	1		2011	66	1	0.5	2	1	1	66	9					3
3746	2	1		2006	66	2	0.5	1	1	1	5	2	1		9999		3
3746	3	1		2007	66	1	0.5	1	1	1	4	2	1		9999		3
3746	4	1		2009	66	1	0.5	1	1	1	2	2	1		9999		3
3749	4	1		2005	1	2	3.0	1	1	1	7	2	1		9999		3
3749	5	1		2011	1	1	2.0	2	1	5	1	1	1				3
3752	3	1		2009	66	1	3.0	1	1	5	2	2	5		9999		3
3752	4	2	1														3
3753	3	1		2001	1	2	3.0	2	2				1		2008	5	3
3753	4	1		2003	1	1	2.0	2	2				1		2009	5	3
3754	3	1		2007	1	1	3.0	1	1	5	5	2	5		9999		3
3754	4	1		2011	66	1	3.0	1	1	1	1	2	1		9999		3
3756	3	1		2001	1	2	2.0	1	1	1	11	2	1		9999		3
3756	4	1		2003	1	2	3.0	2	2				1		2009	9	3
3756	5	1		2008	1	1	3.0	1	1	1	4	2	1		9999		3
3757	3	1		2011	66	5	0.2	2	1	1	66	9					3
3758	2	1		2006	66	1	1.5	1	1	1	5	2	5		9999		3
3762	2	1		2004	1	2	2.0	1	1	7	8	2	7		9999		3
3762	3	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
3762	4	1		2011	1	1	1.0	2	1	1	1	2	1		9999		3
3765	7	1		2004	1	1	0.5	2	2				1		2009	12	3
3765	8	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
3769	3	1		2005	66	7	0.5	1	1	1	6	2	1		9999		3
3769	4	1		2009	66	1	0.3	1	1	5	2	2	5		9999		3
3771	4	1		2009	66	1	0.4	1	1	5	1	2	5		9999		3
3771	5	1		2010	66	1	0.4	1	1	1	1	2	1		9999		3
3772	3	1		2004	66	1	0.5	1	1	1	7	2	5		9999		3
3773	5	1		2001	1	1	2.0	2	2				1		2006	9	3
3775	2	1		2011	66	1	1.0	2	1	1	66	9					3
3777	3	1		2007	66	1	0.5	1	1	1	4	2	1		9999		3
3777	4	1		2011	66	1	0.5	2	1	1	66	9					3
3778	3	1		2005	66	1	0.25	2	2				5		2009	9	3
3778	4	1		2006	66	1	0.25	1	1	1	5	2	5		9999		3
3778	5	1		2010	66	1	0.25	1	1	1	1	2	1		9999		3
3779	3	1		2006	66	1	0.5	1	1	5	5	2	5		9999		3
3780	3	1		2001	66	1	0.2	2	2				1		2006	9	3
3781	5	1		2002	1	7	3.0	1	1	5	10	2	5		9999		3
3781	6	1		2004	1	2	2.0	2	2				1		2009	3	3
3782	3	1		2007	1	2	3.0	1	1	1	5	2	1		9999		3
3782	4	1		2010	1	2	3.0	1	1	1	2	2	1		9999		3
3783	3	1		2009	1	1	0.5	2	2				5		9999		3
3784	5	1		2002	1	2	2.0	2	2				1		2004	3	3
3784	6	1		2010	1	2	2.0	1	1	1	2	2	1		9999		3
3785	3	1		2003	1	2	4.0	1	1	1	10	2	1		9999		3
3785	4	1		2008	1	2	1.0	1	1	1	5	2	5		9999		3
3787	3	1		2002	1	2	5.0	1	1	7	10	2	7		9999		3
3788	3	1		2004	1	2	2.0	1	1	1	8	2	1		9999		3
3788	4	1		2010	1	1	2.0	1	1	1	2	2	1		9999		3
3789	5	1		2003	66	2	2.0	1	1	1	9	2	1		9999		3
3789	6	1		2008	66	2	2.0	1	1	5	4	2	5		9999		3
3796	2	1		2004	1	2	1.5	1	1	7	8	2	7		9999		3
3798	3	1		2002	66	2	2.0	1	1	1	10	2	1		9999		3
3798	4	1		2008	66	2	2.0	1	1	1	4	2	1		9999		3
3799	3	1		2010	66	2	1.5	1	1	5	2	2	5		9999		3
3800	3	2	3														3
3800	4	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3801	3	1		2005	66	2	1.0	1	1	1	7	2	1		9999		3
3801	4	1		2007	66	2	1.0	1	1	1	5	2	1		9999		3
3802	3	1		2009	66	1	2.0	1	1	2	1	2	1		9999		3
3803	4	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
3803	5	1		2001	1	2	1.0	1	1	1	22	2	1		9999		3
3804	7	1		2004	66	2	1.0	2	2								3
3805	3	1		2000	1	2	1.0	2	2				1		2005	12	3
3805	4	1		2007	66	2	1.0	1	1	1	5	2	1		9999		3
3807	3	1		2004	1	2	3.0	1	1	1	8	2	1		9999		3
3809	3	1		2009	1	2	2.0	1	1	1	8	2	1		9999		3
3809	4	1		2007	1	1	2.0	1	1	1	4	2	1		9999		3
3809	5	1		2010	1	1	2.0	2	1	5	2	2	5		9999		3
3810	5	1		2010	1	2	0.0	1	1	1	2	2	1		9999		3
3811	5	1		2002	1	2	1.0	1	1	1	9	2	1		9999		3
3811	6	1		2004	1	2	1.0	1	1	1	7	2	1		9999		3
3811	7	2	1														3
3813	2	1		2009	66	5	0.2	2	2				1		9999		3
3815	4	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3815	5	2	1														3
3816	6	1		2009	66	5	0.25	2	2				1		9999		3
3817	3	1		2006	1	2	2.0	1	1	1	6	2	5		9999		3
3817	4	2	1														3
3819	5	1		2008	1	2	2.0	1	1	1	4	2	1		9999		3
3820	6	1		2001	1	2	3.0	1	1	1	9	2	1		9999		3
3821	3	1		2008	77	10	0.2	1	1	1	77	2	1		9999		3
3821	4	1		2010	66	2	1.0	1	1	5	1	2	5		9999		3
3825	3	1		2002	66	2	3.0	2	2				1		2007	11	3
3825	4	1		2004	66	2	3.0	1	1	1	7	2	5		9999		3
3827	3	1		2005	66	2	1.0	1	1	1	8	2	1		9999		3
3827	4	1		2009	66	2	1.0	1	1	5	3	2	5		9999		3
3828	3	1		2009	1	2	0.0	1	1	5	3	2	5		9999		3
3831	3	1		2008	1	2	0.0	1	1	5	4	2	5		9999		3
3831	4	1		2010	1	2	0.0	1	1	5	2	2	5		9999		3
3832	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
3832	4	1		2011	1	2	0.5	1	1	1	1	9					3
3837	3	1		2003	66	2	3.0	1	1	1	8	2	5		9999		3
3842	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3845	3	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
3846	3	2	1														3
3847	3	1		2006	1	2	0.0	1	1	1	6	2	1		9999		3
3847	4	1		2011	1	1	0.0	2	1	5	1	2	5		9999		3
3848	3	2	1														3
3850	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3851	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
3852	3	1		2001	1	1	1.0	2	2				5		2005	12	3
3853	3	1		2002	1	2	2.0	1	1	1	10	2	1		9999		3
3853	4	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
3854	3	1		2006	1	2	0.0	1	1	1	6	2	1		9999		3
3855	3	1		2010	1	5	1.0	1	1	1	1	9	1		9999		3
3856	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
3856	4	1		2007	1	2	1.0	1	1	1	5	2	1		9999		3
3856	5	1		2010	1	2	1.0	1	1	1	2	2	1		9999		3
3856	6	1		2011	1	2	1.0	2	1	1	1	2	1		9999		3
3858	3	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
3859	5	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
3859	6	1		2003	1	2	1.0	2	2				1		2008	12	3
3860	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
3860	4	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
3861	3	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
3862	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
3864	3	2	3														3
3867	6	1		2005	1	2	1.5	1	1	5	7	2	5		9999		3
3868	3	1		2011	1	1	0.0	2	1	5	1	2	5		9999		3
3868	4	1		2012	1	1	0.0	2	2				1		9999		3
3870	3	1		2010	66	3	0.2	1	1	1	1	2	1		9999		3
3873	3	2	12														3
3873	4	1		2011	1	2	0.2	1	1	1	1	2	1		9999		3
3874	4	1		2004	1	1	0.2	1	1	1	8	2	5		9999		3
3874	5	1		2011	1	1	0.3	1	1	5	1	2	5		9999		3
3875	3	1		2002	1	7	1.0	1	1	7	10	2	7		9999		3
3875	4	1		2009	1	1	0.5	1	1	5	3	2	1		9999		3
3877	3	1		2006	1	2	0.2	1	2				1		2011	12	3
3877	4	1		2005	1	2	0.2	1	1	7	7	2	7		9999		3
3878	3	1		2004	1	2	4.0	1	1	1	8	2	1		9999		3
3878	4	2	3														3
3878	5	1		2007	1	2	0.0	1	1	1	5	2	1		9999		3
3879	3	1		2008	1	2	1.0	1	1	5	3	2	5		9999		3
3879	4	2	1														3
3882	3	2	2														3
3882	4	1		2004	66	2	1.5	1	1	5	7	2	1		9999		3
3882	5	1		2006	66	1	0.5	1	1	1	5	2	1		9999		3
3882	6	1		2009	66	1	0.5	1	1	1	2	2	1		9999		3
3883	3	1		2007	66	1	0.8	1	1	5	4	2	5		9999		3
3883	4	2	1														3
3884	3	1		2008	66	1	0.5	1	1	1	3	1	5		9999		3
3884	4	2	1														3
3885	5	1		2003	1	2	0.5	1	1	1	8	2	1		9999		3
3886	4	1		2007	66	1	1.0	1	1	5	4	2	5		9999		3
3888	3	1		2002	1	1	1.5	2	2				1		2006	9	3
3888	4	1		2003	1	1	1.5	2	2				5		2007	9	3
3888	5	1		2009	66	1	1.5	1	1	5	2	2	5		9999		3
3888	6	1		2010	66	1	1.5	1	1	1	1	2	1		9999		3
3888	7	1		2009	66	1	1.5	1	1	1	2	2	1		9999		3
3889	4	1		2006	1	2	0.5	1	1	7	5	2	5		9999		3
3889	5	1		2011	1	1	1.0	2	1	1	1	2	1		9999		3
3890	3	1		2009	66	1	1.0	1	1	1	1	1	5		9999		3
3890	4	2	1														3
3891	4	2	3														3
3891	5	1		2007	1	5	1.0	1	1	1	4	2	1		9999		3
3891	6	2	1														3
3892	2	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
3894	7	1		2007	66	1	1.5	1	1	5	4	2	5		9999		3
3896	3	1		2006	1	5	0.5	2	2				1		2009	9	3
3896	4	1		2009	1	1	2.0	1	1	5	2	2	5		9999		3
3896	5	2	1														3
3897	2	1		2007	66	5	0.4	1	1	1	4	2	1		9999		3
3897	3	2	1														3
3898	5	1		2003	1	2	2.0	1	1	1	8	2	1		9999		3
3901	4	1		2002	1	2	1.5	1	2				7		2010	6	3
3901	5	1		2008	1	1	1.5	1	1	5	3	2	5		9999		3
3904	2	2	1														3
3905	2	1		2011	1	1	0.5	2	1	1	1	2	1		9999		3
3906	7	1		2004	1	2	3.0	1	1	1	7	1	1		9999		3
3907	3	1		2005	66	2	1.5	1	1	7	5	2	5		9999		3
3908	7	1		2005	66	2	1.5	1	1	7	6	2	1		9999		3
3908	8	1		2007	66	8	1.5	1	1	1	77	2	1		9999		3
3909	3	1		2006	66	1	0.5	1	1	1	4	1	5		9999		3
3910	3	1		2001	66	2	1.0	1	1	1	10	2	1		9999		3
3910	4	1		2006	66	1	0.5	1	1	5	5	2	5		9999		3
3911	3	1		2005	1	2	2.0	1	1	1	7	2	1		9999		3
3911	4	1		2008	1	1	1.5	1	1	1	3	2	1		9999		3
3911	5	1		2011	66	1	1.5	2	1	1	66	9					3
3912	3	1		2009	1	1	1.5	1	1	1	3	2	5		9999		3
3912	4	2	1														3
3913	4	1		2008	66	1	0.5	1	1	1	2	1	5		9999		3
3916	3	1		2005	1	2	1.5	1	1	1	7	2	1		9999		3
3916	4	1		2009	1	1	1.0	1	1	5	3	2	5		9999		3
3917	3	2	3														3
3917	4	1		2008	1	1	1.5	1	1	1	5	1	1		9999		3
3917	5	1		2010	1	1	1.5	1	1	5	2	2	5		9999		3
3918	3	1		2004	1	1	1.5	2	2				1		2009	6	3
3918	4	1		2008	1	1	1.5	1	1	1	4	2	1		9999		3
3918	5	1		2010	1	1	1.5	1	1	1	2	2	1		9999		3
3919	3	1		2010	1	1	1.5	1	1	1	2	2	1		9999		3
3919	4	2	1														3
3920	3	1		2005	1	1	1.0	2	2				1		2008	9	3
3921	8	2	1														3
3922	4	1		2002	66	2	5.0	1	1	1	7	2	1		9999		3
3922	5	1		2011	66	2	1.0	2	1	5	66	9					3
3923	3	1		2004	66	2	3.0	1	1	1	7	2	5		9999		3
3923	4	1		2011	66	1	2.0	2	1	5	66	9					3
3924	3	1		2003	1	2	5.0	1	1	1	8	2	7		9999		3
3924	4	1		2007	1	1	1.0	1	1	5	4	2	5		9999		3
3925	3	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
3926	2	1		2009	66	1	0.5	1	1	5	2	1	5		9999		3
3926	3	1		2011	66	1	0.5	2	1	1	66	9					3
3927	3	1		2009	1	1	1.0	1	1	1	2	1	1		9999		3
3927	4	2	1														3
3928	3	1		2002	66	2	2.0	1	1	1	9	2	1		9999		3
3930	7	1		2008	1	3	1.0	1	1	1	2	2	1		9999		3
3934	3	1		2001	66	9	2.0	1	1	1	11	2	1		9999		3
3935	3	1		2009	1	1	0.25	2	1	1	2	1	1		9999		3
3935	4	2	1														3
3936	3	2	1														3
3938	3	1		2002	1	2	2.0	1	1	2	9	2	1		9999		3
3938	4	1		2008	1	2	0.5	1	1	1	3	2	1		9999		3
3938	5	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3938	6	2	1														3
3939	3	1		2007	1	2	1.0	1	1	1	4	2	1		9999		3
3939	4	1		2009	1	2	1.0	1	1	1	2	2	1		9999		3
3939	5	1		2010	66	2	1.0	1	1	5	1	2	5		9999		3
3941	2	1		2006	66	1	1.0	2	1	1	3	9					3
3941	3	1		2011	77	10	0.5	2	1	1	77	9					3
3942	5	1		2005	66	2	1.0	1	1	1	6	2	1		9999		3
3942	6	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
3943	3	1		2010	66	1	1.5	1	1	1	1	2	1		9999		3
3946	3	1		2008	1	1	2.0	1	1	1	3	2	1		9999		3
3946	4	2	1														3
3950	3	1		2009	1	7	2.0	1	1	1	2	2	1		9999		3
3951	3	1		2008	1	1	1.0	1	1	1	3	2	1		9999		3
3951	4	2	1														3
3952	1	2	9														3
3952	2	2	9														3
3952	4	1		2002	1	1	2.0	2	2				1		2005	9	3
3954	4	1		2008	1	1	0.25	1	1	5	3	2	5		9999		3
3954	5	1		2010	77	10	3.0	1	1	1	77	1	1		9999		3
3954	6	2	1														3
3955	3	1		2007	1	2	2.0	1	1	1	6	2	1		9999		3
3955	4	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3956	2	1		2005	1	2	1.5	1	1	7	7	2	7		9999		3
3957	5	1		2006	1	1	1.5	1	1	5	1	2	5		9999		3
3959	3	1		2005	1	1	1.0	2	2				1		2009	9	3
3959	4	1		2007	1	1	1.0	1	1	1	5	1	1		9999		3
3959	5	1		2008	1	1	1.0	1	1	1	4	1	1		9999		3
3959	6	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3961	2	1		2009	66	1	0.5	2	1	1	1	2	1		9999		3
3962	3	1		2009	1	1	0.5	1	1	1	3	2	5		9999		3
3962	4	1		2010	66	1	0.5	1	1	5	1	1	5		9999		3
3963	5	1		2001	1	9	4.0	1	1	8	11	2	8		9999		3
3963	6	1		2009	66	1	0.2	1	1	1	2	2	1		9999		3
3965	3	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
3965	4	2	1														3
3967	4	1		2001	66	1	0.3	2	2				1		2007	12	3
3967	5	1		2007	66	1	0.3	1	1	1	4	2	5		9999		3
3967	6	1		2010	66	1	0.3	1	1	1	1	2	1		9999		3
3968	5	1		2008	66	1	0.5	1	1	1	3	2	2	5	9999		3
3970	3	1		2004	66	2	1.0	1	1	1	1	2	5		9999		3
3970	4	1		2007	66	1	0.5	1	1	1	4	2	5		9999		3
3970	5	1		2010	66	1	0.5	1	1	1	1	2	1		9999		3
3971	3	2	2														3
3971	4	2	9														3
3971	5	2	9														3
3973	3	2	1														3
3974	3	1		2002	1	1	0.5	2	2				1		2007	9	3
3974	4	1		2003	1	1	0.5	2	2				1		2006	9	3
3974	5	1		2004	1	2	0.1	1	1	7	7	2	7		9999		3
3974	6	1		2008	1	1	0.5	1	1	1	3	2	1		9999		3
3975	2	2	1														3
3976	4	2	9														3
3976	5	2	9														3
3977	4	1		2004	66	1	1.0	2	2				1		2009	11	3
3977	5	1		2006	66	1	1.0	1	1	1	4	2	1		9999		3
3980	2	1		2010	1	1	1.5	1	1	5	2	1	5		9999		3
3981	3	1		2004	1	10	2.0	1	1	1	10	1	1		9999		3
3981	4	1		2005	1	2	1.5	1	1	1	7	2	1		9999		3
3981	5	1		2008	1	1	1.0	1	1	1	4	2	5		9999		3
3982	2	1		2009	1	1	1.0	1	1	1	3	2	1		9999		3
3982	3	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
3983	3	1		2001	66	2	2.0	1	1	1	9	2	1		9999		3
3983	4	1		2004	66	2	2.0	1	1	1	6	2	1		9999		3
3983	5	1		2010	1	2	1.0	1	1	5	2	2	5		9999		3
3984	5	1		2003	1	2	2.0	1	1	1	9	2	1		9999		3
3984	6	2	2														3
3985	4	1		2001	66	2	2.0	1	1	7	10	2	7		9999		3
3985	5	1		2003	66	2	2.0	1	1	7	8	2	7		9999		3
3985	6	1		2006	66	2	0.5	1	1	1	66	1	1		9999		3
3986	4	1		2002	1	2	2.0	1	1	1	10	2	5		9999		3
3986	5	1		2004	1	2	0.5	2	2				5		2009	9	3
3987	2	1		2005	66	2	2.0	1	1	1	6	2	5		9999		3
3988	3	1		2008	1	1	1.0	1	1	1	4	2	1		9999		3
3988	4	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
3990	7	1		2005	66	2	1.5	1	1	1	6	2	1		9999		3
3990	8	1		2006	66	1	1.0	1	1	7	5	2	7		9999		3
3991	3	1		2009	66	2	1.0	1	1	1	2	2	1		9999		3
3992	3	1		2009	1	1	0.2	1	1	1	3	1	1		9999		3
3992	4	1		2010	1	1	0.2	1	1	5	2	1	5		9999		3
3993	4	1		2001	1	9	2.0	1	1	1	11	2	1		9999		3
3993	5	1		2005	66	2	1.0	1	1	1	6	2	1		9999		3
3994	3	1		2011	1	2	0.5	2	1	1	1	9					3
3995	3	1		2009	1	2	0.5	1	1	5	3	1	5		9999		3
3995	4	2	1														3
3997	5	1		2000	1	2	1.5	1	1	1	10	2	1		9999		3
3997	6	2	9														3
3998	6	1		2008	1	2	0.1	1	1	1	2	2	1		9999		3
4000	5	1		2008	1	1	0.25	1	1	5	4	1	5		9999		3
4001	3	1		2010	1	2	1.5	1	1	1	2	2	1		9999		3
4001	4	1		2011	1	3	1.5	2	1	1	1	9					3
4003	3	1		2001	1	1	1.5	2	2				1		2009	12	3
4003	4	1		2003	1	2	1.5	1	1	1	9	2	1		9999		3
4003	5	1		2009	1	7	0.25	1	1	1	3	2	1		9999		3
4004	3	1		2007	1	7	0.25	1	1	1	5	2	1		9999		3
4004	4	1		2007	1	7	0.25	1	1	1	5	2	1		9999		3
4004	5	1		2010	66	7	0.25	1	1	1	1	2	1		9999		3
4005	3	1		2002	1	2	1.0	1	1	1	10	2	7		9999		3
4005	4	1		2004	1	2	1.0	1	1	1	8	2	5		9999		3
4005	5	1		2009	1	1	0.3	1	1	5	3	2	5		9999		3
4005	6	1		2010	66	3	1.0	1	1	1	1	1	1		9999		3
4005	8	1		2003	1	2	1.0	1	1	1	9	2	5		9999		3
4005	9	1		2005	1	2	1.0	1	1	7	7	2	7		9999		3
4005	10	1		2009	1	1	0.3	1	1	5	3	2	5		9999		3
4008	3	1		2006	1	8	0.3	1	1	1	66	2	1		9999		3
4008	4	1		2008	1	1	1.0	1	1	5	4	2	5		9999		3
4009	3	1		2002	66	2	4.0	1	1	7	9	2	1		9999		3
4009	4	1		2006	66	5	1.0	1	1	1	5	2	1		9999		3
4009	5	1		2007	66	7	0.5	1	1	1	4	2	1		9999		3
4011	3	1		2006	1	1	1.0	1	1	1	6	2	1		9999		3
4011	4	1		2006	1	1	1.0	1	1	1	6	2	1		9999		3
4012	3	1		2006	1	8	6.0	1	1	1	77	2	1		9999		3
4012	4	1		2011	1	1	0.5	2	1	1	1	9					3
4013	3	1		2011	66	5	0.5	2	1	1	66	9					3
4015	3	1		2010	1	1	1.0	1	1	5	2	2	5				3
4015	4	1		2011	1	1	1.0	1	1	5	1	9					3
