a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
5957	2	99														1
5958	2															1
5959	2															1
5960	2															1
5961	2															1
5962	2															1
5963	2															1
5964	2															1
5965	2															1
5966	2															1
5967	2															1
5968	2															1
5969	2															1
5970	2															1
5971	2															1
5972	2															1
5973	2															1
5974	2															1
5975	2															1
5976	2															1
5977	2															1
5978	2															1
5979	2															1
5980	2															1
5980	2															1
5981	2															1
5982	2															1
5983	2															1
5984	2															1
5985	2															1
5986	2															1
5987	2															1
5988	2															1
5989	2															1
5990	2															1
5991	2															1
5992	2															1
5993	2															1
5994	2															1
5995	2															1
5996	2															1
5997	2															1
5998	2															1
5999	2															1
6000	2															1
6001	2															1
6002	2															1
6003	2															1
6004	2															1
6005	2															1
6006	2															1
6007	1	81	3	1	4	30	1	3	37	1	1		1	1	1	1
6008	2															1
6009	2															1
6010	2															1
6011	2															1
6012	2															1
6013	2															1
6013	2															1
6014	2															1
6015	2															1
6016	2															1
6017	2															1
6018	2															1
6019	2															1
6020	2															1
6021	2															1
6022	2															1
6023	2															1
6024	2															1
6025	2															1
6026	2															1
6027	2															1
6028	2															1
6029	2															1
6030	2															1
6031	2															1
6032	2															1
6033	2															1
6034	2															1
6035	2															1
6036	2															1
6037	2															1
6038	2															1
6039	2															1
6040	2															1
6041	2															1
6042	2															1
6043	2															1
6044	2															1
6045	2															1
6046	2															1
6047	2															1
6048	2															1
6049	2															1
6050	2															1
6051	2															1
6052	2															1
6053	2															1
6054	2															1
6055	2															1
6056	2															1
6057	2															1
6058	2															1
6059	2															1
6060	2															1
6061	2															1
6062	1	81	3	5	11	24	1	10	12	1	1		1	1	1	1
6063	2															1
6064	2															1
6065	2															1
6066	2															1
6067	2															1
6068	2															1
6069	2															1
6070	2															1
6071	2															1
6072	2															1
6073	2															1
6074	2															1
6075	2															1
6076	2															1
6077	2															1
6078	2															1
6079	2															1
6080	2															1
6081	2															1
6082	2															1
6083	2															1
6084	2															1
6085	2															1
6086	2															1
6087	2															1
6088	1	81	3	4	3	15	2	9	82	1	29		3	10	2	1
6089	1	81	3	3	2	25	2	8	82	1	29		3	3	2	1
6090	1	81	3	0	7	32	1	15	19	1	34		1	7	1	1
6091	2															1
6092	2															1
6093	2															1
6094	2															1
6095	2															1
6096	2															1
6097	2															1
6098	1	81	3	6	6	23	1	11	12	1	29		1	1	1	1
6099	2															1
6100	2															1
6101	2															1
6102	1	81	3	6	3	24	1	4	13	2		41	1	4	1	1
6103	2															1
6104	2															1
6105	2															1
6106	2															1
6107	2															1
6108	2															1
6109	2															1
6110	2															1
6111	1	81	3	5	3	27	1	10	21	1	29		1	1	1	1
6112	2															1
6113	2															1
6114	2															1
6115	1	81	3	1	6	16	2	7	1	1	35		6	4	2	1
6116	2															1
6117	2															1
6118	2															1
6119	2															1
6120	1	81	3	0	7	18	2	8	11	1	30		3	5	2	1
6121	2															1
6122	2															1
6123	2															1
6124	2															1
6124	2															1
6125	1	81	3	2	1	18	1	4	11	1	1		1	3	1	1
6126	2															1
6127	2															1
6128	2															1
6129	1	81	3	5	4	20	1	4	11	1	29		1	1	1	1
6130	2															1
6131	2															1
6132	1	81	3	4	9	30	1	99	11	1	30		1	1	1	1
6133	1	81	2	3	4	40	1	12	13	1	29		1	1	1	1
6134	2															1
6135	1	81	3	0	6	19	2	12	5	1	1		3	3	2	1
6136	2															1
6137	2															1
6138	2															1
6139	2															1
6140	1	81	3	2	4	18	2	5	8	1	29		3	5	2	1
6141	2															1
6142	2															1
6143	2															1
6144	2															1
6145	2															1
6146	2															1
6147	2															1
6148	2															1
6149	2															1
6150	2															1
6151	2															1
6152	2															1
6153	2															1
6154	2															1
6155	2															1
6156	2															1
6157	2															1
6158	2															1
6159	2															1
6160	2															1
6161	2															1
6162	2															1
6163	2															1
6164	2															1
6165	2															1
6166	2															1
6167	2															1
6168	2															1
6169	2															1
6170	2															1
6171	2															1
6172	2															1
6173	2															1
6174	2															1
6175	2															1
6176	2															1
6177	1	81	2	4	1	38	1	5	16	2		41	1	1	1	1
6178	2															1
6179	2															1
6180	2															1
6181	2															1
6182	1	81	3	1	3	21	2	7	82	1	10		3	7	2	1
6183	1	81	3	3	3	19	2	9	82	1	32		3	2	2	1
6183	1	82	3	0	9	21	2	12	82	1	31		3	7	2	1
6184	2															1
6185	2															1
6186	2															1
6187	1	81	7	3	10	20	1	14	81	1	1		2	2	2	1
6188	2															1
6189	2															1
6190	2															1
6191	2															1
6192	2															1
6193	2															1
6194	2															1
6195	2															1
6196	2															1
6197	2															1
6198	2															1
6199	2															1
6200	1	81	3	0	2	18	2	9	82	1	32		3	7	2	1
6201	2															1
6202	2															1
6203	2															1
6204	2															1
6205	2															1
6206	2															1
6207	2															1
6208	2															1
6209	2															1
6210	2															1
6211	2															1
6212	2															1
6213	2															1
6214	2															1
6215	2															1
6216	1	81	3	4	3	25	1	8	7	2		20	1	8	1	1
6217	1	81	3	2	1	20	1	12	10	1	1		2	5	2	1
6218	2															1
6219	2															1
6220	2															1
6221	2															1
6222	2															1
6223	2															1
6224	2															1
6225	2															1
6226	2															1
6227	1	81	3	4	0	26	1	9	21	2		20	1	8	1	1
6228	2															1
6229	2															1
6230	2															1
6231	2															1
6232	2															1
6233	2															1
6234	2															1
6235	1	81	3	2	6	35	1	8	35	2		20	1	8	1	1
6236	2															1
6237	2															1
6238	2															1
6239	2															1
6240	2															1
6241	2															1
6242	2															1
6243	2															1
6244	2															1
6245	2															1
6246	2															1
6247	2															1
6248	2															1
6249	2															1
6250	2															1
6251	2															1
6252	2															1
6253	2															1
6254	2															1
6255	2															1
6256	2															1
6257	2															1
6258	2															1
6259	2															1
6260	2															1
6261	1	81	3	5	2	15	2	1	15	1	1		1	1	1	1
6261	1	82	3	2	3	13	2	1	5	1	1		1	1	1	1
6262	2															1
6263	2															1
6264	2															1
6265	2															1
6266	2															1
6267	2															1
6268	2															1
6269	2															1
6270	2															1
6271	2															1
6272	2															1
6273	1	81	2	2	7	45	1	99	13	1	1		1	3	1	1
6273	1	82	3	1	9	25	1	5	13	1	1		1	3	1	1
6274	2															1
6275	1	81	2	4	0	40	1	99	11	1	1		1	1	2	1
6276	2															1
6277	2															1
6278	2															1
6279	2															1
6280	2															1
6281	2															1
6281	2															1
6282	1	81	3	3	2	14	2	7	81	1	64		2	1	2	1
6283	2															1
6284	2															1
6285	2															1
6286	2															1
6287	1	81	3	4	3	35	1	5	13	1	1		1	1	1	1
6288	2															1
6289	2															1
6290	1	82	3	0	3	17	1	5	13	1	1		1	1	2	1
6290	1	81	3	3	2	20	1	12	5	1	59		2	1	2	1
6291	1	81	2	1	10	32	1	1	51	1	59		8	4	1	1
6292	2															1
6293	2															1
6294	2															1
6295	2															1
6296	1	82	3	3	8	19	1	8	13	1	18		1	3	1	1
6296	1	81	3	4	9	21	2	5	13	1	18		1	3	1	1
6297	1	81	3	1	7	18	1	5	10	1	18		1	1	1	1
6298	2															1
6299	1	82	3	1	1	19	1	7	13	1	1		1	4	1	1
6299	1	81	3	2	2	21	1	9	13	1	1		1	4	1	1
6299	1	83	3	1	1	16	1	3	13	1	18		1	4	1	1
6300	1	81	3	4	0	28	1	99	13	1	18		1	3	1	1
6300	1	82	3	3	2	17	2	99	8	1	18		1	3	1	1
6301	2															1
6302	2															1
6303	2															1
6304	2															1
6305	2															1
6306	1	82	3	1	0	25	1	10	13	1	1		1	1	1	1
6306	1	81	3	1	0	22	1	6	7	1	1		1	1	1	1
6307	2															1
6308	1	81	3	5	0	18	2	10	81	1	1		2	3	2	1
6308	1	82	3	5	0	15	1	9	81	1	1		2	3	2	1
6309	2															1
6310	2															1
6311	1	82	3	4	3	20	1	5	53	1	1		1	1	1	1
6311	1	81	3	4	6	25	1	8	36	1	1		1	1	1	1
6312	1	81	3	6	5	20	1	5	21	1	1		1	7	1	1
6313	2															1
6314	1	81	3	2	3	22	1	12	13	1	1		1	1	1	1
6315	1	81	2	1	2	35	1	99	37	1	1		1	1	1	1
6316	2															1
6317	1	81	2	4	10	40	1	99	37	1	1		1	1	1	1
6318	1	81	3	2	2	32	1	10	13	1	1		1	4	1	1
6319	2															1
6320	1	81	2	1	0	40	1	4	13	1	1		1	4	1	1
6321	2															1
6322	2															1
6323	2															1
6324	1	81	3	3	10	21	1	15	81	1	1		2	3	2	1
6325	2															1
6325	2															1
6326	2															1
6327	2															1
6328	2															1
6329	2															1
6330	2															1
6331	2															1
6332	2															1
6333	2															1
6334	2															1
6335	2															1
6336	2															1
6337	2															1
6338	2															1
6339	2															1
6340	2															1
6341	2															1
6342	2															1
6343	2															1
6344	2															1
6345	2															1
6346	2															1
6347	2															1
6348	2															1
6349	2															1
6350	2															1
6351	2															1
6352	2															1
6353	2															1
6354	2															1
6355	2															1
6356	2															1
6357	2															1
6358	2															1
6359	1	81	3	0	10	18	2	12	40	1	1		1	3	2	1
6360	2															1
6361	2															1
6362	2															1
6363	2															1
6364	2															1
6365	2															1
6366	2															1
6367	2															1
6368	2															1
6369	2															1
6370	1	81	3	5	6	20	1	9	72	2		29	1	7	1	1
6371	2															1
6372	1	81	3	2	11	28	1	14	13	1	18		1	1	2	1
6373	1	81	2	2	4	40	1	5	13	2		41	1	4	1	1
6374	2															1
6375	2															1
6376	2															1
6377	1	81	2	2	3	45	1	9	13	2		41	1	3	1	1
6378	2															1
6379	2															1
6380	2															1
6381	1	81	3	2	5	14	1	4	8	1	1		1	1	1	1
6382	2															1
6383	1	82	3	3	1	55	1	5	1	1	1		1	1	1	1
6383	1	81	3	4	6	50	1	5	7	2		29	1	1	2	1
6384	2															1
6385	2															1
6386	2															1
6387	2															1
6388	1	81	3	2	7	22	2	99	82	1	11		3	2	2	1
6389	2															1
6390	2															1
6391	2															1
6392	2															1
6393	1	81	3	3	6	22	2	7	69	1	11		3	2	2	1
6394	2															1
6395	1	81	2	2	3	23	1	7	13	1	1		1	1	1	1
6396	1	81	3	4	2	18	1	6	13	1	1		1	1	1	1
6396	1	82	3	1	2	20	2	99	13	1	1		1	1	2	1
6397	2															1
6398	2															1
6399	1	81	3	1	10	20	2	99	82	1	11		3	2	2	1
6400	2															1
6401	2															1
6402	2															1
6403	2															1
6404	2															1
6405	1	81	3	1	4	19	1	3	13	1	1		1	1	2	1
6406	2															1
6407	1	81	3	3	8	21	2	9	82	1	5		3	1	2	1
6408	2															1
6409	2															1
6410	1	82	4	1	2	26	2	12	82	1	1		8	2	2	1
6410	1	83	5	1	2	2	2	99	84	1	1		8	2	2	1
6410	1	81	3	4	5	21	1	14	81	1	1		2	2	2	1
6411	2															1
6412	1	81	2	0	6	32	1	9	7	1	1		1	3	1	1
6413	2															1
6414	2															1
6415	1	81	3	3	6	15	2	5	13	1	5		1	2	1	1
6416	2															1
6417	2															1
6418	2															1
6419	1	81	2	4	3	40	1	5	13	2		41	1	5	1	1
6420	2															1
6421	2															1
6422	2															1
6423	2															1
6424	2															1
6425	2															1
6426	2															1
6427	2															1
6428	2															1
6429	2															1
6430	2															1
6431	2															1
6432	2															1
6433	2															1
6434	2															1
6435	2															1
6436	2															1
6437	2															1
6438	2															1
6439	2															1
6440	2															1
6441	2															1
6442	2															1
6443	2															1
6444	1	81	1	1	2	22	1	3	51	1	1		8	1	2	1
6445	2															1
6446	2															1
6447	2															1
6448	2															1
