a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
4752	2															3
4753	2															3
4754	2															3
4755	2															3
4756	2															3
4757	2															3
4758	2															3
4759	2															3
4760	2															3
4761	2															3
4762	2															3
4763	2															3
4764	2															3
4765	2															3
4766	2															3
4767	2															3
4768	2															3
4769	2															3
4770	2															3
4771	2															3
4772	2															3
4773	2															3
4774	2															3
4775	2															3
4776	2															3
4777	2															3
4778	2															3
4779	1	81	3	0	6	26	2	15	13	1	45		1	1	1	3
4780	2															3
4781	2															3
4782	2															3
4783	2															3
4784	2															3
4785	2															3
4786	2															3
4787	2															3
4788	2															3
4789	2															3
4790	2															3
4791	2															3
4792	2															3
4793	2															3
4794	2															3
4795	2															3
4796	2															3
4797	2															3
4798	2															3
4799	2															3
4800	2															3
4801	2															3
4802	2															3
4803	2															3
4804	2															3
4805	2															3
4806	2															3
4807	2															3
4808	2															3
4809	2															3
4810	2															3
4811	2															3
4812	2															3
4813	1	81	6	3	2	65	2	99	51	1	2		8	1	1	3
4814	2															3
4815	2															3
4816	2															3
4817	1	81	3	6	3	22	1	8	13	1	1		1	1	2	3
4818	2															3
4819	2															3
4820	2															3
4821	2															3
4822	2															3
4823	1	81	6	11	2	46	1	99	3	1	2		1	1	1	3
4824	2															3
4825	2															3
4826	1	81	3	4	3	22	1	5	13	1	2		1	3	1	3
4827	1	81	3	1	4	19	1	8	13	1	2		1	1	1	3
4828	2															3
4829	2															3
4830	2															3
4831	2															3
4832	2															3
4833	2															3
4834	2															3
4835	2															3
4836	2															3
4837	2															3
4838	2															3
4839	2															3
4840	2															3
4841	2															3
4842	2															3
4843	2															3
4844	2															3
4845	1	81	2	15	3	47	1	8	12	1	1		1	2	1	3
4845	1	82	3	1	4	17	1	12	81	1	13		2	2	2	3
4846	2															3
4847	2															3
4848	2															3
4849	1	81	3	0	2	35	1	1	11	1	1		1	1	2	3
4850	2															3
4851	2															3
4852	2															3
4853	2															3
4854	2															3
4855	2															3
4856	2															3
4857	2															3
4858	1	81	3	2	1	15	1	5	13	1	2		1	2	2	3
4859	2															3
4860	2															3
4861	2															3
4862	2															3
4863	2															3
4864	2															3
4865	2															3
4866	2															3
4867	2															3
4868	2															3
4869	2															3
4870	2															3
4871	2															3
4872	2															3
4873	2															3
4874	2															3
4875	2															3
4876	2															3
4877	2															3
4878	2															3
4879	2															3
4880	2															3
4881	2															3
4882	2															3
4883	2															3
4884	2															3
4885	2															3
4886	2															3
4887	2															3
4888	2															3
4889	1	81	3	10	4	35	1	5	13	1	2		1	1	2	3
4889	1	82	3	5	3	22	1	5	13	1	2		1	1	2	3
4889	1	83	3	6	2	18	2	5	13	1	2		1	1	1	3
4890	2															3
4891	1	81	3	8	4	22	1	2	13	1	2		1	1	1	3
4891	1	82	4	1	3	20	2	5	13	1	2		1	1	2	3
4891	1	83	3	1	5	18	1	5	13	1	2		1	1	2	3
4892	2															3
4893	2															3
4894	2															3
4895	1	81	3	16	5	39	1	12	13	2		37	1	2	1	3
4895	1	82	3	4	2	26	2	12	81	1	15		2	2	2	3
4896	2															3
4897	1	81	3	4	2	36	1	12	12	2		16	1	10	1	3
4898	2															3
4899	2															3
4900	2															3
4901	2															3
4902	2															3
4903	1	81	6	4	0	60	1	5	21	2		29	1	1	1	3
4904	2															3
4905	1	81	3	9	2	30	1	12	22	2		39	1	1	1	3
4905	1	82	3	7	0	25	1	14	22	2		39	1	3	1	3
4906	2															3
4907	2															3
4908	1	81	3	4	2	25	1	5	24	2		20	1	8	1	3
4909	2															3
4910	2															3
4911	2															3
4912	2															3
4913	2															3
4914	1	81	7	0	1	26	1	7	13	2		2	1	4	2	3
4915	2															3
4916	1	81	2	4	2	60	1	4	7	2		38	1	1	1	3
4917	1	81	7	3	2	24	1	5	13	2		38	1	3	1	3
4918	2															3
4919	2															3
4920	2															3
4921	1	81	7	10	2	34	1	9	13	2		41	1	8	2	3
4921	1	82	7	6	3	20	1	7	13	2		41	1	3	1	3
4922	2															3
4923	2															3
4924	1	81	2	2	0	60	1	5	44	2		29	1	4	1	3
4925	2															3
4926	1	81	7	5	8	28	1	5	37	2		41	1	4	1	3
4927	2															3
4928	2															3
4929	2															3
4930	1	81	3	3	2	23	2	4	8	1	58		3	3	2	3
4931	2															3
4932	2															3
4933	2															3
4934	2															3
4935	2															3
4936	2															3
4937	2															3
4938	2															3
4939	1	81	2	20	3	55	1	5	21	2		29	1	2	1	3
4940	2															3
4941	2															3
4942	1	81	3	4	6	22	1	12	5	1	55		2	7	1	3
4943	2															3
4944	2															3
4945	2															3
4946	1	81	7	4	10	20	2	99	8	1	58		3	5	2	3
4947	2															3
4948	1	81	3	4	11	25	2	6	8	1	15		3	7	2	3
4948	1	82	3	3	10	22	2	99	8	1	58		3	7	2	3
4949	2															3
4950	2															3
4951	1	81	3	8	11	22	2	99	82	1	58		3	3	2	3
4952	2															3
4953	2															3
4954	1	81	2	0	1	25	1	99	3	1	55		1	1	2	3
4955	2															3
4956	1	81	3	4	2	25	2	99	82	1	58		3	2	2	3
4957	2															3
4958	2															3
4959	2															3
4960	2															3
4961	2															3
4962	2															3
4963	2															3
4964	2															3
4965	1	81	3	0	4	21	2	12	14	1	58		3	9	2	3
4965	1	82	3	1	2	18	1	9	81	1	16		2	2	2	3
4966	2															3
4967	1	81	3	0	9	29	2	12	1	1	58		3	1	2	3
4967	1	82	3	3	1	22	1	12	5	1	16		2	2	2	3
4968	1	81	3	0	4	19	1	99	1	1	18		8	1	1	3
4969	1	81	3	1	3	35	1	99	1	1	18		8	1	1	3
4969	1	82	4	0	3	27	2	5	1	1	2		1	1	1	3
4970	2															3
4971	2															3
4972	2															3
4973	2															3
4974	2															3
4975	2															3
4976	1	81	3	0	1	8	1	2	81	1	55		2	2	2	3
4977	2															3
4978	2															3
4979	1	81	3	4	2	22	2	67	82	1	58		3	5	2	3
4980	2															3
4981	2															3
4982	2															3
4983	2															3
4984	1	81	3	2	11	19	2	99	8	1	1		3	1	2	3
4984	1	82	3	0	11	21	2	99	8	1	1		3	1	2	3
4985	2															3
4986	2															3
4987	1	81	3	10	3	27	1	9	11	1	55		1	1	1	3
4988	2															3
4989	1	81	3	0	4	17	2	10	8	1	58		3	9	2	3
4990	2															3
4991	1	81	7	5	4	38	1	8	13	2		16	1	4	1	3
4992	2															3
4993	2															3
4994	2															3
4995	1	81	2	0	7	40	1	5	21	2		29	1	2	1	3
4996	2															3
4997	1	81	2	0	6	52	1	6	2	2		29	1	1	1	3
4998	2															3
4999	2															3
5000	1	81	3	0	1	10	2	5	81	1	55		2	2	2	3
5001	2															3
5002	2															3
5003	1	81	3	0	5	18	2	5	82	1	58		3	2	2	3
5004	2															3
5005	2															3
5006	2															3
5007	2															3
5008	2															3
5009	2															3
5010	2															3
5011	2															3
5012	2															3
5013	1	81	7	8	10	19	1	33	5	1	55		2	2	2	3
5013	1	82	7	0	6	30	1	99	11	1	55		8	1	2	3
5014	2															3
5015	2															3
5016	2															3
5017	2															3
5018	2															3
5019	2															3
5020	2															3
5021	1	81	3	0	4	20	2	7	8	1	58		3	10	2	3
5022	2															3
5023	2															3
5024	2															3
5025	2															3
5026	2															3
5027	2															3
5028	2															3
5029	2															3
5030	2															3
5031	2															3
5032	2															3
5033	2															3
5034	2															3
5035	2															3
5036	2															3
5037	2															3
5038	2															3
5039	2															3
5040	1	81	7	2	5	22	2	5	8	1	58		3	10	2	3
5041	1	81	3	7	2	20	1	5	24	1	58		8	9	1	3
5042	2															3
5043	2															3
5044	2															3
5045	2															3
5046	1	81	3	5	3	17	2	5	82	1	55		3	9	2	3
5047	1	81	3	0	4	15	1	5	8	1	58		1	9	1	3
5048	1	81	1	3	2	25	1	1	21	1	55		1	9	1	3
5049	1	81	3	4	3	20	1	33	81	1	24		2	2	2	3
5050	2															3
5051	2															3
5052	1	81	3	2	0	28	1	5	13	1	55		1	1	2	3
5052	1	82	3	2	0	23	1	8	13	1	55		1	1	1	3
5053	1	81	7	0	9	25	1	9	35	2		38	1	7	1	3
5054	2															3
5055	1	81	3	4	2	23	1	9	13	1	55		1	9	1	3
5056	1	81	3	2	4	19	2	5	82	1	58		3	2	2	3
5057	2															3
5058	1	81	3	4	2	40	1	8	23	1	18		1	2	1	3
5059	2															3
5060	2															3
5061	2															3
5062	2															3
5063	1	81	3	10	2	21	1	76	44	1	55		1	1	1	3
5063	1	82	3	7	4	15	1	76	44	1	55		1	1	1	3
5063	1	83	3	2	3	11	1	76	81	1	55		2	1	2	3
5064	2															3
5065	2															3
5066	2															3
5067	2															3
5068	2															3
5069	2															3
5070	2															3
5071	1	81	3	7	2	30	1	12	12	1	55		1	1	1	3
5071	1	82	3	2	1	13	1	6	81	1	55		2	9	2	3
5071	1	83	3	2	1	13	1	7	81	1	55		2	9	2	3
5072	2															3
5073	2															3
5074	1	81	3	2	6	19	2	8	82	1	58		3	4	2	3
5075	2															3
5076	2															3
5077	1	81	7	2	3	28	2	9	82	1	58		3	5	2	3
5078	2															3
5079	2															3
5080	2															3
5081	2															3
5082	2															3
5083	1	81	3	2	0	25	1	7	37	1	55		1	1	1	3
5084	2															3
5085	2															3
5086	2															3
5087	2															3
5088	2															3
5089	2															3
5090	2															3
5091	2															3
5092	2															3
5093	2															3
5094	2															3
5095	2															3
5096	2															3
5097	2															3
5098	2															3
5099	2															3
5100	2															3
5101	2															3
5102	2															3
5103	2															3
5104	2															3
5105	2															3
5106	2															3
5107	2															3
5108	2															3
5109	2															3
5110	2															3
5111	2															3
5112	1	81	2	4	10	44	1	2	37	2		38	1	4	1	3
5113	2															3
5114	2															3
5115	2															3
5116	2															3
5117	2															3
5118	2															3
5119	2															3
5120	2															3
5121	2															3
5122	2															3
5123	2															3
5124	2															3
5125	2															3
5126	2															3
5127	2															3
5128	2															3
5129	2															3
5130	2															3
5131	1	81	7	3	0	32	1	99	37	2		24	1	3	1	3
5132	2															3
5133	2															3
5134	2															3
5135	1	81	3	10	10	21	1	10	21	2		38	1	3	2	3
5136	2															3
5137	2															3
5138	2															3
5139	2															3
5140	2															3
5141	2															3
5142	2															3
5143	2															3
5144	2															3
5145	2															3
5146	2															3
5147	2															3
5148	2															3
5149	2															3
5150	2															3
5151	2															3
5152	2															3
5153	2															3
5154	1	81	3	9	0	22	1	6	11	2		38	1	3	1	3
5155	2															3
5156	2															3
5157	2															3
5158	2															3
5159	2															3
5160	2															3
5161	2															3
5162	2															3
5163	2															3
5164	2															3
5165	2															3
5166	2															3
5167	1	81	3	10	3	30	1	8	21	2		29	1	7	1	3
5168	1	81	3	8	9	22	1	4	37	2		38	1	8	1	3
5169	2															3
5170	2															3
5171	2															3
5172	2															3
5173	2															3
5174	2															3
5175	2															3
5176	2															3
5177	2															3
5178	1	81	3	11	2	22	1	6	21	1	55		1	1	1	3
5179	1	81	3	8	7	35	1	9	11	2		2	1	8	1	3
5180	2															3
5181	2															3
5182	2															3
5183	2															3
5184	2															3
5185	2															3
5186	2															3
5187	2															3
5188	2															3
5189	2															3
5190	2															3
5191	2															3
5192	2															3
5193	2															3
5194	2															3
5195	2															3
5196	2															3
5197	2															3
5198	2															3
5199	2															3
5200	2															3
5201	2															3
5202	2															3
5203	2															3
5204	2															3
5205	2															3
5206	2															3
5207	2															3
5208	2															3
5209	2															3
5210	2															3
5211	2															3
5212	2															3
5213	2															3
5214	2															3
5215	2															3
5216	2															3
5217	2															3
5218	2															3
5219	2															3
5220	2															3
5221	2															3
5222	2															3
5223	2															3
5224	2															3
5225	2															3
5226	2															3
5227	1	81	2	0	2	30	1	10	21	1	55		1	1	2	3
5228	2															3
5229	2															3
5230	2															3
5231	2															3
5232	2															3
5233	2															3
5234	2															3
5235	2															3
5236	2															3
5237	2															3
5238	2															3
5239	2															3
5240	2															3
5241	2															3
5242	2															3
5243	2															3
5244	2															3
5245	2															3
5246	2															3
5247	2															3
5248	2															3
5249	2															3
5250	2															3
5251	2															3
5252	2															3
5253	2															3
5254	2															3
5255	2															3
5256	2															3
5257	2															3
5258	2															3
5259	1	81	2	6	4	39	1	9	7	2		16	1	3	2	3
5260	2															3
5261	2															3
5262	2															3
5263	2															3
5264	2															3
5265	2															3
5266	2															3
5267	2															3
5268	2															3
5269	2															3
5270	2															3
5271	2															3
5272	2															3
5273	2															3
5274	2															3
5275	2															3
5276	2															3
5277	2															3
5278	2															3
5279	2															3
5280	2															3
5281	2															3
5282	2															3
5283	2															3
5284	2															3
5285	2															3
5286	2															3
5287	2															3
5288	1	81	3	4	5	36	1	10	13	1	2		1	2	1	3
5289	2															3
5290	2															3
5291	1	81	3	1	2	20	1	12	12	1	20		1	2	1	3
5292	2															3
5293	2															3
5294	1	81	3	4	10	18	2	8	82	1	1		3	2	2	3
5295	1	81	3	3	10	21	1	10	13	1	2		1	2	1	3
5295	1	82	3	4	10	23	1	12	13	1	1		1	2	1	3
5296	2															3
5297	2															3
5298	2															3
5299	1	81	3	1	6	24	1	10	13	2		16	1	4	1	3
5299	1	82	3	0	8	34	2	99	82	1	17		3	1	2	3
5300	2															3
5301	2															3
5302	2															3
5303	2															3
5304	2															3
5305	2															3
5306	2															3
5307	2															3
5308	2															3
5309	2															3
5310	2															3
5311	1	81	3	0	6	16	2	5	82	1	17		3	4	2	3
5312	2															3
5313	2															3
5314	2															3
5315	2															3
5316	2															3
5317	2															3
5318	2															3
5319	1	81	3	0	9	21	1	10	64	2		30	1	2	1	3
5320	2															3
5321	2															3
5322	2															3
5323	2															3
5324	2															3
5325	2															3
5326	1	81	3	2	3	24	1	10	13	1	2		1	2	1	3
5327	2															3
5328	2															3
5329	2															3
5330	2															3
5331	2															3
5332	2															3
5333	2															3
5334	2															3
5335	2															3
5336	2															3
5337	2															3
5338	2															3
5339	2															3
5340	1	81	3	3	2	23	1	3	13	1	2		1	2	1	3
5341	2															3
5342	2															3
5343	2															3
5344	2															3
5345	1	81	3	4	6	24	1	5	13	2		29	1	5	1	3
5346	2															3
5347	2															3
5348	2															3
5349	2															3
5350	2															3
5351	1	81	3	4	4	24	1	5	64	2		29	1	2	1	3
5352	2															3
5353	2															3
5354	2															3
5355	1	81	3	1	6	22	1	8	65	2		21	1	2	1	3
5356	1	81	3	1	9	21	2	6	82	1	17		3	2	2	3
5357	2															3
5358	2															3
5359	2															3
5360	1	81	3	4	2	20	1	5	13	2		29	1	5	1	3
5361	2															3
5362	2															3
5363	2															3
5364	2															3
5365	2															3
5366	2															3
5367	1	81	3	6	10	29	1	9	50	1	1		1	1	2	3
5367	1	82	3	2	2	26	2	9	13	1	1		1	1	2	3
5368	1	81	3	0	6	16	2	5	13	1	1		1	2	2	3
5369	2															3
5370	1	81	3	4	3	24	1	8	13	2		16	1	2	1	3
5371	2															3
5372	2															3
5373	2															3
5374	2															3
5375	2															3
5376	2															3
5377	2															3
5378	2															3
5379	2															3
5380	2															3
5381	2															3
5382	2															3
5383	2															3
5384	2															3
5385	2															3
5386	2															3
5387	2															3
5388	1	81	3	2	3	30	2	5	13	1	1		1	1	2	3
5389	2															3
5390	2															3
5391	2															3
5392	2															3
5393	2															3
5394	2															3
5395	1	81	3	1	2	17	2	7	82	1	12		3	5	2	3
5396	2															3
5397	2															3
5398	2															3
5399	2															3
5400	1	81	3	0	8	15	2	9	81	1	12		3	2	2	3
5401	2															3
5402	2															3
5403	2															3
5404	2															3
5405	1	81	2	0	2	32	1	5	13	2		16	1	2	2	3
5406	2															3
5407	2															3
5408	2															3
5409	1	81	3	1	0	18	1	7	13	2		41	1	5	1	3
5410	2															3
5411	2															3
5412	2															3
5413	1	81	3	4	2	21	2	8	82	1	2		3	4	2	3
5414	1	81	3	4	10	25	1	5	13	1	2		1	2	1	3
5415	2															3
5416	2															3
5417	2															3
5418	2															3
5419	2															3
5420	2															3
5421	2															3
5422	2															3
5423	2															3
5424	1	81	3	0	1	14	2	4	82	1	17		3	5	2	3
5425	2															3
5426	2															3
5427	1	81	3	0	1	18	2	10	82	1	17		3	2	2	3
5428	2															3
5429	2															3
5430	2															3
5431	1	81	3	3	9	36	1	99	13	2		29	1	7	1	3
5432	2															3
5433	2															3
5434	2															3
5435	2															3
5436	2															3
5437	2															3
5438	2															3
5439	2															3
5440	2															3
5441	2															3
5442	2															3
5443	2															3
5444	2															3
5445	1	81	7	0	5	22	1	5	51	2		2	1	2	1	3
5446	2															3
5447	1	81	3	0	4	18	1	8	13	2		38	1	5	1	3
5448	2															3
5449	2															3
5450	1	81	3	0	1	20	1	2	13	2		24	1	7	2	3
5451	1	81	3	3	6	19	2	5	82	1	15		3	2	2	3
5452	2															3
5453	2															3
5454	2															3
5455	2															3
5456	2															3
5457	2															3
5458	2															3
5459	2															3
5460	2															3
5461	2															3
5462	2															3
5463	2															3
5464	2															3
5465	1	81	3	3	5	22	1	5	21	1	53		1	1	1	3
5466	2															3
5467	1	81	3	4	5	28	1	8	13	1	53		1	1	1	3
5468	1	81	2	10	6	35	1	4	1	1	25		1	4	1	3
5469	2															3
5470	2															3
5471	2															3
5472	2															3
5473	2															3
5474	2															3
5475	1	81	2	2	1	30	1	6	13	1	1		1	4	1	3
5476	2															3
5477	2															3
5478	2															3
5479	2															3
5480	2															3
5481	2															3
5482	2															3
5483	2															3
5484	2															3
5485	2															3
5486	2															3
5487	2															3
5488	2															3
5489	2															3
5490	2															3
5491	1	81	3	4	3	18	2	3	8	1	1		1	4	1	3
5492	2															3
5493	2															3
5494	2															3
5495	2															3
5496	2															3
5497	1	81	2	6	10	47	1	99	50	1	1		8	1	1	3
5497	1	82	3	3	9	18	1	5	1	1	1		1	4	1	3
5498	1	81	3	4	10	15	1	4	13	1	1		1	3	1	3
5499	2															3
5500	2															3
5501	2															1
5502	2															1
5503	2															1
5504	2															1
5505	2															1
5506	2															1
5507	2															1
5508	2															1
5509	2															1
5510	2															1
5511	2															1
5512	2															1
5513	2															1
5514	2															1
5515	2															1
5516	2															1
5517	2															1
5518	2															1
5519	2															1
5520	2															1
5521	2															1
5522	2															1
5523	2															1
5524	2															1
5525	2															1
5526	2															1
5527	2															1
5528	2															1
5529	2															1
5530	2															1
5531	2															1
5532	2															1
5533	1	81	3	1	7	30	1	9	7	2		38	1	3	1	1
5534	2															1
5535	2															1
5536	2															1
5537	2															1
5538	2															1
5539	1	81	3	6	8	26	1	12	51	1	1		1	1	1	1
5540	2															1
5541	2															1
5542	2															1
5543	2															1
5544	2															1
5545	2															1
5546	2															1
5547	2															1
5548	2															1
5549	2															1
5550	2															1
5551	2															1
5552	2															1
5553	2															1
5554	1	81	3	0	6	26	1	74	13	2		24	1	4	1	1
5555	2															1
5556	2															1
5557	2															1
5558	2															1
5559	2															1
5560	1	81	3	1	11	14	1	8	81	1	62		2	2	2	1
5561	2															1
5562	2															1
5563	2															1
5564	2															1
5565	2															1
5566	2															1
5567	2															1
5568	1	81	3	1	0	22	1	3	36	1	1		8	1	1	1
5569	1	81	3	0	6	22	1	3	37	1	1		8	1	1	1
5570	2															1
5571	2															1
5572	2															1
5573	2															1
5574	2															1
5575	2															1
5576	2															1
5577	2															1
5578	1	81	2	4	0	41	1	9	13	2		20	1	3	1	1
5579	2															1
5580	2															1
5581	2															1
5582	2															1
5583	2															1
5584	2															1
5585	2															1
5586	2															1
5587	2															1
5588	2															1
5589	2															1
5590	2															1
5591	1	81	3	2	1	20	1	8	13	1	1		1	1	1	1
5592	2															1
5593	1	81	3	4	3	28	1	8	13	1	1		1	4	2	1
5594	2															1
5595	2															1
5596	2															1
5597	2															1
5598	2															1
5599	1	81	3	4	6	24	1	8	14	1	18		1	4	1	1
5600	1	81	3	4	6	19	1	8	13	1	1		1	3	1	1
5601	2															1
5602	2															1
5603	2															1
5604	2															1
5605	2															1
5606	2															1
5607	2															1
5608	2															1
5609	2															1
5610	2															1
5611	2															1
5612	2															1
5613	2															1
5614	2															1
5615	2															1
5616	2															1
5617	2															1
5617	2															1
5618	2															1
5619	1	81	3	4	1	21	1	9	13	1	1		1	4	1	1
5620	2															1
5621	2															1
5622	2															1
5623	2															1
5624	1	81	3	2	8	19	1	12	81	1	1		2	5	2	1
5625	2															1
5626	2															1
5627	2															1
5628	2															1
5629	1	81	3	3	4	23	1	12	81	1	1		2	3	2	1
5630	1	81	3	0	4	18	1	33	81	1	59		2	8	2	1
5631	2															1
5632	2															1
5633	2															1
5634	2															1
5635	2															1
5636	2															1
5637	1	81	3	5	5	25	1	10	13	1	1		1	1	1	1
5638	2															1
5639	2															1
5640	2															1
5641	2															1
5642	2															1
5643	2															1
5644	2															1
5645	2															1
5646	1	81	3	3	0	25	1	10	7	2		38	1	4	1	1
5646	1	82	3	0	5	23	1	7	7	2		38	1	4	1	1
5647	2															1
5648	1	81	2	1	3	42	1	12	12	1	39		1	9	1	1
5649	2															1
5650	2															1
5651	1	81	3	2	6	18	2	9	82	1	59		3	5	2	1
5652	1	82	3	2	3	21	1	4	23	1	1		1	1	1	1
5652	1	81	3	4	5	18	1	3	24	1	18		1	1	1	1
5653	1	82	3	4	8	25	1	4	13	1	1		1	1	2	1
5653	1	81	3	4	8	27	1	8	13	1	25		1	1	1	1
5654	2															1
5655	2															1
5656	1	81	6	4	3	55	1	99	13	1	53		1	1	1	1
5657	2															1
5658	2															1
5659	1	82	3	0	6	16	2	4	13	1	59		1	1	1	1
5659	1	81	3	1	1	18	2	2	82	1	59		3	3	2	1
5660	2															1
5661	2															1
5662	2															1
5663	1	81	3	4	6	21	1	2	13	1	1		1	3	1	1
5664	1	81	2	1	6	36	2	5	70	2		41	1	4	1	1
5665	2															1
5666	2															1
5667	2															1
5668	2															1
5669	2															1
5670	2															1
5671	1	81	3	4	2	28	1	7	19	1	1		1	1	1	1
5672	2															1
5673	2															1
5674	1	81	3	4	4	21	1	4	13	1	1		1	1	1	1
5675	2															1
5676	2															1
5677	2															1
5678	2															1
5679	2															1
5680	2															1
5681	2															1
5682	2															1
5683	2															1
5684	2															1
5685	1	81	3	4	1	22	1	4	1	1	1		1	1	1	1
5686	2															1
5687	2															1
5688	2															1
5689	2															1
5690	2															1
5691	2															1
5692	2															1
5693	2															1
5694	2															1
5695	2															1
5696	2															1
5697	2															1
5698	2															1
5699	2															1
5700	2															1
5701	2															1
5702	2															1
5703	2															1
5704	1	81	3	1	0	18	1	15	72	1	1		2	2	2	1
5705	2															1
5706	2															1
5707	2															1
5708	2															1
5709	1	81	1	3	5	22	1	99	21	1	18		1	1	2	1
5710	2															1
5711	2															1
5712	2															1
5713	2															1
5714	2															1
5715	2															1
5716	2															1
5717	2															1
5718	2															1
5719	2															1
5720	2															1
5721	2															1
5722	2															1
5723	2															1
5724	2															1
5725	2															1
5726	2															1
5727	2															1
5728	2															1
5729	2															1
5730	2															1
5731	2															1
5732	2															1
5733	2															1
5734	2															1
5735	2															1
5736	2															1
5737	2															1
5738	2															1
5739	2															1
5740	2															1
5741	2															1
5742	2															1
5743	2															1
5744	1	81	3	3	6	22	2	5	82	1	36		3	1	2	1
5745	2															1
5746	2															1
5747	2															1
5748	2															1
5749	2															1
5750	2															1
5751	2															1
5752	2															1
5753	2															1
5754	2															1
5755	2															1
5756	2															1
5757	2															1
5758	2															1
5759	2															1
5760	2															1
5761	2															1
5762	2															1
5763	1	81	7	3	7	25	1	10	13	2		30	1	1	1	1
5764	2															1
5765	2															1
5766	2															1
5767	1	81	3	6	3	26	1	16	5	1	1		2	1	2	1
5767	1	82	3	1	2	20	1	15	5	1	1		2	2	2	1
5768	2															1
5769	2															1
5770	2															1
5771	2															1
5772	2															1
5773	2															1
5774	2															1
5775	2															1
5776	2															1
5777	2															1
5778	2															1
5779	2															1
5780	2															1
5781	2															1
5782	2															1
5783	2															1
5784	2															1
5785	2															1
5786	2															1
5787	2															1
5788	2															1
5789	2															1
5790	2															1
5791	2															1
5792	2															1
5793	2															1
5794	2															1
5795	2															1
5796	2															1
5797	2															1
5798	2															1
5799	2															1
5800	2															1
5801	2															1
5802	2															1
5803	2															1
5804	2															1
5805	2															1
5806	1	81	3	6	3	35	1	5	21	2		21	1	8	1	1
5807	2															1
5808	2															1
5809	2															1
5810	2															1
5811	2															1
5812	2															1
5813	2															1
5814	2															1
5815	2															1
5816	2															1
5817	2															1
5818	2															1
5819	2															1
5820	2															1
5821	2															1
5822	2															1
5823	2															1
5824	2															1
5825	1	81	2	2	6	35	1	99	22	1	1		1	1	1	1
5826	1	81	2	4	2	35	1	5	21	2		20	1	1	1	1
5827	2															1
5828	2															1
5829	1	81	7	1	10	18	1	33	81	1	7		2	2	2	1
5830	2															1
5831	2															1
5832	2															1
5833	2															1
5834	2															1
5835	2															1
5836	2															1
5837	2															1
5838	2															1
5839	2															1
5840	2															1
5841	2															1
5842	2															1
5843	1	81	3	3	4	22	1	7	13	1	1		1	1	1	1
5844	2															1
5845	2															1
5846	1	81	2	2	2	57	1	8	13	2		29	1	1	1	1
5847	2															1
5848	1	81	6	0	9	45	1	10	13	1	29		1	3	2	1
5849	2															1
5850	2															1
5851	2															1
5852	2															1
5853	2															1
5854	2															1
5855	2															1
5856	2															1
5857	2															1
5858	1	82	3	2	5	25	1	12	13	2		13	1	8	1	1
5858	1	81	3	3	3	28	1	5	13	2		20	1	8	1	1
5859	2															1
5860	2															1
5861	2															1
5862	2															1
5863	2															1
5864	2															1
5865	2															1
5866	2															1
5867	2															1
5868	1	81	2	0	2	15	1	5	57	1	1		8	1	1	1
5869	1	81	3	0	3	17	2	7	13	1	1		1	4	1	1
5870	1	81	2	0	3	55	1	9	12	1	39		1	3	1	1
5871	1	81	3	1	6	35	1	4	50	1	63		8	3	1	1
5872	2															1
5873	2															1
5874	2															1
5875	2															1
5876	2															1
5877	2															1
5878	2															1
5879	1	81	3	1	3	22	1	8	13	1	1		1	1	1	1
5879	1	82	3	3	4	20	1	5	13	1	1		1	1	1	1
5880	2															1
5881	2															1
5882	2															1
5883	2															1
5884	2															1
5885	2															1
5886	1	81	3	1	1	12	1	6	81	2		10	2	2	2	1
5887	1	81	2	0	6	40	1	9	13	1	1		1	3	1	1
5888	2															1
5889	2															1
5890	2															1
5891	2															1
5892	2															1
5893	2															1
5894	2															1
5895	2															1
5896	2															1
5897	1	81	3	1	3	20	2	12	81	1	8		2	2	2	1
5898	1	81	3	2	10	21	1	8	7	1	1		8	1	1	1
5899	2															1
5900	1	81	2	0	5	32	1	8	7	1	1		8	1	1	1
5901	2															1
5902	2															1
5903	2															1
5904	2															1
5905	2															1
5906	2															1
5907	2															1
5908	2															1
5909	2															1
5910	2															1
5911	2															1
5912	2															1
5913	2															1
5914	2															1
5915	2															1
5916	1	81	7	3	8	22	1	8	64	2		20	8	2	1	1
5917	2															1
5918	2															1
5919	2															1
5920	2															1
5921	2															1
5922	2															1
5923	2															1
5924	2															1
5925	2															1
5926	2															1
5927	2															1
5928	1	81	3	5	3	19	1	8	31	1	30		1	1	2	1
5929	1	81	3	2	0	17	1	76	81	1	30		2	2	2	1
5930	2															1
5931	2															1
5932	1	81	3	5	1	24	1	8	13	2		29	1	2	1	1
5933	2															1
5934	2															1
5935	2															1
5936	2															1
5937	2															1
5938	2															1
5939	2															1
5940	1	81	2	1	2	38	1	99	21	1	29		1	4	1	1
5941	2															1
5942	2															1
5943	1	81	2	0	8	38	1	4	8	1	37		1	1	2	1
5944	2															1
5945	2															1
5946	2															1
5947	2															1
5948	2															1
5949	2															1
5950	1	81	3	2	6	25	1	2	51	1	39		8	5	1	1
5951	1	81	7	2	1	30	1	12	13	2		29	1	7	1	1
5952	2															1
5953	2															1
5954	1	81	3	6	2	27	1	5	8	2		29	1	7	1	1
5955	1	81	3	3	0	23	1	10	8	1	1		1	1	1	1
5956	2															1
5957	2	81	7	4	6	21	1	9	8	1	1		1	1	1	1
